"Hours since thread went live","Shinkalion: Change the World - Episode 3 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,2
1.25,2
1.3333333333333333,2
1.4166666666666667,2
1.5,2
1.5833333333333333,2
1.6666666666666667,2
1.75,2
1.8333333333333333,2
1.9166666666666667,3
2,3
2.0833333333333335,3
2.1666666666666665,3
2.25,3
2.3333333333333335,3
2.4166666666666665,3
2.5,3
2.5833333333333335,3
2.6666666666666665,3
2.75,3
2.8333333333333335,3
2.9166666666666665,3
3,3
3.0833333333333335,3
3.1666666666666665,3
3.25,3
3.3333333333333335,3
3.4166666666666665,4
3.5,4
3.5833333333333335,4
3.6666666666666665,3
3.75,4
3.8333333333333335,4
3.9166666666666665,4
4,5
4.083333333333333,6
4.166666666666667,4
4.25,5
4.333333333333333,5
4.416666666666667,6
4.5,4
4.583333333333333,6
4.666666666666667,5
4.75,5
4.833333333333333,5
4.916666666666667,5
5,6
5.083333333333333,4
5.166666666666667,4
5.25,5
5.333333333333333,4
5.416666666666667,6
5.5,5
5.583333333333333,6
5.666666666666667,6
5.75,6
5.833333333333333,6
5.916666666666667,5
6,6
6.083333333333333,7
6.166666666666667,6
6.25,5
6.333333333333333,7
6.416666666666667,6
6.5,7
6.583333333333333,7
6.666666666666667,6
6.75,6
6.833333333333333,6
6.916666666666667,7
7,7
7.083333333333333,6
7.166666666666667,7
7.25,8
7.333333333333333,9
7.416666666666667,8
7.5,6
7.583333333333333,7
7.666666666666667,8
7.75,9
7.833333333333333,4
7.916666666666667,6
8,7
8.083333333333334,5
8.166666666666666,7
8.25,4
8.333333333333334,7
8.416666666666666,7
8.5,7
8.583333333333334,6
8.666666666666666,8
8.75,7
8.833333333333334,8
8.916666666666666,8
9,6
9.083333333333334,5
9.166666666666666,6
9.25,6
9.333333333333334,8
9.416666666666666,5
9.5,6
9.583333333333334,7
9.666666666666666,7
9.75,7
9.833333333333334,7
9.916666666666666,7
10,6
10.083333333333334,5
10.166666666666666,6
10.25,7
10.333333333333334,5
10.416666666666666,8
10.5,7
10.583333333333334,8
10.666666666666666,4
10.75,6
10.833333333333334,5
10.916666666666666,6
11,6
11.083333333333334,7
11.166666666666666,7
11.25,9
11.333333333333334,5
11.416666666666666,6
11.5,7
11.583333333333334,9
11.666666666666666,8
11.75,5
11.833333333333334,9
11.916666666666666,7
12,5
12.083333333333334,6
12.166666666666666,8
12.25,9
12.333333333333334,5
12.416666666666666,6
12.5,6
12.583333333333334,6
12.666666666666666,7
12.75,6
12.833333333333334,6
12.916666666666666,9
13,10
13.083333333333334,6
13.166666666666666,10
13.25,7
13.333333333333334,9
13.416666666666666,10
13.5,7
13.583333333333334,9
13.666666666666666,11
13.75,8
13.833333333333334,12
13.916666666666666,8
14,12
14.083333333333334,11
14.166666666666666,9
14.25,10
14.333333333333334,9
14.416666666666666,11
14.5,13
14.583333333333334,9
14.666666666666666,9
14.75,12
14.833333333333334,13
14.916666666666666,10
15,9
15.083333333333334,12
15.166666666666666,12
15.25,12
15.333333333333334,12
15.416666666666666,12
15.5,15
15.583333333333334,14
15.666666666666666,14
15.75,15
15.833333333333334,14
15.916666666666666,15
16,13
16.083333333333332,13
16.166666666666668,13
16.25,12
16.333333333333332,14
16.416666666666668,13
16.5,13
16.583333333333332,13
16.666666666666668,12
16.75,11
16.833333333333332,15
16.916666666666668,13
17,15
17.083333333333332,12
17.166666666666668,12
17.25,14
17.333333333333332,14
17.416666666666668,12
17.5,15
17.583333333333332,13
17.666666666666668,14
17.75,15
17.833333333333332,13
17.916666666666668,15
18,12
18.083333333333332,16
18.166666666666668,14
18.25,12
18.333333333333332,14
18.416666666666668,13
18.5,16
18.583333333333332,12
18.666666666666668,16
18.75,14
18.833333333333332,12
18.916666666666668,13
19,12
19.083333333333332,15
19.166666666666668,16
19.25,14
19.333333333333332,14
19.416666666666668,14
19.5,14
19.583333333333332,13
19.666666666666668,13
19.75,14
19.833333333333332,14
19.916666666666668,14
20,13
20.083333333333332,15
20.166666666666668,14
20.25,15
20.333333333333332,15
20.416666666666668,15
20.5,13
20.583333333333332,14
20.666666666666668,14
20.75,14
20.833333333333332,15
20.916666666666668,13
21,16
21.083333333333332,15
21.166666666666668,15
21.25,15
21.333333333333332,16
21.416666666666668,14
21.5,16
21.583333333333332,15
21.666666666666668,15
21.75,16
21.833333333333332,17
21.916666666666668,15
22,15
22.083333333333332,16
22.166666666666668,14
22.25,15
22.333333333333332,14
22.416666666666668,15
22.5,14
22.583333333333332,16
22.666666666666668,16
22.75,16
22.833333333333332,15
22.916666666666668,16
23,15
23.083333333333332,17
23.166666666666668,14
23.25,15
23.333333333333332,13
23.416666666666668,16
23.5,17
23.583333333333332,15
23.666666666666668,14
23.75,15
23.833333333333332,15
23.916666666666668,15
24,16
24.083333333333332,16
24.166666666666668,14
24.25,15
24.333333333333332,15
24.416666666666668,14
24.5,13
24.583333333333332,15
24.666666666666668,15
24.75,17
24.833333333333332,15
24.916666666666668,16
25,17
25.083333333333332,15
25.166666666666668,14
25.25,16
25.333333333333332,14
25.416666666666668,17
25.5,14
25.583333333333332,14
25.666666666666668,14
25.75,13
25.833333333333332,13
25.916666666666668,15
26,17
26.083333333333332,16
26.166666666666668,14
26.25,14
26.333333333333332,17
26.416666666666668,16
26.5,14
26.583333333333332,14
26.666666666666668,14
26.75,15
26.833333333333332,14
26.916666666666668,15
27,14
27.083333333333332,15
27.166666666666668,15
27.25,16
27.333333333333332,13
27.416666666666668,14
27.5,14
27.583333333333332,14
27.666666666666668,14
27.75,14
27.833333333333332,17
27.916666666666668,13
28,15
28.083333333333332,17
28.166666666666668,15
28.25,14
28.333333333333332,16
28.416666666666668,15
28.5,15
28.583333333333332,15
28.666666666666668,13
28.75,14
28.833333333333332,14
28.916666666666668,14
29,16
29.083333333333332,16
29.166666666666668,13
29.25,15
29.333333333333332,13
29.416666666666668,16
29.5,15
29.583333333333332,15
29.666666666666668,15
29.75,15
29.833333333333332,14
29.916666666666668,17
30,15
30.083333333333332,15
30.166666666666668,16
30.25,15
30.333333333333332,17
30.416666666666668,15
30.5,15
30.583333333333332,14
30.666666666666668,14
30.75,17
30.833333333333332,16
30.916666666666668,16
31,18
31.083333333333332,16
31.166666666666668,15
31.25,17
31.333333333333332,17
31.416666666666668,19
31.5,17
31.583333333333332,18
31.666666666666668,17
31.75,17
31.833333333333332,17
31.916666666666668,15
32,17
32.083333333333336,17
32.166666666666664,16
32.25,17
32.333333333333336,17
32.416666666666664,16
32.5,17
32.583333333333336,16
32.666666666666664,17
32.75,15
32.833333333333336,17
32.916666666666664,18
33,17
33.083333333333336,18
33.166666666666664,16
33.25,17
33.333333333333336,16
33.416666666666664,19
33.5,17
33.583333333333336,17
33.666666666666664,16
33.75,17
33.833333333333336,17
33.916666666666664,17
34,18
34.083333333333336,19
34.166666666666664,17
34.25,17
34.333333333333336,19
34.416666666666664,16
34.5,16
34.583333333333336,18
34.666666666666664,18
34.75,16
34.833333333333336,15
34.916666666666664,17
35,18
35.083333333333336,19
35.166666666666664,19
35.25,20
35.333333333333336,19
35.416666666666664,18
35.5,17
35.583333333333336,18
35.666666666666664,17
35.75,19
35.833333333333336,18
35.916666666666664,16
36,18
36.083333333333336,19
36.166666666666664,18
36.25,19
36.333333333333336,18
36.416666666666664,17
36.5,18
36.583333333333336,17
36.666666666666664,16
36.75,18
36.833333333333336,19
36.916666666666664,16
37,18
37.083333333333336,18
37.166666666666664,18
37.25,19
37.333333333333336,18
37.416666666666664,18
37.5,18
37.583333333333336,16
37.666666666666664,19
37.75,19
37.833333333333336,18
37.916666666666664,19
38,16
38.083333333333336,18
38.166666666666664,20
38.25,18
38.333333333333336,17
38.416666666666664,17
38.5,19
38.583333333333336,18
38.666666666666664,19
38.75,16
38.833333333333336,17
38.916666666666664,17
39,19
39.083333333333336,19
