"Hours since thread went live","Kingdom Season 5 - Episode 12 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,3
0.25,4
0.3333333333333333,5
0.4166666666666667,7
0.5,11
0.5833333333333334,12
0.6666666666666666,13
0.75,12
0.8333333333333334,14
0.9166666666666666,17
1,20
1.0833333333333333,21
1.1666666666666667,21
1.25,22
1.3333333333333333,24
1.4166666666666667,25
1.5,26
1.5833333333333333,25
1.6666666666666667,26
1.75,26
1.8333333333333333,24
1.9166666666666667,27
2,26
2.0833333333333335,27
2.1666666666666665,25
2.25,27
2.3333333333333335,26
2.4166666666666665,27
2.5,26
2.5833333333333335,28
2.6666666666666665,27
2.75,29
2.8333333333333335,29
2.9166666666666665,30
3,30
3.0833333333333335,30
3.1666666666666665,34
3.25,34
3.3333333333333335,35
3.4166666666666665,34
3.5,39
3.5833333333333335,41
3.6666666666666665,45
3.75,46
3.8333333333333335,45
3.9166666666666665,50
4,50
4.083333333333333,48
4.166666666666667,52
4.25,51
4.333333333333333,53
4.416666666666667,56
4.5,54
4.583333333333333,54
4.666666666666667,56
4.75,57
4.833333333333333,58
4.916666666666667,56
5,59
5.083333333333333,61
5.166666666666667,61
5.25,56
5.333333333333333,58
5.416666666666667,57
5.5,58
5.583333333333333,57
5.666666666666667,63
5.75,66
5.833333333333333,64
5.916666666666667,60
6,60
6.083333333333333,66
6.166666666666667,68
6.25,64
6.333333333333333,67
6.416666666666667,63
6.5,67
6.583333333333333,72
6.666666666666667,66
6.75,67
6.833333333333333,71
6.916666666666667,68
7,68
7.083333333333333,69
7.166666666666667,70
7.25,70
7.333333333333333,72
7.416666666666667,72
7.5,74
7.583333333333333,74
7.666666666666667,74
7.75,69
7.833333333333333,76
7.916666666666667,71
8,72
8.083333333333334,74
8.166666666666666,74
8.25,72
8.333333333333334,75
8.416666666666666,74
8.5,78
8.583333333333334,75
8.666666666666666,75
8.75,75
8.833333333333334,77
8.916666666666666,77
9,73
9.083333333333334,77
9.166666666666666,78
9.25,82
9.333333333333334,78
9.416666666666666,82
9.5,80
9.583333333333334,78
9.666666666666666,82
9.75,79
9.833333333333334,82
9.916666666666666,85
10,84
10.083333333333334,83
10.166666666666666,81
10.25,81
10.333333333333334,81
10.416666666666666,81
10.5,81
10.583333333333334,83
10.666666666666666,82
10.75,86
10.833333333333334,83
10.916666666666666,84
11,83
11.083333333333334,81
11.166666666666666,81
11.25,84
11.333333333333334,85
11.416666666666666,88
11.5,85
11.583333333333334,89
11.666666666666666,87
11.75,87
11.833333333333334,89
11.916666666666666,90
12,89
12.083333333333334,91
12.166666666666666,88
12.25,94
12.333333333333334,94
12.416666666666666,90
12.5,91
12.583333333333334,90
12.666666666666666,88
12.75,88
12.833333333333334,87
12.916666666666666,91
13,94
13.083333333333334,90
13.166666666666666,93
13.25,89
13.333333333333334,90
13.416666666666666,93
13.5,91
13.583333333333334,90
13.666666666666666,92
13.75,90
13.833333333333334,91
13.916666666666666,89
14,93
14.083333333333334,88
14.166666666666666,89
14.25,89
14.333333333333334,91
14.416666666666666,94
14.5,91
14.583333333333334,96
14.666666666666666,94
14.75,93
14.833333333333334,93
14.916666666666666,94
15,94
15.083333333333334,98
15.166666666666666,92
15.25,94
15.333333333333334,94
15.416666666666666,100
15.5,96
15.583333333333334,98
15.666666666666666,98
15.75,95
15.833333333333334,96
15.916666666666666,100
16,99
16.083333333333332,96
16.166666666666668,96
16.25,98
16.333333333333332,98
16.416666666666668,96
16.5,98
16.583333333333332,99
16.666666666666668,96
16.75,99
16.833333333333332,97
16.916666666666668,97
17,101
17.083333333333332,101
17.166666666666668,99
17.25,101
17.333333333333332,98
17.416666666666668,100
17.5,102
17.583333333333332,97
17.666666666666668,97
17.75,97
17.833333333333332,104
17.916666666666668,102
18,105
18.083333333333332,103
18.166666666666668,102
18.25,101
18.333333333333332,104
18.416666666666668,105
18.5,102
18.583333333333332,105
18.666666666666668,99
18.75,104
18.833333333333332,103
18.916666666666668,105
19,101
19.083333333333332,100
19.166666666666668,103
19.25,105
19.333333333333332,103
19.416666666666668,100
19.5,104
19.583333333333332,104
19.666666666666668,105
19.75,101
19.833333333333332,102
19.916666666666668,105
20,104
20.083333333333332,106
20.166666666666668,101
20.25,104
20.333333333333332,103
20.416666666666668,107
20.5,105
20.583333333333332,106
20.666666666666668,103
20.75,107
20.833333333333332,102
20.916666666666668,107
21,108
21.083333333333332,106
21.166666666666668,106
21.25,106
21.333333333333332,109
21.416666666666668,106
21.5,108
21.583333333333332,108
21.666666666666668,111
21.75,108
21.833333333333332,107
21.916666666666668,108
22,108
22.083333333333332,110
22.166666666666668,109
22.25,112
22.333333333333332,110
22.416666666666668,105
22.5,110
22.583333333333332,111
22.666666666666668,107
22.75,110
22.833333333333332,113
22.916666666666668,109
23,109
23.083333333333332,108
23.166666666666668,112
23.25,109
23.333333333333332,108
23.416666666666668,108
23.5,109
23.583333333333332,111
23.666666666666668,114
23.75,109
23.833333333333332,110
23.916666666666668,112
24,110
24.083333333333332,108
24.166666666666668,111
24.25,108
24.333333333333332,111
24.416666666666668,112
24.5,109
24.583333333333332,108
24.666666666666668,113
24.75,112
24.833333333333332,112
24.916666666666668,110
25,112
25.083333333333332,111
25.166666666666668,111
25.25,110
25.333333333333332,109
25.416666666666668,110
25.5,111
25.583333333333332,110
25.666666666666668,110
25.75,108
25.833333333333332,110
25.916666666666668,115
26,109
26.083333333333332,114
26.166666666666668,110
26.25,114
26.333333333333332,108
26.416666666666668,110
26.5,112
26.583333333333332,112
26.666666666666668,112
26.75,110
26.833333333333332,111
26.916666666666668,112
27,116
27.083333333333332,115
27.166666666666668,112
27.25,111
27.333333333333332,108
27.416666666666668,110
27.5,110
27.583333333333332,111
27.666666666666668,113
27.75,115
27.833333333333332,114
27.916666666666668,110
28,108
28.083333333333332,111
28.166666666666668,116
28.25,113
28.333333333333332,110
28.416666666666668,114
28.5,114
28.583333333333332,112
28.666666666666668,116
28.75,110
28.833333333333332,115
28.916666666666668,115
29,115
29.083333333333332,115
29.166666666666668,113
29.25,110
29.333333333333332,111
29.416666666666668,112
29.5,115
29.583333333333332,114
29.666666666666668,114
29.75,110
29.833333333333332,115
29.916666666666668,114
30,110
30.083333333333332,115
30.166666666666668,111
30.25,116
30.333333333333332,114
30.416666666666668,110
30.5,116
30.583333333333332,109
30.666666666666668,110
30.75,115
30.833333333333332,111
30.916666666666668,115
31,111
31.083333333333332,113
31.166666666666668,114
31.25,114
31.333333333333332,114
31.416666666666668,113
31.5,116
31.583333333333332,111
31.666666666666668,113
31.75,112
31.833333333333332,112
31.916666666666668,115
32,109
32.083333333333336,114
32.166666666666664,117
32.25,113
32.333333333333336,114
32.416666666666664,116
32.5,113
32.583333333333336,110
32.666666666666664,112
32.75,115
32.833333333333336,116
32.916666666666664,112
33,113
33.083333333333336,114
33.166666666666664,115
33.25,115
33.333333333333336,115
33.416666666666664,113
33.5,119
33.583333333333336,115
33.666666666666664,118
33.75,114
33.833333333333336,117
33.916666666666664,114
34,114
34.083333333333336,116
34.166666666666664,117
34.25,113
34.333333333333336,113
34.416666666666664,116
34.5,116
34.583333333333336,115
34.666666666666664,116
34.75,118
34.833333333333336,120
34.916666666666664,117
35,113
35.083333333333336,120
35.166666666666664,120
35.25,116
35.333333333333336,118
35.416666666666664,115
35.5,116
35.583333333333336,114
35.666666666666664,118
35.75,119
35.833333333333336,116
35.916666666666664,115
36,114
36.083333333333336,121
36.166666666666664,116
36.25,115
36.333333333333336,120
36.416666666666664,121
36.5,116
36.583333333333336,117
36.666666666666664,117
36.75,117
36.833333333333336,118
36.916666666666664,115
37,119
37.083333333333336,118
37.166666666666664,122
37.25,120
37.333333333333336,117
37.416666666666664,115
37.5,118
37.583333333333336,122
37.666666666666664,117
37.75,118
37.833333333333336,116
37.916666666666664,118
38,119
38.083333333333336,122
38.166666666666664,119
38.25,120
38.333333333333336,117
38.416666666666664,115
38.5,115
38.583333333333336,120
38.666666666666664,120
38.75,115
38.833333333333336,120
38.916666666666664,120
39,117
39.083333333333336,119
