"Hours since thread went live","Highspeed Étoile - Episode 4 discussion"
0,2
0.08333333333333333,2
0.16666666666666666,3
0.25,4
0.3333333333333333,5
0.4166666666666667,5
0.5,6
0.5833333333333334,8
0.6666666666666666,9
0.75,8
0.8333333333333334,9
0.9166666666666666,9
1,9
1.0833333333333333,8
1.1666666666666667,7
1.25,7
1.3333333333333333,8
1.4166666666666667,7
1.5,8
1.5833333333333333,8
1.6666666666666667,7
1.75,9
1.8333333333333333,8
1.9166666666666667,10
2,8
2.0833333333333335,8
2.1666666666666665,10
2.25,11
2.3333333333333335,11
2.4166666666666665,12
2.5,14
2.5833333333333335,15
2.6666666666666665,16
2.75,15
2.8333333333333335,15
2.9166666666666665,17
3,14
3.0833333333333335,15
3.1666666666666665,15
3.25,18
3.3333333333333335,18
3.4166666666666665,16
3.5,16
3.5833333333333335,19
3.6666666666666665,17
3.75,18
3.8333333333333335,19
3.9166666666666665,17
4,18
4.083333333333333,17
4.166666666666667,20
4.25,20
4.333333333333333,17
4.416666666666667,19
4.5,19
4.583333333333333,18
4.666666666666667,20
4.75,19
4.833333333333333,18
4.916666666666667,18
5,21
5.083333333333333,19
5.166666666666667,17
5.25,21
5.333333333333333,20
5.416666666666667,20
5.5,18
5.583333333333333,20
5.666666666666667,20
5.75,18
5.833333333333333,19
5.916666666666667,20
6,21
6.083333333333333,19
6.166666666666667,22
6.25,21
6.333333333333333,21
6.416666666666667,21
6.5,22
6.583333333333333,21
6.666666666666667,22
6.75,20
6.833333333333333,20
6.916666666666667,21
7,20
7.083333333333333,21
7.166666666666667,21
7.25,21
7.333333333333333,19
7.416666666666667,19
7.5,20
7.583333333333333,21
7.666666666666667,21
7.75,22
7.833333333333333,20
7.916666666666667,21
8,23
8.083333333333334,20
8.166666666666666,21
8.25,21
8.333333333333334,24
8.416666666666666,22
8.5,23
8.583333333333334,20
8.666666666666666,20
8.75,24
8.833333333333334,20
8.916666666666666,22
9,20
9.083333333333334,23
9.166666666666666,20
9.25,23
9.333333333333334,25
9.416666666666666,21
9.5,22
9.583333333333334,22
9.666666666666666,23
9.75,23
9.833333333333334,25
9.916666666666666,23
10,23
10.083333333333334,25
10.166666666666666,28
10.25,26
10.333333333333334,29
10.416666666666666,26
10.5,29
10.583333333333334,27
10.666666666666666,29
10.75,30
10.833333333333334,25
10.916666666666666,26
11,28
11.083333333333334,27
11.166666666666666,23
11.25,26
11.333333333333334,26
11.416666666666666,28
11.5,23
11.583333333333334,26
11.666666666666666,24
11.75,25
11.833333333333334,27
11.916666666666666,23
12,24
12.083333333333334,27
12.166666666666666,29
12.25,29
12.333333333333334,27
12.416666666666666,28
12.5,28
12.583333333333334,30
12.666666666666666,29
12.75,29
12.833333333333334,28
12.916666666666666,25
13,29
13.083333333333334,31
13.166666666666666,29
13.25,29
13.333333333333334,32
13.416666666666666,27
13.5,32
13.583333333333334,34
13.666666666666666,30
13.75,33
13.833333333333334,31
13.916666666666666,32
14,35
14.083333333333334,30
14.166666666666666,30
14.25,31
14.333333333333334,31
14.416666666666666,33
14.5,34
14.583333333333334,35
14.666666666666666,34
14.75,31
14.833333333333334,31
14.916666666666666,35
15,33
15.083333333333334,32
15.166666666666666,32
15.25,35
15.333333333333334,30
15.416666666666666,33
15.5,37
15.583333333333334,37
15.666666666666666,35
15.75,35
15.833333333333334,30
15.916666666666666,31
16,33
16.083333333333332,33
16.166666666666668,33
16.25,32
16.333333333333332,34
16.416666666666668,32
16.5,35
16.583333333333332,30
16.666666666666668,32
16.75,33
16.833333333333332,34
16.916666666666668,33
17,30
17.083333333333332,35
17.166666666666668,36
17.25,32
17.333333333333332,33
17.416666666666668,37
17.5,33
17.583333333333332,30
17.666666666666668,37
17.75,34
17.833333333333332,30
17.916666666666668,35
18,38
18.083333333333332,37
18.166666666666668,35
18.25,33
18.333333333333332,34
18.416666666666668,34
18.5,37
18.583333333333332,35
18.666666666666668,39
18.75,36
18.833333333333332,34
18.916666666666668,38
19,34
19.083333333333332,38
19.166666666666668,37
19.25,40
19.333333333333332,34
19.416666666666668,38
19.5,37
19.583333333333332,37
19.666666666666668,40
19.75,36
19.833333333333332,37
19.916666666666668,40
20,36
20.083333333333332,40
20.166666666666668,37
20.25,36
20.333333333333332,35
20.416666666666668,40
20.5,35
20.583333333333332,37
20.666666666666668,36
20.75,40
20.833333333333332,38
20.916666666666668,39
21,40
21.083333333333332,37
21.166666666666668,34
21.25,38
21.333333333333332,41
21.416666666666668,35
21.5,40
21.583333333333332,39
21.666666666666668,37
21.75,38
21.833333333333332,36
21.916666666666668,36
22,37
22.083333333333332,36
22.166666666666668,39
22.25,39
22.333333333333332,38
22.416666666666668,36
22.5,34
22.583333333333332,35
22.666666666666668,34
22.75,39
22.833333333333332,39
22.916666666666668,37
23,35
23.083333333333332,40
23.166666666666668,37
23.25,37
23.333333333333332,34
23.416666666666668,33
23.5,38
23.583333333333332,36
23.666666666666668,38
23.75,35
23.833333333333332,34
23.916666666666668,34
24,37
24.083333333333332,34
24.166666666666668,36
24.25,36
