"Hours since thread went live","Touken Ranbu Kai: Kyoden Moyuru Honnouji - Episode 1 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,3
0.8333333333333334,3
0.9166666666666666,4
1,4
1.0833333333333333,3
1.1666666666666667,3
1.25,3
1.3333333333333333,3
1.4166666666666667,5
1.5,5
1.5833333333333333,3
1.6666666666666667,4
1.75,2
1.8333333333333333,3
1.9166666666666667,2
2,4
2.0833333333333335,5
2.1666666666666665,4
2.25,5
2.3333333333333335,5
2.4166666666666665,4
2.5,4
2.5833333333333335,5
2.6666666666666665,5
2.75,4
2.8333333333333335,3
2.9166666666666665,5
3,4
3.0833333333333335,3
3.1666666666666665,4
3.25,4
3.3333333333333335,3
3.4166666666666665,4
3.5,5
3.5833333333333335,4
3.6666666666666665,4
3.75,4
3.8333333333333335,3
3.9166666666666665,5
4,3
4.083333333333333,4
4.166666666666667,6
4.25,5
4.333333333333333,5
4.416666666666667,5
4.5,6
4.583333333333333,7
4.666666666666667,6
4.75,6
4.833333333333333,6
4.916666666666667,7
5,7
5.083333333333333,7
5.166666666666667,8
5.25,6
5.333333333333333,8
5.416666666666667,7
5.5,7
5.583333333333333,7
5.666666666666667,6
5.75,9
5.833333333333333,8
5.916666666666667,7
6,9
6.083333333333333,7
6.166666666666667,7
6.25,9
6.333333333333333,8
6.416666666666667,8
6.5,7
6.583333333333333,8
6.666666666666667,9
6.75,7
6.833333333333333,9
6.916666666666667,9
7,8
7.083333333333333,9
7.166666666666667,9
7.25,8
7.333333333333333,8
7.416666666666667,9
7.5,8
7.583333333333333,8
7.666666666666667,8
7.75,8
7.833333333333333,9
7.916666666666667,9
8,8
8.083333333333334,10
8.166666666666666,9
8.25,10
8.333333333333334,9
8.416666666666666,9
8.5,9
8.583333333333334,10
8.666666666666666,8
8.75,9
8.833333333333334,9
8.916666666666666,9
9,9
9.083333333333334,9
9.166666666666666,9
9.25,9
9.333333333333334,9
9.416666666666666,9
9.5,9
9.583333333333334,10
9.666666666666666,10
9.75,10
9.833333333333334,10
9.916666666666666,11
10,8
10.083333333333334,11
10.166666666666666,10
10.25,9
10.333333333333334,11
10.416666666666666,12
10.5,10
10.583333333333334,12
10.666666666666666,12
10.75,11
10.833333333333334,11
10.916666666666666,11
11,11
11.083333333333334,10
11.166666666666666,11
11.25,12
11.333333333333334,11
11.416666666666666,10
11.5,11
11.583333333333334,12
11.666666666666666,11
11.75,10
11.833333333333334,12
11.916666666666666,13
12,11
12.083333333333334,11
12.166666666666666,12
12.25,11
12.333333333333334,14
12.416666666666666,13
12.5,12
12.583333333333334,14
12.666666666666666,14
12.75,12
12.833333333333334,14
12.916666666666666,15
13,15
13.083333333333334,13
13.166666666666666,15
13.25,12
13.333333333333334,14
13.416666666666666,15
13.5,15
13.583333333333334,14
13.666666666666666,12
13.75,14
13.833333333333334,13
13.916666666666666,14
14,15
14.083333333333334,11
14.166666666666666,12
14.25,12
14.333333333333334,13
14.416666666666666,12
14.5,13
14.583333333333334,12
14.666666666666666,13
14.75,15
14.833333333333334,13
14.916666666666666,14
15,13
15.083333333333334,14
15.166666666666666,12
15.25,14
15.333333333333334,13
15.416666666666666,13
15.5,15
15.583333333333334,12
15.666666666666666,14
15.75,13
15.833333333333334,12
15.916666666666666,10
16,13
16.083333333333332,13
16.166666666666668,12
16.25,12
16.333333333333332,10
16.416666666666668,12
16.5,14
16.583333333333332,12
16.666666666666668,10
16.75,11
16.833333333333332,11
16.916666666666668,15
17,13
17.083333333333332,12
17.166666666666668,12
17.25,15
17.333333333333332,14
17.416666666666668,13
17.5,14
17.583333333333332,13
17.666666666666668,12
17.75,14
17.833333333333332,13
17.916666666666668,14
18,15
18.083333333333332,16
18.166666666666668,14
18.25,12
18.333333333333332,15
18.416666666666668,14
18.5,14
18.583333333333332,15
18.666666666666668,14
18.75,15
18.833333333333332,14
18.916666666666668,12
19,13
19.083333333333332,14
19.166666666666668,14
19.25,13
19.333333333333332,14
19.416666666666668,14
19.5,15
19.583333333333332,15
19.666666666666668,15
19.75,14
19.833333333333332,13
19.916666666666668,13
20,15
20.083333333333332,13
20.166666666666668,16
20.25,15
20.333333333333332,15
20.416666666666668,12
20.5,13
20.583333333333332,15
20.666666666666668,16
20.75,15
20.833333333333332,13
20.916666666666668,13
21,13
21.083333333333332,14
21.166666666666668,12
21.25,14
21.333333333333332,13
21.416666666666668,13
21.5,14
21.583333333333332,13
21.666666666666668,13
21.75,14
21.833333333333332,11
21.916666666666668,14
22,14
22.083333333333332,13
22.166666666666668,14
22.25,14
22.333333333333332,14
22.416666666666668,12
22.5,15
22.583333333333332,14
22.666666666666668,15
22.75,15
22.833333333333332,12
22.916666666666668,16
23,14
23.083333333333332,16
23.166666666666668,14
23.25,16
23.333333333333332,14
23.416666666666668,14
23.5,13
23.583333333333332,14
23.666666666666668,12
23.75,15
23.833333333333332,14
23.916666666666668,12
24,12
24.083333333333332,15
24.166666666666668,15
24.25,13
24.333333333333332,13
24.416666666666668,15
24.5,16
24.583333333333332,13
24.666666666666668,15
24.75,15
24.833333333333332,14
24.916666666666668,13
25,14
25.083333333333332,13
25.166666666666668,15
25.25,15
25.333333333333332,15
25.416666666666668,14
25.5,14
25.583333333333332,15
25.666666666666668,14
25.75,13
25.833333333333332,12
25.916666666666668,15
26,14
26.083333333333332,14
26.166666666666668,12
26.25,15
26.333333333333332,13
26.416666666666668,14
26.5,15
26.583333333333332,15
26.666666666666668,15
26.75,14
26.833333333333332,13
26.916666666666668,13
27,16
27.083333333333332,14
27.166666666666668,15
27.25,12
27.333333333333332,14
27.416666666666668,14
27.5,14
27.583333333333332,14
27.666666666666668,15
27.75,12
27.833333333333332,12
27.916666666666668,14
28,15
28.083333333333332,15
28.166666666666668,14
28.25,15
28.333333333333332,13
28.416666666666668,13
28.5,15
28.583333333333332,14
28.666666666666668,16
28.75,12
28.833333333333332,15
28.916666666666668,14
29,14
29.083333333333332,15
29.166666666666668,15
29.25,15
29.333333333333332,15
29.416666666666668,12
29.5,14
29.583333333333332,16
29.666666666666668,16
29.75,15
29.833333333333332,14
29.916666666666668,16
30,15
30.083333333333332,13
30.166666666666668,14
30.25,15
30.333333333333332,16
30.416666666666668,15
30.5,16
30.583333333333332,13
30.666666666666668,15
30.75,14
30.833333333333332,13
30.916666666666668,12
31,14
31.083333333333332,15
31.166666666666668,15
31.25,15
31.333333333333332,15
31.416666666666668,16
31.5,14
31.583333333333332,13
31.666666666666668,12
31.75,14
31.833333333333332,16
31.916666666666668,15
32,15
32.083333333333336,14
32.166666666666664,14
32.25,13
32.333333333333336,16
32.416666666666664,14
32.5,12
32.583333333333336,14
32.666666666666664,13
32.75,13
32.833333333333336,13
32.916666666666664,13
33,13
33.083333333333336,14
33.166666666666664,13
33.25,14
33.333333333333336,15
33.416666666666664,14
33.5,13
33.583333333333336,16
33.666666666666664,16
33.75,15
33.833333333333336,14
33.916666666666664,14
34,14
34.083333333333336,14
34.166666666666664,13
34.25,15
34.333333333333336,16
34.416666666666664,14
34.5,16
34.583333333333336,15
34.666666666666664,16
34.75,14
34.833333333333336,14
34.916666666666664,13
35,15
35.083333333333336,14
35.166666666666664,14
35.25,13
35.333333333333336,13
35.416666666666664,13
35.5,14
35.583333333333336,14
35.666666666666664,15
35.75,15
35.833333333333336,13
35.916666666666664,11
36,14
36.083333333333336,13
36.166666666666664,13
36.25,11
36.333333333333336,14
36.416666666666664,12
36.5,14
36.583333333333336,14
36.666666666666664,13
36.75,12
36.833333333333336,14
36.916666666666664,11
37,13
37.083333333333336,13
37.166666666666664,12
37.25,15
37.333333333333336,13
37.416666666666664,13
37.5,11
37.583333333333336,12
37.666666666666664,12
37.75,12
37.833333333333336,13
37.916666666666664,12
38,14
38.083333333333336,14
38.166666666666664,15
38.25,14
38.333333333333336,16
38.416666666666664,13
38.5,15
38.583333333333336,16
38.666666666666664,14
38.75,14
38.833333333333336,16
38.916666666666664,14
