"Hours since thread went live","Tonari no Youkai-san - Episode 1 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,8
0.6666666666666666,9
0.75,14
0.8333333333333334,19
0.9166666666666666,22
1,24
1.0833333333333333,26
1.1666666666666667,29
1.25,29
1.3333333333333333,31
1.4166666666666667,33
1.5,34
1.5833333333333333,36
1.6666666666666667,40
1.75,39
1.8333333333333333,45
1.9166666666666667,46
2,51
2.0833333333333335,52
2.1666666666666665,53
2.25,52
2.3333333333333335,55
2.4166666666666665,54
2.5,57
2.5833333333333335,56
2.6666666666666665,58
2.75,59
2.8333333333333335,61
2.9166666666666665,61
3,61
3.0833333333333335,67
3.1666666666666665,71
3.25,70
3.3333333333333335,74
3.4166666666666665,73
3.5,74
3.5833333333333335,72
3.6666666666666665,75
3.75,74
3.8333333333333335,77
3.9166666666666665,75
4,76
4.083333333333333,80
4.166666666666667,77
4.25,79
4.333333333333333,80
4.416666666666667,81
4.5,83
4.583333333333333,87
4.666666666666667,86
4.75,83
4.833333333333333,86
4.916666666666667,83
5,90
5.083333333333333,89
5.166666666666667,89
5.25,88
5.333333333333333,94
5.416666666666667,91
5.5,95
5.583333333333333,95
5.666666666666667,101
5.75,102
5.833333333333333,101
5.916666666666667,103
6,101
6.083333333333333,102
6.166666666666667,105
6.25,105
6.333333333333333,101
6.416666666666667,102
6.5,104
6.583333333333333,102
6.666666666666667,107
6.75,107
6.833333333333333,113
6.916666666666667,110
7,110
7.083333333333333,113
7.166666666666667,110
7.25,116
7.333333333333333,113
7.416666666666667,114
7.5,116
7.583333333333333,117
7.666666666666667,118
7.75,117
7.833333333333333,119
7.916666666666667,123
8,121
8.083333333333334,124
8.166666666666666,119
8.25,127
8.333333333333334,124
8.416666666666666,122
8.5,124
8.583333333333334,124
8.666666666666666,126
8.75,127
8.833333333333334,123
8.916666666666666,126
9,125
9.083333333333334,128
9.166666666666666,127
9.25,131
9.333333333333334,128
9.416666666666666,130
9.5,128
9.583333333333334,125
9.666666666666666,130
9.75,135
9.833333333333334,134
9.916666666666666,133
10,135
10.083333333333334,132
10.166666666666666,130
10.25,134
10.333333333333334,136
10.416666666666666,137
10.5,142
10.583333333333334,138
10.666666666666666,141
10.75,137
10.833333333333334,138
10.916666666666666,138
11,143
11.083333333333334,142
11.166666666666666,141
11.25,141
11.333333333333334,143
11.416666666666666,140
11.5,141
11.583333333333334,146
11.666666666666666,145
11.75,143
11.833333333333334,146
11.916666666666666,151
12,148
12.083333333333334,154
12.166666666666666,148
12.25,154
12.333333333333334,148
12.416666666666666,153
12.5,148
12.583333333333334,153
12.666666666666666,152
12.75,157
12.833333333333334,152
12.916666666666666,152
13,153
13.083333333333334,155
13.166666666666666,156
13.25,162
13.333333333333334,159
13.416666666666666,160
13.5,159
13.583333333333334,159
13.666666666666666,159
13.75,164
13.833333333333334,162
13.916666666666666,159
14,159
14.083333333333334,162
14.166666666666666,160
14.25,158
14.333333333333334,160
14.416666666666666,166
14.5,164
14.583333333333334,163
14.666666666666666,162
14.75,167
14.833333333333334,166
14.916666666666666,165
15,165
15.083333333333334,163
15.166666666666666,164
15.25,165
15.333333333333334,162
15.416666666666666,164
15.5,166
15.583333333333334,164
15.666666666666666,165
15.75,167
15.833333333333334,167
15.916666666666666,170
16,167
16.083333333333332,170
16.166666666666668,165
16.25,167
16.333333333333332,167
16.416666666666668,167
16.5,171
16.583333333333332,170
16.666666666666668,172
16.75,171
16.833333333333332,173
16.916666666666668,169
17,169
17.083333333333332,171
17.166666666666668,173
17.25,176
17.333333333333332,175
17.416666666666668,174
17.5,173
17.583333333333332,178
17.666666666666668,176
17.75,174
17.833333333333332,178
17.916666666666668,178
18,176
18.083333333333332,178
18.166666666666668,175
18.25,182
18.333333333333332,181
18.416666666666668,179
18.5,181
18.583333333333332,184
18.666666666666668,184
18.75,183
18.833333333333332,180
18.916666666666668,188
19,185
19.083333333333332,185
19.166666666666668,192
19.25,190
19.333333333333332,194
19.416666666666668,194
19.5,190
19.583333333333332,189
19.666666666666668,191
19.75,190
19.833333333333332,190
19.916666666666668,193
20,192
20.083333333333332,194
20.166666666666668,195
20.25,192
20.333333333333332,190
20.416666666666668,193
20.5,196
20.583333333333332,195
20.666666666666668,194
20.75,195
20.833333333333332,192
20.916666666666668,197
21,194
21.083333333333332,193
21.166666666666668,191
21.25,197
21.333333333333332,194
21.416666666666668,193
21.5,196
21.583333333333332,192
21.666666666666668,195
21.75,196
21.833333333333332,198
21.916666666666668,196
22,199
22.083333333333332,197
22.166666666666668,202
22.25,203
22.333333333333332,200
22.416666666666668,204
22.5,202
22.583333333333332,202
22.666666666666668,202
22.75,203
22.833333333333332,204
22.916666666666668,201
23,202
23.083333333333332,207
23.166666666666668,205
23.25,203
23.333333333333332,207
23.416666666666668,206
23.5,206
23.583333333333332,206
23.666666666666668,205
23.75,206
23.833333333333332,206
23.916666666666668,206
24,208
24.083333333333332,209
24.166666666666668,209
24.25,209
24.333333333333332,209
24.416666666666668,208
24.5,213
24.583333333333332,207
24.666666666666668,210
24.75,210
24.833333333333332,209
24.916666666666668,209
25,213
25.083333333333332,206
25.166666666666668,209
25.25,211
25.333333333333332,212
25.416666666666668,217
25.5,213
25.583333333333332,214
25.666666666666668,214
25.75,211
25.833333333333332,212
25.916666666666668,213
26,210
26.083333333333332,212
26.166666666666668,212
26.25,216
26.333333333333332,214
26.416666666666668,217
26.5,210
26.583333333333332,214
26.666666666666668,212
26.75,211
26.833333333333332,213
26.916666666666668,215
27,217
27.083333333333332,216
27.166666666666668,214
27.25,213
27.333333333333332,211
27.416666666666668,213
27.5,216
27.583333333333332,212
27.666666666666668,215
27.75,215
27.833333333333332,215
27.916666666666668,218
28,214
28.083333333333332,218
28.166666666666668,214
28.25,216
28.333333333333332,217
28.416666666666668,217
28.5,218
28.583333333333332,215
28.666666666666668,217
28.75,219
28.833333333333332,217
28.916666666666668,213
29,215
29.083333333333332,213
29.166666666666668,216
29.25,215
29.333333333333332,218
29.416666666666668,221
29.5,219
29.583333333333332,217
29.666666666666668,221
29.75,217
29.833333333333332,218
29.916666666666668,218
30,218
30.083333333333332,215
30.166666666666668,218
30.25,219
30.333333333333332,217
30.416666666666668,219
30.5,216
30.583333333333332,218
30.666666666666668,218
30.75,222
30.833333333333332,215
30.916666666666668,221
31,220
31.083333333333332,216
31.166666666666668,223
31.25,220
31.333333333333332,219
31.416666666666668,222
31.5,220
31.583333333333332,219
31.666666666666668,220
31.75,221
31.833333333333332,219
31.916666666666668,219
32,221
32.083333333333336,219
32.166666666666664,219
32.25,222
32.333333333333336,225
32.416666666666664,219
32.5,221
32.583333333333336,220
32.666666666666664,223
32.75,225
32.833333333333336,224
32.916666666666664,220
33,217
33.083333333333336,220
33.166666666666664,223
33.25,223
33.333333333333336,220
33.416666666666664,221
33.5,224
33.583333333333336,222
33.666666666666664,221
33.75,223
33.833333333333336,221
33.916666666666664,220
34,222
34.083333333333336,224
34.166666666666664,223
34.25,225
34.333333333333336,224
34.416666666666664,220
34.5,224
34.583333333333336,220
34.666666666666664,223
34.75,224
34.833333333333336,223
34.916666666666664,221
35,222
35.083333333333336,224
35.166666666666664,222
35.25,221
35.333333333333336,224
35.416666666666664,225
35.5,225
