"Hours since thread went live","Vampire Dormitory - Episode 8 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,2
0.5,3
0.5833333333333334,4
0.6666666666666666,4
0.75,3
0.8333333333333334,3
0.9166666666666666,2
1,3
1.0833333333333333,3
1.1666666666666667,4
1.25,4
1.3333333333333333,4
1.4166666666666667,6
1.5,6
1.5833333333333333,4
1.6666666666666667,4
1.75,6
1.8333333333333333,6
1.9166666666666667,7
2,6
2.0833333333333335,6
2.1666666666666665,7
2.25,4
2.3333333333333335,6
2.4166666666666665,7
2.5,5
2.5833333333333335,5
2.6666666666666665,5
2.75,6
2.8333333333333335,6
2.9166666666666665,7
3,10
3.0833333333333335,7
3.1666666666666665,7
3.25,7
3.3333333333333335,6
3.4166666666666665,8
3.5,8
3.5833333333333335,8
3.6666666666666665,9
3.75,12
3.8333333333333335,9
3.9166666666666665,9
4,11
4.083333333333333,11
4.166666666666667,12
4.25,11
4.333333333333333,10
4.416666666666667,11
4.5,12
4.583333333333333,13
4.666666666666667,10
4.75,10
4.833333333333333,12
4.916666666666667,10
5,12
5.083333333333333,12
5.166666666666667,12
5.25,11
5.333333333333333,11
5.416666666666667,12
5.5,13
5.583333333333333,11
5.666666666666667,13
5.75,11
5.833333333333333,11
5.916666666666667,10
6,9
6.083333333333333,14
6.166666666666667,15
6.25,12
6.333333333333333,12
6.416666666666667,14
6.5,12
6.583333333333333,16
6.666666666666667,15
6.75,14
6.833333333333333,19
6.916666666666667,18
7,16
7.083333333333333,19
7.166666666666667,19
7.25,19
7.333333333333333,19
7.416666666666667,20
7.5,18
7.583333333333333,19
7.666666666666667,17
7.75,17
7.833333333333333,19
7.916666666666667,19
8,17
8.083333333333334,16
8.166666666666666,18
8.25,16
8.333333333333334,17
8.416666666666666,16
8.5,17
8.583333333333334,18
8.666666666666666,18
8.75,20
8.833333333333334,21
8.916666666666666,20
9,19
9.083333333333334,19
9.166666666666666,20
9.25,19
9.333333333333334,17
9.416666666666666,21
9.5,20
9.583333333333334,20
9.666666666666666,20
9.75,18
9.833333333333334,21
9.916666666666666,20
10,22
10.083333333333334,22
10.166666666666666,19
10.25,21
10.333333333333334,23
10.416666666666666,22
10.5,20
10.583333333333334,22
10.666666666666666,24
10.75,22
10.833333333333334,22
10.916666666666666,23
11,23
11.083333333333334,24
11.166666666666666,25
11.25,23
11.333333333333334,25
11.416666666666666,24
11.5,24
11.583333333333334,23
11.666666666666666,24
11.75,24
11.833333333333334,24
11.916666666666666,24
12,25
12.083333333333334,23
12.166666666666666,26
12.25,22
12.333333333333334,22
12.416666666666666,23
12.5,24
12.583333333333334,25
12.666666666666666,25
12.75,26
12.833333333333334,26
12.916666666666666,28
13,26
13.083333333333334,26
13.166666666666666,26
13.25,28
13.333333333333334,27
13.416666666666666,25
13.5,25
13.583333333333334,26
13.666666666666666,24
13.75,31
13.833333333333334,28
13.916666666666666,25
14,30
14.083333333333334,30
14.166666666666666,28
14.25,28
14.333333333333334,23
14.416666666666666,26
14.5,30
14.583333333333334,32
14.666666666666666,25
14.75,27
14.833333333333334,24
14.916666666666666,27
15,24
15.083333333333334,26
15.166666666666666,27
15.25,30
15.333333333333334,24
15.416666666666666,27
15.5,31
15.583333333333334,31
15.666666666666666,30
15.75,27
15.833333333333334,24
15.916666666666666,27
16,28
16.083333333333332,28
16.166666666666668,25
16.25,26
16.333333333333332,26
16.416666666666668,30
16.5,24
16.583333333333332,26
16.666666666666668,29
16.75,28
16.833333333333332,31
16.916666666666668,28
17,30
17.083333333333332,27
17.166666666666668,28
17.25,31
17.333333333333332,29
17.416666666666668,28
17.5,31
17.583333333333332,30
17.666666666666668,30
17.75,25
17.833333333333332,32
17.916666666666668,31
18,28
18.083333333333332,31
18.166666666666668,27
18.25,32
18.333333333333332,28
18.416666666666668,28
18.5,24
18.583333333333332,26
18.666666666666668,27
18.75,32
18.833333333333332,27
18.916666666666668,25
19,30
19.083333333333332,25
19.166666666666668,27
19.25,27
19.333333333333332,30
19.416666666666668,31
19.5,28
19.583333333333332,28
19.666666666666668,26
19.75,29
19.833333333333332,27
19.916666666666668,31
20,30
20.083333333333332,27
20.166666666666668,30
20.25,28
20.333333333333332,27
20.416666666666668,28
20.5,26
20.583333333333332,32
20.666666666666668,26
20.75,25
20.833333333333332,32
20.916666666666668,28
21,32
21.083333333333332,32
21.166666666666668,30
21.25,29
21.333333333333332,27
21.416666666666668,30
21.5,28
21.583333333333332,28
21.666666666666668,28
21.75,26
21.833333333333332,28
21.916666666666668,31
22,27
22.083333333333332,31
22.166666666666668,31
22.25,32
22.333333333333332,30
22.416666666666668,28
22.5,28
22.583333333333332,29
22.666666666666668,25
22.75,25
22.833333333333332,30
22.916666666666668,32
23,29
23.083333333333332,27
23.166666666666668,29
23.25,29
23.333333333333332,32
23.416666666666668,29
23.5,25
23.583333333333332,31
23.666666666666668,29
23.75,30
23.833333333333332,29
23.916666666666668,32
24,32
24.083333333333332,30
24.166666666666668,33
24.25,33
24.333333333333332,27
24.416666666666668,29
24.5,29
24.583333333333332,30
24.666666666666668,27
24.75,27
24.833333333333332,27
24.916666666666668,30
25,29
25.083333333333332,26
25.166666666666668,27
25.25,30
25.333333333333332,31
25.416666666666668,29
25.5,30
25.583333333333332,27
25.666666666666668,32
25.75,31
25.833333333333332,31
25.916666666666668,31
26,33
26.083333333333332,29
26.166666666666668,30
26.25,31
26.333333333333332,29
26.416666666666668,28
26.5,29
26.583333333333332,29
26.666666666666668,31
26.75,27
26.833333333333332,30
26.916666666666668,33
27,30
27.083333333333332,30
27.166666666666668,34
27.25,30
27.333333333333332,33
27.416666666666668,28
27.5,30
27.583333333333332,31
27.666666666666668,33
27.75,28
27.833333333333332,32
27.916666666666668,33
28,27
28.083333333333332,28
28.166666666666668,28
28.25,31
28.333333333333332,28
28.416666666666668,29
28.5,33
28.583333333333332,28
28.666666666666668,28
28.75,32
28.833333333333332,31
28.916666666666668,32
29,28
29.083333333333332,32
29.166666666666668,29
29.25,28
29.333333333333332,33
29.416666666666668,29
29.5,33
29.583333333333332,34
29.666666666666668,31
29.75,31
29.833333333333332,34
29.916666666666668,29
30,31
30.083333333333332,30
30.166666666666668,28
30.25,29
30.333333333333332,30
30.416666666666668,29
30.5,29
30.583333333333332,33
30.666666666666668,31
30.75,31
30.833333333333332,30
30.916666666666668,32
31,32
31.083333333333332,32
31.166666666666668,27
31.25,32
31.333333333333332,29
31.416666666666668,28
31.5,33
31.583333333333332,27
31.666666666666668,30
31.75,29
31.833333333333332,30
31.916666666666668,29
32,31
32.083333333333336,34
32.166666666666664,34
32.25,28
32.333333333333336,32
32.416666666666664,33
32.5,29
32.583333333333336,29
32.666666666666664,28
32.75,29
32.833333333333336,30
32.916666666666664,32
33,33
33.083333333333336,32
33.166666666666664,30
33.25,29
33.333333333333336,29
33.416666666666664,33
33.5,31
33.583333333333336,28
33.666666666666664,31
33.75,28
33.833333333333336,31
33.916666666666664,32
34,34
34.083333333333336,29
34.166666666666664,28
34.25,29
34.333333333333336,31
34.416666666666664,34
34.5,31
34.583333333333336,32
34.666666666666664,35
34.75,34
34.833333333333336,29
34.916666666666664,31
35,29
35.083333333333336,27
35.166666666666664,27
35.25,32
35.333333333333336,27
35.416666666666664,31
35.5,31
35.583333333333336,30
35.666666666666664,30
35.75,31
35.833333333333336,30
35.916666666666664,33
36,33
36.083333333333336,30
36.166666666666664,33
36.25,31
36.333333333333336,31
36.416666666666664,30
36.5,28
36.583333333333336,32
36.666666666666664,35
36.75,29
36.833333333333336,31
36.916666666666664,32
37,33
37.083333333333336,30
37.166666666666664,32
37.25,36
37.333333333333336,30
37.416666666666664,37
37.5,31
37.583333333333336,36
37.666666666666664,33
37.75,36
37.833333333333336,34
37.916666666666664,31
38,32
38.083333333333336,32
38.166666666666664,30
38.25,32
38.333333333333336,36
38.416666666666664,31
38.5,30
38.583333333333336,29
38.666666666666664,33
38.75,30
38.833333333333336,31
38.916666666666664,35
39,34
39.083333333333336,30
