"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 21 discussion"
0,12
0,17
0.08333333333333333,53
0.16666666666666666,73
0.25,108
0.3333333333333333,136
0.4166666666666667,163
0.5,197
0.5833333333333334,215
0.6666666666666666,247
0.75,278
0.8333333333333334,312
0.9166666666666666,334
1,362
1.0833333333333333,382
1.1666666666666667,405
1.25,425
1.3333333333333333,457
1.4166666666666667,477
1.5,496
1.5833333333333333,521
1.6666666666666667,539
1.75,570
1.8333333333333333,596
1.9166666666666667,621
2,654
2.0833333333333335,671
2.1666666666666665,691
2.25,708
2.3333333333333335,738
2.4166666666666665,757
2.5,786
2.5833333333333335,798
2.6666666666666665,813
2.75,839
2.8333333333333335,851
2.9166666666666665,870
3,883
3.0833333333333335,917
3.1666666666666665,933
3.25,958
3.3333333333333335,973
3.4166666666666665,991
3.5,1016
3.5833333333333335,1027
3.6666666666666665,1039
3.75,1063
3.8333333333333335,1072
3.9166666666666665,1091
4,1105
4.083333333333333,1121
4.166666666666667,1132
4.25,1147
4.333333333333333,1168
4.416666666666667,1184
4.5,1198
4.583333333333333,1208
4.666666666666667,1226
4.75,1242
4.833333333333333,1260
4.916666666666667,1277
5,1296
5.083333333333333,1310
5.166666666666667,1325
5.25,1338
5.333333333333333,1344
5.416666666666667,1356
5.5,1366
5.583333333333333,1389
5.666666666666667,1404
5.75,1412
5.833333333333333,1432
5.916666666666667,1444
6,1471
6.083333333333333,1483
6.166666666666667,1507
6.25,1513
6.333333333333333,1521
6.416666666666667,1539
6.5,1562
6.583333333333333,1578
6.666666666666667,1586
6.75,1596
6.833333333333333,1612
6.916666666666667,1620
7,1631
7.083333333333333,1638
7.166666666666667,1643
7.25,1661
7.333333333333333,1673
7.416666666666667,1690
7.5,1701
7.583333333333333,1710
7.666666666666667,1727
7.75,1744
7.833333333333333,1751
7.916666666666667,1765
8,1778
8.083333333333334,1788
8.166666666666666,1795
8.25,1817
8.333333333333334,1840
8.416666666666666,1853
8.5,1866
8.583333333333334,1870
8.666666666666666,1889
8.75,1907
8.833333333333334,1911
8.916666666666666,1932
9,1926
9.083333333333334,1947
9.166666666666666,1953
9.25,1957
9.333333333333334,1968
9.416666666666666,1983
9.5,2002
9.583333333333334,2017
9.666666666666666,2032
9.75,2045
9.833333333333334,2050
9.916666666666666,2065
10,2071
10.083333333333334,2086
10.166666666666666,2090
10.25,2096
10.333333333333334,2111
10.416666666666666,2121
10.5,2125
10.583333333333334,2139
10.666666666666666,2140
10.75,2155
10.833333333333334,2154
10.916666666666666,2170
11,2179
11.083333333333334,2187
11.166666666666666,2200
11.25,2207
11.333333333333334,2205
11.416666666666666,2216
11.5,2230
11.583333333333334,2227
11.666666666666666,2246
11.75,2249
11.833333333333334,2253
11.916666666666666,2264
12,2275
12.083333333333334,2281
12.166666666666666,2289
12.25,2293
12.333333333333334,2300
12.416666666666666,2302
12.5,2308
12.583333333333334,2315
12.666666666666666,2321
12.75,2327
12.833333333333334,2336
12.916666666666666,2343
13,2350
13.083333333333334,2361
13.166666666666666,2360
13.25,2374
13.333333333333334,2380
13.416666666666666,2385
13.5,2392
13.583333333333334,2412
13.666666666666666,2415
13.75,2421
13.833333333333334,2420
13.916666666666666,2439
14,2449
14.083333333333334,2456
14.166666666666666,2454
14.25,2464
14.333333333333334,2472
14.416666666666666,2481
14.5,2489
14.583333333333334,2495
14.666666666666666,2497
14.75,2507
14.833333333333334,2515
14.916666666666666,2524
15,2527
15.083333333333334,2529
15.166666666666666,2532
15.25,2547
15.333333333333334,2546
15.416666666666666,2546
15.5,2558
15.583333333333334,2557
15.666666666666666,2554
15.75,2563
15.833333333333334,2563
15.916666666666666,2575
