"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 7 discussion"
0,2
0.08333333333333333,1
0.16666666666666666,1
0.25,2
0.3333333333333333,2
0.4166666666666667,5
0.5,7
0.5833333333333334,9
0.6666666666666666,11
0.75,15
0.8333333333333334,14
0.9166666666666666,19
1,19
1.0833333333333333,23
1.1666666666666667,22
1.25,25
1.3333333333333333,29
1.4166666666666667,33
1.5,39
1.5833333333333333,37
1.6666666666666667,40
1.75,42
1.8333333333333333,43
1.9166666666666667,46
2,45
2.0833333333333335,45
2.1666666666666665,50
2.25,49
2.3333333333333335,52
2.4166666666666665,55
2.5,56
2.5833333333333335,57
2.6666666666666665,57
2.75,58
2.8333333333333335,58
2.9166666666666665,60
3,58
3.0833333333333335,62
3.1666666666666665,66
3.25,65
3.3333333333333335,67
3.4166666666666665,66
3.5,68
3.5833333333333335,62
3.6666666666666665,64
3.75,65
3.8333333333333335,68
3.9166666666666665,68
4,65
4.083333333333333,69
4.166666666666667,67
4.25,73
4.333333333333333,77
4.416666666666667,80
4.5,77
4.583333333333333,80
4.666666666666667,78
4.75,76
4.833333333333333,82
4.916666666666667,83
5,83
5.083333333333333,83
5.166666666666667,83
5.25,82
5.333333333333333,82
5.416666666666667,86
5.5,87
5.583333333333333,86
5.666666666666667,88
5.75,85
5.833333333333333,91
5.916666666666667,91
6,90
6.083333333333333,89
6.166666666666667,94
6.25,92
6.333333333333333,87
6.416666666666667,93
6.5,89
6.583333333333333,94
6.666666666666667,93
6.75,97
6.833333333333333,99
6.916666666666667,99
7,100
7.083333333333333,98
7.166666666666667,103
7.25,103
7.333333333333333,106
7.416666666666667,107
7.5,105
7.583333333333333,107
7.666666666666667,105
7.75,106
7.833333333333333,109
7.916666666666667,107
8,112
8.083333333333334,109
8.166666666666666,109
8.25,106
8.333333333333334,113
8.416666666666666,112
8.5,117
8.583333333333334,114
8.666666666666666,114
8.75,112
8.833333333333334,113
8.916666666666666,116
9,119
9.083333333333334,113
9.166666666666666,119
9.25,118
9.333333333333334,119
9.416666666666666,121
9.5,123
9.583333333333334,119
9.666666666666666,124
9.75,119
9.833333333333334,122
9.916666666666666,124
10,123
10.083333333333334,123
10.166666666666666,124
10.25,126
10.333333333333334,125
10.416666666666666,124
10.5,125
10.583333333333334,125
10.666666666666666,126
10.75,123
10.833333333333334,129
10.916666666666666,126
11,124
11.083333333333334,124
11.166666666666666,124
11.25,127
11.333333333333334,131
11.416666666666666,128
11.5,128
11.583333333333334,132
11.666666666666666,131
11.75,129
11.833333333333334,133
11.916666666666666,136
12,132
12.083333333333334,136
12.166666666666666,134
12.25,139
12.333333333333334,135
12.416666666666666,139
12.5,138
12.583333333333334,136
12.666666666666666,137
12.75,138
12.833333333333334,139
12.916666666666666,144
13,142
