"Hours since thread went live","The New Gate - Episode 5 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,2
0.25,3
0.3333333333333333,7
0.4166666666666667,11
0.5,13
0.5833333333333334,15
0.6666666666666666,16
0.75,17
0.8333333333333334,20
0.9166666666666666,26
1,27
1.0833333333333333,31
1.1666666666666667,34
1.25,33
1.3333333333333333,36
1.4166666666666667,37
1.5,41
1.5833333333333333,41
1.6666666666666667,43
1.75,47
1.8333333333333333,50
1.9166666666666667,52
2,51
2.0833333333333335,52
2.1666666666666665,58
2.25,61
2.3333333333333335,61
2.4166666666666665,63
2.5,64
2.5833333333333335,69
2.6666666666666665,68
2.75,71
2.8333333333333335,68
2.9166666666666665,77
3,79
3.0833333333333335,80
3.1666666666666665,79
3.25,80
3.3333333333333335,82
3.4166666666666665,85
3.5,89
3.5833333333333335,88
3.6666666666666665,90
3.75,93
3.8333333333333335,91
3.9166666666666665,97
4,97
4.083333333333333,96
4.166666666666667,98
4.25,99
4.333333333333333,100
4.416666666666667,108
4.5,105
4.583333333333333,110
4.666666666666667,113
4.75,109
4.833333333333333,114
4.916666666666667,116
5,120
5.083333333333333,114
5.166666666666667,117
5.25,117
5.333333333333333,122
5.416666666666667,120
5.5,122
5.583333333333333,120
5.666666666666667,116
5.75,118
5.833333333333333,123
5.916666666666667,118
6,122
6.083333333333333,120
6.166666666666667,120
6.25,123
6.333333333333333,121
6.416666666666667,128
6.5,123
6.583333333333333,123
6.666666666666667,125
6.75,130
6.833333333333333,127
6.916666666666667,132
7,134
7.083333333333333,134
7.166666666666667,134
7.25,139
7.333333333333333,141
7.416666666666667,141
7.5,142
7.583333333333333,144
7.666666666666667,142
7.75,141
7.833333333333333,144
7.916666666666667,147
8,147
8.083333333333334,148
8.166666666666666,143
8.25,147
8.333333333333334,150
8.416666666666666,152
8.5,156
8.583333333333334,156
8.666666666666666,155
8.75,157
8.833333333333334,151
8.916666666666666,154
9,157
9.083333333333334,157
9.166666666666666,160
9.25,157
9.333333333333334,156
9.416666666666666,163
9.5,161
9.583333333333334,165
9.666666666666666,163
9.75,165
9.833333333333334,162
9.916666666666666,161
10,165
10.083333333333334,167
10.166666666666666,166
10.25,166
10.333333333333334,169
10.416666666666666,169
10.5,168
10.583333333333334,169
10.666666666666666,166
10.75,168
10.833333333333334,169
10.916666666666666,171
11,170
11.083333333333334,169
11.166666666666666,170
11.25,171
11.333333333333334,170
11.416666666666666,173
11.5,175
11.583333333333334,175
11.666666666666666,171
11.75,176
11.833333333333334,177
11.916666666666666,178
12,175
12.083333333333334,178
12.166666666666666,178
12.25,175
12.333333333333334,179
12.416666666666666,178
12.5,178
12.583333333333334,180
12.666666666666666,183
12.75,184
12.833333333333334,180
12.916666666666666,177
13,182
13.083333333333334,183
13.166666666666666,184
13.25,185
13.333333333333334,184
13.416666666666666,187
13.5,187
13.583333333333334,185
13.666666666666666,184
13.75,186
13.833333333333334,184
13.916666666666666,186
14,185
14.083333333333334,183
14.166666666666666,183
14.25,187
14.333333333333334,189
14.416666666666666,184
14.5,186
14.583333333333334,187
14.666666666666666,189
14.75,191
14.833333333333334,192
14.916666666666666,193
15,192
15.083333333333334,189
15.166666666666666,187
15.25,191
15.333333333333334,187
15.416666666666666,194
15.5,191
15.583333333333334,192
15.666666666666666,190
15.75,193
15.833333333333334,196
15.916666666666666,195
16,193
16.083333333333332,196
16.166666666666668,195
16.25,191
16.333333333333332,193
16.416666666666668,197
16.5,196
16.583333333333332,197
16.666666666666668,194
16.75,197
16.833333333333332,200
16.916666666666668,200
17,197
17.083333333333332,197
17.166666666666668,200
17.25,200
17.333333333333332,201
17.416666666666668,201
17.5,200
17.583333333333332,201
17.666666666666668,199
17.75,203
17.833333333333332,203
17.916666666666668,205
18,206
18.083333333333332,204
18.166666666666668,201
18.25,201
18.333333333333332,203
18.416666666666668,203
18.5,207
18.583333333333332,207
18.666666666666668,207
18.75,209
18.833333333333332,209
18.916666666666668,210
19,209
19.083333333333332,208
19.166666666666668,209
19.25,208
19.333333333333332,209
19.416666666666668,211
19.5,208
19.583333333333332,210
19.666666666666668,213
19.75,208
19.833333333333332,211
19.916666666666668,209
20,213
20.083333333333332,209
20.166666666666668,210
20.25,213
20.333333333333332,210
20.416666666666668,213
20.5,210
20.583333333333332,210
20.666666666666668,212
20.75,212
20.833333333333332,211
20.916666666666668,212
21,214
21.083333333333332,214
21.166666666666668,212
21.25,217
21.333333333333332,217
21.416666666666668,211
21.5,212
21.583333333333332,214
21.666666666666668,216
21.75,218
21.833333333333332,212
21.916666666666668,220
22,214
22.083333333333332,217
22.166666666666668,219
22.25,222
22.333333333333332,218
22.416666666666668,217
22.5,217
22.583333333333332,217
22.666666666666668,214
22.75,219
22.833333333333332,219
22.916666666666668,219
23,216
23.083333333333332,222
23.166666666666668,222
23.25,223
23.333333333333332,222
23.416666666666668,221
23.5,220
23.583333333333332,220
23.666666666666668,221
23.75,224
23.833333333333332,222
23.916666666666668,221
24,219
24.083333333333332,220
24.166666666666668,222
24.25,219
24.333333333333332,222
24.416666666666668,226
24.5,223
24.583333333333332,224
24.666666666666668,223
24.75,221
24.833333333333332,221
24.916666666666668,225
25,226
25.083333333333332,224
25.166666666666668,225
25.25,222
25.333333333333332,226
25.416666666666668,224
25.5,226
25.583333333333332,227
25.666666666666668,230
25.75,229
25.833333333333332,226
25.916666666666668,229
26,228
26.083333333333332,227
26.166666666666668,230
26.25,229
26.333333333333332,230
26.416666666666668,228
26.5,230
26.583333333333332,230
26.666666666666668,231
26.75,229
26.833333333333332,233
26.916666666666668,227
27,232
27.083333333333332,231
27.166666666666668,231
27.25,231
27.333333333333332,230
27.416666666666668,232
27.5,230
27.583333333333332,233
27.666666666666668,230
27.75,236
27.833333333333332,236
27.916666666666668,237
28,233
28.083333333333332,237
28.166666666666668,233
28.25,232
28.333333333333332,231
28.416666666666668,233
28.5,233
28.583333333333332,237
28.666666666666668,233
28.75,238
28.833333333333332,237
28.916666666666668,238
29,239
29.083333333333332,236
29.166666666666668,240
29.25,240
29.333333333333332,236
29.416666666666668,234
29.5,238
29.583333333333332,237
29.666666666666668,239
29.75,236
29.833333333333332,241
29.916666666666668,238
30,235
30.083333333333332,237
30.166666666666668,235
30.25,236
30.333333333333332,235
30.416666666666668,237
30.5,237
30.583333333333332,241
30.666666666666668,237
30.75,239
30.833333333333332,238
30.916666666666668,238
31,240
31.083333333333332,237
31.166666666666668,238
31.25,238
31.333333333333332,235
31.416666666666668,238
31.5,241
31.583333333333332,237
31.666666666666668,240
31.75,240
31.833333333333332,235
31.916666666666668,237
32,239
32.083333333333336,238
32.166666666666664,238
32.25,238
32.333333333333336,241
32.416666666666664,240
32.5,237
32.583333333333336,239
32.666666666666664,239
32.75,235
32.833333333333336,238
32.916666666666664,241
33,239
33.083333333333336,237
33.166666666666664,239
33.25,241
33.333333333333336,235
33.416666666666664,240
33.5,237
33.583333333333336,239
33.666666666666664,239
33.75,237
33.833333333333336,236
33.916666666666664,240
34,237
34.083333333333336,242
34.166666666666664,238
34.25,240
34.333333333333336,240
34.416666666666664,239
34.5,235
34.583333333333336,243
34.666666666666664,237
34.75,241
34.833333333333336,237
34.916666666666664,238
35,240
35.083333333333336,238
35.166666666666664,238
35.25,242
35.333333333333336,237
35.416666666666664,239
35.5,240
35.583333333333336,245
35.666666666666664,243
35.75,240
35.833333333333336,241
35.916666666666664,239
36,244
36.083333333333336,244
36.166666666666664,244
36.25,238
36.333333333333336,244
36.416666666666664,241
36.5,240
36.583333333333336,240
36.666666666666664,241
36.75,241
36.833333333333336,243
36.916666666666664,242
37,244
37.083333333333336,244
37.166666666666664,242
37.25,244
37.333333333333336,242
37.416666666666664,241
37.5,245
37.583333333333336,239
37.666666666666664,243
37.75,244
37.833333333333336,244
37.916666666666664,244
38,243
38.083333333333336,242
38.166666666666664,242
38.25,244
38.333333333333336,244
38.416666666666664,242
38.5,242
38.583333333333336,240
38.666666666666664,242
38.75,243
38.833333333333336,242
38.916666666666664,245
39,243
39.083333333333336,242
39.166666666666664,241
