"Hours since thread went live","Date A Live V - Episode 8 discussion"
0,3
0.08333333333333333,3
0.16666666666666666,4
0.25,3
0.3333333333333333,4
0.4166666666666667,6
0.5,10
0.5833333333333334,16
0.6666666666666666,21
0.75,23
0.8333333333333334,25
0.9166666666666666,27
1,30
1.0833333333333333,32
1.1666666666666667,37
1.25,41
1.3333333333333333,45
1.4166666666666667,48
1.5,49
1.5833333333333333,53
1.6666666666666667,56
1.75,57
1.8333333333333333,66
1.9166666666666667,68
2,72
2.0833333333333335,73
2.1666666666666665,79
2.25,81
2.3333333333333335,83
2.4166666666666665,86
2.5,90
2.5833333333333335,90
2.6666666666666665,94
2.75,97
2.8333333333333335,100
2.9166666666666665,101
3,102
3.0833333333333335,109
3.1666666666666665,109
3.25,112
3.3333333333333335,112
3.4166666666666665,117
3.5,117
3.5833333333333335,120
3.6666666666666665,118
3.75,114
3.8333333333333335,117
3.9166666666666665,119
4,122
4.083333333333333,120
4.166666666666667,120
4.25,127
4.333333333333333,131
4.416666666666667,138
4.5,139
4.583333333333333,136
4.666666666666667,140
4.75,139
4.833333333333333,142
4.916666666666667,145
5,144
5.083333333333333,148
5.166666666666667,158
5.25,157
5.333333333333333,162
5.416666666666667,159
5.5,161
5.583333333333333,156
5.666666666666667,161
5.75,165
5.833333333333333,163
5.916666666666667,170
6,168
6.083333333333333,169
6.166666666666667,169
6.25,167
6.333333333333333,171
6.416666666666667,173
6.5,175
6.583333333333333,175
6.666666666666667,175
6.75,180
6.833333333333333,180
6.916666666666667,180
7,181
7.083333333333333,182
7.166666666666667,178
7.25,185
7.333333333333333,185
7.416666666666667,187
7.5,188
7.583333333333333,192
7.666666666666667,199
7.75,195
7.833333333333333,203
7.916666666666667,203
8,197
8.083333333333334,201
8.166666666666666,209
8.25,213
8.333333333333334,212
8.416666666666666,213
8.5,217
8.583333333333334,213
8.666666666666666,217
8.75,220
8.833333333333334,215
8.916666666666666,225
9,223
9.083333333333334,223
9.166666666666666,221
9.25,229
9.333333333333334,231
9.416666666666666,231
9.5,229
9.583333333333334,231
9.666666666666666,232
9.75,236
9.833333333333334,238
9.916666666666666,237
10,240
10.083333333333334,240
10.166666666666666,245
10.25,243
10.333333333333334,248
10.416666666666666,245
10.5,250
10.583333333333334,249
10.666666666666666,253
10.75,257
10.833333333333334,258
10.916666666666666,263
11,263
11.083333333333334,267
11.166666666666666,263
11.25,265
11.333333333333334,266
11.416666666666666,266
11.5,266
11.583333333333334,267
11.666666666666666,270
11.75,267
11.833333333333334,267
11.916666666666666,270
12,271
12.083333333333334,271
12.166666666666666,271
12.25,280
12.333333333333334,273
12.416666666666666,274
12.5,277
12.583333333333334,277
12.666666666666666,281
12.75,287
12.833333333333334,283
12.916666666666666,285
13,288
13.083333333333334,286
13.166666666666666,284
13.25,292
13.333333333333334,292
13.416666666666666,293
13.5,291
13.583333333333334,301
13.666666666666666,303
13.75,303
13.833333333333334,301
13.916666666666666,304
14,311
14.083333333333334,304
14.166666666666666,310
14.25,307
14.333333333333334,311
14.416666666666666,316
14.5,307
14.583333333333334,311
14.666666666666666,315
14.75,318
14.833333333333334,323
14.916666666666666,318
15,317
15.083333333333334,318
15.166666666666666,320
15.25,320
15.333333333333334,321
15.416666666666666,314
15.5,317
15.583333333333334,324
15.666666666666666,323
15.75,326
15.833333333333334,323
15.916666666666666,325
16,322
16.083333333333332,326
16.166666666666668,327
16.25,328
16.333333333333332,326
16.416666666666668,330
16.5,327
16.583333333333332,322
16.666666666666668,325
16.75,328
16.833333333333332,327
16.916666666666668,328
17,324
17.083333333333332,328
17.166666666666668,327
17.25,328
17.333333333333332,328
17.416666666666668,335
17.5,330
17.583333333333332,335
17.666666666666668,332
17.75,330
17.833333333333332,331
17.916666666666668,333
18,335
18.083333333333332,334
18.166666666666668,333
18.25,339
18.333333333333332,341
18.416666666666668,344
18.5,343
18.583333333333332,340
18.666666666666668,346
18.75,345
18.833333333333332,347
18.916666666666668,345
19,341
19.083333333333332,352
19.166666666666668,349
19.25,346
19.333333333333332,345
19.416666666666668,345
19.5,353
19.583333333333332,350
19.666666666666668,352
19.75,351
19.833333333333332,350
19.916666666666668,348
20,350
20.083333333333332,353
20.166666666666668,355
20.25,351
20.333333333333332,346
20.416666666666668,344
20.5,346
20.583333333333332,346
20.666666666666668,347
20.75,348
20.833333333333332,349
20.916666666666668,346
21,354
21.083333333333332,349
21.166666666666668,355
21.25,352
21.333333333333332,353
21.416666666666668,352
21.5,354
21.583333333333332,351
21.666666666666668,354
21.75,358
21.833333333333332,361
21.916666666666668,352
22,360
22.083333333333332,359
22.166666666666668,358
22.25,358
22.333333333333332,360
22.416666666666668,358
22.5,362
22.583333333333332,359
22.666666666666668,355
22.75,365
22.833333333333332,363
22.916666666666668,364
23,360
23.083333333333332,362
23.166666666666668,362
23.25,362
23.333333333333332,363
23.416666666666668,364
23.5,361
23.583333333333332,361
23.666666666666668,357
23.75,360
23.833333333333332,361
23.916666666666668,364
24,363
24.083333333333332,363
24.166666666666668,365
24.25,367
24.333333333333332,363
24.416666666666668,363
24.5,362
24.583333333333332,363
24.666666666666668,362
24.75,363
24.833333333333332,365
24.916666666666668,364
25,366
25.083333333333332,365
25.166666666666668,368
25.25,369
25.333333333333332,370
25.416666666666668,365
25.5,367
25.583333333333332,363
25.666666666666668,365
25.75,362
25.833333333333332,365
25.916666666666668,362
26,371
26.083333333333332,365
26.166666666666668,367
26.25,372
26.333333333333332,367
26.416666666666668,361
26.5,362
26.583333333333332,367
26.666666666666668,368
26.75,366
26.833333333333332,372
26.916666666666668,371
27,366
27.083333333333332,365
27.166666666666668,366
27.25,366
27.333333333333332,363
27.416666666666668,369
27.5,365
27.583333333333332,370
27.666666666666668,366
27.75,368
27.833333333333332,368
27.916666666666668,369
28,366
28.083333333333332,366
28.166666666666668,368
28.25,367
28.333333333333332,370
28.416666666666668,370
28.5,372
28.583333333333332,369
28.666666666666668,367
28.75,368
28.833333333333332,371
28.916666666666668,366
29,364
29.083333333333332,373
29.166666666666668,368
29.25,364
29.333333333333332,372
29.416666666666668,367
29.5,374
29.583333333333332,367
29.666666666666668,373
29.75,374
29.833333333333332,372
29.916666666666668,373
30,371
30.083333333333332,373
30.166666666666668,369
30.25,376
30.333333333333332,374
30.416666666666668,372
30.5,371
30.583333333333332,368
30.666666666666668,373
30.75,376
30.833333333333332,373
30.916666666666668,377
31,368
31.083333333333332,365
31.166666666666668,374
31.25,367
31.333333333333332,370
31.416666666666668,375
31.5,372
31.583333333333332,370
31.666666666666668,372
31.75,372
31.833333333333332,370
31.916666666666668,368
32,366
32.083333333333336,370
32.166666666666664,369
32.25,372
32.333333333333336,370
32.416666666666664,371
32.5,372
32.583333333333336,370
32.666666666666664,369
32.75,370
32.833333333333336,374
32.916666666666664,372
33,372
33.083333333333336,371
33.166666666666664,374
33.25,371
33.333333333333336,365
33.416666666666664,371
33.5,371
33.583333333333336,370
33.666666666666664,370
33.75,368
33.833333333333336,369
33.916666666666664,371
34,370
34.083333333333336,374
34.166666666666664,371
34.25,368
34.333333333333336,366
34.416666666666664,365
34.5,371
34.583333333333336,365
34.666666666666664,370
34.75,369
34.833333333333336,372
34.916666666666664,370
35,367
35.083333333333336,367
35.166666666666664,365
35.25,374
35.333333333333336,367
35.416666666666664,375
35.5,366
35.583333333333336,371
35.666666666666664,371
35.75,370
35.833333333333336,366
35.916666666666664,376
36,376
36.083333333333336,374
36.166666666666664,374
36.25,375
36.333333333333336,375
36.416666666666664,367
36.5,372
36.583333333333336,373
36.666666666666664,375
36.75,376
36.833333333333336,372
36.916666666666664,368
37,368
37.083333333333336,369
37.166666666666664,369
37.25,375
37.333333333333336,375
37.416666666666664,369
37.5,373
37.583333333333336,377
37.666666666666664,373
37.75,372
37.833333333333336,377
37.916666666666664,369
38,370
38.083333333333336,374
38.166666666666664,380
38.25,370
38.333333333333336,373
38.416666666666664,371
38.5,373
38.583333333333336,379
38.666666666666664,369
38.75,370
38.833333333333336,374
38.916666666666664,370
39,371
39.083333333333336,374
39.166666666666664,375
39.25,370
39.333333333333336,379
39.416666666666664,379
39.5,372
39.583333333333336,374
39.666666666666664,374
39.75,380
39.833333333333336,369
39.916666666666664,376
40,376
40.083333333333336,381
40.166666666666664,375
40.25,375
40.333333333333336,372
40.416666666666664,374
40.5,378
40.583333333333336,370
40.666666666666664,378
40.75,372
40.833333333333336,372
40.916666666666664,370
41,376
41.083333333333336,373
41.166666666666664,370
41.25,381
41.333333333333336,376
41.416666666666664,371
41.5,372
41.583333333333336,376
41.666666666666664,380
41.75,377
41.833333333333336,375
41.916666666666664,377
42,376
42.083333333333336,376
42.166666666666664,378
42.25,375
42.333333333333336,374
42.416666666666664,378
42.5,376
42.583333333333336,383
42.666666666666664,378
42.75,375
42.833333333333336,380
42.916666666666664,375
43,376
43.083333333333336,376
43.166666666666664,376
43.25,384
43.333333333333336,382
43.416666666666664,383
43.5,376
43.583333333333336,381
43.666666666666664,374
43.75,377
43.833333333333336,372
43.916666666666664,383
44,381
44.083333333333336,379
44.166666666666664,375
44.25,382
44.333333333333336,377
44.416666666666664,380
44.5,378
44.583333333333336,372
44.666666666666664,380
44.75,376
44.833333333333336,377
44.916666666666664,381
45,380
45.083333333333336,381
45.166666666666664,381
45.25,382
45.333333333333336,382
45.416666666666664,379
45.5,377
45.583333333333336,376
45.666666666666664,377
45.75,379
45.833333333333336,378
45.916666666666664,377
46,378
46.083333333333336,374
46.166666666666664,376
46.25,378
46.333333333333336,384
46.416666666666664,376
46.5,378
46.583333333333336,379
46.666666666666664,385
46.75,378
46.833333333333336,377
46.916666666666664,374
47,377
47.083333333333336,378
47.166666666666664,378
47.25,376
47.333333333333336,378
47.416666666666664,381
47.5,378
47.583333333333336,379
47.666666666666664,381
47.75,385
47.833333333333336,379
47.916666666666664,382
