"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 10 discussion"
0,1
0.08333333333333333,22
0.16666666666666666,41
0.25,63
0.3333333333333333,82
0.4166666666666667,100
0.5,119
0.5833333333333334,141
0.6666666666666666,157
0.75,177
0.8333333333333334,201
0.9166666666666666,223
1,237
1.0833333333333333,255
1.1666666666666667,271
1.25,286
1.3333333333333333,308
1.4166666666666667,321
1.5,342
1.5833333333333333,355
1.6666666666666667,370
1.75,387
1.8333333333333333,405
1.9166666666666667,425
2,444
2.0833333333333335,458
2.1666666666666665,472
2.25,487
2.3333333333333335,502
2.4166666666666665,516
2.5,525
2.5833333333333335,538
2.6666666666666665,548
2.75,566
2.8333333333333335,569
2.9166666666666665,583
3,597
3.0833333333333335,608
3.1666666666666665,617
3.25,637
3.3333333333333335,644
3.4166666666666665,652
3.5,674
3.5833333333333335,686
3.6666666666666665,688
3.75,703
3.8333333333333335,713
3.9166666666666665,730
4,739
4.083333333333333,755
4.166666666666667,765
4.25,777
4.333333333333333,793
4.416666666666667,800
4.5,801
4.583333333333333,816
4.666666666666667,829
4.75,839
4.833333333333333,850
4.916666666666667,856
5,870
5.083333333333333,881
5.166666666666667,887
5.25,895
5.333333333333333,911
5.416666666666667,926
5.5,938
5.583333333333333,943
5.666666666666667,958
5.75,962
5.833333333333333,961
5.916666666666667,968
6,981
6.083333333333333,996
6.166666666666667,1005
6.25,1015
6.333333333333333,1029
6.416666666666667,1033
6.5,1042
6.583333333333333,1047
6.666666666666667,1056
6.75,1066
6.833333333333333,1078
6.916666666666667,1083
7,1083
7.083333333333333,1086
7.166666666666667,1097
7.25,1099
7.333333333333333,1099
7.416666666666667,1108
7.5,1120
7.583333333333333,1122
7.666666666666667,1130
7.75,1142
7.833333333333333,1146
7.916666666666667,1159
8,1169
8.083333333333334,1177
8.166666666666666,1179
8.25,1185
8.333333333333334,1197
8.416666666666666,1197
8.5,1203
8.583333333333334,1213
8.666666666666666,1219
8.75,1221
8.833333333333334,1226
8.916666666666666,1242
9,1247
9.083333333333334,1250
9.166666666666666,1257
9.25,1264
9.333333333333334,1271
9.416666666666666,1281
9.5,1290
9.583333333333334,1294
9.666666666666666,1305
9.75,1310
9.833333333333334,1319
9.916666666666666,1329
10,1330
10.083333333333334,1340
10.166666666666666,1345
10.25,1355
10.333333333333334,1358
10.416666666666666,1361
10.5,1369
10.583333333333334,1379
10.666666666666666,1379
10.75,1392
10.833333333333334,1405
10.916666666666666,1400
11,1401
11.083333333333334,1413
11.166666666666666,1427
11.25,1427
11.333333333333334,1437
11.416666666666666,1448
11.5,1446
11.583333333333334,1457
11.666666666666666,1458
11.75,1475
11.833333333333334,1479
11.916666666666666,1488
12,1493
12.083333333333334,1497
12.166666666666666,1500
12.25,1502
12.333333333333334,1507
12.416666666666666,1520
12.5,1526
12.583333333333334,1523
12.666666666666666,1526
12.75,1526
12.833333333333334,1533
12.916666666666666,1540
13,1553
13.083333333333334,1557
13.166666666666666,1568
13.25,1569
13.333333333333334,1579
13.416666666666666,1576
13.5,1571
13.583333333333334,1575
13.666666666666666,1584
13.75,1585
13.833333333333334,1585
13.916666666666666,1594
14,1595
14.083333333333334,1593
14.166666666666666,1603
14.25,1602
14.333333333333334,1612
14.416666666666666,1613
14.5,1611
14.583333333333334,1623
14.666666666666666,1621
14.75,1625
14.833333333333334,1628
14.916666666666666,1631
15,1638
15.083333333333334,1640
15.166666666666666,1643
15.25,1654
15.333333333333334,1660
15.416666666666666,1664
15.5,1662
15.583333333333334,1660
15.666666666666666,1666
15.75,1672
15.833333333333334,1674
15.916666666666666,1676
16,1671
16.083333333333332,1680
16.166666666666668,1686
16.25,1683
16.333333333333332,1695
16.416666666666668,1693
16.5,1703
16.583333333333332,1704
16.666666666666668,1708
16.75,1709
16.833333333333332,1708
16.916666666666668,1711
17,1718
17.083333333333332,1717
17.166666666666668,1721
17.25,1716
17.333333333333332,1719
17.416666666666668,1722
17.5,1731
17.583333333333332,1724
17.666666666666668,1729
17.75,1732
17.833333333333332,1740
17.916666666666668,1736
18,1741
18.083333333333332,1747
18.166666666666668,1748
18.25,1739
18.333333333333332,1742
18.416666666666668,1750
18.5,1752
18.583333333333332,1750
18.666666666666668,1754
18.75,1758
18.833333333333332,1760
18.916666666666668,1764
19,1759
19.083333333333332,1762
19.166666666666668,1761
19.25,1761
19.333333333333332,1773
19.416666666666668,1770
19.5,1765
19.583333333333332,1771
19.666666666666668,1774
19.75,1774
19.833333333333332,1773
19.916666666666668,1780
20,1780
20.083333333333332,1783
20.166666666666668,1780
20.25,1783
20.333333333333332,1784
20.416666666666668,1789
20.5,1791
20.583333333333332,1796
20.666666666666668,1793
20.75,1794
20.833333333333332,1802
20.916666666666668,1799
21,1804
21.083333333333332,1803
21.166666666666668,1815
21.25,1816
21.333333333333332,1814
21.416666666666668,1814
21.5,1817
21.583333333333332,1822
21.666666666666668,1830
21.75,1826
21.833333333333332,1828
21.916666666666668,1822
22,1833
22.083333333333332,1834
22.166666666666668,1826
22.25,1837
22.333333333333332,1835
22.416666666666668,1832
22.5,1837
22.583333333333332,1842
22.666666666666668,1846
22.75,1842
22.833333333333332,1846
22.916666666666668,1853
23,1850
23.083333333333332,1851
23.166666666666668,1855
23.25,1855
23.333333333333332,1862
23.416666666666668,1861
23.5,1863
23.583333333333332,1864
23.666666666666668,1864
23.75,1863
23.833333333333332,1864
23.916666666666668,1873
24,1870
24.083333333333332,1875
24.166666666666668,1872
24.25,1880
24.333333333333332,1880
24.416666666666668,1878
24.5,1889
24.583333333333332,1891
24.666666666666668,1890
24.75,1893
24.833333333333332,1889
24.916666666666668,1887
25,1888
25.083333333333332,1894
25.166666666666668,1898
25.25,1895
25.333333333333332,1898
25.416666666666668,1896
25.5,1896
25.583333333333332,1901
25.666666666666668,1902
25.75,1903
25.833333333333332,1901
25.916666666666668,1901
26,1906
26.083333333333332,1909
26.166666666666668,1907
26.25,1907
26.333333333333332,1908
26.416666666666668,1917
26.5,1915
26.583333333333332,1918
26.666666666666668,1919
26.75,1922
26.833333333333332,1916
26.916666666666668,1919
27,1919
27.083333333333332,1927
27.166666666666668,1932
27.25,1928
27.333333333333332,1927
27.416666666666668,1931
27.5,1935
27.583333333333332,1933
27.666666666666668,1926
27.75,1935
27.833333333333332,1932
27.916666666666668,1934
28,1941
28.083333333333332,1939
28.166666666666668,1941
28.25,1943
28.333333333333332,1943
28.416666666666668,1949
28.5,1945
28.583333333333332,1946
28.666666666666668,1951
28.75,1956
28.833333333333332,1957
28.916666666666668,1959
29,1958
29.083333333333332,1955
29.166666666666668,1956
29.25,1962
29.333333333333332,1956
29.416666666666668,1956
29.5,1958
29.583333333333332,1961
29.666666666666668,1960
29.75,1959
29.833333333333332,1964
29.916666666666668,1960
30,1963
30.083333333333332,1968
30.166666666666668,1967
