"Hours since thread went live","Ninja Kamui - Episode 6 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,0
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,5
1,5
1.0833333333333333,5
1.1666666666666667,5
1.25,5
1.3333333333333333,5
1.4166666666666667,7
1.5,9
1.5833333333333333,8
1.6666666666666667,7
1.75,11
1.8333333333333333,15
1.9166666666666667,13
2,16
2.0833333333333335,16
2.1666666666666665,20
2.25,18
2.3333333333333335,21
2.4166666666666665,21
2.5,21
2.5833333333333335,23
2.6666666666666665,23
2.75,24
2.8333333333333335,25
2.9166666666666665,25
3,28
3.0833333333333335,27
3.1666666666666665,28
3.25,29
3.3333333333333335,28
3.4166666666666665,31
3.5,32
3.5833333333333335,32
3.6666666666666665,35
3.75,31
3.8333333333333335,36
3.9166666666666665,35
4,38
4.083333333333333,40
4.166666666666667,47
4.25,43
4.333333333333333,44
4.416666666666667,45
4.5,44
4.583333333333333,43
4.666666666666667,46
4.75,52
4.833333333333333,51
4.916666666666667,45
5,51
5.083333333333333,54
5.166666666666667,56
5.25,57
5.333333333333333,53
5.416666666666667,59
5.5,57
5.583333333333333,58
5.666666666666667,55
5.75,56
5.833333333333333,58
5.916666666666667,58
6,63
6.083333333333333,56
6.166666666666667,59
6.25,61
6.333333333333333,66
6.416666666666667,62
6.5,67
6.583333333333333,65
6.666666666666667,67
6.75,67
6.833333333333333,72
6.916666666666667,70
7,70
7.083333333333333,73
7.166666666666667,74
7.25,72
7.333333333333333,75
7.416666666666667,73
7.5,73
7.583333333333333,76
7.666666666666667,78
7.75,75
7.833333333333333,79
7.916666666666667,75
8,81
8.083333333333334,80
8.166666666666666,82
8.25,83
8.333333333333334,83
8.416666666666666,86
8.5,87
8.583333333333334,86
8.666666666666666,86
8.75,90
8.833333333333334,90
8.916666666666666,93
9,97
9.083333333333334,95
9.166666666666666,97
9.25,99
9.333333333333334,97
9.416666666666666,100
9.5,105
9.583333333333334,100
9.666666666666666,102
9.75,106
9.833333333333334,106
9.916666666666666,107
10,106
10.083333333333334,105
10.166666666666666,107
10.25,114
10.333333333333334,117
10.416666666666666,113
10.5,115
10.583333333333334,119
10.666666666666666,117
10.75,117
10.833333333333334,122
10.916666666666666,121
11,128
11.083333333333334,124
11.166666666666666,129
11.25,127
11.333333333333334,125
11.416666666666666,124
11.5,130
11.583333333333334,131
11.666666666666666,128
11.75,137
11.833333333333334,134
11.916666666666666,135
12,137
12.083333333333334,141
12.166666666666666,140
12.25,143
12.333333333333334,138
12.416666666666666,145
12.5,141
12.583333333333334,146
12.666666666666666,142
12.75,145
12.833333333333334,143
12.916666666666666,143
13,146
13.083333333333334,142
13.166666666666666,146
13.25,148
13.333333333333334,149
13.416666666666666,149
13.5,156
13.583333333333334,154
13.666666666666666,152
13.75,152
13.833333333333334,154
13.916666666666666,157
14,157
14.083333333333334,156
14.166666666666666,159
14.25,160
14.333333333333334,160
14.416666666666666,163
14.5,164
14.583333333333334,165
14.666666666666666,159
14.75,164
14.833333333333334,166
14.916666666666666,166
15,169
15.083333333333334,168
15.166666666666666,167
15.25,168
15.333333333333334,167
15.416666666666666,171
15.5,169
15.583333333333334,167
15.666666666666666,166
15.75,170
15.833333333333334,169
15.916666666666666,170
16,166
16.083333333333332,169
16.166666666666668,169
16.25,169
16.333333333333332,168
16.416666666666668,171
16.5,173
16.583333333333332,174
16.666666666666668,174
16.75,176
16.833333333333332,175
16.916666666666668,177
17,178
17.083333333333332,175
17.166666666666668,174
17.25,174
17.333333333333332,180
17.416666666666668,183
17.5,177
17.583333333333332,177
17.666666666666668,179
17.75,179
17.833333333333332,182
17.916666666666668,179
18,186
18.083333333333332,188
18.166666666666668,186
18.25,182
18.333333333333332,184
18.416666666666668,187
18.5,188
18.583333333333332,188
18.666666666666668,190
18.75,192
18.833333333333332,186
18.916666666666668,194
19,193
19.083333333333332,193
19.166666666666668,192
19.25,190
19.333333333333332,193
19.416666666666668,194
19.5,196
19.583333333333332,197
19.666666666666668,196
19.75,199
19.833333333333332,198
19.916666666666668,195
20,197
20.083333333333332,195
20.166666666666668,198
20.25,199
20.333333333333332,196
20.416666666666668,199
20.5,199
20.583333333333332,201
20.666666666666668,199
20.75,199
20.833333333333332,198
20.916666666666668,202
21,199
21.083333333333332,200
21.166666666666668,204
21.25,203
21.333333333333332,203
21.416666666666668,201
21.5,202
21.583333333333332,204
21.666666666666668,203
21.75,200
21.833333333333332,205
21.916666666666668,200
22,200
22.083333333333332,201
22.166666666666668,203
22.25,206
22.333333333333332,207
22.416666666666668,202
22.5,202
22.583333333333332,209
22.666666666666668,203
22.75,205
22.833333333333332,202
22.916666666666668,211
23,204
23.083333333333332,203
23.166666666666668,213
23.25,207
23.333333333333332,209
23.416666666666668,211
23.5,213
23.583333333333332,208
23.666666666666668,207
23.75,209
23.833333333333332,209
23.916666666666668,211
24,207
24.083333333333332,209
24.166666666666668,211
24.25,214
24.333333333333332,214
24.416666666666668,211
24.5,210
24.583333333333332,210
24.666666666666668,210
24.75,212
24.833333333333332,211
24.916666666666668,212
25,209
25.083333333333332,211
25.166666666666668,214
25.25,215
25.333333333333332,213
25.416666666666668,218
25.5,212
25.583333333333332,215
25.666666666666668,213
25.75,215
25.833333333333332,212
25.916666666666668,215
26,215
26.083333333333332,213
26.166666666666668,216
26.25,213
26.333333333333332,211
26.416666666666668,215
26.5,214
26.583333333333332,213
26.666666666666668,215
26.75,217
26.833333333333332,213
26.916666666666668,212
27,215
27.083333333333332,219
27.166666666666668,220
27.25,215
27.333333333333332,219
27.416666666666668,217
27.5,215
27.583333333333332,213
27.666666666666668,217
27.75,218
27.833333333333332,215
27.916666666666668,221
28,219
28.083333333333332,215
28.166666666666668,219
28.25,218
28.333333333333332,220
28.416666666666668,220
28.5,218
28.583333333333332,220
28.666666666666668,219
28.75,221
28.833333333333332,223
28.916666666666668,216
29,218
29.083333333333332,219
29.166666666666668,222
29.25,222
29.333333333333332,221
29.416666666666668,218
29.5,216
29.583333333333332,221
29.666666666666668,217
29.75,220
29.833333333333332,220
29.916666666666668,221
30,218
30.083333333333332,220
30.166666666666668,219
30.25,220
30.333333333333332,219
30.416666666666668,219
30.5,218
30.583333333333332,218
30.666666666666668,220
30.75,220
30.833333333333332,217
30.916666666666668,223
31,222
31.083333333333332,219
31.166666666666668,219
31.25,221
31.333333333333332,219
31.416666666666668,223
31.5,222
31.583333333333332,223
31.666666666666668,223
31.75,223
31.833333333333332,219
31.916666666666668,225
32,221
32.083333333333336,222
32.166666666666664,222
32.25,223
32.333333333333336,221
32.416666666666664,222
32.5,224
32.583333333333336,223
32.666666666666664,221
32.75,222
32.833333333333336,219
32.916666666666664,224
33,221
33.083333333333336,226
33.166666666666664,221
33.25,221
33.333333333333336,223
33.416666666666664,227
33.5,225
33.583333333333336,225
33.666666666666664,222
33.75,221
33.833333333333336,219
33.916666666666664,223
34,220
34.083333333333336,225
34.166666666666664,222
34.25,223
34.333333333333336,225
34.416666666666664,223
34.5,223
34.583333333333336,224
34.666666666666664,222
34.75,224
34.833333333333336,228
34.916666666666664,225
35,221
35.083333333333336,221
35.166666666666664,224
35.25,228
35.333333333333336,228
35.416666666666664,227
35.5,228
