"Hours since thread went live","The New Gate - Episode 4 discussion"
0,1
0,3
0.08333333333333333,5
0.16666666666666666,5
0.25,10
0.3333333333333333,13
0.4166666666666667,12
0.5,16
0.5833333333333334,21
0.6666666666666666,24
0.75,28
0.8333333333333334,28
0.9166666666666666,33
1,33
1.0833333333333333,39
1.1666666666666667,46
1.25,49
1.3333333333333333,49
1.4166666666666667,50
1.5,53
1.5833333333333333,59
1.6666666666666667,60
1.75,61
1.8333333333333333,62
1.9166666666666667,66
2,71
2.0833333333333335,71
2.1666666666666665,74
2.25,72
2.3333333333333335,76
2.4166666666666665,79
2.5,79
2.5833333333333335,84
2.6666666666666665,87
2.75,87
2.8333333333333335,90
2.9166666666666665,93
3,95
3.0833333333333335,99
3.1666666666666665,101
3.25,105
3.3333333333333335,108
3.4166666666666665,111
3.5,112
3.5833333333333335,116
3.6666666666666665,116
3.75,116
3.8333333333333335,121
3.9166666666666665,120
4,124
4.083333333333333,126
4.166666666666667,129
4.25,127
4.333333333333333,129
4.416666666666667,132
4.5,134
4.583333333333333,142
4.666666666666667,142
4.75,142
4.833333333333333,144
4.916666666666667,147
5,154
5.083333333333333,149
5.166666666666667,152
5.25,152
5.333333333333333,157
5.416666666666667,158
5.5,155
5.583333333333333,154
5.666666666666667,159
5.75,162
5.833333333333333,165
5.916666666666667,162
6,170
6.083333333333333,171
6.166666666666667,170
6.25,170
6.333333333333333,176
6.416666666666667,173
6.5,176
6.583333333333333,176
6.666666666666667,174
6.75,175
6.833333333333333,177
6.916666666666667,177
7,177
7.083333333333333,177
7.166666666666667,183
7.25,182
7.333333333333333,179
7.416666666666667,187
7.5,182
7.583333333333333,183
7.666666666666667,186
7.75,188
7.833333333333333,184
7.916666666666667,187
8,190
8.083333333333334,187
8.166666666666666,191
8.25,191
8.333333333333334,192
8.416666666666666,195
8.5,193
8.583333333333334,199
8.666666666666666,198
8.75,199
8.833333333333334,203
8.916666666666666,204
9,198
9.083333333333334,204
9.166666666666666,200
9.25,205
9.333333333333334,202
9.416666666666666,204
9.5,205
9.583333333333334,204
9.666666666666666,205
9.75,210
9.833333333333334,209
9.916666666666666,211
10,206
10.083333333333334,209
10.166666666666666,212
10.25,213
10.333333333333334,207
10.416666666666666,206
10.5,211
10.583333333333334,210
10.666666666666666,210
10.75,215
10.833333333333334,210
10.916666666666666,216
11,215
11.083333333333334,215
11.166666666666666,221
11.25,215
11.333333333333334,220
11.416666666666666,217
11.5,220
11.583333333333334,222
11.666666666666666,219
11.75,223
11.833333333333334,224
11.916666666666666,225
12,228
12.083333333333334,222
12.166666666666666,224
12.25,225
12.333333333333334,226
12.416666666666666,227
12.5,230
12.583333333333334,227
12.666666666666666,225
12.75,231
12.833333333333334,226
12.916666666666666,230
13,233
13.083333333333334,226
13.166666666666666,225
13.25,228
13.333333333333334,234
13.416666666666666,227
13.5,233
13.583333333333334,232
13.666666666666666,230
13.75,234
13.833333333333334,232
13.916666666666666,236
14,234
14.083333333333334,236
14.166666666666666,244
14.25,243
14.333333333333334,244
14.416666666666666,246
14.5,246
14.583333333333334,248
14.666666666666666,247
14.75,251
14.833333333333334,251
14.916666666666666,249
15,250
15.083333333333334,252
15.166666666666666,251
15.25,248
15.333333333333334,251
15.416666666666666,256
15.5,253
15.583333333333334,250
15.666666666666666,251
15.75,256
15.833333333333334,251
15.916666666666666,256
16,255
16.083333333333332,254
16.166666666666668,254
16.25,254
16.333333333333332,256
16.416666666666668,253
16.5,252
16.583333333333332,256
16.666666666666668,259
16.75,258
16.833333333333332,255
16.916666666666668,257
17,258
17.083333333333332,255
17.166666666666668,257
17.25,261
17.333333333333332,263
17.416666666666668,259
17.5,257
17.583333333333332,260
17.666666666666668,263
17.75,262
17.833333333333332,260
17.916666666666668,262
18,261
18.083333333333332,258
18.166666666666668,264
18.25,265
18.333333333333332,265
18.416666666666668,260
18.5,261
18.583333333333332,266
18.666666666666668,265
18.75,267
18.833333333333332,262
18.916666666666668,269
19,265
19.083333333333332,264
19.166666666666668,268
19.25,264
19.333333333333332,264
19.416666666666668,268
19.5,272
19.583333333333332,270
19.666666666666668,268
19.75,270
19.833333333333332,273
19.916666666666668,272
20,267
20.083333333333332,272
20.166666666666668,275
20.25,272
20.333333333333332,272
20.416666666666668,272
20.5,275
20.583333333333332,275
20.666666666666668,271
20.75,273
20.833333333333332,279
20.916666666666668,274
21,273
21.083333333333332,276
21.166666666666668,278
21.25,273
21.333333333333332,273
21.416666666666668,280
21.5,279
21.583333333333332,279
21.666666666666668,278
21.75,280
21.833333333333332,277
21.916666666666668,277
22,278
22.083333333333332,277
22.166666666666668,279
22.25,278
22.333333333333332,276
22.416666666666668,278
22.5,280
22.583333333333332,275
22.666666666666668,278
22.75,281
22.833333333333332,279
22.916666666666668,277
23,278
23.083333333333332,278
23.166666666666668,279
23.25,280
23.333333333333332,278
23.416666666666668,281
23.5,279
23.583333333333332,280
23.666666666666668,279
23.75,279
23.833333333333332,281
23.916666666666668,281
24,280
24.083333333333332,282
24.166666666666668,285
24.25,281
24.333333333333332,281
24.416666666666668,286
24.5,284
24.583333333333332,284
24.666666666666668,288
24.75,288
24.833333333333332,288
24.916666666666668,286
25,289
25.083333333333332,281
25.166666666666668,287
25.25,286
25.333333333333332,289
25.416666666666668,285
25.5,284
25.583333333333332,287
25.666666666666668,288
25.75,283
25.833333333333332,284
25.916666666666668,288
26,289
26.083333333333332,289
26.166666666666668,288
26.25,290
26.333333333333332,287
26.416666666666668,287
26.5,290
