"Hours since thread went live","Yozakura-san Chi no Daisakusen • Mission: Yozakura Family - Episode 3 discussion"
0,1
0.08333333333333333,3
0.16666666666666666,4
0.25,6
0.3333333333333333,6
0.4166666666666667,6
0.5,8
0.5833333333333334,9
0.6666666666666666,11
0.75,10
0.8333333333333334,13
0.9166666666666666,14
1,14
1.0833333333333333,18
1.1666666666666667,19
1.25,21
1.3333333333333333,22
1.4166666666666667,23
1.5,25
1.5833333333333333,28
1.6666666666666667,27
1.75,32
1.8333333333333333,35
1.9166666666666667,35
2,38
2.0833333333333335,39
2.1666666666666665,39
2.25,40
2.3333333333333335,44
2.4166666666666665,43
2.5,44
2.5833333333333335,45
2.6666666666666665,49
2.75,50
2.8333333333333335,49
2.9166666666666665,48
3,52
3.0833333333333335,55
3.1666666666666665,58
3.25,61
3.3333333333333335,60
3.4166666666666665,61
3.5,70
3.5833333333333335,68
3.6666666666666665,70
3.75,71
3.8333333333333335,77
3.9166666666666665,77
4,78
4.083333333333333,83
4.166666666666667,87
4.25,87
4.333333333333333,87
4.416666666666667,93
4.5,90
4.583333333333333,89
4.666666666666667,91
4.75,93
4.833333333333333,97
4.916666666666667,97
5,97
5.083333333333333,99
5.166666666666667,104
5.25,104
5.333333333333333,107
5.416666666666667,108
5.5,114
5.583333333333333,115
5.666666666666667,114
5.75,115
5.833333333333333,117
5.916666666666667,116
6,118
6.083333333333333,118
6.166666666666667,122
6.25,122
6.333333333333333,130
6.416666666666667,127
6.5,132
6.583333333333333,135
6.666666666666667,140
6.75,144
6.833333333333333,150
6.916666666666667,152
7,152
7.083333333333333,154
7.166666666666667,157
7.25,159
7.333333333333333,158
7.416666666666667,158
7.5,160
7.583333333333333,162
7.666666666666667,168
7.75,168
7.833333333333333,169
7.916666666666667,176
8,175
8.083333333333334,172
8.166666666666666,178
8.25,183
8.333333333333334,182
8.416666666666666,182
8.5,186
8.583333333333334,193
8.666666666666666,194
8.75,194
8.833333333333334,197
8.916666666666666,199
9,198
9.083333333333334,198
9.166666666666666,205
9.25,202
9.333333333333334,206
9.416666666666666,210
9.5,210
9.583333333333334,217
9.666666666666666,215
9.75,218
9.833333333333334,220
9.916666666666666,220
10,222
10.083333333333334,221
10.166666666666666,221
10.25,218
10.333333333333334,224
10.416666666666666,226
10.5,228
10.583333333333334,232
10.666666666666666,234
10.75,230
10.833333333333334,236
10.916666666666666,237
11,237
11.083333333333334,242
11.166666666666666,239
11.25,241
11.333333333333334,245
11.416666666666666,249
11.5,249
11.583333333333334,251
11.666666666666666,251
11.75,253
11.833333333333334,257
11.916666666666666,255
12,260
12.083333333333334,261
12.166666666666666,261
12.25,268
12.333333333333334,270
12.416666666666666,272
12.5,272
12.583333333333334,272
12.666666666666666,281
12.75,277
12.833333333333334,279
12.916666666666666,282
13,282
13.083333333333334,284
13.166666666666666,284
13.25,286
13.333333333333334,284
13.416666666666666,287
13.5,289
13.583333333333334,291
13.666666666666666,292
13.75,295
13.833333333333334,294
13.916666666666666,296
14,294
14.083333333333334,302
14.166666666666666,300
14.25,304
14.333333333333334,300
14.416666666666666,298
14.5,303
14.583333333333334,302
14.666666666666666,306
14.833333333333334,306
14.916666666666666,307
15,313
15.083333333333334,311
15.166666666666666,312
15.25,315
15.333333333333334,314
15.416666666666666,314
15.5,317
15.583333333333334,315
15.666666666666666,319
15.75,317
15.833333333333334,320
15.916666666666666,325
16,321
16.083333333333332,322
16.166666666666668,320
16.25,324
16.333333333333332,323
16.416666666666668,325
16.5,325
16.583333333333332,331
16.666666666666668,333
16.75,333
16.833333333333332,329
16.916666666666668,334
17,336
17.083333333333332,331
17.166666666666668,330
17.25,337
17.333333333333332,333
17.416666666666668,335
17.5,332
17.583333333333332,341
17.666666666666668,343
17.75,339
17.833333333333332,341
17.916666666666668,346
18,343
18.083333333333332,342
18.166666666666668,348
18.25,339
18.333333333333332,344
18.416666666666668,346
18.5,347
18.583333333333332,342
18.666666666666668,348
18.75,354
18.833333333333332,350
18.916666666666668,356
19,356
19.083333333333332,350
19.166666666666668,359
19.25,358
19.333333333333332,356
19.416666666666668,359
19.5,359
19.583333333333332,358
19.666666666666668,359
19.75,361
19.833333333333332,365
19.916666666666668,364
20,362
20.083333333333332,367
20.166666666666668,364
20.25,369
20.333333333333332,365
20.416666666666668,369
20.5,370
20.583333333333332,372
20.666666666666668,371
20.75,371
20.833333333333332,375
20.916666666666668,368
21,370
21.083333333333332,372
21.166666666666668,371
21.25,367
21.333333333333332,369
21.416666666666668,369
21.5,370
21.583333333333332,376
21.666666666666668,374
21.75,379
21.833333333333332,375
21.916666666666668,377
22,378
22.083333333333332,380
22.166666666666668,379
22.25,382
22.333333333333332,379
22.416666666666668,378
22.5,381
22.583333333333332,379
22.666666666666668,381
22.75,379
22.833333333333332,383
22.916666666666668,377
23,386
23.083333333333332,382
23.166666666666668,387
