"Hours since thread went live","Oroka na Tenshi wa Akuma to Odoru • The Foolish Angel Dances with the Devil - Episode 11 discussion"
0,3
0,3
0.08333333333333333,4
0.16666666666666666,5
0.25,5
0.3333333333333333,7
0.4166666666666667,13
0.5,16
0.5833333333333334,17
0.6666666666666666,18
0.75,23
0.8333333333333334,28
0.9166666666666666,31
1,33
1.0833333333333333,35
1.1666666666666667,36
1.25,36
1.3333333333333333,38
1.4166666666666667,40
1.5,41
1.5833333333333333,42
1.6666666666666667,45
1.75,49
1.8333333333333333,46
1.9166666666666667,52
2,58
2.0833333333333335,60
2.1666666666666665,62
2.25,65
2.3333333333333335,68
2.4166666666666665,74
2.5,73
2.5833333333333335,75
2.6666666666666665,72
2.75,74
2.8333333333333335,78
2.9166666666666665,82
3,80
3.0833333333333335,85
3.1666666666666665,85
3.25,90
3.3333333333333335,86
3.4166666666666665,91
3.5,88
3.5833333333333335,96
3.6666666666666665,96
3.75,97
3.8333333333333335,100
3.9166666666666665,98
4,100
4.083333333333333,100
4.166666666666667,103
4.25,103
4.333333333333333,108
4.416666666666667,106
4.5,110
4.583333333333333,107
4.666666666666667,111
4.75,112
4.833333333333333,115
4.916666666666667,120
5,119
5.083333333333333,122
5.166666666666667,123
5.25,123
5.333333333333333,128
5.416666666666667,131
5.5,126
5.583333333333333,132
5.666666666666667,131
5.75,134
5.833333333333333,136
5.916666666666667,134
6,137
6.083333333333333,136
6.166666666666667,137
6.25,140
6.333333333333333,141
6.416666666666667,138
6.5,142
6.583333333333333,143
6.666666666666667,146
6.75,146
6.833333333333333,150
6.916666666666667,145
7,145
7.083333333333333,150
7.166666666666667,153
7.25,146
7.333333333333333,147
7.416666666666667,150
7.5,150
7.583333333333333,151
7.666666666666667,151
7.75,151
7.833333333333333,153
7.916666666666667,153
8,156
8.083333333333334,157
8.166666666666666,156
8.25,162
8.333333333333334,162
8.416666666666666,156
8.5,164
8.583333333333334,169
8.666666666666666,168
8.75,171
8.833333333333334,169
8.916666666666666,166
9,168
9.083333333333334,169
9.166666666666666,174
9.25,175
9.333333333333334,175
9.416666666666666,176
9.5,178
9.583333333333334,173
9.666666666666666,177
9.75,174
9.833333333333334,175
9.916666666666666,175
10,176
10.083333333333334,179
10.166666666666666,180
10.25,182
10.333333333333334,182
10.416666666666666,184
10.5,185
10.583333333333334,183
10.666666666666666,186
10.75,183
10.833333333333334,186
10.916666666666666,187
11,189
11.083333333333334,189
11.166666666666666,187
11.25,190
11.333333333333334,190
11.416666666666666,187
11.5,192
11.583333333333334,196
11.666666666666666,189
11.75,192
11.833333333333334,191
11.916666666666666,189
12,189
12.083333333333334,192
12.166666666666666,191
12.25,194
12.333333333333334,194
12.416666666666666,195
12.5,197
12.583333333333334,192
12.666666666666666,196
12.75,194
12.833333333333334,195
12.916666666666666,197
13,196
13.083333333333334,197
13.166666666666666,197
13.25,201
13.333333333333334,203
13.416666666666666,201
13.5,196
13.583333333333334,200
13.666666666666666,203
13.75,202
13.833333333333334,205
13.916666666666666,204
14,205
14.083333333333334,201
14.166666666666666,206
14.25,202
14.333333333333334,202
14.416666666666666,205
14.5,203
14.583333333333334,203
14.666666666666666,203
14.75,202
14.833333333333334,202
14.916666666666666,209
15,208
15.083333333333334,206
15.166666666666666,211
15.25,205
15.333333333333334,206
15.416666666666666,211
15.5,210
15.583333333333334,209
15.666666666666666,208
15.75,211
15.833333333333334,208
15.916666666666666,211
16,211
16.083333333333332,213
16.166666666666668,215
16.25,211
16.333333333333332,208
16.416666666666668,213
16.5,211
16.583333333333332,210
16.666666666666668,211
16.75,210
16.833333333333332,211
16.916666666666668,212
17,211
17.083333333333332,213
17.166666666666668,214
17.25,211
17.333333333333332,208
17.416666666666668,209
17.5,214
17.583333333333332,209
17.666666666666668,210
17.75,217
17.833333333333332,211
17.916666666666668,213
18,214
18.083333333333332,213
18.166666666666668,213
18.25,210
18.333333333333332,214
18.416666666666668,211
