"Hours since thread went live","Boukyaku Battery • Oblivion Battery - Episode 7 discussion"
0,1
0.08333333333333333,0
0.16666666666666666,2
0.25,7
0.3333333333333333,8
0.4166666666666667,9
0.5,11
0.5833333333333334,11
0.6666666666666666,12
0.75,12
0.8333333333333334,13
0.9166666666666666,13
1,12
1.0833333333333333,14
1.1666666666666667,14
1.25,14
1.3333333333333333,14
1.4166666666666667,15
1.5,17
1.5833333333333333,18
1.6666666666666667,18
1.75,18
1.8333333333333333,19
1.9166666666666667,18
2,20
2.0833333333333335,20
2.1666666666666665,20
2.25,21
2.3333333333333335,23
2.4166666666666665,22
2.5,23
2.5833333333333335,25
2.6666666666666665,24
2.75,27
2.8333333333333335,27
2.9166666666666665,30
3,32
3.0833333333333335,32
3.1666666666666665,33
3.25,28
3.3333333333333335,34
3.4166666666666665,34
3.5,35
3.5833333333333335,36
3.6666666666666665,34
3.75,37
3.8333333333333335,36
3.9166666666666665,39
4,41
4.083333333333333,39
4.166666666666667,42
4.25,44
4.333333333333333,41
4.416666666666667,43
4.5,44
4.583333333333333,48
4.666666666666667,47
4.75,49
4.833333333333333,46
4.916666666666667,48
5,47
5.083333333333333,45
5.166666666666667,46
5.25,51
5.333333333333333,48
5.416666666666667,49
5.5,47
5.583333333333333,51
5.666666666666667,46
5.75,52
5.833333333333333,47
5.916666666666667,48
6,52
6.083333333333333,53
6.166666666666667,46
6.25,52
6.333333333333333,50
6.416666666666667,49
6.5,47
6.583333333333333,53
6.666666666666667,55
6.75,57
6.833333333333333,57
6.916666666666667,53
7,58
7.083333333333333,59
7.166666666666667,58
7.25,58
7.333333333333333,60
7.416666666666667,62
7.5,58
7.583333333333333,61
7.666666666666667,65
7.75,67
7.833333333333333,66
7.916666666666667,62
8,65
8.083333333333334,67
8.166666666666666,68
8.25,67
8.333333333333334,65
8.416666666666666,65
8.5,68
8.583333333333334,69
8.666666666666666,68
8.75,72
8.833333333333334,73
8.916666666666666,75
9,77
9.083333333333334,74
9.166666666666666,72
9.25,75
9.333333333333334,73
9.416666666666666,75
9.5,79
9.583333333333334,79
9.666666666666666,79
9.75,79
9.833333333333334,77
9.916666666666666,80
10,81
10.083333333333334,75
10.166666666666666,80
10.25,84
10.333333333333334,81
10.416666666666666,84
10.5,84
10.583333333333334,81
10.666666666666666,83
10.75,83
10.833333333333334,87
10.916666666666666,83
11,85
11.083333333333334,87
11.166666666666666,84
11.25,90
11.333333333333334,91
11.416666666666666,91
11.5,91
11.583333333333334,91
11.666666666666666,88
11.75,93
11.833333333333334,92
11.916666666666666,90
12,90
12.083333333333334,93
12.166666666666666,92
12.25,94
12.333333333333334,97
12.416666666666666,92
12.5,93
12.583333333333334,93
12.666666666666666,91
12.75,99
12.833333333333334,97
12.916666666666666,98
13,97
13.083333333333334,95
13.166666666666666,98
13.25,98
13.333333333333334,99
13.416666666666666,95
13.5,96
13.583333333333334,100
13.666666666666666,95
13.75,98
13.833333333333334,102
13.916666666666666,98
14,95
14.083333333333334,100
14.166666666666666,99
14.25,100
14.333333333333334,103
14.416666666666666,99
14.5,101
14.583333333333334,99
14.666666666666666,97
14.75,102
14.833333333333334,96
14.916666666666666,103
15,104
15.083333333333334,98
15.166666666666666,101
15.25,102
15.333333333333334,96
15.416666666666666,98
15.5,100
15.583333333333334,96
15.666666666666666,98
15.75,99
15.833333333333334,100
15.916666666666666,101
16,103
16.083333333333332,102
16.166666666666668,101
16.25,95
16.333333333333332,98
16.416666666666668,99
16.5,101
16.583333333333332,98
16.666666666666668,98
16.75,101
16.833333333333332,98
16.916666666666668,100
17,103
17.083333333333332,105
17.166666666666668,103
17.25,102
17.333333333333332,102
17.416666666666668,100
17.5,106
17.583333333333332,103
17.666666666666668,105
17.75,103
17.833333333333332,106
17.916666666666668,99
18,103
18.083333333333332,106
18.166666666666668,101
18.25,105
18.333333333333332,107
18.416666666666668,101
18.5,105
18.583333333333332,106
18.666666666666668,107
18.75,105
18.833333333333332,106
18.916666666666668,103
19,106
19.083333333333332,108
19.166666666666668,101
19.25,102
19.333333333333332,108
19.416666666666668,105
19.5,107
19.583333333333332,107
19.666666666666668,108
19.75,107
19.833333333333332,104
19.916666666666668,106
20,105
20.083333333333332,105
20.166666666666668,106
20.25,107
20.333333333333332,108
20.416666666666668,110
20.5,109
20.583333333333332,108
20.666666666666668,104
20.75,107
20.833333333333332,106
20.916666666666668,106
21,103
21.083333333333332,106
21.166666666666668,107
21.25,103
21.333333333333332,109
21.416666666666668,110
21.5,110
21.583333333333332,107
21.666666666666668,110
21.75,107
21.833333333333332,106
21.916666666666668,105
22,111
22.083333333333332,110
22.166666666666668,107
22.25,107
22.333333333333332,110
22.416666666666668,108
22.5,107
22.583333333333332,109
22.666666666666668,109
22.75,110
22.833333333333332,108
22.916666666666668,111
23,110
23.083333333333332,108
23.166666666666668,109
23.25,113
23.333333333333332,109
23.416666666666668,107
23.5,108
23.583333333333332,111
23.666666666666668,112
23.75,110
23.833333333333332,113
23.916666666666668,112
24,110
24.083333333333332,114
24.166666666666668,113
24.25,112
24.333333333333332,113
24.416666666666668,113
24.5,112
24.583333333333332,117
24.666666666666668,117
24.75,114
24.833333333333332,115
24.916666666666668,115
25,115
25.083333333333332,117
25.166666666666668,112
25.25,112
25.333333333333332,113
25.416666666666668,116
25.5,115
25.583333333333332,117
25.666666666666668,116
25.75,114
25.833333333333332,117
25.916666666666668,115
26,119
26.083333333333332,116
26.166666666666668,115
26.25,115
26.333333333333332,115
26.416666666666668,118
26.5,121
26.583333333333332,117
26.666666666666668,118
26.75,121
26.833333333333332,117
26.916666666666668,118
27,120
27.083333333333332,119
27.166666666666668,120
27.25,119
27.333333333333332,118
27.416666666666668,119
27.5,122
27.583333333333332,116
27.666666666666668,116
27.75,118
27.833333333333332,118
27.916666666666668,121
28,122
28.083333333333332,119
28.166666666666668,118
28.25,121
28.333333333333332,119
28.416666666666668,119
28.5,122
28.583333333333332,117
28.666666666666668,120
28.75,118
28.833333333333332,120
28.916666666666668,115
29,116
29.083333333333332,122
29.166666666666668,120
29.25,118
29.333333333333332,118
29.416666666666668,118
29.5,117
29.583333333333332,118
29.666666666666668,123
29.75,121
29.833333333333332,122
29.916666666666668,123
30,120
30.083333333333332,121
30.166666666666668,120
30.25,121
30.333333333333332,121
30.416666666666668,118
30.5,119
30.583333333333332,118
30.666666666666668,121
30.75,123
30.833333333333332,123
30.916666666666668,124
31,121
31.083333333333332,121
31.166666666666668,121
31.25,123
31.333333333333332,124
31.416666666666668,122
31.5,118
31.583333333333332,120
31.666666666666668,124
31.75,120
31.833333333333332,117
31.916666666666668,118
32,120
32.083333333333336,125
32.166666666666664,123
32.25,121
32.333333333333336,122
32.416666666666664,123
32.5,123
32.583333333333336,121
32.666666666666664,125
32.75,123
32.833333333333336,127
32.916666666666664,122
33,125
33.083333333333336,125
33.166666666666664,128
33.25,124
33.333333333333336,124
33.416666666666664,125
33.5,120
33.583333333333336,121
33.666666666666664,125
33.75,127
33.833333333333336,124
33.916666666666664,120
34,124
34.083333333333336,123
34.166666666666664,120
34.25,127
34.333333333333336,122
34.416666666666664,124
34.5,122
34.583333333333336,124
34.666666666666664,123
34.75,126
34.833333333333336,125
34.916666666666664,125
35,122
35.083333333333336,124
35.166666666666664,125
35.25,122
35.333333333333336,125
35.416666666666664,125
35.5,121
35.583333333333336,122
35.666666666666664,126
35.75,120
35.833333333333336,126
35.916666666666664,127
36,125
36.083333333333336,125
36.166666666666664,125
36.25,120
36.333333333333336,125
36.416666666666664,125
36.5,124
36.583333333333336,123
36.666666666666664,124
36.75,127
36.833333333333336,123
36.916666666666664,122
37,125
37.083333333333336,128
37.166666666666664,123
37.25,124
37.333333333333336,125
37.416666666666664,123
37.5,121
37.583333333333336,124
37.666666666666664,125
37.75,121
37.833333333333336,127
37.916666666666664,125
38,126
38.083333333333336,123
38.166666666666664,123
38.25,127
38.333333333333336,125
38.416666666666664,124
38.5,126
38.583333333333336,124
38.666666666666664,122
38.75,125
38.833333333333336,128
38.916666666666664,126
39,122
39.083333333333336,125
39.166666666666664,122
39.25,123
39.333333333333336,126
39.416666666666664,126
39.5,122
39.583333333333336,124
39.666666666666664,125
39.75,121
39.833333333333336,124
39.916666666666664,125
40,122
40.083333333333336,127
40.166666666666664,125
40.25,125
40.333333333333336,128
40.416666666666664,126
40.5,124
40.583333333333336,124
40.666666666666664,125
40.75,128
40.833333333333336,122
40.916666666666664,125
41,122
41.083333333333336,124
41.166666666666664,122
41.25,124
41.333333333333336,129
41.416666666666664,124
41.5,122
41.583333333333336,125
41.666666666666664,125
41.75,124
41.833333333333336,127
41.916666666666664,121
42,124
42.083333333333336,124
42.166666666666664,123
42.25,121
42.333333333333336,123
42.416666666666664,129
42.5,127
42.583333333333336,124
42.666666666666664,126
42.75,121
42.833333333333336,126
42.916666666666664,129
43,126
43.083333333333336,124
43.166666666666664,125
43.25,124
43.333333333333336,121
43.416666666666664,128
43.5,121
43.583333333333336,123
43.666666666666664,124
43.75,125
43.833333333333336,126
43.916666666666664,128
44,127
44.083333333333336,127
44.166666666666664,125
44.25,127
44.333333333333336,125
44.416666666666664,123
44.5,126
44.583333333333336,125
44.666666666666664,125
44.75,125
44.833333333333336,124
44.916666666666664,124
45,124
45.083333333333336,125
45.166666666666664,125
45.25,126
45.333333333333336,124
45.416666666666664,124
45.5,127
45.583333333333336,124
45.666666666666664,125
45.75,125
45.833333333333336,126
45.916666666666664,126
46,127
46.083333333333336,129
46.166666666666664,125
46.25,125
46.333333333333336,126
46.416666666666664,124
46.5,123
46.583333333333336,125
46.666666666666664,127
46.75,125
46.833333333333336,124
46.916666666666664,128
47,125
47.083333333333336,124
47.166666666666664,129
47.25,124
47.333333333333336,128
47.416666666666664,126
47.5,125
47.583333333333336,123
47.666666666666664,130
47.75,126
47.833333333333336,129
47.916666666666664,126
