"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 20 discussion"
0,5
0,9
0.08333333333333333,18
0.16666666666666666,32
0.25,46
0.3333333333333333,71
0.4166666666666667,96
0.5,124
0.5833333333333334,157
0.6666666666666666,188
0.75,223
0.8333333333333334,243
0.9166666666666666,261
1,280
1.0833333333333333,296
1.1666666666666667,330
1.25,348
1.3333333333333333,377
1.4166666666666667,401
1.5,429
1.5833333333333333,451
1.6666666666666667,475
1.75,497
1.8333333333333333,513
1.9166666666666667,538
2,565
2.0833333333333335,588
2.1666666666666665,604
2.25,623
2.3333333333333335,633
2.4166666666666665,653
2.5,658
2.5833333333333335,679
2.6666666666666665,698
2.75,716
2.8333333333333335,736
2.9166666666666665,756
3,767
3.0833333333333335,782
3.1666666666666665,804
3.25,818
3.3333333333333335,841
3.4166666666666665,859
3.5,874
3.5833333333333335,877
3.6666666666666665,896
3.75,914
3.8333333333333335,927
3.9166666666666665,948
4,961
4.083333333333333,972
4.166666666666667,991
4.25,1013
4.333333333333333,1016
4.416666666666667,1034
4.5,1054
4.583333333333333,1072
4.666666666666667,1089
4.75,1109
4.833333333333333,1120
4.916666666666667,1136
5,1151
5.083333333333333,1178
5.166666666666667,1182
5.25,1202
5.333333333333333,1217
5.416666666666667,1225
5.5,1241
5.583333333333333,1259
5.666666666666667,1270
5.75,1287
5.833333333333333,1299
5.916666666666667,1316
6,1324
6.083333333333333,1337
6.166666666666667,1352
6.25,1360
6.333333333333333,1373
6.416666666666667,1389
6.5,1398
6.583333333333333,1409
6.666666666666667,1429
6.75,1435
6.833333333333333,1438
6.916666666666667,1450
7,1464
7.083333333333333,1475
7.166666666666667,1487
7.25,1506
7.333333333333333,1517
7.416666666666667,1525
7.5,1535
7.583333333333333,1549
7.666666666666667,1557
7.75,1572
7.833333333333333,1586
7.916666666666667,1600
8,1614
8.083333333333334,1625
8.166666666666666,1634
8.25,1643
8.333333333333334,1649
8.416666666666666,1650
8.5,1678
8.583333333333334,1688
8.666666666666666,1685
8.75,1697
