"Hours since thread went live","The Fable - Episode 7 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,5
0.4166666666666667,5
0.5,9
0.5833333333333334,10
0.6666666666666666,12
0.75,12
0.8333333333333334,12
0.9166666666666666,11
1,16
1.0833333333333333,20
1.1666666666666667,24
1.25,26
1.3333333333333333,30
1.4166666666666667,30
1.5,35
1.5833333333333333,36
1.6666666666666667,40
1.75,46
1.8333333333333333,43
1.9166666666666667,46
2,51
2.0833333333333335,56
2.1666666666666665,57
2.25,57
2.3333333333333335,62
2.4166666666666665,61
2.5,67
2.5833333333333335,71
2.6666666666666665,66
2.75,69
2.8333333333333335,68
2.9166666666666665,72
3,76
3.0833333333333335,75
3.1666666666666665,75
3.25,73
3.3333333333333335,78
3.4166666666666665,75
3.5,75
3.5833333333333335,75
3.6666666666666665,78
3.75,76
3.8333333333333335,80
3.9166666666666665,79
4,78
4.083333333333333,79
4.166666666666667,81
4.25,79
4.333333333333333,79
4.416666666666667,78
4.5,83
4.583333333333333,82
4.666666666666667,78
4.75,84
4.833333333333333,83
4.916666666666667,87
5,84
5.083333333333333,89
5.166666666666667,89
5.25,90
5.333333333333333,91
5.416666666666667,90
5.5,88
5.583333333333333,92
5.666666666666667,90
5.75,93
5.833333333333333,95
5.916666666666667,96
6,94
6.083333333333333,96
6.166666666666667,98
6.25,102
6.333333333333333,95
6.416666666666667,98
6.5,100
6.583333333333333,103
6.666666666666667,101
6.75,104
6.833333333333333,100
6.916666666666667,101
7,106
7.083333333333333,104
7.166666666666667,100
7.25,106
7.333333333333333,105
7.416666666666667,108
7.5,109
7.583333333333333,109
7.666666666666667,112
7.75,109
7.833333333333333,113
7.916666666666667,113
8,113
8.083333333333334,117
8.166666666666666,115
8.25,115
8.333333333333334,112
8.416666666666666,112
8.5,117
8.583333333333334,114
8.666666666666666,115
8.75,119
8.833333333333334,118
8.916666666666666,116
9,124
9.083333333333334,119
9.166666666666666,124
9.25,118
9.333333333333334,124
9.416666666666666,123
9.5,123
9.583333333333334,123
9.666666666666666,125
9.75,130
9.833333333333334,125
9.916666666666666,128
10,129
10.083333333333334,127
10.166666666666666,130
10.25,130
10.333333333333334,127
10.416666666666666,130
10.5,134
10.583333333333334,131
10.666666666666666,134
10.75,132
10.833333333333334,135
10.916666666666666,134
11,132
11.083333333333334,133
11.166666666666666,129
11.25,132
11.333333333333334,131
11.416666666666666,138
11.5,138
11.583333333333334,139
11.666666666666666,134
11.75,139
11.833333333333334,143
11.916666666666666,138
12,140
12.083333333333334,143
12.166666666666666,141
12.25,148
12.333333333333334,146
12.416666666666666,149
12.5,148
12.583333333333334,153
12.666666666666666,152
12.75,153
12.833333333333334,151
12.916666666666666,150
13,153
13.083333333333334,152
13.166666666666666,151
13.25,150
13.333333333333334,151
13.416666666666666,157
13.5,154
13.583333333333334,157
13.666666666666666,157
13.75,157
13.833333333333334,159
13.916666666666666,158
14,157
14.083333333333334,159
14.166666666666666,161
14.25,163
14.333333333333334,162
14.416666666666666,163
14.5,161
14.583333333333334,164
14.666666666666666,162
14.75,161
14.833333333333334,164
14.916666666666666,161
15,162
15.083333333333334,163
15.166666666666666,164
15.25,168
15.333333333333334,168
15.416666666666666,165
15.5,170
15.583333333333334,168
15.666666666666666,173
15.75,171
15.833333333333334,169
15.916666666666666,171
16,174
16.083333333333332,172
16.166666666666668,171
16.25,171
16.333333333333332,172
16.416666666666668,171
16.5,174
16.583333333333332,173
16.666666666666668,174
16.75,173
16.833333333333332,174
16.916666666666668,175
17,174
17.083333333333332,180
17.166666666666668,174
17.25,174
17.333333333333332,180
17.416666666666668,176
17.5,177
17.583333333333332,179
17.666666666666668,176
17.75,180
17.833333333333332,173
17.916666666666668,179
18,177
18.083333333333332,178
18.166666666666668,176
18.25,178
18.333333333333332,178
18.416666666666668,179
18.5,178
18.583333333333332,181
18.666666666666668,179
18.75,177
18.833333333333332,183
18.916666666666668,179
19,178
19.083333333333332,179
19.166666666666668,180
19.25,179
19.333333333333332,179
19.416666666666668,181
19.5,181
19.583333333333332,178
19.666666666666668,179
19.75,182
19.833333333333332,184
19.916666666666668,181
20,184
20.083333333333332,182
20.166666666666668,184
20.25,184
20.333333333333332,184
20.416666666666668,184
20.5,185
20.583333333333332,185
20.666666666666668,185
20.75,186
20.833333333333332,188
20.916666666666668,188
21,190
21.083333333333332,188
21.166666666666668,189
21.25,188
21.333333333333332,191
21.416666666666668,189
21.5,191
21.583333333333332,187
21.666666666666668,193
21.75,187
21.833333333333332,189
