"Hours since thread went live","Tadaima, Okaeri - Episode 7 discussion"
35.583333333333336,45
35.666666666666664,46
35.75,43
35.833333333333336,44
35.916666666666664,49
36,43
36.083333333333336,47
36.166666666666664,46
36.25,47
36.333333333333336,46
36.416666666666664,46
36.5,49
36.583333333333336,48
36.666666666666664,47
36.75,46
36.833333333333336,45
36.916666666666664,45
37,45
37.083333333333336,44
37.166666666666664,43
37.25,46
37.333333333333336,49
37.416666666666664,47
37.5,43
37.583333333333336,44
37.666666666666664,43
37.75,44
37.833333333333336,48
37.916666666666664,46
38,41
38.083333333333336,48
38.166666666666664,46
38.25,46
38.333333333333336,45
38.416666666666664,48
38.5,46
38.583333333333336,47
38.666666666666664,44
38.75,42
38.833333333333336,47
38.916666666666664,44
39,42
39.083333333333336,45
39.166666666666664,42
39.25,49
39.333333333333336,47
39.416666666666664,45
39.5,47
39.583333333333336,45
39.666666666666664,44
39.75,45
39.833333333333336,45
39.916666666666664,45
40,42
40.083333333333336,49
40.166666666666664,45
40.25,45
40.333333333333336,45
40.416666666666664,46
40.5,45
40.583333333333336,43
40.666666666666664,48
40.75,46
40.833333333333336,47
40.916666666666664,42
41,48
41.083333333333336,48
41.166666666666664,46
41.25,44
41.333333333333336,42
41.416666666666664,44
41.5,42
41.583333333333336,48
41.666666666666664,49
41.75,46
41.833333333333336,42
41.916666666666664,43
42,45
42.083333333333336,45
42.166666666666664,45
42.25,44
42.333333333333336,48
42.416666666666664,45
42.5,44
42.583333333333336,45
42.666666666666664,44
42.75,48
42.833333333333336,45
42.916666666666664,45
43,41
43.083333333333336,46
43.166666666666664,48
43.25,44
43.333333333333336,45
43.416666666666664,43
43.5,43
43.583333333333336,47
43.666666666666664,48
43.75,48
43.833333333333336,47
43.916666666666664,44
44,44
44.083333333333336,43
44.166666666666664,43
44.25,46
44.333333333333336,41
44.416666666666664,45
44.5,48
44.583333333333336,46
44.666666666666664,46
44.75,45
44.833333333333336,47
44.916666666666664,46
45,45
45.083333333333336,49
45.166666666666664,46
45.25,46
45.333333333333336,46
45.416666666666664,43
45.5,43
45.583333333333336,46
45.666666666666664,42
45.75,45
45.833333333333336,47
45.916666666666664,45
46,48
46.083333333333336,48
46.166666666666664,45
46.25,46
46.333333333333336,43
46.416666666666664,48
46.5,44
46.583333333333336,45
46.666666666666664,46
46.75,44
46.833333333333336,48
46.916666666666664,45
47,43
47.083333333333336,48
47.166666666666664,47
47.25,45
47.333333333333336,43
47.416666666666664,48
47.5,50
47.583333333333336,46
47.666666666666664,50
47.75,48
47.833333333333336,47
47.916666666666664,47
