"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 5 discussion"
0,1
0,3
0.08333333333333333,7
0.16666666666666666,10
0.25,14
0.3333333333333333,14
0.4166666666666667,16
0.5,19
0.5833333333333334,21
0.6666666666666666,24
0.75,26
0.8333333333333334,31
0.9166666666666666,33
1,36
1.0833333333333333,41
1.1666666666666667,45
1.25,45
1.3333333333333333,47
1.4166666666666667,50
1.5,57
1.5833333333333333,58
1.6666666666666667,63
1.75,61
1.8333333333333333,64
1.9166666666666667,65
2,64
2.0833333333333335,66
2.1666666666666665,72
2.25,74
2.3333333333333335,75
2.4166666666666665,78
2.5,83
2.5833333333333335,82
2.6666666666666665,87
2.75,93
2.8333333333333335,95
2.9166666666666665,93
3,98
3.0833333333333335,101
3.1666666666666665,103
3.25,100
3.3333333333333335,102
3.4166666666666665,101
3.5,99
3.5833333333333335,99
3.6666666666666665,104
3.75,105
3.8333333333333335,103
3.9166666666666665,106
4,107
4.083333333333333,108
4.166666666666667,106
4.25,108
4.333333333333333,115
4.416666666666667,113
4.5,116
4.583333333333333,114
4.666666666666667,119
4.75,121
4.833333333333333,120
4.916666666666667,122
5,124
5.083333333333333,122
5.166666666666667,126
5.25,130
5.333333333333333,132
5.416666666666667,131
5.5,132
5.583333333333333,133
5.666666666666667,134
5.75,136
5.833333333333333,136
5.916666666666667,139
6,139
6.083333333333333,141
6.166666666666667,148
6.25,147
6.333333333333333,147
6.416666666666667,151
6.5,153
6.583333333333333,152
6.666666666666667,152
6.75,158
6.833333333333333,157
6.916666666666667,161
7,160
7.083333333333333,161
7.166666666666667,162
7.25,159
7.333333333333333,163
7.416666666666667,169
7.5,171
7.583333333333333,169
7.666666666666667,170
7.75,168
7.833333333333333,172
7.916666666666667,170
8,173
8.083333333333334,171
8.166666666666666,174
8.25,171
8.333333333333334,176
8.416666666666666,181
8.5,180
8.583333333333334,179
8.666666666666666,180
8.75,183
8.833333333333334,183
8.916666666666666,188
9,193
9.083333333333334,190
9.166666666666666,193
9.25,194
9.333333333333334,195
9.416666666666666,193
9.5,194
9.583333333333334,197
9.666666666666666,194
9.75,192
9.833333333333334,194
9.916666666666666,195
10,195
10.083333333333334,197
10.166666666666666,199
10.25,202
10.333333333333334,203
10.416666666666666,201
10.5,202
10.583333333333334,201
10.666666666666666,204
10.75,206
10.833333333333334,202
10.916666666666666,208
11,205
11.083333333333334,208
11.166666666666666,215
11.25,213
11.333333333333334,213
11.416666666666666,212
11.5,214
11.583333333333334,211
11.666666666666666,218
11.75,217
11.833333333333334,213
11.916666666666666,215
12,216
12.083333333333334,215
12.166666666666666,219
12.25,222
12.333333333333334,218
12.416666666666666,217
12.5,222
12.583333333333334,224
12.666666666666666,222
12.75,222
12.833333333333334,220
12.916666666666666,223
13,222
13.083333333333334,225
13.166666666666666,228
13.25,228
13.333333333333334,228
13.416666666666666,227
13.5,231
13.583333333333334,231
13.666666666666666,235
13.75,231
13.833333333333334,234
13.916666666666666,235
14,234
14.083333333333334,236
14.166666666666666,237
14.25,236
14.333333333333334,233
14.416666666666666,237
14.5,234
14.583333333333334,234
14.666666666666666,236
14.75,235
14.833333333333334,238
14.916666666666666,242
15,241
15.083333333333334,243
15.166666666666666,243
15.25,245
15.333333333333334,245
15.416666666666666,244
15.5,241
15.583333333333334,245
15.666666666666666,244
15.75,240
15.833333333333334,247
15.916666666666666,241
16,244
16.083333333333332,246
16.166666666666668,244
16.25,245
16.333333333333332,244
16.416666666666668,243
16.5,246
16.583333333333332,245
16.666666666666668,246
16.75,245
16.833333333333332,246
16.916666666666668,247
17,251
17.083333333333332,249
17.166666666666668,251
17.25,255
17.333333333333332,250
17.416666666666668,249
17.5,249
17.583333333333332,253
17.666666666666668,249
17.75,249
17.833333333333332,250
17.916666666666668,253
18,254
18.083333333333332,250
18.166666666666668,250
18.25,253
18.333333333333332,251
18.416666666666668,248
18.5,253
18.583333333333332,257
18.666666666666668,253
18.75,257
18.833333333333332,256
18.916666666666668,259
19,256
19.083333333333332,258
19.166666666666668,253
19.25,253
19.333333333333332,260
19.416666666666668,261
19.5,256
19.583333333333332,262
19.666666666666668,257
19.75,258
19.833333333333332,259
19.916666666666668,255
20,256
20.083333333333332,260
20.166666666666668,261
20.25,257
20.333333333333332,264
20.416666666666668,259
20.5,264
20.583333333333332,261
20.666666666666668,264
20.75,265
20.833333333333332,261
20.916666666666668,259
21,259
21.083333333333332,261
21.166666666666668,260
21.25,263
21.333333333333332,262
21.416666666666668,264
21.5,260
21.583333333333332,259
21.666666666666668,260
21.75,261
21.833333333333332,260
21.916666666666668,261
22,263
22.083333333333332,262
22.166666666666668,264
22.25,266
22.333333333333332,265
22.416666666666668,261
22.5,263
22.583333333333332,264
22.666666666666668,266
22.75,265
22.833333333333332,265
22.916666666666668,264
23,262
23.083333333333332,263
23.166666666666668,264
23.25,266
23.333333333333332,267
23.416666666666668,267
23.5,265
23.583333333333332,264
23.666666666666668,264
23.75,264
23.833333333333332,265
23.916666666666668,268
24,266
24.083333333333332,268
24.166666666666668,268
24.25,269
24.333333333333332,270
24.416666666666668,267
24.5,268
24.583333333333332,267
24.666666666666668,267
24.75,273
24.833333333333332,268
24.916666666666668,272
25,268
25.083333333333332,265
25.166666666666668,267
25.25,270
25.333333333333332,266
25.416666666666668,269
25.5,268
25.583333333333332,270
25.666666666666668,267
25.75,268
