"Hours since thread went live","Spy x Family - Episode 4 discussion"
0,5
0.08333333333333333,29
0.16666666666666666,71
0.25,120
0.3333333333333333,175
0.4166666666666667,250
0.5,343
0.5833333333333334,434
0.6666666666666666,531
0.75,601
0.8333333333333334,672
0.9166666666666666,783
1,897
1.0833333333333333,997
1.1666666666666667,1101
1.25,1227
1.3333333333333333,1331
1.4166666666666667,1454
1.5,1585
1.5833333333333333,1692
1.6666666666666667,1804
1.75,1910
1.8333333333333333,2040
1.9166666666666667,2152
2,2270
2.0833333333333335,2392
2.1666666666666665,2509
2.25,2623
2.3333333333333335,2734
2.4166666666666665,2842
2.5,2968
2.5833333333333335,3075
2.6666666666666665,3168
2.75,3268
2.8333333333333335,3368
2.9166666666666665,3470
3,3550
3.0833333333333335,3637
3.1666666666666665,3724
3.25,3808
3.3333333333333335,3882
3.4166666666666665,3973
3.5,4062
3.5833333333333335,4129
3.6666666666666665,4201
3.75,4277
3.8333333333333335,4352
3.9166666666666665,4428
4,4515
4.083333333333333,4569
4.166666666666667,4655
4.25,4724
4.333333333333333,4785
4.416666666666667,4878
4.5,4934
4.583333333333333,4996
4.666666666666667,5070
4.75,5140
4.833333333333333,5214
4.916666666666667,5276
5,5341
5.083333333333333,5397
5.166666666666667,5470
5.25,5518
5.333333333333333,5587
5.416666666666667,5656
5.5,5706
5.583333333333333,5763
5.666666666666667,5810
5.75,5873
5.833333333333333,5925
5.916666666666667,5984
6,6037
6.083333333333333,6098
6.166666666666667,6140
6.25,6178
6.333333333333333,6230
6.416666666666667,6276
6.5,6340
6.583333333333333,6391
6.666666666666667,6453
6.75,6501
6.833333333333333,6561
6.916666666666667,6613
7,6667
7.083333333333333,6709
7.166666666666667,6746
7.25,6803
7.333333333333333,6847
7.416666666666667,6905
7.5,6938
7.583333333333333,6993
7.666666666666667,7051
7.75,7096
7.833333333333333,7156
7.916666666666667,7214
8,7255
8.083333333333334,7314
8.166666666666666,7358
8.25,7392
8.333333333333334,7436
8.416666666666666,7473
8.5,7518
8.583333333333334,7551
8.666666666666666,7596
8.75,7649
8.833333333333334,7683
8.916666666666666,7711
9,7752
9.083333333333334,7790
9.166666666666666,7826
9.25,7860
9.333333333333334,7898
9.416666666666666,7967
9.5,7999
9.583333333333334,8027
9.666666666666666,8056
9.75,8089
9.833333333333334,8126
9.916666666666666,8155
10,8175
10.083333333333334,8220
10.166666666666666,8256
10.25,8279
10.333333333333334,8313
10.416666666666666,8347
10.5,8379
10.583333333333334,8410
10.666666666666666,8438
10.75,8474
10.833333333333334,8507
10.916666666666666,8559
11,8587
11.083333333333334,8620
11.166666666666666,8638
11.25,8662
11.333333333333334,8695
11.416666666666666,8734
11.5,8760
11.583333333333334,8791
11.666666666666666,8821
11.75,8860
11.833333333333334,8890
11.916666666666666,8920
12,8963
12.083333333333334,8996
12.166666666666666,9019
12.25,9052
12.333333333333334,9077
12.416666666666666,9125
12.5,9167
12.583333333333334,9175
12.666666666666666,9217
12.75,9237
12.833333333333334,9272
12.916666666666666,9302
13,9339
13.083333333333334,9374
13.166666666666666,9392
13.25,9412
13.333333333333334,9445
13.416666666666666,9471
13.5,9498
13.583333333333334,9527
13.666666666666666,9551
13.75,9576
13.833333333333334,9603
13.916666666666666,9627
14,9650
14.083333333333334,9672
14.166666666666666,9688
14.25,9723
14.333333333333334,9749
14.416666666666666,9774
14.5,9802
14.583333333333334,9831
14.666666666666666,9854
14.75,9888
14.833333333333334,9923
14.916666666666666,9946
15,9973
15.083333333333334,10003
15.166666666666666,10021
15.25,10050
15.333333333333334,10070
15.416666666666666,10100
15.5,10114
15.583333333333334,10140
15.666666666666666,10173
15.75,10191
15.833333333333334,10212
15.916666666666666,10223
16,10253
16.083333333333332,10276
16.166666666666668,10294
16.25,10310
16.333333333333332,10339
16.416666666666668,10358
16.5,10376
16.583333333333332,10399
16.666666666666668,10416
16.75,10442
16.833333333333332,10456
16.916666666666668,10486
17,10508
17.083333333333332,10532
17.166666666666668,10555
17.25,10579
17.333333333333332,10587
17.416666666666668,10603
17.5,10626
17.583333333333332,10647
17.666666666666668,10653
17.75,10675
17.833333333333332,10692
17.916666666666668,10699
18,10718
18.083333333333332,10729
18.166666666666668,10734
18.25,10752
18.333333333333332,10758
18.416666666666668,10780
18.5,10805
18.583333333333332,10817
18.666666666666668,10823
18.75,10833
18.833333333333332,10837
18.916666666666668,10851
19,10861
19.083333333333332,10881
19.166666666666668,10898
19.25,10909
19.333333333333332,10919
19.416666666666668,10935
19.5,10955
19.583333333333332,10964
19.666666666666668,10976
19.75,10984
19.833333333333332,10995
19.916666666666668,11009
20,11012
20.083333333333332,11025
20.166666666666668,11046
20.25,11051
20.333333333333332,11058
20.416666666666668,11071
20.5,11087
20.583333333333332,11086
20.666666666666668,11101
20.75,11117
20.833333333333332,11127
20.916666666666668,11139
21,11153
21.083333333333332,11162
21.166666666666668,11165
21.25,11187
21.333333333333332,11197
21.416666666666668,11207
21.5,11221
21.583333333333332,11224
21.666666666666668,11237
21.75,11251
21.833333333333332,11267
21.916666666666668,11282
22,11294
22.083333333333332,11299
