"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 11 discussion"
0,1
0,6
0.08333333333333333,15
0.16666666666666666,24
0.25,44
0.3333333333333333,54
0.4166666666666667,67
0.5,81
0.5833333333333334,90
0.6666666666666666,109
0.75,125
0.8333333333333334,150
0.9166666666666666,164
1,186
1.0833333333333333,206
1.1666666666666667,225
1.25,245
1.3333333333333333,265
1.4166666666666667,290
1.5,309
1.5833333333333333,331
1.6666666666666667,352
1.75,374
1.8333333333333333,392
1.9166666666666667,409
2,425
2.0833333333333335,443
2.1666666666666665,465
2.25,473
2.3333333333333335,486
2.4166666666666665,495
2.5,514
2.5833333333333335,534
2.6666666666666665,552
2.75,577
2.8333333333333335,592
2.9166666666666665,613
3,624
3.0833333333333335,643
3.1666666666666665,649
3.25,668
3.3333333333333335,685
3.4166666666666665,694
3.5,715
3.5833333333333335,725
3.6666666666666665,736
3.75,753
3.8333333333333335,765
3.9166666666666665,786
4,790
4.083333333333333,791
4.166666666666667,808
4.25,809
4.333333333333333,833
4.416666666666667,842
4.5,857
4.583333333333333,864
4.666666666666667,875
4.75,886
4.833333333333333,893
4.916666666666667,913
5,922
5.083333333333333,925
5.166666666666667,936
5.25,956
5.333333333333333,966
5.416666666666667,975
5.5,987
5.583333333333333,1003
5.666666666666667,1011
5.75,1019
5.833333333333333,1032
5.916666666666667,1042
6,1053
6.083333333333333,1072
6.166666666666667,1082
6.25,1091
6.333333333333333,1106
6.416666666666667,1114
6.5,1130
6.583333333333333,1138
6.666666666666667,1155
6.75,1157
6.833333333333333,1162
6.916666666666667,1173
7,1182
7.083333333333333,1188
7.166666666666667,1205
7.25,1219
7.333333333333333,1227
7.416666666666667,1241
7.5,1246
7.583333333333333,1254
7.666666666666667,1265
7.75,1270
7.833333333333333,1286
7.916666666666667,1298
8,1299
8.083333333333334,1316
8.166666666666666,1322
8.25,1337
8.333333333333334,1347
8.416666666666666,1362
8.5,1365
8.583333333333334,1381
8.666666666666666,1386
8.75,1400
8.833333333333334,1413
8.916666666666666,1414
9,1421
9.083333333333334,1434
9.166666666666666,1443
9.25,1443
9.333333333333334,1459
9.416666666666666,1478
9.5,1482
9.583333333333334,1493
9.666666666666666,1507
9.75,1515
9.833333333333334,1522
9.916666666666666,1531
10,1541
10.083333333333334,1558
10.166666666666666,1567
10.25,1582
10.333333333333334,1594
10.416666666666666,1609
10.5,1613
10.583333333333334,1628
10.666666666666666,1623
10.75,1636
10.833333333333334,1643
10.916666666666666,1654
11,1669
11.083333333333334,1676
11.166666666666666,1679
11.25,1689
11.333333333333334,1700
11.416666666666666,1708
11.5,1711
11.583333333333334,1719
11.666666666666666,1727
11.75,1739
11.833333333333334,1750
11.916666666666666,1751
12,1760
12.083333333333334,1767
12.166666666666666,1773
