"Hours since thread went live","Yuru Camp△ Season 3 • Laid-Back Camp Season 3 - Episode 9 discussion"
0,1
0,4
0.08333333333333333,12
0.16666666666666666,13
0.25,20
0.3333333333333333,28
0.4166666666666667,36
0.5,41
0.5833333333333334,46
0.6666666666666666,50
0.75,59
0.8333333333333334,68
0.9166666666666666,70
1,83
1.0833333333333333,89
1.1666666666666667,92
1.25,98
1.3333333333333333,100
1.4166666666666667,103
1.5,104
1.5833333333333333,107
1.6666666666666667,118
1.75,121
1.8333333333333333,122
1.9166666666666667,126
2,129
2.0833333333333335,135
2.1666666666666665,137
2.25,144
2.3333333333333335,143
2.4166666666666665,151
2.5,149
2.5833333333333335,156
2.6666666666666665,160
2.75,159
2.8333333333333335,168
2.9166666666666665,170
3,175
3.0833333333333335,175
3.1666666666666665,178
3.25,180
3.3333333333333335,190
3.4166666666666665,191
3.5,193
3.5833333333333335,200
3.6666666666666665,198
3.75,200
3.8333333333333335,205
3.9166666666666665,213
4,213
4.083333333333333,213
4.166666666666667,221
4.25,226
4.333333333333333,228
4.416666666666667,228
4.5,228
4.583333333333333,228
4.666666666666667,230
4.75,230
4.833333333333333,234
4.916666666666667,236
5,242
5.083333333333333,242
5.166666666666667,242
5.25,244
5.333333333333333,249
5.416666666666667,252
5.5,252
5.583333333333333,256
5.666666666666667,261
5.75,267
5.833333333333333,267
5.916666666666667,275
6,276
6.083333333333333,285
6.166666666666667,283
6.25,288
6.333333333333333,294
6.416666666666667,291
6.5,292
6.583333333333333,295
6.666666666666667,299
6.75,303
6.833333333333333,308
6.916666666666667,309
7,308
7.083333333333333,305
7.166666666666667,311
7.25,312
7.333333333333333,308
7.416666666666667,313
7.5,312
7.583333333333333,310
7.666666666666667,314
7.75,312
7.833333333333333,313
7.916666666666667,318
8,321
8.083333333333334,316
8.166666666666666,316
8.25,318
8.333333333333334,325
8.416666666666666,324
8.5,324
8.583333333333334,321
8.666666666666666,329
8.75,335
8.833333333333334,331
8.916666666666666,332
9,333
9.083333333333334,331
9.166666666666666,334
9.25,338
9.333333333333334,345
9.416666666666666,343
9.5,345
9.583333333333334,344
9.666666666666666,352
9.75,351
9.833333333333334,354
9.916666666666666,362
10,365
10.083333333333334,362
10.166666666666666,363
10.25,369
10.333333333333334,374
10.416666666666666,372
10.5,377
10.583333333333334,382
10.666666666666666,377
10.75,383
10.833333333333334,377
10.916666666666666,384
11,387
11.083333333333334,388
11.166666666666666,386
11.25,392
11.333333333333334,391
11.416666666666666,392
11.5,395
11.583333333333334,395
11.666666666666666,392
11.75,401
11.833333333333334,392
11.916666666666666,392
12,394
12.083333333333334,404
12.166666666666666,405
12.25,404
12.333333333333334,405
12.416666666666666,407
12.5,403
12.583333333333334,402
12.666666666666666,404
12.75,410
12.833333333333334,413
12.916666666666666,411
13,417
13.083333333333334,410
13.166666666666666,414
13.25,419
13.333333333333334,419
13.416666666666666,424
13.5,428
13.583333333333334,422
13.666666666666666,426
13.75,426
13.833333333333334,427
13.916666666666666,425
14,433
14.083333333333334,428
14.166666666666666,432
14.25,433
14.333333333333334,425
14.416666666666666,433
14.5,426
14.583333333333334,430
14.666666666666666,430
14.75,431
14.833333333333334,434
14.916666666666666,441
15,437
15.083333333333334,444
15.166666666666666,441
15.25,444
15.333333333333334,439
15.416666666666666,438
15.5,443
15.583333333333334,444
15.666666666666666,444
15.75,448
15.833333333333334,447
15.916666666666666,446
16,446
16.083333333333332,452
16.166666666666668,447
16.25,450
16.333333333333332,447
16.416666666666668,449
16.5,450
16.583333333333332,454
16.666666666666668,447
16.75,453
16.833333333333332,449
16.916666666666668,455
17,453
17.083333333333332,454
17.166666666666668,455
17.25,461
17.333333333333332,458
17.416666666666668,461
17.5,458
17.583333333333332,454
17.666666666666668,463
17.75,463
17.833333333333332,461
17.916666666666668,461
18,459
18.083333333333332,460
18.166666666666668,462
18.25,458
18.333333333333332,467
18.416666666666668,460
18.5,467
18.583333333333332,467
18.666666666666668,461
18.75,469
18.833333333333332,470
18.916666666666668,466
19,468
19.083333333333332,469
19.166666666666668,467
19.25,466
19.333333333333332,464
19.416666666666668,469
19.5,465
19.583333333333332,471
19.666666666666668,466
19.75,467
19.833333333333332,469
19.916666666666668,469
20,471
20.083333333333332,473
20.166666666666668,478
20.25,471
20.333333333333332,473
20.416666666666668,473
20.5,478
20.583333333333332,474
20.666666666666668,482
20.75,473
20.833333333333332,475
20.916666666666668,472
21,481
21.083333333333332,478
21.166666666666668,477
21.25,480
21.333333333333332,480
21.416666666666668,482
21.5,484
21.583333333333332,478
21.666666666666668,480
21.75,483
21.833333333333332,487
21.916666666666668,487
22,487
22.083333333333332,484
22.166666666666668,489
22.25,486
22.333333333333332,486
22.416666666666668,487
22.5,490
22.583333333333332,492
22.666666666666668,484
22.75,488
22.833333333333332,488
22.916666666666668,486
23,495
23.083333333333332,492
23.166666666666668,488
23.25,489
23.333333333333332,485
