"Hours since thread went live","Kenka Dokugaku • Viral Hit - Episode 6 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,5
0.4166666666666667,5
0.5,5
0.5833333333333334,5
0.6666666666666666,5
0.75,5
0.8333333333333334,5
0.9166666666666666,7
1,8
1.0833333333333333,7
1.1666666666666667,7
1.25,9
1.3333333333333333,12
1.4166666666666667,14
1.5,16
1.5833333333333333,15
1.6666666666666667,17
1.75,15
1.8333333333333333,18
1.9166666666666667,18
2,19
2.0833333333333335,22
2.1666666666666665,24
2.25,24
2.3333333333333335,22
2.4166666666666665,26
2.5,26
2.5833333333333335,30
2.6666666666666665,29
2.75,28
2.8333333333333335,34
2.9166666666666665,34
3,32
3.0833333333333335,35
3.1666666666666665,33
3.25,37
3.3333333333333335,33
3.4166666666666665,36
3.5,38
3.5833333333333335,38
3.6666666666666665,38
3.75,43
3.8333333333333335,42
3.9166666666666665,44
4,44
4.083333333333333,47
4.166666666666667,51
4.25,49
4.333333333333333,53
4.416666666666667,53
4.5,53
4.583333333333333,53
4.666666666666667,55
4.75,53
4.833333333333333,54
4.916666666666667,55
5,54
5.083333333333333,57
5.166666666666667,56
5.25,58
5.333333333333333,56
5.416666666666667,59
5.5,57
5.583333333333333,57
5.666666666666667,58
5.75,62
5.833333333333333,56
5.916666666666667,59
6,61
6.083333333333333,60
6.166666666666667,61
6.25,60
6.333333333333333,63
6.416666666666667,63
6.5,62
6.583333333333333,59
6.666666666666667,61
6.75,63
6.833333333333333,64
6.916666666666667,64
7,65
7.083333333333333,65
7.166666666666667,65
7.25,65
7.333333333333333,63
7.416666666666667,65
7.5,66
7.583333333333333,66
7.666666666666667,74
7.75,74
7.833333333333333,69
7.916666666666667,68
8,69
8.083333333333334,71
8.166666666666666,73
8.25,70
8.333333333333334,72
8.416666666666666,75
8.5,75
8.583333333333334,71
8.666666666666666,75
8.75,73
8.833333333333334,68
8.916666666666666,69
9,75
9.083333333333334,70
9.166666666666666,74
9.25,73
9.333333333333334,74
9.416666666666666,74
9.5,74
9.583333333333334,76
9.666666666666666,75
9.75,74
9.833333333333334,78
9.916666666666666,74
10,78
10.083333333333334,80
10.166666666666666,84
10.25,86
10.333333333333334,82
10.416666666666666,82
10.5,80
10.583333333333334,80
10.666666666666666,78
10.75,83
10.833333333333334,83
10.916666666666666,82
11,81
11.083333333333334,81
11.166666666666666,81
11.25,79
11.333333333333334,80
11.416666666666666,83
11.5,85
11.583333333333334,84
11.666666666666666,84
11.75,83
11.833333333333334,87
11.916666666666666,91
12,88
12.083333333333334,86
12.166666666666666,87
12.25,88
12.333333333333334,89
12.416666666666666,89
12.5,94
12.583333333333334,94
12.666666666666666,88
12.75,93
12.833333333333334,91
12.916666666666666,91
13,92
13.083333333333334,94
13.166666666666666,90
13.25,94
13.333333333333334,92
13.416666666666666,93
13.5,95
13.583333333333334,93
13.666666666666666,94
13.75,95
13.833333333333334,98
13.916666666666666,97
14,93
14.083333333333334,97
14.166666666666666,97
14.25,99
14.333333333333334,95
14.416666666666666,95
14.5,100
14.583333333333334,93
14.666666666666666,99
14.75,101
14.833333333333334,97
14.916666666666666,96
15,99
15.083333333333334,97
15.166666666666666,97
15.25,96
15.333333333333334,97
15.416666666666666,98
15.5,99
15.583333333333334,99
15.666666666666666,100
15.75,99
15.833333333333334,99
15.916666666666666,97
16,94
16.083333333333332,97
16.166666666666668,98
16.25,95
16.333333333333332,96
16.416666666666668,101
16.5,94
16.583333333333332,101
16.666666666666668,97
16.75,97
16.833333333333332,99
16.916666666666668,95
17,97
17.083333333333332,97
17.166666666666668,97
17.25,102
17.333333333333332,101
17.416666666666668,98
17.5,98
17.583333333333332,102
17.666666666666668,97
17.75,100
17.833333333333332,100
17.916666666666668,98
18,97
18.083333333333332,104
18.166666666666668,104
18.25,100
18.333333333333332,97
18.416666666666668,101
18.5,104
18.583333333333332,101
18.666666666666668,102
18.75,102
18.833333333333332,103
18.916666666666668,104
19,103
19.083333333333332,101
19.166666666666668,102
19.25,102
19.333333333333332,102
19.416666666666668,99
19.5,103
19.583333333333332,102
19.666666666666668,104
19.75,102
19.833333333333332,101
19.916666666666668,102
20,100
20.083333333333332,102
20.166666666666668,107
20.25,102
20.333333333333332,102
20.416666666666668,103
20.5,105
20.583333333333332,106
20.666666666666668,107
20.75,109
20.833333333333332,102
20.916666666666668,103
21,107
21.083333333333332,105
21.166666666666668,105
21.25,105
21.333333333333332,109
21.416666666666668,106
21.5,107
21.583333333333332,109
21.666666666666668,103
21.75,109
