"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 6 discussion"
0,1
0,4
0.08333333333333333,7
0.16666666666666666,7
0.25,8
0.3333333333333333,10
0.4166666666666667,10
0.5,12
0.5833333333333334,15
0.6666666666666666,19
0.75,20
0.8333333333333334,24
0.9166666666666666,24
1,27
1.0833333333333333,28
1.1666666666666667,34
1.25,34
1.3333333333333333,39
1.4166666666666667,41
1.5,41
1.5833333333333333,42
1.6666666666666667,42
1.75,44
1.8333333333333333,45
1.9166666666666667,47
2,49
2.0833333333333335,51
2.1666666666666665,51
2.25,51
2.3333333333333335,53
2.4166666666666665,53
2.5,59
2.5833333333333335,58
2.6666666666666665,60
2.75,60
2.8333333333333335,61
2.9166666666666665,61
3,64
3.0833333333333335,67
3.1666666666666665,63
3.25,67
3.3333333333333335,69
3.4166666666666665,68
3.5,71
3.5833333333333335,70
3.6666666666666665,71
3.75,77
3.8333333333333335,80
3.9166666666666665,77
4,75
4.083333333333333,79
4.166666666666667,81
4.25,83
4.333333333333333,87
4.416666666666667,85
4.5,88
4.583333333333333,88
4.666666666666667,89
4.75,92
4.833333333333333,91
4.916666666666667,92
5,93
5.083333333333333,92
5.166666666666667,99
5.25,95
5.333333333333333,96
5.416666666666667,102
5.5,100
5.583333333333333,101
5.666666666666667,101
5.75,98
5.833333333333333,99
5.916666666666667,102
6,102
6.083333333333333,102
6.166666666666667,105
6.25,104
6.333333333333333,103
6.416666666666667,104
6.5,100
6.583333333333333,101
6.666666666666667,103
6.75,104
6.833333333333333,104
6.916666666666667,106
7,103
7.083333333333333,105
7.166666666666667,106
7.25,108
7.333333333333333,106
7.416666666666667,105
7.5,108
7.583333333333333,108
7.666666666666667,107
7.75,109
7.833333333333333,112
7.916666666666667,115
8,116
8.083333333333334,119
8.166666666666666,119
8.25,117
8.333333333333334,118
8.416666666666666,115
8.5,119
8.583333333333334,117
8.666666666666666,120
8.75,119
8.833333333333334,121
8.916666666666666,119
9,119
9.083333333333334,123
9.166666666666666,125
9.25,123
9.333333333333334,124
9.416666666666666,124
9.5,122
9.583333333333334,123
9.666666666666666,124
9.75,129
9.833333333333334,128
9.916666666666666,128
10,127
10.083333333333334,129
10.166666666666666,132
10.25,132
10.333333333333334,133
10.416666666666666,130
10.5,132
10.583333333333334,134
10.666666666666666,137
10.75,132
10.833333333333334,134
10.916666666666666,133
11,138
11.083333333333334,140
11.166666666666666,137
11.25,141
11.333333333333334,143
11.416666666666666,142
11.5,145
11.583333333333334,143
11.666666666666666,144
11.75,147
11.833333333333334,146
11.916666666666666,146
12,143
12.083333333333334,147
12.166666666666666,148
12.25,145
12.333333333333334,146
12.416666666666666,147
12.5,147
12.583333333333334,144
12.666666666666666,146
12.75,145
12.833333333333334,147
12.916666666666666,145
13,147
13.083333333333334,149
13.166666666666666,150
13.25,149
13.333333333333334,147
13.416666666666666,151
13.5,151
13.583333333333334,150
13.666666666666666,150
13.75,155
13.833333333333334,156
13.916666666666666,155
14,155
14.083333333333334,156
14.166666666666666,158
14.25,154
14.333333333333334,154
14.416666666666666,155
14.5,156
14.583333333333334,155
14.666666666666666,157
14.75,155
14.833333333333334,154
14.916666666666666,159
15,156
15.083333333333334,154
15.166666666666666,155
15.25,155
15.333333333333334,158
15.416666666666666,159
15.5,161
15.583333333333334,159
15.666666666666666,156
15.75,159
15.833333333333334,158
15.916666666666666,159
16,158
16.083333333333332,159
16.166666666666668,160
16.25,157
16.333333333333332,158
16.416666666666668,159
16.5,156
16.583333333333332,158
16.666666666666668,159
16.75,155
16.833333333333332,158
16.916666666666668,160
17,161
17.083333333333332,155
17.166666666666668,157
17.25,156
17.333333333333332,160
17.416666666666668,159
17.5,159
17.583333333333332,160
17.666666666666668,161
17.75,157
17.833333333333332,159
17.916666666666668,163
18,158
18.083333333333332,163
18.166666666666668,163
18.25,161
18.333333333333332,158
18.416666666666668,161
18.5,160
18.583333333333332,160
18.666666666666668,163
18.75,163
18.833333333333332,166
18.916666666666668,163
19,165
19.083333333333332,165
19.166666666666668,165
19.25,165
19.333333333333332,169
19.416666666666668,167
19.5,166
19.583333333333332,166
19.666666666666668,168
19.75,167
19.833333333333332,167
19.916666666666668,169
20,166
20.083333333333332,168
20.166666666666668,169
20.25,167
20.333333333333332,166
20.416666666666668,171
20.5,171
20.583333333333332,169
20.666666666666668,168
20.75,170
20.833333333333332,171
20.916666666666668,170
21,172
21.083333333333332,171
21.166666666666668,174
21.25,168
21.333333333333332,172
21.416666666666668,174
21.5,171
21.583333333333332,172
21.666666666666668,171
21.75,173
21.833333333333332,171
21.916666666666668,173
22,169
22.083333333333332,173
22.166666666666668,169
22.25,171
22.333333333333332,169
22.416666666666668,172
22.5,171
22.583333333333332,173
22.666666666666668,171
22.75,174
22.833333333333332,172
22.916666666666668,172
23,177
23.083333333333332,178
23.166666666666668,174
23.25,175
23.333333333333332,173
