"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 6 discussion"
23.416666666666668,174
23.5,176
23.583333333333332,175
23.666666666666668,177
23.75,177
23.833333333333332,177
23.916666666666668,175
24,174
24.083333333333332,175
24.166666666666668,177
24.25,175
24.333333333333332,175
24.416666666666668,176
24.5,173
24.583333333333332,176
24.666666666666668,177
24.75,176
24.833333333333332,178
24.916666666666668,175
25,175
25.083333333333332,177
25.166666666666668,174
25.25,177
25.333333333333332,175
25.416666666666668,175
25.5,175
25.583333333333332,175
25.666666666666668,176
25.75,177
25.833333333333332,172
25.916666666666668,176
26,177
26.083333333333332,173
26.166666666666668,176
26.25,177
26.333333333333332,173
26.416666666666668,180
26.5,177
26.583333333333332,177
26.666666666666668,174
26.75,180
26.833333333333332,181
26.916666666666668,175
27,179
27.083333333333332,178
27.166666666666668,175
27.25,180
27.333333333333332,178
27.416666666666668,178
27.5,181
27.583333333333332,177
27.666666666666668,178
27.75,177
27.833333333333332,179
27.916666666666668,179
28,175
28.083333333333332,180
28.166666666666668,181
28.25,181
28.333333333333332,177
28.416666666666668,181
28.5,177
28.583333333333332,177
28.666666666666668,178
28.75,176
28.833333333333332,175
28.916666666666668,176
29,181
29.083333333333332,177
29.166666666666668,178
29.25,179
29.333333333333332,180
29.416666666666668,177
29.5,182
29.583333333333332,181
29.666666666666668,179
29.75,179
29.833333333333332,179
29.916666666666668,179
30,177
30.083333333333332,180
30.166666666666668,178
30.25,182
30.333333333333332,182
30.416666666666668,178
30.5,179
30.583333333333332,177
30.666666666666668,176
30.75,181
30.833333333333332,176
30.916666666666668,179
31,177
31.083333333333332,178
31.166666666666668,181
31.25,180
31.333333333333332,176
31.416666666666668,180
31.5,179
31.583333333333332,177
31.666666666666668,180
31.75,177
31.833333333333332,182
31.916666666666668,179
32,175
32.083333333333336,177
32.166666666666664,179
32.25,177
32.333333333333336,176
32.416666666666664,181
32.5,180
32.583333333333336,178
32.666666666666664,181
32.75,176
32.833333333333336,180
32.916666666666664,181
33,178
33.083333333333336,181
33.166666666666664,179
33.25,185
33.333333333333336,181
33.416666666666664,181
33.5,183
33.583333333333336,182
33.666666666666664,181
33.75,179
33.833333333333336,183
33.916666666666664,180
34,180
34.083333333333336,180
34.166666666666664,178
34.25,181
34.333333333333336,182
34.416666666666664,178
34.5,178
34.583333333333336,182
34.666666666666664,180
34.75,180
34.833333333333336,183
34.916666666666664,180
35,180
35.083333333333336,179
35.166666666666664,185
35.25,179
35.333333333333336,184
35.416666666666664,183
35.5,183
35.583333333333336,181
35.666666666666664,182
35.75,184
35.833333333333336,180
35.916666666666664,186
36,182
36.083333333333336,185
36.166666666666664,180
36.25,183
36.333333333333336,184
36.416666666666664,185
36.5,183
36.583333333333336,185
36.666666666666664,184
36.75,181
36.833333333333336,185
36.916666666666664,184
37,184
37.083333333333336,183
37.166666666666664,184
37.25,183
37.333333333333336,182
37.416666666666664,181
37.5,185
37.583333333333336,183
37.666666666666664,185
37.75,187
37.833333333333336,184
37.916666666666664,182
38,184
38.083333333333336,185
38.166666666666664,186
38.25,185
38.333333333333336,186
38.416666666666664,185
38.5,180
38.583333333333336,188
38.666666666666664,185
38.75,185
38.833333333333336,185
38.916666666666664,181
39,186
39.083333333333336,182
39.166666666666664,180
39.25,186
39.333333333333336,184
39.416666666666664,184
39.5,186
39.583333333333336,185
39.666666666666664,185
39.75,184
39.833333333333336,182
39.916666666666664,184
40,186
40.083333333333336,182
40.166666666666664,180
40.25,184
40.333333333333336,184
40.416666666666664,187
40.5,185
40.583333333333336,183
40.666666666666664,185
40.75,185
40.833333333333336,185
40.916666666666664,183
41,186
41.083333333333336,183
41.166666666666664,185
41.25,186
41.333333333333336,183
41.416666666666664,187
41.5,187
41.583333333333336,184
41.666666666666664,184
41.75,187
41.833333333333336,186
41.916666666666664,185
42,185
42.083333333333336,185
42.166666666666664,184
42.25,184
42.333333333333336,183
42.416666666666664,187
42.5,187
42.583333333333336,181
42.666666666666664,185
42.75,181
42.833333333333336,186
42.916666666666664,183
43,185
43.083333333333336,184
43.166666666666664,180
43.25,182
43.333333333333336,183
43.416666666666664,180
43.5,183
43.583333333333336,185
43.666666666666664,183
43.75,181
43.833333333333336,186
43.916666666666664,182
44,183
44.083333333333336,186
44.166666666666664,188
44.25,184
44.333333333333336,186
44.416666666666664,185
44.5,184
44.583333333333336,181
44.666666666666664,183
44.75,186
44.833333333333336,182
44.916666666666664,189
45,184
45.083333333333336,184
45.166666666666664,184
45.25,186
45.333333333333336,184
45.416666666666664,186
45.5,183
45.583333333333336,184
45.666666666666664,185
45.75,187
45.833333333333336,185
45.916666666666664,186
46,184
46.083333333333336,189
46.166666666666664,185
46.25,186
46.333333333333336,187
46.416666666666664,186
46.5,183
46.583333333333336,183
46.666666666666664,187
46.75,187
46.833333333333336,188
46.916666666666664,187
47,183
47.083333333333336,181
47.166666666666664,185
47.25,187
47.333333333333336,185
47.416666666666664,181
47.5,182
47.583333333333336,181
47.666666666666664,181
47.75,181
47.833333333333336,183
47.916666666666664,186
