"Hours since thread went live","Chainsaw Man - Episode 1 discussion"
0,13
0,112
0.08333333333333333,341
0.16666666666666666,560
0.25,770
0.3333333333333333,1015
0.4166666666666667,1324
0.5,1692
0.5833333333333334,2030
0.6666666666666666,2295
0.75,2560
0.8333333333333334,2820
0.9166666666666666,3089
1,3334
1.0833333333333333,3583
1.1666666666666667,3812
1.25,4018
1.3333333333333333,4216
1.4166666666666667,4436
1.5,4627
1.5833333333333333,4838
1.6666666666666667,5018
1.75,5194
1.8333333333333333,5394
1.9166666666666667,5587
2,5773
2.0833333333333335,5957
2.1666666666666665,6112
2.25,6292
2.3333333333333335,6459
2.4166666666666665,6616
2.5,6766
2.5833333333333335,6940
2.6666666666666665,7118
2.75,7278
2.8333333333333335,7439
2.9166666666666665,7561
3,7680
3.0833333333333335,7803
3.1666666666666665,7969
3.25,8090
3.3333333333333335,8204
3.4166666666666665,8322
3.5,8471
3.5833333333333335,8625
3.6666666666666665,8753
3.75,8896
3.8333333333333335,9023
3.9166666666666665,9160
4,9285
4.083333333333333,9450
4.166666666666667,9546
4.25,9658
4.333333333333333,9737
4.416666666666667,9876
4.5,9989
4.583333333333333,10129
4.666666666666667,10235
4.75,10352
4.833333333333333,10447
4.916666666666667,10552
5,10667
5.083333333333333,10758
5.166666666666667,10868
5.25,10980
5.333333333333333,11106
5.416666666666667,11216
5.5,11307
5.583333333333333,11391
5.666666666666667,11487
5.75,11569
5.833333333333333,11649
5.916666666666667,11751
6,11827
6.083333333333333,11925
6.166666666666667,12030
6.25,12126
6.333333333333333,12214
6.416666666666667,12282
6.5,12368
6.583333333333333,12466
6.666666666666667,12548
6.75,12649
6.833333333333333,12720
6.916666666666667,12803
7,12866
7.083333333333333,12936
7.166666666666667,13003
7.25,13114
7.333333333333333,13177
7.416666666666667,13261
7.5,13314
7.583333333333333,13387
7.666666666666667,13457
7.75,13518
7.833333333333333,13580
7.916666666666667,13646
8,13721
8.083333333333334,13795
8.166666666666666,13841
8.25,13914
8.333333333333334,13986
8.416666666666666,14052
8.5,14114
8.583333333333334,14171
8.666666666666666,14250
8.75,14302
8.833333333333334,14371
8.916666666666666,14432
9,14507
9.083333333333334,14557
9.166666666666666,14618
9.25,14677
9.333333333333334,14740
9.416666666666666,14778
9.5,14852
9.583333333333334,14915
9.666666666666666,14963
9.75,15033
9.833333333333334,15079
9.916666666666666,15122
10,15188
10.083333333333334,15245
10.166666666666666,15305
10.25,15353
10.333333333333334,15397
10.416666666666666,15477
10.5,15523
10.583333333333334,15582
10.666666666666666,15646
10.75,15681
10.833333333333334,15744
10.916666666666666,15793
11,15843
11.083333333333334,15889
11.166666666666666,15948
11.25,15987
11.333333333333334,16040
11.416666666666666,16090
11.5,16148
11.583333333333334,16195
11.666666666666666,16236
11.75,16272
11.833333333333334,16312
11.916666666666666,16364
12,16414
12.083333333333334,16460
12.166666666666666,16503
12.25,16549
12.333333333333334,16603
12.416666666666666,16630
12.5,16680
12.583333333333334,16715
12.666666666666666,16764
12.75,16818
12.833333333333334,16868
12.916666666666666,16908
13,16949
13.083333333333334,16999
13.166666666666666,17055
13.25,17093
13.333333333333334,17136
13.416666666666666,17189
13.5,17233
13.583333333333334,17269
13.666666666666666,17283
13.75,17324
13.833333333333334,17365
13.916666666666666,17403
14,17443
14.083333333333334,17476
14.166666666666666,17511
14.25,17536
14.333333333333334,17564
14.416666666666666,17595
14.5,17627
14.583333333333334,17676
14.666666666666666,17713
14.75,17749
14.833333333333334,17783
14.916666666666666,17808
15,17840
15.083333333333334,17869
15.166666666666666,17901
15.25,17925
15.333333333333334,17954
15.416666666666666,17993
15.5,18005
15.583333333333334,18039
15.666666666666666,18066
15.75,18082
15.833333333333334,18113
15.916666666666666,18150
16,18173
16.083333333333332,18195
16.166666666666668,18222
16.25,18236
16.333333333333332,18253
16.416666666666668,18287
16.5,18301
16.583333333333332,18332
16.666666666666668,18360
16.75,18376
16.833333333333332,18401
16.916666666666668,18429
17,18448
17.083333333333332,18473
17.166666666666668,18487
17.25,18512
17.333333333333332,18546
17.416666666666668,18561
17.5,18577
17.583333333333332,18618
17.666666666666668,18640
17.75,18669
17.833333333333332,18695
17.916666666666668,18712
18,18739
18.083333333333332,18766
18.166666666666668,18779
18.25,18800
18.333333333333332,18823
18.416666666666668,18844
18.5,18868
18.583333333333332,18900
18.666666666666668,18928
18.75,18948
18.833333333333332,18979
18.916666666666668,18990
19,19017
19.083333333333332,19035
19.166666666666668,19060
19.25,19092
19.333333333333332,19121
19.416666666666668,19151
19.5,19168
19.583333333333332,19194
19.666666666666668,19216
19.75,19245
19.833333333333332,19265
19.916666666666668,19290
20,19320
20.083333333333332,19329
20.166666666666668,19354
20.25,19380
20.333333333333332,19401
20.416666666666668,19424
20.5,19446
20.583333333333332,19464
20.666666666666668,19489
20.75,19508
20.833333333333332,19548
20.916666666666668,19573
21,19594
21.083333333333332,19619
21.166666666666668,19647
21.25,19665
21.333333333333332,19679
21.416666666666668,19704
21.5,19734
21.583333333333332,19753
21.666666666666668,19770
21.75,19795
21.833333333333332,19818
21.916666666666668,19840
22,19878
22.083333333333332,19912
22.166666666666668,19938
22.25,19964
22.333333333333332,19988
22.416666666666668,20025
22.5,20034
22.583333333333332,20064
22.666666666666668,20084
22.75,20101
22.833333333333332,20125
22.916666666666668,20148
23,20182
23.083333333333332,20207
23.166666666666668,20235
23.25,20236
23.333333333333332,20253
23.416666666666668,20270
23.5,20288
23.583333333333332,20297
23.666666666666668,20317
23.75,20348
23.833333333333332,20365
23.916666666666668,20375
24,20379
24.083333333333332,20389
24.166666666666668,20402
24.25,20419
24.333333333333332,20427
24.416666666666668,20436
24.5,20449
24.583333333333332,20456
24.666666666666668,20462
24.75,20464
24.833333333333332,20479
24.916666666666668,20484
25,20499
25.083333333333332,20511
25.166666666666668,20516
25.25,20528
25.333333333333332,20539
25.416666666666668,20554
25.5,20555
25.583333333333332,20566
25.666666666666668,20575
25.75,20583
25.833333333333332,20597
25.916666666666668,20597
26,20604
26.083333333333332,20614
26.166666666666668,20624
26.25,20637
26.333333333333332,20633
26.416666666666668,20650
26.5,20649
26.583333333333332,20661
26.666666666666668,20668
26.75,20674
26.833333333333332,20681
26.916666666666668,20690
27,20695
27.083333333333332,20693
27.166666666666668,20705
27.25,20704
27.333333333333332,20713
27.416666666666668,20724
27.5,20727
27.583333333333332,20735
27.666666666666668,20736
27.75,20747
27.833333333333332,20752
27.916666666666668,20763
28,20755
28.083333333333332,20768
28.166666666666668,20775
28.25,20776
28.333333333333332,20783
28.416666666666668,20800
28.5,20798
28.583333333333332,20794
28.666666666666668,20807
28.75,20812
28.833333333333332,20823
28.916666666666668,20824
29,20832
29.083333333333332,20837
29.166666666666668,20845
29.25,20850
29.333333333333332,20849
29.416666666666668,20865
29.5,20871
29.583333333333332,20882
29.666666666666668,20879
29.75,20890
29.833333333333332,20888
29.916666666666668,20898
30,20900
30.083333333333332,20912
30.166666666666668,20916
30.25,20929
30.333333333333332,20934
30.416666666666668,20930
30.5,20944
30.583333333333332,20946
30.666666666666668,20956
30.75,20958
30.833333333333332,20964
30.916666666666668,20974
31,20969
31.083333333333332,20976
31.166666666666668,20985
31.25,20988
31.333333333333332,20999
31.416666666666668,21002
31.5,21006
31.583333333333332,21017
31.666666666666668,21016
31.75,21022
31.833333333333332,21017
31.916666666666668,21041
32,21052
32.083333333333336,21057
32.166666666666664,21047
32.25,21055
32.333333333333336,21068
32.416666666666664,21073
32.5,21080
32.583333333333336,21072
32.666666666666664,21085
32.75,21081
32.833333333333336,21090
32.916666666666664,21102
33,21106
33.083333333333336,21099
33.166666666666664,21113
33.25,21119
33.333333333333336,21121
33.416666666666664,21135
33.5,21138
33.583333333333336,21132
33.666666666666664,21145
33.75,21150
33.833333333333336,21145
33.916666666666664,21157
34,21161
34.083333333333336,21158
34.166666666666664,21163
34.25,21178
34.333333333333336,21186
34.416666666666664,21182
34.5,21182
34.583333333333336,21193
34.666666666666664,21195
34.75,21203
34.833333333333336,21212
34.916666666666664,21212
35,21218
35.083333333333336,21221
35.166666666666664,21230
35.25,21245
35.333333333333336,21238
35.416666666666664,21249
35.5,21253
35.583333333333336,21260
35.666666666666664,21264
35.75,21270
35.833333333333336,21264
35.916666666666664,21271
36,21280
36.083333333333336,21278
36.166666666666664,21284
36.25,21294
36.333333333333336,21296
36.416666666666664,21297
36.5,21306
36.583333333333336,21310
36.666666666666664,21312
36.75,21316
36.833333333333336,21317
36.916666666666664,21324
37,21323
37.166666666666664,21336
37.25,21335
37.333333333333336,21338
37.416666666666664,21347
37.5,21349
37.583333333333336,21351
37.666666666666664,21355
37.75,21361
37.833333333333336,21369
37.916666666666664,21370
38,21367
38.083333333333336,21371
38.166666666666664,21388
38.25,21380
38.333333333333336,21382
38.416666666666664,21387
38.5,21393
38.583333333333336,21399
38.666666666666664,21393
38.833333333333336,21409
38.916666666666664,21412
39,21409
39.083333333333336,21408
39.166666666666664,21416
39.25,21421
39.333333333333336,21425
39.416666666666664,21420
39.5,21422
39.583333333333336,21426
39.666666666666664,21431
39.75,21435
39.833333333333336,21434
39.916666666666664,21436
40,21444
40.083333333333336,21443
40.25,21455
40.333333333333336,21457
40.416666666666664,21452
40.5,21463
40.583333333333336,21464
40.666666666666664,21467
40.75,21467
40.833333333333336,21460
40.916666666666664,21471
41,21472
41.083333333333336,21470
41.166666666666664,21471
41.25,21485
41.333333333333336,21485
41.416666666666664,21481
41.5,21477
41.583333333333336,21489
41.666666666666664,21484
41.75,21490
41.833333333333336,21492
41.916666666666664,21495
42,21491
42.083333333333336,21494
42.166666666666664,21493
42.25,21497
42.333333333333336,21503
42.416666666666664,21497
42.5,21500
42.583333333333336,21502
42.666666666666664,21506
42.75,21507
42.833333333333336,21511
42.916666666666664,21514
43,21518
43.083333333333336,21516
43.166666666666664,21516
43.25,21524
43.333333333333336,21518
43.416666666666664,21526
43.5,21534
43.583333333333336,21532
43.666666666666664,21537
43.75,21539
43.833333333333336,21531
43.916666666666664,21542
44,21535
44.083333333333336,21543
44.166666666666664,21545
44.25,21545
44.333333333333336,21549
44.416666666666664,21548
44.5,21551
44.583333333333336,21550
44.666666666666664,21555
44.75,21561
44.833333333333336,21565
44.916666666666664,21565
45,21561
45.083333333333336,21571
45.166666666666664,21571
45.25,21567
45.333333333333336,21577
45.416666666666664,21582
45.5,21584
45.583333333333336,21583
45.666666666666664,21588
45.75,21584
45.833333333333336,21592
45.916666666666664,21589
46,21586
46.083333333333336,21590
46.166666666666664,21595
46.25,21590
46.333333333333336,21595
46.416666666666664,21591
46.5,21600
46.583333333333336,21598
46.666666666666664,21602
46.75,21597
46.833333333333336,21599
46.916666666666664,21597
47,21608
47.083333333333336,21608
47.166666666666664,21612
47.25,21608
47.333333333333336,21614
47.416666666666664,21615
47.583333333333336,21629
47.666666666666664,21631
47.75,21621
47.833333333333336,21628
47.916666666666664,21630
