"Hours since thread went live","Sand Land: The Series - Episode 12 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,4
1.25,4
1.3333333333333333,4
1.4166666666666667,5
1.5,4
1.5833333333333333,3
1.6666666666666667,3
1.75,4
1.8333333333333333,4
1.9166666666666667,3
2,3
2.0833333333333335,3
2.1666666666666665,3
2.25,2
2.3333333333333335,4
2.4166666666666665,3
2.5,3
2.5833333333333335,4
2.6666666666666665,4
2.75,4
2.8333333333333335,4
2.9166666666666665,5
3,5
3.0833333333333335,5
3.1666666666666665,4
3.25,6
3.3333333333333335,5
3.4166666666666665,5
3.5,6
3.5833333333333335,6
3.6666666666666665,5
3.75,5
3.8333333333333335,6
3.9166666666666665,4
4,4
4.083333333333333,5
4.166666666666667,5
4.25,7
4.333333333333333,6
4.416666666666667,5
4.5,7
4.583333333333333,7
4.666666666666667,7
4.75,8
4.833333333333333,6
4.916666666666667,9
5,7
5.083333333333333,7
5.166666666666667,9
5.25,11
5.333333333333333,9
5.416666666666667,9
5.5,9
5.583333333333333,9
5.666666666666667,10
5.75,10
5.833333333333333,9
5.916666666666667,11
6,11
6.083333333333333,11
6.166666666666667,12
6.25,10
6.333333333333333,11
6.416666666666667,11
6.5,10
6.583333333333333,10
6.666666666666667,10
6.75,11
6.833333333333333,11
6.916666666666667,11
7,10
7.083333333333333,12
7.166666666666667,11
7.25,11
7.333333333333333,11
7.416666666666667,12
7.5,12
7.583333333333333,11
7.666666666666667,10
7.75,9
7.833333333333333,9
7.916666666666667,9
8,9
8.083333333333334,9
8.166666666666666,12
8.25,12
8.333333333333334,10
8.416666666666666,9
8.5,12
8.583333333333334,11
8.666666666666666,10
8.75,10
8.833333333333334,11
8.916666666666666,10
9,11
9.083333333333334,11
9.166666666666666,11
9.25,13
9.333333333333334,12
9.416666666666666,10
9.5,13
9.583333333333334,12
9.666666666666666,14
9.75,12
9.833333333333334,12
9.916666666666666,13
10,14
10.083333333333334,15
10.166666666666666,16
10.25,13
10.333333333333334,15
10.416666666666666,14
10.5,16
10.583333333333334,16
10.666666666666666,15
10.75,13
10.833333333333334,16
10.916666666666666,13
11,15
11.083333333333334,13
11.166666666666666,15
11.25,13
11.333333333333334,15
11.416666666666666,15
11.5,16
11.583333333333334,16
11.666666666666666,14
11.75,17
11.833333333333334,15
11.916666666666666,13
12,17
12.083333333333334,19
12.166666666666666,19
12.25,15
12.333333333333334,18
12.416666666666666,17
12.5,16
12.583333333333334,18
12.666666666666666,20
12.75,18
12.833333333333334,17
12.916666666666666,18
13,19
13.083333333333334,18
13.166666666666666,19
13.25,20
13.333333333333334,20
13.416666666666666,19
13.5,17
13.583333333333334,19
13.666666666666666,18
13.75,19
13.833333333333334,19
13.916666666666666,21
14,19
14.083333333333334,21
14.166666666666666,22
14.25,22
14.333333333333334,21
14.416666666666666,22
14.5,19
14.583333333333334,23
14.666666666666666,21
14.75,22
14.833333333333334,21
14.916666666666666,22
15,23
15.083333333333334,22
15.166666666666666,24
15.25,23
15.333333333333334,21
15.416666666666666,24
15.5,23
15.583333333333334,25
15.666666666666666,22
15.75,22
15.833333333333334,25
15.916666666666666,22
16,25
16.083333333333332,23
16.166666666666668,23
16.25,26
16.333333333333332,24
16.416666666666668,25
16.5,23
16.583333333333332,24
16.666666666666668,24
16.75,23
16.833333333333332,25
16.916666666666668,25
17,24
17.083333333333332,24
17.166666666666668,26
17.25,25
17.333333333333332,25
17.416666666666668,24
17.5,25
17.583333333333332,25
17.666666666666668,24
17.75,23
17.833333333333332,23
17.916666666666668,22
18,26
18.083333333333332,25
18.166666666666668,23
18.25,25
18.333333333333332,22
18.416666666666668,25
18.5,26
18.583333333333332,25
18.666666666666668,22
18.75,24
18.833333333333332,25
18.916666666666668,24
19,26
19.083333333333332,24
19.166666666666668,25
19.25,23
19.333333333333332,25
19.416666666666668,24
19.5,25
19.583333333333332,25
19.666666666666668,25
19.75,25
19.833333333333332,23
19.916666666666668,25
20,26
20.083333333333332,24
20.166666666666668,25
20.25,26
20.333333333333332,23
20.416666666666668,26
20.5,27
20.583333333333332,25
20.666666666666668,24
20.75,24
20.833333333333332,25
20.916666666666668,24
21,26
21.083333333333332,26
21.166666666666668,27
21.25,26
21.333333333333332,27
21.416666666666668,26
21.5,26
21.583333333333332,28
21.666666666666668,25
21.75,26
21.833333333333332,26
21.916666666666668,25
22,26
22.083333333333332,26
22.166666666666668,28
22.25,25
22.333333333333332,26
22.416666666666668,26
22.5,24
22.583333333333332,26
22.666666666666668,25
22.75,25
22.833333333333332,26
22.916666666666668,28
23,27
23.083333333333332,26
23.166666666666668,26
23.25,24
23.333333333333332,26
23.416666666666668,23
23.5,28
23.583333333333332,25
23.666666666666668,26
23.75,30
23.833333333333332,30
23.916666666666668,29
24,26
24.083333333333332,28
24.166666666666668,27
24.25,26
24.333333333333332,28
24.416666666666668,25
24.5,32
24.583333333333332,30
24.666666666666668,28
24.75,24
24.833333333333332,27
24.916666666666668,28
25,28
25.083333333333332,32
25.166666666666668,31
25.25,30
25.333333333333332,29
25.416666666666668,28
25.5,27
25.583333333333332,28
25.666666666666668,28
25.75,31
25.833333333333332,28
25.916666666666668,28
26,31
26.083333333333332,31
26.166666666666668,27
26.25,29
26.333333333333332,32
26.416666666666668,28
26.5,28
26.583333333333332,31
26.666666666666668,31
26.75,28
26.833333333333332,33
26.916666666666668,29
27,28
27.083333333333332,28
27.166666666666668,32
27.25,30
27.333333333333332,29
27.416666666666668,31
27.5,30
27.583333333333332,30
27.666666666666668,28
27.75,30
27.833333333333332,29
27.916666666666668,31
28,30
28.083333333333332,28
28.166666666666668,30
28.25,29
28.333333333333332,28
28.416666666666668,28
28.5,26
28.583333333333332,28
28.666666666666668,28
28.75,27
28.833333333333332,31
28.916666666666668,29
29,30
29.083333333333332,26
29.166666666666668,33
29.25,31
29.333333333333332,28
29.416666666666668,29
29.5,32
29.583333333333332,25
29.666666666666668,27
29.75,31
29.833333333333332,32
29.916666666666668,27
30,27
30.083333333333332,29
30.166666666666668,28
30.25,26
30.333333333333332,25
30.416666666666668,27
30.5,29
30.583333333333332,26
30.666666666666668,32
30.75,29
30.833333333333332,31
30.916666666666668,28
31,30
31.083333333333332,30
31.166666666666668,28
31.25,28
31.333333333333332,28
31.416666666666668,33
31.5,27
31.583333333333332,31
31.666666666666668,28
31.75,29
31.833333333333332,30
31.916666666666668,31
32,28
32.083333333333336,29
32.166666666666664,28
32.25,28
32.333333333333336,30
32.416666666666664,31
32.5,29
32.583333333333336,28
32.666666666666664,28
32.75,29
32.833333333333336,30
32.916666666666664,28
33,29
33.083333333333336,29
33.166666666666664,31
33.25,26
33.333333333333336,28
33.416666666666664,29
33.5,30
33.583333333333336,26
34.333333333333336,28
34.416666666666664,29
34.5,29
34.583333333333336,25
34.666666666666664,27
34.75,27
34.833333333333336,30
34.916666666666664,30
35,32
35.083333333333336,30
35.166666666666664,26
35.25,31
35.333333333333336,30
35.416666666666664,28
35.5,28
35.583333333333336,30
35.666666666666664,28
35.75,33
35.833333333333336,27
35.916666666666664,29
36,27
36.083333333333336,25
36.166666666666664,29
