"Hours since thread went live","Boukyaku Battery • Oblivion Battery - Episode 1 discussion"
0,1
0,2
0.08333333333333333,3
0.16666666666666666,3
0.25,3
0.3333333333333333,5
0.4166666666666667,8
0.5,9
0.5833333333333334,13
0.6666666666666666,15
0.75,18
0.8333333333333334,19
0.9166666666666666,23
1,23
1.0833333333333333,25
1.1666666666666667,26
1.25,26
1.3333333333333333,30
1.4166666666666667,31
1.5,32
1.5833333333333333,36
1.6666666666666667,36
1.75,38
1.8333333333333333,38
1.9166666666666667,41
2,44
2.0833333333333335,42
2.1666666666666665,43
2.25,46
2.3333333333333335,46
2.4166666666666665,47
2.5,48
2.5833333333333335,50
2.6666666666666665,47
2.75,53
2.8333333333333335,48
2.9166666666666665,47
3,51
3.0833333333333335,50
3.1666666666666665,57
3.25,58
3.3333333333333335,59
3.4166666666666665,55
3.5,57
3.5833333333333335,53
3.6666666666666665,59
3.75,60
3.8333333333333335,63
3.9166666666666665,64
4,61
4.083333333333333,64
4.166666666666667,68
4.25,66
4.333333333333333,67
4.416666666666667,72
4.5,71
4.583333333333333,76
4.666666666666667,70
4.75,76
4.833333333333333,74
4.916666666666667,80
5,75
5.083333333333333,79
5.166666666666667,78
5.25,83
5.333333333333333,81
5.416666666666667,80
5.5,85
5.583333333333333,82
5.666666666666667,88
5.75,88
5.833333333333333,85
5.916666666666667,88
6,87
6.083333333333333,83
6.166666666666667,84
6.25,86
6.333333333333333,87
6.416666666666667,87
6.5,86
6.583333333333333,85
6.666666666666667,88
6.75,88
6.833333333333333,91
6.916666666666667,87
7,96
7.083333333333333,90
7.166666666666667,93
7.25,93
7.333333333333333,95
7.416666666666667,92
7.5,93
7.583333333333333,94
7.666666666666667,95
7.75,93
7.833333333333333,92
7.916666666666667,94
8,97
8.083333333333334,95
8.166666666666666,98
8.25,101
8.333333333333334,105
8.416666666666666,97
8.5,104
8.583333333333334,104
8.666666666666666,101
8.75,99
8.833333333333334,102
8.916666666666666,99
9,102
9.083333333333334,105
9.166666666666666,106
9.25,105
9.333333333333334,103
9.416666666666666,112
9.5,110
9.583333333333334,112
9.666666666666666,114
9.75,108
9.833333333333334,112
9.916666666666666,113
10,116
10.083333333333334,114
10.166666666666666,115
10.25,113
10.333333333333334,118
10.416666666666666,114
10.5,116
10.583333333333334,118
10.666666666666666,116
10.75,120
10.833333333333334,119
10.916666666666666,117
11,118
11.083333333333334,122
11.166666666666666,120
11.25,120
11.333333333333334,123
11.416666666666666,120
11.5,122
11.583333333333334,118
11.666666666666666,124
11.75,122
11.833333333333334,120
11.916666666666666,122
12,121
12.083333333333334,124
12.166666666666666,122
12.25,125
12.333333333333334,127
12.416666666666666,127
12.5,126
12.583333333333334,125
12.666666666666666,127
12.75,120
12.833333333333334,125
12.916666666666666,123
13,130
13.083333333333334,130
13.166666666666666,127
13.25,127
13.333333333333334,127
13.416666666666666,131
13.5,133
13.583333333333334,128
13.666666666666666,129
13.75,131
13.833333333333334,132
13.916666666666666,129
14,133
14.083333333333334,133
14.166666666666666,135
14.25,134
14.333333333333334,136
14.416666666666666,135
14.5,136
14.583333333333334,131
14.666666666666666,136
14.75,137
14.833333333333334,134
14.916666666666666,133
15,134
15.083333333333334,134
15.166666666666666,136
15.25,135
15.333333333333334,132
15.416666666666666,136
15.5,135
15.583333333333334,132
15.666666666666666,132
15.75,136
15.833333333333334,139
15.916666666666666,135
16,136
16.083333333333332,138
16.166666666666668,135
16.25,135
16.333333333333332,136
16.416666666666668,136
16.5,135
16.583333333333332,138
16.666666666666668,138
16.75,137
16.833333333333332,135
16.916666666666668,139
17,143
17.083333333333332,140
17.166666666666668,142
17.25,138
17.333333333333332,142
17.416666666666668,141
17.5,141
17.583333333333332,139
17.666666666666668,144
17.75,144
17.833333333333332,142
17.916666666666668,140
18,140
18.083333333333332,139
18.166666666666668,144
18.25,137
18.333333333333332,140
18.416666666666668,138
18.5,141
18.583333333333332,139
18.666666666666668,143
18.75,140
18.833333333333332,136
18.916666666666668,140
19,141
19.083333333333332,140
19.166666666666668,142
19.25,141
19.333333333333332,140
19.416666666666668,137
19.5,140
19.583333333333332,136
19.666666666666668,140
19.75,140
19.833333333333332,140
19.916666666666668,137
20,140
20.083333333333332,141
20.166666666666668,138
20.25,142
20.333333333333332,139
20.416666666666668,146
20.5,140
20.583333333333332,140
20.666666666666668,140
20.75,143
20.833333333333332,145
20.916666666666668,146
21,142
21.083333333333332,143
21.166666666666668,141
21.25,143
21.333333333333332,143
21.416666666666668,144
21.5,141
21.583333333333332,140
21.666666666666668,141
21.75,142
21.833333333333332,145
21.916666666666668,140
22,144
22.083333333333332,144
22.166666666666668,140
22.25,144
22.333333333333332,144
22.416666666666668,144
22.5,145
22.583333333333332,146
22.666666666666668,145
22.75,141
22.833333333333332,143
22.916666666666668,143
23,141
23.083333333333332,143
23.166666666666668,140
23.25,141
23.333333333333332,141
23.416666666666668,145
23.5,145
23.583333333333332,148
23.666666666666668,143
23.75,145
23.833333333333332,145
23.916666666666668,143
24,144
24.083333333333332,146
24.166666666666668,145
24.25,149
24.333333333333332,146
24.416666666666668,145
24.5,147
24.583333333333332,146
24.666666666666668,148
24.75,149
24.833333333333332,147
24.916666666666668,146
25,146
25.083333333333332,149
25.166666666666668,145
25.25,150
25.333333333333332,149
25.416666666666668,148
25.5,151
25.583333333333332,146
25.666666666666668,152
25.75,151
25.833333333333332,150
25.916666666666668,149
26,146
26.083333333333332,150
26.166666666666668,148
26.25,152
26.333333333333332,152
26.416666666666668,153
26.5,151
26.583333333333332,151
26.666666666666668,149
26.75,149
26.833333333333332,149
26.916666666666668,150
27,153
27.083333333333332,153
27.166666666666668,153
27.25,153
27.333333333333332,147
27.416666666666668,148
27.5,148
27.583333333333332,147
27.666666666666668,148
27.75,146
27.833333333333332,151
27.916666666666668,151
28,151
28.083333333333332,148
28.166666666666668,152
28.25,149
28.333333333333332,151
28.416666666666668,147
28.5,152
28.583333333333332,150
28.666666666666668,149
28.75,151
28.833333333333332,153
28.916666666666668,149
29,154
29.083333333333332,149
29.166666666666668,147
29.25,151
29.333333333333332,153
29.416666666666668,149
29.5,148
29.583333333333332,149
29.666666666666668,149
29.75,149
29.833333333333332,154
29.916666666666668,148
30,151
30.083333333333332,150
30.166666666666668,149
30.25,155
30.333333333333332,150
30.416666666666668,147
30.5,151
30.583333333333332,155
30.666666666666668,150
30.75,148
30.833333333333332,148
30.916666666666668,154
31,150
31.083333333333332,152
31.166666666666668,150
31.25,150
31.333333333333332,152
31.416666666666668,151
31.5,153
31.583333333333332,152
31.666666666666668,156
31.75,152
31.833333333333332,154
31.916666666666668,154
32,155
32.083333333333336,155
32.166666666666664,153
32.25,154
32.333333333333336,156
32.416666666666664,156
32.5,153
32.583333333333336,157
32.666666666666664,155
32.75,152
32.833333333333336,157
32.916666666666664,155
33,155
33.083333333333336,158
33.166666666666664,160
33.25,159
33.333333333333336,158
33.416666666666664,159
33.5,159
