"Hours since thread went live","Kenka Dokugaku • Viral Hit - Episode 2 discussion"
0,2
0.08333333333333333,3
0.16666666666666666,4
0.25,4
0.3333333333333333,3
0.4166666666666667,4
0.5,6
0.5833333333333334,5
0.6666666666666666,6
0.75,8
0.8333333333333334,8
0.9166666666666666,9
1,11
1.0833333333333333,12
1.1666666666666667,12
1.25,13
1.3333333333333333,10
1.4166666666666667,12
1.5,12
1.5833333333333333,16
1.6666666666666667,17
1.75,18
1.8333333333333333,19
1.9166666666666667,20
2,19
2.0833333333333335,23
2.1666666666666665,24
2.25,25
2.3333333333333335,27
2.4166666666666665,27
2.5,28
2.5833333333333335,29
2.6666666666666665,31
2.75,34
2.8333333333333335,33
2.9166666666666665,33
3,29
3.0833333333333335,32
3.1666666666666665,31
3.25,34
3.3333333333333335,36
3.4166666666666665,36
3.5,39
3.5833333333333335,38
3.6666666666666665,42
3.75,43
3.8333333333333335,43
3.9166666666666665,43
4,43
4.083333333333333,47
4.166666666666667,43
4.25,46
4.333333333333333,52
4.416666666666667,45
4.5,50
4.583333333333333,50
4.666666666666667,49
4.75,53
4.833333333333333,52
4.916666666666667,48
5,54
5.083333333333333,51
5.166666666666667,52
5.25,51
5.333333333333333,48
5.416666666666667,55
5.5,53
5.583333333333333,57
5.666666666666667,54
5.75,54
5.833333333333333,54
5.916666666666667,57
6,53
6.083333333333333,52
6.166666666666667,54
6.25,52
6.333333333333333,57
6.416666666666667,57
6.5,56
6.583333333333333,59
6.666666666666667,57
6.75,62
6.833333333333333,58
6.916666666666667,64
7,62
7.083333333333333,62
7.166666666666667,59
7.25,64
7.333333333333333,65
7.416666666666667,63
7.5,66
7.583333333333333,63
7.666666666666667,65
7.75,68
7.833333333333333,69
7.916666666666667,67
8,66
8.083333333333334,67
8.166666666666666,68
8.25,67
8.333333333333334,68
8.416666666666666,66
8.5,66
8.583333333333334,73
8.666666666666666,71
8.75,70
8.833333333333334,74
8.916666666666666,71
9,70
9.083333333333334,67
9.166666666666666,74
9.25,68
9.333333333333334,72
9.416666666666666,77
9.5,72
9.583333333333334,72
9.666666666666666,71
9.75,77
9.833333333333334,74
9.916666666666666,72
10,74
10.083333333333334,72
10.166666666666666,70
10.25,75
10.333333333333334,76
10.416666666666666,78
10.5,76
10.583333333333334,79
10.666666666666666,75
10.75,73
10.833333333333334,78
10.916666666666666,80
11,76
11.083333333333334,76
11.166666666666666,79
11.25,77
11.333333333333334,84
11.416666666666666,79
11.5,81
11.583333333333334,78
11.666666666666666,78
11.75,81
11.833333333333334,80
11.916666666666666,80
12,85
12.083333333333334,87
12.166666666666666,85
12.25,82
12.333333333333334,83
12.416666666666666,87
12.5,84
12.583333333333334,85
12.666666666666666,86
12.75,83
12.833333333333334,83
12.916666666666666,87
13,82
13.083333333333334,86
13.166666666666666,89
13.25,88
13.333333333333334,86
13.416666666666666,88
13.5,90
13.583333333333334,87
13.666666666666666,91
13.75,91
13.833333333333334,93
13.916666666666666,91
14,93
14.083333333333334,90
14.166666666666666,89
14.25,94
14.333333333333334,90
14.416666666666666,94
14.5,89
14.583333333333334,90
14.666666666666666,88
14.75,92
14.833333333333334,89
14.916666666666666,88
15,87
15.083333333333334,89
15.166666666666666,88
15.25,89
15.333333333333334,94
15.416666666666666,93
15.5,93
15.583333333333334,93
15.666666666666666,93
15.75,97
15.833333333333334,94
15.916666666666666,93
16,95
16.083333333333332,99
16.166666666666668,91
16.25,99
16.333333333333332,95
16.416666666666668,96
16.5,94
16.583333333333332,92
16.666666666666668,97
16.75,98
16.833333333333332,92
16.916666666666668,97
17,100
17.083333333333332,96
17.166666666666668,100
17.25,99
17.333333333333332,98
17.416666666666668,94
17.5,99
17.583333333333332,100
17.666666666666668,103
17.75,98
17.833333333333332,98
17.916666666666668,103
18,102
18.083333333333332,100
18.166666666666668,102
18.25,98
18.333333333333332,104
18.416666666666668,103
18.5,100
18.583333333333332,103
18.666666666666668,102
18.75,98
18.833333333333332,100
18.916666666666668,101
19,98
19.083333333333332,99
19.166666666666668,103
19.25,100
19.333333333333332,106
19.416666666666668,103
19.5,103
19.583333333333332,105
19.666666666666668,104
19.75,103
19.833333333333332,106
19.916666666666668,102
20,100
20.083333333333332,101
20.166666666666668,106
20.25,105
20.333333333333332,105
20.416666666666668,106
20.5,103
20.583333333333332,100
20.666666666666668,105
20.75,105
20.833333333333332,103
20.916666666666668,101
21,104
21.083333333333332,102
21.166666666666668,103
21.25,103
21.333333333333332,104
21.416666666666668,106
21.5,106
21.583333333333332,106
21.666666666666668,102
21.75,102
21.833333333333332,106
21.916666666666668,100
22,104
22.083333333333332,107
22.166666666666668,108
22.25,110
22.333333333333332,110
22.416666666666668,110
22.5,105
22.583333333333332,106
22.666666666666668,107
22.75,107
22.833333333333332,108
22.916666666666668,110
23,113
23.083333333333332,112
23.166666666666668,106
23.25,109
23.333333333333332,111
23.416666666666668,112
23.5,112
23.583333333333332,108
23.666666666666668,110
23.75,108
23.833333333333332,114
23.916666666666668,107
24,108
24.083333333333332,113
24.166666666666668,110
24.25,111
24.333333333333332,114
24.416666666666668,111
24.5,113
24.583333333333332,112
24.666666666666668,112
24.75,109
24.833333333333332,115
24.916666666666668,115
25,110
25.083333333333332,114
25.166666666666668,116
25.25,114
25.333333333333332,115
25.416666666666668,115
25.5,115
