"Hours since thread went live","The iDOLM@STER Shiny Colors - Episode 7 discussion"
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,4
0.3333333333333333,5
0.4166666666666667,6
0.5,6
0.5833333333333334,7
0.6666666666666666,7
0.75,7
0.8333333333333334,7
0.9166666666666666,8
1,7
1.0833333333333333,7
1.1666666666666667,7
1.25,8
1.3333333333333333,9
1.4166666666666667,10
1.5,10
1.5833333333333333,10
1.6666666666666667,11
1.75,10
1.8333333333333333,10
1.9166666666666667,12
2,11
2.0833333333333335,11
2.1666666666666665,11
2.25,11
2.3333333333333335,13
2.4166666666666665,12
2.5,11
2.5833333333333335,13
2.6666666666666665,12
2.75,12
2.8333333333333335,12
2.9166666666666665,11
3,13
3.0833333333333335,13
3.1666666666666665,13
3.25,13
3.3333333333333335,13
3.4166666666666665,15
3.5,14
3.5833333333333335,14
3.6666666666666665,14
3.75,15
3.8333333333333335,16
3.9166666666666665,16
4,14
4.083333333333333,16
4.166666666666667,16
4.25,16
4.333333333333333,17
4.416666666666667,16
4.5,16
4.583333333333333,17
4.666666666666667,17
4.75,18
4.833333333333333,18
4.916666666666667,16
5,15
5.083333333333333,16
5.166666666666667,17
5.25,16
5.333333333333333,17
5.416666666666667,18
5.5,18
5.583333333333333,17
5.666666666666667,18
5.75,18
5.833333333333333,18
5.916666666666667,20
6,20
6.083333333333333,21
6.166666666666667,21
6.25,20
6.333333333333333,20
6.416666666666667,20
6.5,20
6.583333333333333,20
6.666666666666667,20
6.75,21
6.833333333333333,20
6.916666666666667,20
7,20
7.083333333333333,22
7.166666666666667,21
7.25,21
7.333333333333333,20
7.416666666666667,22
7.5,21
7.583333333333333,21
7.666666666666667,23
7.75,23
7.833333333333333,21
7.916666666666667,24
8,23
8.083333333333334,24
8.166666666666666,22
8.25,22
8.333333333333334,24
8.416666666666666,25
8.5,24
8.583333333333334,25
8.666666666666666,25
8.75,25
8.833333333333334,25
8.916666666666666,24
9,25
9.083333333333334,25
9.166666666666666,24
9.25,26
9.333333333333334,25
9.416666666666666,26
9.5,25
9.583333333333334,24
9.666666666666666,24
9.75,24
9.833333333333334,24
9.916666666666666,26
10,25
10.083333333333334,27
10.166666666666666,26
10.25,25
10.333333333333334,26
10.416666666666666,27
10.5,25
10.583333333333334,26
10.666666666666666,25
10.75,27
10.833333333333334,26
10.916666666666666,26
11,26
11.083333333333334,26
11.166666666666666,27
11.25,25
11.333333333333334,26
11.416666666666666,27
11.5,26
11.583333333333334,26
11.666666666666666,26
11.75,26
11.833333333333334,25
11.916666666666666,25
12,27
12.083333333333334,27
12.166666666666666,26
12.25,25
12.333333333333334,26
12.416666666666666,25
12.5,26
12.583333333333334,25
12.666666666666666,25
12.75,26
12.833333333333334,27
12.916666666666666,25
13,27
13.083333333333334,26
13.166666666666666,27
13.25,27
13.333333333333334,27
13.416666666666666,27
13.5,28
13.583333333333334,26
13.666666666666666,26
13.75,26
13.833333333333334,26
13.916666666666666,26
14,26
14.083333333333334,26
14.166666666666666,29
14.25,27
14.333333333333334,26
14.416666666666666,27
14.5,29
14.583333333333334,27
14.666666666666666,26
14.75,27
14.833333333333334,27
14.916666666666666,26
15,25
15.083333333333334,26
15.166666666666666,26
15.25,25
15.333333333333334,26
15.416666666666666,26
15.5,26
15.583333333333334,26
15.666666666666666,29
15.75,27
15.833333333333334,28
15.916666666666666,26
16,27
16.083333333333332,28
16.166666666666668,28
16.25,28
16.333333333333332,26
16.416666666666668,27
16.5,27
16.583333333333332,27
16.666666666666668,28
16.75,28
16.833333333333332,25
16.916666666666668,28
17,26
17.083333333333332,29
17.166666666666668,29
17.25,26
17.333333333333332,29
17.416666666666668,27
17.5,27
17.583333333333332,25
17.666666666666668,27
17.75,28
17.833333333333332,28
17.916666666666668,26
18,29
18.083333333333332,28
18.166666666666668,27
18.25,28
18.333333333333332,27
18.416666666666668,28
18.5,26
18.583333333333332,28
18.666666666666668,26
18.75,27
18.833333333333332,25
18.916666666666668,27
19,27
19.083333333333332,25
19.166666666666668,29
19.25,27
19.333333333333332,27
19.416666666666668,27
19.5,25
19.583333333333332,26
19.666666666666668,27
19.75,27
19.833333333333332,29
19.916666666666668,28
20,27
20.083333333333332,26
20.166666666666668,26
20.25,25
20.333333333333332,28
20.416666666666668,25
20.5,27
20.583333333333332,26
20.666666666666668,26
20.75,25
20.833333333333332,27
20.916666666666668,29
21,28
21.083333333333332,27
21.166666666666668,26
21.25,27
21.333333333333332,25
21.416666666666668,27
21.5,27
21.583333333333332,28
21.666666666666668,27
21.75,27
21.833333333333332,26
21.916666666666668,27
22,26
22.083333333333332,27
22.166666666666668,27
22.25,27
22.333333333333332,25
22.416666666666668,26
22.5,27
22.583333333333332,27
22.666666666666668,25
22.75,29
22.833333333333332,28
22.916666666666668,28
23,26
23.083333333333332,29
23.166666666666668,26
23.25,27
23.333333333333332,28
23.416666666666668,28
23.5,27
23.583333333333332,25
23.666666666666668,26
23.75,27
23.833333333333332,26
23.916666666666668,25
24,27
24.083333333333332,27
24.166666666666668,28
