"Hours since thread went live","Sousou no Frieren • Frieren: Beyond Journey's End - Episode 11 discussion"
0,6
0,24
0.08333333333333333,46
0.16666666666666666,103
0.25,145
0.3333333333333333,183
0.4166666666666667,243
0.5,288
0.5833333333333334,342
0.6666666666666666,387
0.75,433
0.8333333333333334,489
0.9166666666666666,528
1,588
1.0833333333333333,646
1.1666666666666667,693
1.25,736
1.3333333333333333,770
1.4166666666666667,814
1.5,850
1.5833333333333333,888
1.6666666666666667,933
1.75,978
1.8333333333333333,1025
1.9166666666666667,1067
2,1102
2.0833333333333335,1146
2.1666666666666665,1177
2.25,1212
2.3333333333333335,1252
2.4166666666666665,1298
2.5,1329
2.5833333333333335,1367
2.6666666666666665,1407
2.75,1437
2.8333333333333335,1458
2.9166666666666665,1484
3,1520
3.0833333333333335,1556
3.1666666666666665,1594
3.25,1625
3.3333333333333335,1653
3.4166666666666665,1682
3.5,1701
3.5833333333333335,1738
3.6666666666666665,1760
3.75,1789
3.8333333333333335,1828
3.9166666666666665,1858
4,1883
4.083333333333333,1904
4.166666666666667,1929
4.25,1948
4.333333333333333,1987
4.416666666666667,2008
4.5,2032
4.583333333333333,2046
4.666666666666667,2061
4.75,2086
4.833333333333333,2110
4.916666666666667,2132
5,2157
5.083333333333333,2176
5.166666666666667,2204
5.25,2227
5.333333333333333,2248
5.416666666666667,2266
5.5,2290
5.583333333333333,2311
5.666666666666667,2331
5.75,2342
5.833333333333333,2364
5.916666666666667,2389
6,2401
6.083333333333333,2425
6.166666666666667,2445
6.25,2468
6.333333333333333,2489
6.416666666666667,2504
6.5,2527
6.583333333333333,2541
6.666666666666667,2563
6.75,2581
6.833333333333333,2610
6.916666666666667,2632
7,2650
7.083333333333333,2668
7.166666666666667,2692
7.25,2718
7.333333333333333,2740
7.416666666666667,2754
7.5,2774
7.583333333333333,2787
7.666666666666667,2813
7.75,2839
7.833333333333333,2853
7.916666666666667,2883
8,2899
8.083333333333334,2912
8.166666666666666,2930
8.25,2944
8.333333333333334,2969
8.416666666666666,2981
8.5,2994
8.583333333333334,3012
8.666666666666666,3034
8.75,3055
8.833333333333334,3070
8.916666666666666,3092
9,3113
9.083333333333334,3124
9.166666666666666,3147
9.25,3166
9.333333333333334,3179
9.416666666666666,3192
9.5,3206
9.583333333333334,3221
9.666666666666666,3229
9.75,3242
9.833333333333334,3257
9.916666666666666,3274
10,3282
10.083333333333334,3300
10.166666666666666,3313
10.25,3327
10.333333333333334,3343
10.416666666666666,3368
10.5,3375
10.583333333333334,3387
10.666666666666666,3391
10.75,3405
10.833333333333334,3421
10.916666666666666,3438
11,3449
11.083333333333334,3477
11.166666666666666,3493
11.25,3507
11.333333333333334,3511
11.416666666666666,3527
11.5,3543
11.583333333333334,3559
11.666666666666666,3561
11.75,3586
11.833333333333334,3593
11.916666666666666,3605
12,3614
12.083333333333334,3626
12.166666666666666,3627
12.25,3644
12.333333333333334,3652
12.416666666666666,3670
12.5,3668
12.583333333333334,3684
12.666666666666666,3700
12.75,3718
12.833333333333334,3718
12.916666666666666,3729
13,3736
13.083333333333334,3742
13.166666666666666,3765
13.25,3783
13.333333333333334,3793
13.416666666666666,3799
13.5,3814
13.583333333333334,3828
13.666666666666666,3826
13.75,3830
13.833333333333334,3834
13.916666666666666,3858
14,3869
14.083333333333334,3868
14.166666666666666,3877
14.25,3889
14.333333333333334,3892
14.416666666666666,3907
14.5,3913
14.583333333333334,3913
14.666666666666666,3926
14.75,3934
14.833333333333334,3943
14.916666666666666,3958
15,3958
15.083333333333334,3967
15.166666666666666,3973
15.25,3988
15.333333333333334,3992
15.416666666666666,4000
15.5,4007
15.583333333333334,4013
