"Hours since thread went live","Oshi no Ko - Episode 8 discussion"
0,7
0.08333333333333333,22
0.16666666666666666,61
0.25,93
0.3333333333333333,124
0.4166666666666667,181
0.5,245
0.5833333333333334,317
0.6666666666666666,392
0.8333333333333334,531
0.9166666666666666,600
1,680
1.0833333333333333,733
1.1666666666666667,806
1.25,884
1.3333333333333333,956
1.4166666666666667,1019
1.5,1076
1.5833333333333333,1150
1.6666666666666667,1200
1.75,1264
1.8333333333333333,1328
1.9166666666666667,1381
2,1445
2.0833333333333335,1515
2.1666666666666665,1562
2.25,1598
2.3333333333333335,1649
2.4166666666666665,1687
2.5,1728
2.5833333333333335,1772
2.6666666666666665,1820
2.8333333333333335,1912
2.9166666666666665,1966
3,2010
3.0833333333333335,2058
3.25,2130
3.3333333333333335,2163
3.4166666666666665,2201
3.5,2257
3.5833333333333335,2296
3.6666666666666665,2340
3.75,2380
3.8333333333333335,2419
3.9166666666666665,2455
4,2492
4.083333333333333,2533
4.333333333333333,2628
4.416666666666667,2656
4.5,2684
4.583333333333333,2724
4.75,2788
4.833333333333333,2822
4.916666666666667,2849
5,2888
5.083333333333333,2919
5.166666666666667,2940
5.25,2968
5.333333333333333,2989
5.416666666666667,3025
5.5,3040
5.583333333333333,3062
5.666666666666667,3094
5.75,3120
5.833333333333333,3150
5.916666666666667,3174
6,3198
6.083333333333333,3219
6.166666666666667,3241
6.25,3269
6.333333333333333,3293
6.416666666666667,3327
6.5,3346
6.583333333333333,3363
6.75,3414
6.833333333333333,3433
6.916666666666667,3452
7,3489
7.083333333333333,3520
7.166666666666667,3548
7.25,3571
7.333333333333333,3596
7.416666666666667,3620
7.5,3650
7.583333333333333,3671
7.666666666666667,3692
7.75,3707
7.833333333333333,3730
7.916666666666667,3753
8,3770
8.083333333333334,3797
8.166666666666666,3814
8.25,3840
8.333333333333334,3861
8.416666666666666,3885
8.5,3902
8.666666666666666,3932
8.833333333333334,3995
8.916666666666666,4020
9,4031
9.083333333333334,4058
9.166666666666666,4078
9.25,4097
9.333333333333334,4111
9.416666666666666,4124
9.5,4149
