"Hours since thread went live","Oshi no Ko - Episode 8 discussion"
9.583333333333334,4173
9.666666666666666,4193
9.75,4215
9.833333333333334,4235
9.916666666666666,4258
10,4268
10.083333333333334,4292
10.166666666666666,4312
10.25,4329
10.333333333333334,4348
10.416666666666666,4364
10.5,4378
10.666666666666666,4410
10.833333333333334,4447
10.916666666666666,4458
11,4470
11.083333333333334,4485
11.166666666666666,4508
11.25,4533
11.333333333333334,4556
11.5,4576
11.583333333333334,4604
11.666666666666666,4611
11.75,4629
11.833333333333334,4642
11.916666666666666,4661
12,4669
12.083333333333334,4692
12.166666666666666,4713
12.25,4718
12.333333333333334,4731
12.5,4775
12.583333333333334,4786
12.666666666666666,4806
12.75,4816
12.833333333333334,4824
12.916666666666666,4847
13,4852
13.083333333333334,4862
13.166666666666666,4875
13.25,4889
13.333333333333334,4906
13.416666666666666,4926
13.5,4927
13.583333333333334,4952
13.666666666666666,4969
13.75,4977
13.833333333333334,4986
13.916666666666666,4989
14,4993
14.083333333333334,4999
14.166666666666666,5021
14.25,5025
14.333333333333334,5040
14.416666666666666,5041
14.5,5050
14.583333333333334,5061
14.666666666666666,5082
14.75,5090
14.833333333333334,5089
14.916666666666666,5106
15,5107
15.083333333333334,5115
15.166666666666666,5125
15.333333333333334,5139
15.416666666666666,5142
15.5,5153
15.583333333333334,5155
15.666666666666666,5174
15.75,5182
15.833333333333334,5178
15.916666666666666,5204
16,5212
16.083333333333332,5225
16.166666666666668,5231
16.25,5243
16.333333333333332,5254
16.416666666666668,5257
16.5,5274
16.583333333333332,5275
16.666666666666668,5288
16.75,5292
16.833333333333332,5290
17,5310
17.083333333333332,5316
17.166666666666668,5326
17.25,5326
17.333333333333332,5326
17.416666666666668,5347
17.5,5352
17.583333333333332,5362
17.666666666666668,5365
17.75,5364
17.833333333333332,5375
17.916666666666668,5375
18,5381
18.083333333333332,5389
18.166666666666668,5390
18.25,5399
18.333333333333332,5413
18.416666666666668,5413
18.5,5422
18.666666666666668,5419
18.75,5425
18.833333333333332,5439
18.916666666666668,5439
19,5442
19.083333333333332,5449
19.166666666666668,5462
19.25,5458
19.333333333333332,5462
19.416666666666668,5465
19.5,5475
19.583333333333332,5477
19.666666666666668,5489
19.75,5495
19.833333333333332,5497
19.916666666666668,5505
20,5507
20.083333333333332,5512
20.166666666666668,5524
20.25,5528
20.333333333333332,5531
20.416666666666668,5531
20.5,5537
20.583333333333332,5544
20.666666666666668,5554
20.75,5554
20.833333333333332,5562
21,5581
21.083333333333332,5586
21.166666666666668,5580
21.25,5582
21.333333333333332,5589
21.416666666666668,5597
21.5,5601
21.583333333333332,5604
21.666666666666668,5611
21.75,5616
21.833333333333332,5619
21.916666666666668,5628
22.083333333333332,5631
22.166666666666668,5640
22.25,5647
22.333333333333332,5649
22.416666666666668,5649
22.5,5662
22.583333333333332,5659
22.666666666666668,5663
22.75,5679
22.833333333333332,5679
22.916666666666668,5680
23,5690
23.083333333333332,5697
23.166666666666668,5709
23.25,5709
23.333333333333332,5712
23.416666666666668,5713
23.5,5723
23.583333333333332,5725
23.666666666666668,5733
23.833333333333332,5743
23.916666666666668,5753
24,5757
24.083333333333332,5751
24.166666666666668,5761
24.25,5759
24.333333333333332,5768
24.416666666666668,5771
24.5,5771
24.583333333333332,5769
24.666666666666668,5782
24.75,5781
24.833333333333332,5786
24.916666666666668,5786
25,5793
25.083333333333332,5795
25.166666666666668,5792
25.25,5803
25.333333333333332,5811
25.416666666666668,5807
25.5,5820
25.583333333333332,5821
25.666666666666668,5815
25.75,5818
25.833333333333332,5824
25.916666666666668,5832
26,5835
26.083333333333332,5846
26.166666666666668,5839
26.25,5841
26.333333333333332,5851
26.416666666666668,5856
26.5,5856
26.583333333333332,5853
26.666666666666668,5860
26.75,5864
26.833333333333332,5868
26.916666666666668,5870
27,5869
27.083333333333332,5870
27.166666666666668,5874
27.25,5884
27.333333333333332,5874
27.416666666666668,5885
27.5,5890
27.583333333333332,5884
27.666666666666668,5890
27.75,5892
27.833333333333332,5888
27.916666666666668,5899
28,5902
28.083333333333332,5903
28.166666666666668,5907
28.25,5912
28.333333333333332,5904
28.416666666666668,5910
28.5,5920
28.583333333333332,5916
28.666666666666668,5922
28.75,5925
28.833333333333332,5920
29,5932
29.083333333333332,5937
29.166666666666668,5928
29.25,5930
29.333333333333332,5941
29.416666666666668,5948
29.5,5943
29.583333333333332,5949
29.666666666666668,5950
29.75,5954
29.833333333333332,5964
29.916666666666668,5955
30,5960
30.083333333333332,5965
30.166666666666668,5967
30.25,5960
30.333333333333332,5962
30.416666666666668,5964
30.5,5966
30.583333333333332,5975
30.666666666666668,5975
30.75,5980
30.833333333333332,5983
30.916666666666668,5975
31,5986
31.083333333333332,5982
31.166666666666668,5982
31.25,5990
31.333333333333332,5992
31.416666666666668,5987
31.5,6001
31.583333333333332,5998
31.666666666666668,6008
31.75,6007
31.833333333333332,6000
31.916666666666668,6006
32,6014
32.083333333333336,6013
32.166666666666664,6009
32.25,6009
32.333333333333336,6016
32.416666666666664,6023
32.5,6010
32.583333333333336,6013
32.666666666666664,6014
32.75,6020
32.833333333333336,6018
32.916666666666664,6026
33,6028
33.083333333333336,6028
33.166666666666664,6031
33.25,6040
33.333333333333336,6044
33.416666666666664,6044
33.5,6035
33.583333333333336,6039
33.666666666666664,6050
33.75,6050
33.833333333333336,6046
33.916666666666664,6046
34,6049
34.083333333333336,6051
34.166666666666664,6059
34.25,6061
34.333333333333336,6053
34.416666666666664,6059
34.5,6054
34.583333333333336,6063
34.666666666666664,6069
34.75,6067
34.833333333333336,6073
34.916666666666664,6073
35,6070
35.083333333333336,6071
35.166666666666664,6069
35.25,6076
35.333333333333336,6074
35.416666666666664,6084
35.5,6086
35.583333333333336,6089
35.666666666666664,6092
35.75,6093
35.833333333333336,6095
35.916666666666664,6092
36,6100
36.083333333333336,6101
36.166666666666664,6104
36.25,6101
36.333333333333336,6105
36.416666666666664,6106
36.5,6110
36.583333333333336,6105
36.666666666666664,6123
36.75,6121
36.833333333333336,6110
36.916666666666664,6114
37,6128
37.083333333333336,6126
37.166666666666664,6131
37.25,6125
37.333333333333336,6131
37.416666666666664,6137
37.5,6146
37.583333333333336,6145
37.666666666666664,6151
37.75,6147
37.833333333333336,6143
37.916666666666664,6140
38,6153
38.083333333333336,6149
38.166666666666664,6152
38.25,6153
38.333333333333336,6157
38.416666666666664,6153
38.5,6156
38.583333333333336,6150
38.666666666666664,6156
38.75,6164
38.833333333333336,6160
38.916666666666664,6173
39,6173
39.083333333333336,6170
39.166666666666664,6179
39.25,6174
39.333333333333336,6170
39.416666666666664,6168
39.5,6180
39.583333333333336,6178
39.666666666666664,6178
39.75,6178
39.833333333333336,6184
39.916666666666664,6174
40,6185
40.083333333333336,6183
40.166666666666664,6179
40.25,6192
40.333333333333336,6189
40.583333333333336,6196
40.666666666666664,6192
40.75,6195
40.833333333333336,6197
40.916666666666664,6191
41,6193
41.083333333333336,6193
41.166666666666664,6191
41.25,6193
41.333333333333336,6201
41.416666666666664,6196
41.5,6201
41.583333333333336,6202
41.666666666666664,6193
41.75,6196
41.833333333333336,6198
41.916666666666664,6193
42,6203
42.083333333333336,6199
42.166666666666664,6196
42.25,6202
42.333333333333336,6198
42.416666666666664,6212
42.5,6209
42.583333333333336,6213
42.666666666666664,6207
42.75,6211
42.833333333333336,6217
42.916666666666664,6217
43,6217
43.083333333333336,6215
43.166666666666664,6217
43.25,6218
43.333333333333336,6220
43.5,6224
43.583333333333336,6218
43.666666666666664,6222
43.75,6216
43.833333333333336,6226
43.916666666666664,6221
44,6228
44.083333333333336,6225
44.166666666666664,6228
44.25,6230
44.333333333333336,6231
44.416666666666664,6225
44.5,6222
44.583333333333336,6231
44.666666666666664,6235
44.75,6225
44.833333333333336,6238
44.916666666666664,6233
45,6232
45.083333333333336,6239
45.166666666666664,6232
45.25,6230
45.333333333333336,6239
45.416666666666664,6237
45.5,6230
45.583333333333336,6240
45.666666666666664,6250
45.75,6251
45.833333333333336,6253
45.916666666666664,6249
46,6245
46.083333333333336,6252
46.166666666666664,6248
46.25,6248
46.333333333333336,6250
46.416666666666664,6250
46.5,6256
46.583333333333336,6256
46.666666666666664,6262
46.75,6264
46.833333333333336,6257
46.916666666666664,6259
47,6259
47.083333333333336,6265
47.166666666666664,6262
47.25,6268
47.333333333333336,6264
47.416666666666664,6271
47.5,6273
47.583333333333336,6268
47.666666666666664,6268
47.75,6270
47.833333333333336,6266
47.916666666666664,6274
