"Hours since thread went live","Kuroshitsuji: Kishuku Gakkou-hen • Black Butler: Public School Arc - Episode 1 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,5
0.25,6
0.3333333333333333,7
0.4166666666666667,8
0.5,9
0.5833333333333334,13
0.6666666666666666,15
0.75,14
0.8333333333333334,18
0.9166666666666666,18
1,19
1.0833333333333333,19
1.1666666666666667,19
1.25,20
1.3333333333333333,24
1.4166666666666667,27
1.5,31
1.5833333333333333,34
1.6666666666666667,38
1.75,40
1.8333333333333333,40
1.9166666666666667,43
2,43
2.0833333333333335,45
2.1666666666666665,47
2.25,47
2.3333333333333335,55
2.4166666666666665,55
2.5,59
2.5833333333333335,61
2.6666666666666665,59
2.75,62
2.8333333333333335,63
2.9166666666666665,64
3,66
3.0833333333333335,68
3.1666666666666665,69
3.25,69
3.3333333333333335,71
3.4166666666666665,72
3.5,72
3.5833333333333335,73
3.6666666666666665,73
3.75,75
3.8333333333333335,77
3.9166666666666665,80
4,79
4.083333333333333,83
4.166666666666667,84
4.25,85
4.333333333333333,89
4.416666666666667,90
4.5,87
4.583333333333333,93
4.666666666666667,91
4.75,91
4.833333333333333,95
4.916666666666667,96
5,101
5.083333333333333,101
5.166666666666667,102
5.25,106
5.333333333333333,100
5.416666666666667,103
5.5,106
5.583333333333333,107
5.666666666666667,106
5.75,108
5.833333333333333,110
5.916666666666667,110
6,109
6.083333333333333,115
6.166666666666667,116
6.25,114
6.333333333333333,116
6.416666666666667,115
6.5,111
6.583333333333333,118
6.666666666666667,118
6.75,116
6.833333333333333,119
6.916666666666667,116
7,123
7.083333333333333,121
7.166666666666667,122
7.25,120
7.333333333333333,127
7.416666666666667,124
7.5,127
7.583333333333333,126
7.666666666666667,130
7.75,130
7.833333333333333,131
7.916666666666667,129
8,132
8.083333333333334,134
8.166666666666666,140
8.25,136
8.333333333333334,136
8.416666666666666,140
8.5,139
8.583333333333334,145
8.666666666666666,141
8.75,147
8.833333333333334,147
8.916666666666666,146
9,145
9.083333333333334,144
9.166666666666666,151
9.25,151
9.333333333333334,152
9.416666666666666,157
9.5,157
9.583333333333334,157
9.666666666666666,156
9.75,161
9.833333333333334,163
9.916666666666666,160
10,160
10.083333333333334,162
10.166666666666666,160
10.25,162
10.333333333333334,165
10.416666666666666,167
10.5,164
10.583333333333334,168
10.666666666666666,169
10.75,169
10.833333333333334,166
10.916666666666666,167
11,172
11.083333333333334,168
11.166666666666666,169
11.25,167
11.333333333333334,170
11.416666666666666,171
11.5,173
11.583333333333334,175
11.666666666666666,176
11.75,173
11.833333333333334,174
11.916666666666666,174
12,179
12.083333333333334,176
12.166666666666666,176
12.25,174
12.333333333333334,176
12.416666666666666,179
12.5,175
12.583333333333334,179
12.666666666666666,177
12.75,181
12.833333333333334,180
12.916666666666666,180
13,181
13.083333333333334,179
13.166666666666666,185
13.25,179
13.333333333333334,188
13.416666666666666,183
13.5,187
13.583333333333334,182
13.666666666666666,187
13.75,187
13.833333333333334,185
13.916666666666666,186
14,190
14.083333333333334,192
14.166666666666666,190
14.25,189
14.333333333333334,184
14.416666666666666,189
14.5,187
14.583333333333334,191
14.666666666666666,190
14.75,188
14.833333333333334,191
14.916666666666666,189
15,191
15.083333333333334,190
15.166666666666666,194
15.25,198
15.333333333333334,192
15.416666666666666,196
15.5,197
15.583333333333334,195
15.666666666666666,195
15.75,196
15.833333333333334,191
15.916666666666666,195
16,199
16.083333333333332,196
16.166666666666668,195
16.25,200
16.333333333333332,201
16.416666666666668,200
16.5,200
16.583333333333332,201
16.666666666666668,203
16.75,203
16.833333333333332,204
16.916666666666668,202
17,208
17.083333333333332,206
17.166666666666668,209
17.25,208
17.333333333333332,211
17.416666666666668,206
17.5,209
17.583333333333332,207
17.666666666666668,209
17.75,210
17.833333333333332,212
17.916666666666668,213
18,217
18.083333333333332,212
18.166666666666668,216
18.25,216
18.333333333333332,216
18.416666666666668,216
18.5,215
18.583333333333332,221
18.666666666666668,216
18.75,223
18.833333333333332,221
18.916666666666668,219
19,219
19.083333333333332,224
19.166666666666668,224
19.25,222
19.333333333333332,222
19.416666666666668,223
19.5,223
19.583333333333332,222
19.666666666666668,223
19.75,224
19.833333333333332,220
19.916666666666668,220
20,223
20.083333333333332,220
20.166666666666668,229
20.25,223
20.333333333333332,224
20.416666666666668,229
20.5,228
20.583333333333332,225
20.666666666666668,227
20.75,229
20.833333333333332,231
20.916666666666668,233
21,230
21.083333333333332,232
21.166666666666668,232
21.25,234
21.333333333333332,230
21.416666666666668,231
21.5,232
21.583333333333332,234
