"Hours since thread went live","Tsuki ga Michibiku Isekai Douchuu Season 2 • Tsukimichi -Moonlit Fantasy- Season 2 - Episode 12 discussion"
27.833333333333332,604
27.916666666666668,607
28,605
28.083333333333332,612
28.166666666666668,608
28.25,608
28.333333333333332,609
28.416666666666668,603
28.5,610
28.583333333333332,612
28.666666666666668,605
28.75,606
28.833333333333332,609
28.916666666666668,611
29,612
29.083333333333332,606
29.166666666666668,607
29.25,612
29.333333333333332,607
29.416666666666668,611
29.5,611
29.583333333333332,610
29.666666666666668,606
29.75,612
29.833333333333332,605
29.916666666666668,609
30,610
30.083333333333332,605
30.166666666666668,607
30.25,611
30.333333333333332,615
30.416666666666668,612
30.5,610
30.583333333333332,616
30.666666666666668,609
30.75,610
30.833333333333332,612
30.916666666666668,611
31,606
31.083333333333332,609
31.166666666666668,610
31.25,611
31.333333333333332,608
31.416666666666668,609
31.5,615
31.583333333333332,611
31.666666666666668,607
31.75,615
31.833333333333332,606
31.916666666666668,609
32,611
32.083333333333336,615
32.166666666666664,613
32.25,608
32.333333333333336,611
32.416666666666664,620
32.5,616
32.583333333333336,611
32.666666666666664,617
32.75,618
32.833333333333336,614
32.916666666666664,621
33,614
33.083333333333336,614
33.166666666666664,616
33.25,612
33.333333333333336,613
33.416666666666664,615
33.5,616
33.583333333333336,615
33.666666666666664,614
33.75,614
33.833333333333336,611
33.916666666666664,614
34,616
34.083333333333336,614
34.166666666666664,614
34.25,612
34.333333333333336,621
34.416666666666664,616
34.5,620
34.583333333333336,621
34.666666666666664,613
34.75,617
34.833333333333336,615
34.916666666666664,613
35,619
35.083333333333336,620
35.166666666666664,621
35.25,618
35.333333333333336,619
35.416666666666664,622
35.5,624
35.583333333333336,625
35.666666666666664,622
35.75,619
35.833333333333336,623
35.916666666666664,624
36,621
36.083333333333336,620
36.166666666666664,621
36.25,616
36.333333333333336,628
36.416666666666664,618
36.5,619
36.583333333333336,622
36.666666666666664,620
36.75,621
36.833333333333336,628
36.916666666666664,626
37,620
37.083333333333336,623
37.166666666666664,624
37.25,620
37.333333333333336,628
37.416666666666664,622
37.5,623
37.583333333333336,625
37.666666666666664,627
37.75,627
37.833333333333336,629
37.916666666666664,621
38,625
38.083333333333336,626
38.166666666666664,621
38.25,626
38.333333333333336,629
38.416666666666664,624
38.5,627
38.583333333333336,624
38.666666666666664,621
38.75,627
38.833333333333336,623
38.916666666666664,622
39,629
39.083333333333336,624
39.166666666666664,630
39.25,623
39.333333333333336,621
39.416666666666664,627
39.5,623
39.583333333333336,630
39.666666666666664,627
39.75,630
39.833333333333336,632
39.916666666666664,631
40,628
40.083333333333336,625
40.166666666666664,622
40.25,624
40.333333333333336,625
40.416666666666664,626
40.5,627
40.583333333333336,628
40.666666666666664,626
40.75,632
40.833333333333336,629
40.916666666666664,626
41,628
41.083333333333336,627
41.166666666666664,625
41.25,623
41.333333333333336,626
41.416666666666664,627
41.5,629
41.583333333333336,622
41.666666666666664,624
41.75,624
41.833333333333336,624
41.916666666666664,628
42,633
42.083333333333336,629
42.166666666666664,628
42.25,630
42.333333333333336,631
42.416666666666664,631
42.5,627
42.583333333333336,625
42.666666666666664,627
42.75,627
42.833333333333336,632
42.916666666666664,631
43,631
43.083333333333336,628
43.166666666666664,625
43.25,634
43.333333333333336,629
43.416666666666664,623
43.5,627
43.583333333333336,627
43.666666666666664,629
43.75,629
43.833333333333336,626
43.916666666666664,631
44,631
44.083333333333336,628
44.166666666666664,629
44.25,628
44.333333333333336,633
44.416666666666664,631
44.5,630
44.583333333333336,628
44.666666666666664,628
44.75,637
44.833333333333336,631
44.916666666666664,632
45,628
45.083333333333336,637
45.166666666666664,629
45.25,631
45.333333333333336,635
45.416666666666664,631
45.5,631
45.583333333333336,630
45.666666666666664,629
45.75,627
45.833333333333336,626
45.916666666666664,626
46,627
46.083333333333336,632
46.166666666666664,634
46.25,635
46.333333333333336,632
46.416666666666664,633
46.5,626
46.583333333333336,631
46.666666666666664,628
46.75,634
46.833333333333336,627
46.916666666666664,627
47,629
47.083333333333336,635
47.166666666666664,627
47.25,628
47.333333333333336,634
47.416666666666664,634
47.5,629
47.583333333333336,632
47.666666666666664,630
47.75,633
47.833333333333336,632
47.916666666666664,629
