"Hours since thread went live","Oshi no Ko - Episode 10 discussion"
20.166666666666668,3678
20.25,3677
20.333333333333332,3677
20.416666666666668,3680
20.5,3693
20.583333333333332,3684
20.666666666666668,3695
20.75,3695
20.833333333333332,3701
20.916666666666668,3705
21,3706
21.083333333333332,3714
21.166666666666668,3726
21.25,3729
21.333333333333332,3723
21.416666666666668,3734
21.5,3740
21.583333333333332,3742
21.666666666666668,3751
21.75,3754
21.833333333333332,3764
21.916666666666668,3762
22,3765
22.083333333333332,3769
22.166666666666668,3770
22.25,3771
22.333333333333332,3776
22.416666666666668,3778
22.5,3790
22.583333333333332,3788
22.666666666666668,3788
22.75,3796
22.833333333333332,3801
22.916666666666668,3807
23,3808
23.083333333333332,3814
23.166666666666668,3816
23.25,3820
23.333333333333332,3822
23.416666666666668,3825
23.5,3839
23.583333333333332,3846
23.666666666666668,3838
23.75,3847
23.833333333333332,3848
23.916666666666668,3846
24,3854
24.083333333333332,3852
24.166666666666668,3864
24.25,3868
24.333333333333332,3868
24.416666666666668,3882
24.5,3888
24.583333333333332,3885
24.666666666666668,3891
24.75,3890
24.833333333333332,3890
24.916666666666668,3895
25,3897
25.083333333333332,3906
25.166666666666668,3909
25.25,3913
25.333333333333332,3903
25.583333333333332,3913
25.666666666666668,3914
25.75,3908
25.833333333333332,3916
25.916666666666668,3919
26,3919
26.083333333333332,3922
26.166666666666668,3920
26.25,3935
26.333333333333332,3932
26.416666666666668,3938
26.5,3940
26.583333333333332,3948
26.666666666666668,3955
26.75,3952
26.833333333333332,3955
26.916666666666668,3957
27,3971
27.083333333333332,3968
27.166666666666668,3965
27.25,3970
27.333333333333332,3975
27.416666666666668,3967
27.5,3973
27.583333333333332,3982
27.666666666666668,3983
27.75,3980
27.833333333333332,3991
27.916666666666668,3985
28,3987
28.083333333333332,4003
28.166666666666668,3998
28.25,3995
28.333333333333332,3995
28.416666666666668,4002
28.5,4002
28.583333333333332,4008
28.666666666666668,4002
28.75,4008
28.833333333333332,4008
28.916666666666668,4015
29,4019
29.083333333333332,4015
29.166666666666668,4022
29.25,4026
29.333333333333332,4019
29.416666666666668,4015
29.5,4031
29.583333333333332,4024
29.666666666666668,4028
29.75,4030
29.833333333333332,4039
29.916666666666668,4030
30,4041
30.083333333333332,4040
30.166666666666668,4039
30.25,4037
30.333333333333332,4041
30.416666666666668,4042
30.5,4044
30.583333333333332,4049
30.666666666666668,4051
30.75,4058
30.833333333333332,4054
30.916666666666668,4056
31,4057
31.083333333333332,4063
31.166666666666668,4065
31.25,4065
31.333333333333332,4068
31.416666666666668,4067
31.5,4069
31.583333333333332,4070
31.666666666666668,4079
31.75,4069
31.833333333333332,4080
31.916666666666668,4076
32,4075
32.083333333333336,4078
32.166666666666664,4085
32.25,4085
32.333333333333336,4088
32.416666666666664,4088
32.5,4090
32.583333333333336,4091
32.666666666666664,4090
32.75,4091
32.833333333333336,4095
32.916666666666664,4094
33,4091
33.083333333333336,4093
33.166666666666664,4103
33.25,4102
33.333333333333336,4102
33.416666666666664,4105
33.5,4113
33.583333333333336,4113
33.666666666666664,4113
33.75,4113
33.833333333333336,4116
33.916666666666664,4111
34,4126
34.083333333333336,4120
34.166666666666664,4126
34.25,4123
34.333333333333336,4123
34.416666666666664,4132
34.5,4124
34.583333333333336,4124
34.666666666666664,4124
34.75,4130
34.833333333333336,4125
34.916666666666664,4132
35,4135
35.083333333333336,4137
35.166666666666664,4131
35.25,4134
35.333333333333336,4138
35.416666666666664,4136
35.5,4137
35.583333333333336,4135
35.666666666666664,4142
35.75,4141
35.833333333333336,4141
35.916666666666664,4146
36,4153
36.083333333333336,4142
36.166666666666664,4145
36.25,4151
36.333333333333336,4147
36.416666666666664,4153
36.5,4149
36.583333333333336,4154
36.666666666666664,4153
36.75,4151
36.833333333333336,4154
36.916666666666664,4148
37,4162
37.083333333333336,4154
37.166666666666664,4158
37.25,4162
37.333333333333336,4159
37.416666666666664,4164
37.5,4166
37.583333333333336,4166
37.666666666666664,4160
37.75,4159
37.833333333333336,4163
37.916666666666664,4166
38,4164
38.083333333333336,4174
38.166666666666664,4178
38.25,4162
38.333333333333336,4174
38.416666666666664,4176
38.5,4174
38.583333333333336,4180
38.666666666666664,4175
38.75,4176
38.833333333333336,4175
38.916666666666664,4178
39,4178
39.083333333333336,4183
39.166666666666664,4177
39.25,4181
39.333333333333336,4177
39.416666666666664,4177
39.5,4177
39.583333333333336,4179
39.666666666666664,4185
39.75,4180
39.833333333333336,4176
39.916666666666664,4178
40,4184
40.083333333333336,4186
40.166666666666664,4189
40.25,4191
40.333333333333336,4185
40.416666666666664,4188
40.5,4194
40.583333333333336,4192
40.666666666666664,4193
40.75,4197
40.833333333333336,4194
40.916666666666664,4200
41,4197
41.083333333333336,4197
41.166666666666664,4195
41.25,4194
41.333333333333336,4192
41.416666666666664,4187
41.5,4197
41.583333333333336,4189
41.666666666666664,4195
41.75,4195
41.833333333333336,4198
41.916666666666664,4194
42,4200
42.083333333333336,4202
42.166666666666664,4205
42.25,4197
42.333333333333336,4199
42.416666666666664,4197
42.5,4201
42.583333333333336,4198
42.666666666666664,4200
42.75,4201
42.833333333333336,4206
42.916666666666664,4209
43,4210
43.083333333333336,4206
43.166666666666664,4206
43.25,4205
43.333333333333336,4212
43.416666666666664,4217
43.5,4207
43.583333333333336,4214
43.666666666666664,4210
43.75,4213
43.833333333333336,4214
43.916666666666664,4212
44,4211
44.083333333333336,4215
44.166666666666664,4210
44.25,4220
44.333333333333336,4207
44.416666666666664,4209
44.5,4218
44.583333333333336,4213
44.666666666666664,4215
44.75,4211
44.833333333333336,4222
44.916666666666664,4210
45,4221
45.083333333333336,4219
45.166666666666664,4218
45.25,4224
45.333333333333336,4219
45.416666666666664,4222
45.5,4221
45.583333333333336,4227
45.666666666666664,4222
45.75,4223
45.833333333333336,4219
45.916666666666664,4222
46,4231
46.083333333333336,4228
46.166666666666664,4221
46.25,4226
46.333333333333336,4227
46.416666666666664,4229
46.5,4234
46.583333333333336,4234
46.666666666666664,4234
46.75,4233
46.833333333333336,4233
46.916666666666664,4236
47,4233
47.083333333333336,4238
47.166666666666664,4239
47.25,4235
47.333333333333336,4238
47.416666666666664,4237
47.5,4237
47.583333333333336,4238
47.666666666666664,4238
47.75,4234
47.833333333333336,4236
47.916666666666664,4243
