"Hours since thread went live","Sousou no Frieren • Frieren: Beyond Journey's End - Episode 24 discussion"
0,11
0.08333333333333333,64
0.16666666666666666,114
0.25,169
0.3333333333333333,225
0.4166666666666667,277
0.5,349
0.5833333333333334,416
0.6666666666666666,501
0.75,568
0.8333333333333334,633
0.9166666666666666,690
1,763
1.0833333333333333,819
1.1666666666666667,883
1.25,946
1.3333333333333333,1015
1.4166666666666667,1068
1.5,1133
1.5833333333333333,1189
1.6666666666666667,1241
1.75,1292
1.8333333333333333,1349
1.9166666666666667,1413
2,1462
2.0833333333333335,1514
2.1666666666666665,1546
2.25,1589
2.3333333333333335,1621
2.4166666666666665,1680
2.5,1736
2.5833333333333335,1785
2.6666666666666665,1824
2.75,1865
2.8333333333333335,1901
2.9166666666666665,1935
3,1980
3.0833333333333335,2021
3.1666666666666665,2052
3.25,2094
3.3333333333333335,2121
3.4166666666666665,2152
3.5,2201
3.5833333333333335,2236
3.6666666666666665,2290
3.75,2329
3.8333333333333335,2360
3.9166666666666665,2390
4,2420
4.083333333333333,2446
4.166666666666667,2489
4.25,2524
4.333333333333333,2552
4.416666666666667,2587
4.5,2616
4.583333333333333,2638
4.666666666666667,2665
4.75,2684
4.833333333333333,2708
4.916666666666667,2738
5,2763
5.083333333333333,2787
5.166666666666667,2806
5.25,2836
5.333333333333333,2864
5.416666666666667,2883
5.5,2915
5.583333333333333,2946
5.666666666666667,2982
5.75,3003
5.833333333333333,3026
5.916666666666667,3064
6,3085
6.083333333333333,3098
6.166666666666667,3123
6.25,3134
6.333333333333333,3165
6.416666666666667,3194
6.5,3219
6.583333333333333,3242
6.666666666666667,3270
6.75,3296
6.833333333333333,3306
6.916666666666667,3336
7,3354
7.083333333333333,3363
7.166666666666667,3397
7.25,3421
7.333333333333333,3443
7.416666666666667,3462
7.5,3492
7.583333333333333,3514
7.666666666666667,3543
7.75,3557
7.833333333333333,3583
7.916666666666667,3600
8,3618
8.083333333333334,3647
8.166666666666666,3675
8.25,3705
8.333333333333334,3718
8.416666666666666,3753
8.5,3765
8.583333333333334,3786
8.666666666666666,3815
8.833333333333334,3843
8.916666666666666,3865
9,3884
9.083333333333334,3906
9.166666666666666,3921
9.25,3943
9.333333333333334,3974
9.416666666666666,3984
9.5,4011
9.583333333333334,4026
9.666666666666666,4041
9.75,4057
9.833333333333334,4079
9.916666666666666,4093
10,4102
10.083333333333334,4132
10.166666666666666,4140
10.25,4172
10.333333333333334,4186
10.416666666666666,4203
10.5,4221
10.583333333333334,4225
10.666666666666666,4255
10.75,4278
10.833333333333334,4297
10.916666666666666,4311
11,4323
11.083333333333334,4348
11.166666666666666,4364
11.25,4383
11.333333333333334,4399
11.416666666666666,4406
11.5,4439
11.583333333333334,4452
11.666666666666666,4471
11.75,4479
11.833333333333334,4492
11.916666666666666,4508
12,4511
12.083333333333334,4530
12.166666666666666,4535
12.25,4543
12.333333333333334,4557
12.416666666666666,4578
12.5,4589
12.583333333333334,4605
12.666666666666666,4613
12.75,4631
12.833333333333334,4653
12.916666666666666,4662
13,4667
13.083333333333334,4687
13.166666666666666,4699
13.25,4721
13.333333333333334,4721
13.416666666666666,4749
13.5,4764
13.583333333333334,4780
13.666666666666666,4784
13.75,4794
13.833333333333334,4803
13.916666666666666,4821
14,4826
14.083333333333334,4837
14.166666666666666,4842
14.25,4847
14.333333333333334,4862
14.416666666666666,4867
14.5,4876
14.583333333333334,4891
14.666666666666666,4900
14.75,4918
14.833333333333334,4926
14.916666666666666,4927
15,4943
15.083333333333334,4940
15.166666666666666,4954
15.25,4966
15.333333333333334,4964
15.416666666666666,4979
15.5,4991
15.583333333333334,5003
15.666666666666666,5007
15.75,5028
15.833333333333334,5039
15.916666666666666,5048
16,5053
16.083333333333332,5063
16.166666666666668,5077
16.25,5075
16.333333333333332,5091
16.416666666666668,5103
16.5,5105
16.583333333333332,5113
16.666666666666668,5113
16.75,5129
16.833333333333332,5128
16.916666666666668,5141
17,5144
17.083333333333332,5154
17.166666666666668,5169
17.25,5173
17.333333333333332,5183
17.416666666666668,5196
17.5,5202
17.583333333333332,5205
17.666666666666668,5209
17.75,5219
17.833333333333332,5220
17.916666666666668,5235
18,5241
18.083333333333332,5258
18.166666666666668,5260
18.25,5266
18.333333333333332,5284
18.416666666666668,5291
18.5,5306
18.583333333333332,5311
18.666666666666668,5314
18.75,5315
18.833333333333332,5326
18.916666666666668,5328
19,5335
19.083333333333332,5350
19.166666666666668,5352
19.25,5362
19.333333333333332,5361
19.416666666666668,5366
19.5,5375
19.583333333333332,5377
19.666666666666668,5386
19.75,5388
19.833333333333332,5387
19.916666666666668,5399
20,5405
20.083333333333332,5414
20.166666666666668,5421
20.25,5415
20.333333333333332,5425
20.416666666666668,5429
20.5,5428
20.583333333333332,5434
20.666666666666668,5445
20.75,5443
20.833333333333332,5463
20.916666666666668,5463
21,5472
21.083333333333332,5483
21.166666666666668,5480
21.25,5481
21.333333333333332,5491
21.416666666666668,5494
21.5,5498
21.583333333333332,5505
21.666666666666668,5508
21.75,5518
21.833333333333332,5522
21.916666666666668,5518
22,5527
22.083333333333332,5529
22.166666666666668,5537
22.25,5550
22.333333333333332,5550
22.416666666666668,5565
22.5,5565
22.583333333333332,5575
22.666666666666668,5571
22.75,5574
22.833333333333332,5585
22.916666666666668,5585
23,5593
23.083333333333332,5591
23.166666666666668,5596
23.25,5600
23.333333333333332,5607
23.416666666666668,5609
23.5,5612
23.583333333333332,5615
23.666666666666668,5622
23.75,5632
23.833333333333332,5632
23.916666666666668,5638
24,5638
24.083333333333332,5639
24.166666666666668,5642
24.25,5647
24.333333333333332,5660
24.416666666666668,5667
24.5,5673
24.583333333333332,5680
24.666666666666668,5685
24.75,5690
24.833333333333332,5692
24.916666666666668,5694
25,5703
25.083333333333332,5701
25.166666666666668,5714
25.25,5711
25.333333333333332,5721
25.416666666666668,5722
25.5,5717
25.583333333333332,5727
25.666666666666668,5729
25.75,5734
25.833333333333332,5737
25.916666666666668,5744
26,5743
26.083333333333332,5745
26.166666666666668,5748
26.25,5751
26.333333333333332,5748
26.416666666666668,5756
26.5,5752
26.583333333333332,5764
26.666666666666668,5776
26.75,5771
26.833333333333332,5774
26.916666666666668,5783
27,5785
27.083333333333332,5781
27.166666666666668,5785
27.25,5790
27.333333333333332,5794
27.416666666666668,5797
27.5,5796
27.583333333333332,5798
27.666666666666668,5805
27.75,5804
27.833333333333332,5811
27.916666666666668,5814
28,5821
28.083333333333332,5823
28.166666666666668,5831
28.25,5839
28.333333333333332,5829
28.416666666666668,5840
28.5,5838
28.583333333333332,5846
28.666666666666668,5855
28.75,5845
28.833333333333332,5849
28.916666666666668,5858
29,5865
29.083333333333332,5874
29.166666666666668,5867
29.25,5882
29.333333333333332,5883
29.416666666666668,5885
29.5,5877
29.583333333333332,5899
29.666666666666668,5892
29.75,5895
29.833333333333332,5899
29.916666666666668,5900
30,5900
30.083333333333332,5904
30.166666666666668,5914
30.25,5917
30.333333333333332,5909
30.416666666666668,5921
30.5,5919
30.583333333333332,5918
30.666666666666668,5926
30.75,5918
30.833333333333332,5918
30.916666666666668,5920
31,5934
31.083333333333332,5926
31.166666666666668,5938
31.25,5942
31.333333333333332,5949
31.416666666666668,5950
31.5,5948
31.583333333333332,5951
31.666666666666668,5950
31.75,5955
31.833333333333332,5953
31.916666666666668,5959
32,5962
32.083333333333336,5959
32.166666666666664,5967
32.25,5967
32.333333333333336,5971
32.416666666666664,5974
32.5,5969
32.583333333333336,5974
32.666666666666664,5983
32.75,5993
32.833333333333336,5992
32.916666666666664,5994
33,5997
33.083333333333336,5990
33.166666666666664,5999
33.25,6004
33.333333333333336,6008
33.416666666666664,6009
33.5,6007
33.583333333333336,6010
33.666666666666664,6015
33.75,6009
33.833333333333336,6017
33.916666666666664,6010
34,6015
