"Hours since thread went live","Ragna Crimson - Episode 21 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,5
0.25,7
0.3333333333333333,11
0.4166666666666667,12
0.5,18
0.5833333333333334,24
0.6666666666666666,29
0.75,35
0.8333333333333334,42
0.9166666666666666,44
1,46
1.0833333333333333,50
1.1666666666666667,50
1.25,57
1.3333333333333333,59
1.4166666666666667,62
1.5,64
1.5833333333333333,66
1.6666666666666667,74
1.75,75
1.8333333333333333,79
1.9166666666666667,87
2,83
2.0833333333333335,81
2.1666666666666665,85
2.25,89
2.3333333333333335,98
2.4166666666666665,101
2.5,101
2.5833333333333335,104
2.6666666666666665,108
2.75,105
2.8333333333333335,108
2.9166666666666665,112
3,114
3.0833333333333335,113
3.1666666666666665,117
3.25,123
3.3333333333333335,124
3.4166666666666665,125
3.5,127
3.5833333333333335,129
3.6666666666666665,128
3.75,129
3.8333333333333335,131
3.9166666666666665,133
4,136
4.083333333333333,137
4.166666666666667,136
4.25,140
4.333333333333333,140
4.416666666666667,144
4.5,148
4.583333333333333,150
4.666666666666667,154
4.75,156
4.833333333333333,159
4.916666666666667,161
5,160
5.083333333333333,161
5.166666666666667,167
5.25,169
5.333333333333333,167
5.416666666666667,172
5.5,173
5.583333333333333,176
5.666666666666667,179
5.75,177
5.833333333333333,181
5.916666666666667,178
6,178
6.083333333333333,178
6.166666666666667,178
6.25,187
6.333333333333333,188
6.416666666666667,191
6.5,193
6.583333333333333,195
6.666666666666667,195
6.75,197
6.833333333333333,200
6.916666666666667,201
7,203
7.083333333333333,207
7.166666666666667,203
7.25,206
7.333333333333333,205
7.416666666666667,206
7.5,211
7.583333333333333,211
7.666666666666667,212
7.75,223
7.833333333333333,218
7.916666666666667,220
8,221
8.083333333333334,219
8.166666666666666,229
8.25,224
8.333333333333334,227
8.416666666666666,228
8.5,233
8.583333333333334,227
8.666666666666666,232
8.75,228
8.833333333333334,235
8.916666666666666,235
9,237
9.083333333333334,239
9.166666666666666,245
9.25,242
9.333333333333334,240
9.416666666666666,244
9.5,247
9.583333333333334,247
9.666666666666666,246
9.75,248
9.833333333333334,251
9.916666666666666,251
10,252
10.083333333333334,252
10.166666666666666,251
10.25,251
10.333333333333334,256
10.416666666666666,256
10.5,254
10.583333333333334,253
10.666666666666666,260
10.75,258
10.833333333333334,259
10.916666666666666,257
11,258
11.083333333333334,262
11.166666666666666,264
11.25,267
11.333333333333334,265
11.416666666666666,270
11.5,270
11.583333333333334,269
11.666666666666666,274
11.75,274
11.833333333333334,275
11.916666666666666,276
12,277
12.083333333333334,279
12.166666666666666,279
12.25,282
12.333333333333334,284
12.416666666666666,283
12.5,288
12.583333333333334,282
12.666666666666666,283
12.75,290
12.833333333333334,290
12.916666666666666,286
13,287
13.083333333333334,289
13.166666666666666,291
13.25,292
13.333333333333334,295
13.416666666666666,289
13.5,293
13.583333333333334,291
13.666666666666666,293
13.75,298
13.833333333333334,298
13.916666666666666,295
14,297
14.083333333333334,298
14.166666666666666,301
14.25,297
14.333333333333334,295
14.416666666666666,297
14.5,298
14.583333333333334,299
14.666666666666666,302
14.75,300
14.833333333333334,298
14.916666666666666,300
15,301
15.083333333333334,301
15.166666666666666,300
15.25,300
15.333333333333334,300
15.416666666666666,301
15.5,297
15.583333333333334,300
15.666666666666666,303
15.75,302
15.833333333333334,301
15.916666666666666,309
16,307
16.083333333333332,304
16.166666666666668,307
16.25,307
16.333333333333332,306
16.416666666666668,308
16.5,303
16.583333333333332,308
16.666666666666668,307
16.75,311
16.833333333333332,307
16.916666666666668,309
17,306
17.083333333333332,308
17.166666666666668,310
17.25,309
17.333333333333332,313
17.416666666666668,309
17.5,311
17.583333333333332,314
17.666666666666668,314
17.75,315
17.833333333333332,317
17.916666666666668,316
18,314
18.083333333333332,316
18.166666666666668,313
18.25,320
18.333333333333332,320
18.416666666666668,316
18.5,321
18.583333333333332,319
18.666666666666668,318
18.75,314
18.833333333333332,320
18.916666666666668,319
19,323
19.083333333333332,316
19.166666666666668,320
19.25,320
19.333333333333332,325
19.416666666666668,322
19.5,318
19.583333333333332,329
19.666666666666668,321
19.75,320
19.833333333333332,327
19.916666666666668,328
20,327
20.083333333333332,322
20.166666666666668,323
20.25,323
20.333333333333332,325
20.416666666666668,333
20.5,332
20.583333333333332,331
20.666666666666668,331
20.75,321
20.833333333333332,328
20.916666666666668,331
21,334
21.083333333333332,332
21.166666666666668,334
21.25,330
21.333333333333332,327
21.416666666666668,333
21.5,328
21.583333333333332,329
21.666666666666668,332
21.75,327
21.833333333333332,328
21.916666666666668,332
22,332
22.083333333333332,334
22.166666666666668,337
22.25,335
22.333333333333332,333
22.416666666666668,333
22.5,336
22.583333333333332,344
22.666666666666668,335
22.75,342
22.833333333333332,343
22.916666666666668,339
23,343
23.083333333333332,343
23.166666666666668,342
23.25,336
23.333333333333332,344
23.416666666666668,339
23.5,342
23.583333333333332,343
23.666666666666668,343
23.75,344
23.833333333333332,347
23.916666666666668,350
24,343
24.083333333333332,345
24.166666666666668,344
24.25,348
24.333333333333332,345
24.416666666666668,343
24.5,350
24.583333333333332,344
24.666666666666668,345
24.75,353
24.833333333333332,341
24.916666666666668,351
25,348
25.083333333333332,348
25.166666666666668,353
25.25,349
25.333333333333332,350
25.416666666666668,350
25.5,345
25.583333333333332,354
25.666666666666668,350
25.75,354
25.833333333333332,350
25.916666666666668,352
26,353
26.083333333333332,356
26.166666666666668,350
26.25,351
26.333333333333332,357
26.416666666666668,355
26.5,357
26.583333333333332,353
26.666666666666668,357
26.75,359
26.833333333333332,349
26.916666666666668,355
27,354
27.083333333333332,358
27.166666666666668,351
27.25,353
27.333333333333332,356
27.416666666666668,349
27.5,347
27.583333333333332,354
27.666666666666668,354
27.75,353
27.833333333333332,359
27.916666666666668,353
28,352
28.083333333333332,357
28.166666666666668,359
28.25,354
28.333333333333332,356
28.416666666666668,358
28.5,354
28.583333333333332,348
28.666666666666668,349
28.75,360
28.833333333333332,356
28.916666666666668,352
29,360
29.083333333333332,357
29.166666666666668,351
29.25,348
29.333333333333332,355
29.416666666666668,356
29.5,361
29.583333333333332,355
29.666666666666668,356
29.75,359
29.833333333333332,357
29.916666666666668,354
30,356
30.083333333333332,355
30.166666666666668,358
30.25,357
30.333333333333332,359
30.416666666666668,354
30.5,354
30.583333333333332,356
30.666666666666668,358
30.75,354
30.833333333333332,358
30.916666666666668,361
31,360
31.083333333333332,363
31.166666666666668,364
31.25,360
31.333333333333332,359
31.416666666666668,360
31.5,358
31.583333333333332,355
31.666666666666668,361
31.75,357
31.833333333333332,362
31.916666666666668,363
32,364
32.083333333333336,359
32.166666666666664,360
32.25,361
32.333333333333336,355
32.416666666666664,367
32.5,361
32.583333333333336,357
32.666666666666664,361
32.75,364
32.833333333333336,362
32.916666666666664,359
33,363
33.083333333333336,366
33.166666666666664,367
33.25,364
33.333333333333336,366
33.416666666666664,369
33.5,367
33.583333333333336,364
33.666666666666664,365
33.75,371
33.833333333333336,365
33.916666666666664,369
34,370
34.083333333333336,363
34.166666666666664,370
34.25,371
34.333333333333336,365
34.416666666666664,373
34.5,368
34.583333333333336,369
34.666666666666664,368
34.75,369
34.833333333333336,366
34.916666666666664,366
35,362
35.083333333333336,372
35.166666666666664,371
35.25,371
35.333333333333336,369
35.416666666666664,372
35.5,364
35.583333333333336,363
35.666666666666664,370
35.75,374
35.833333333333336,368
35.916666666666664,369
36,368
36.083333333333336,368
36.166666666666664,365
36.25,373
36.333333333333336,374
36.416666666666664,374
36.5,371
36.583333333333336,373
36.666666666666664,375
36.75,371
36.833333333333336,375
36.916666666666664,371
37,373
37.083333333333336,370
37.166666666666664,372
37.25,369
37.333333333333336,372
37.416666666666664,376
37.5,379
37.583333333333336,372
37.666666666666664,372
37.75,370
37.833333333333336,372
37.916666666666664,368
38,371
38.083333333333336,377
38.166666666666664,379
38.25,374
38.333333333333336,372
38.416666666666664,375
38.5,370
38.583333333333336,369
38.666666666666664,377
38.75,372
38.833333333333336,371
38.916666666666664,367
39,369
39.083333333333336,372
