"Hours since thread went live","Ragna Crimson - Episode 21 discussion"
39.166666666666664,371
39.25,371
39.333333333333336,371
39.416666666666664,375
39.5,376
39.583333333333336,373
39.666666666666664,374
39.75,376
39.833333333333336,367
39.916666666666664,371
40,375
40.083333333333336,376
40.166666666666664,372
40.25,379
40.333333333333336,378
40.416666666666664,374
40.5,373
40.583333333333336,373
40.666666666666664,379
40.75,370
40.833333333333336,374
40.916666666666664,372
41,377
41.083333333333336,376
41.166666666666664,381
41.25,370
41.333333333333336,377
41.416666666666664,374
41.5,374
41.583333333333336,376
41.666666666666664,379
41.75,375
41.833333333333336,375
41.916666666666664,375
42,376
42.083333333333336,375
42.166666666666664,372
42.25,376
42.333333333333336,374
42.416666666666664,374
42.5,375
42.583333333333336,376
42.666666666666664,375
42.75,374
42.833333333333336,374
42.916666666666664,376
43,374
43.083333333333336,370
43.166666666666664,372
43.25,374
43.333333333333336,379
43.416666666666664,381
43.5,378
43.583333333333336,373
43.666666666666664,373
43.75,375
43.833333333333336,371
43.916666666666664,376
44,376
44.083333333333336,379
44.166666666666664,375
44.25,375
44.333333333333336,376
44.416666666666664,372
44.5,373
44.583333333333336,374
44.666666666666664,380
44.75,377
44.833333333333336,378
44.916666666666664,374
45,371
45.083333333333336,372
45.166666666666664,378
45.25,379
45.333333333333336,376
45.416666666666664,381
45.5,373
45.583333333333336,373
45.666666666666664,374
45.75,373
45.833333333333336,377
45.916666666666664,375
46,375
46.083333333333336,375
46.166666666666664,376
46.25,376
46.333333333333336,377
46.416666666666664,376
46.5,380
46.583333333333336,381
46.666666666666664,375
46.75,381
46.833333333333336,375
46.916666666666664,381
47,379
47.083333333333336,380
47.166666666666664,379
47.25,381
47.333333333333336,378
47.416666666666664,380
47.5,376
47.583333333333336,378
47.666666666666664,382
47.75,380
47.833333333333336,380
47.916666666666664,383
