"Hours since thread went live","High Card Season 2 - Episode 21 discussion"
39.166666666666664,76
39.25,76
39.333333333333336,76
39.416666666666664,75
39.5,74
39.583333333333336,71
39.666666666666664,75
39.75,76
39.833333333333336,72
39.916666666666664,74
40,77
40.083333333333336,76
40.166666666666664,72
40.25,77
40.333333333333336,74
40.416666666666664,75
40.5,71
40.583333333333336,70
40.666666666666664,70
40.75,75
40.833333333333336,72
40.916666666666664,74
41,76
41.083333333333336,77
41.166666666666664,77
41.25,74
41.333333333333336,75
41.416666666666664,76
41.5,70
41.583333333333336,76
41.666666666666664,72
41.75,72
41.833333333333336,78
41.916666666666664,72
42,71
42.083333333333336,71
42.166666666666664,75
42.25,71
42.333333333333336,74
42.416666666666664,75
42.5,76
42.583333333333336,76
42.666666666666664,75
42.75,75
42.833333333333336,74
42.916666666666664,72
43,75
43.083333333333336,73
43.166666666666664,71
43.25,76
43.333333333333336,72
43.416666666666664,76
43.5,72
43.583333333333336,70
43.666666666666664,72
43.75,73
43.833333333333336,73
43.916666666666664,78
44,75
44.083333333333336,73
44.166666666666664,74
44.25,75
44.333333333333336,74
44.416666666666664,73
44.5,71
44.583333333333336,75
44.666666666666664,74
44.75,75
44.833333333333336,76
44.916666666666664,74
45,74
45.083333333333336,74
45.166666666666664,74
45.25,72
45.333333333333336,73
45.416666666666664,72
45.5,75
45.583333333333336,74
45.666666666666664,76
45.75,75
45.833333333333336,70
45.916666666666664,75
46,72
46.083333333333336,72
46.166666666666664,72
46.25,71
46.333333333333336,77
46.416666666666664,74
46.5,74
46.583333333333336,73
46.666666666666664,75
46.75,73
46.833333333333336,78
46.916666666666664,74
47,73
47.083333333333336,78
47.166666666666664,73
47.25,71
47.333333333333336,74
47.416666666666664,76
47.5,77
47.583333333333336,77
47.666666666666664,72
47.75,76
47.833333333333336,71
47.916666666666664,75
