"Hours since thread went live","One Piece - Episode 1105 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,0
0.25,0
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,2
0.75,2
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,2
1.1666666666666667,3
1.25,5
1.3333333333333333,5
1.4166666666666667,5
1.5,4
1.5833333333333333,7
1.6666666666666667,6
1.75,6
1.8333333333333333,8
1.9166666666666667,8
2,8
2.0833333333333335,10
2.1666666666666665,9
2.25,9
2.3333333333333335,8
2.4166666666666665,8
2.5,10
2.5833333333333335,11
2.6666666666666665,12
2.75,12
2.8333333333333335,11
2.9166666666666665,11
3,12
3.0833333333333335,13
3.1666666666666665,16
3.25,16
3.3333333333333335,18
3.4166666666666665,19
3.5,19
3.5833333333333335,19
3.6666666666666665,21
3.75,20
3.8333333333333335,19
3.9166666666666665,20
4,21
4.083333333333333,20
4.166666666666667,21
4.25,23
4.333333333333333,22
4.416666666666667,22
4.5,22
4.583333333333333,22
4.666666666666667,22
4.75,22
4.833333333333333,24
4.916666666666667,24
5,24
5.083333333333333,27
5.166666666666667,29
5.25,27
5.333333333333333,28
5.416666666666667,28
5.5,30
5.583333333333333,30
5.666666666666667,33
5.75,36
5.833333333333333,40
5.916666666666667,38
6,38
6.083333333333333,40
6.166666666666667,36
6.25,37
6.333333333333333,37
6.416666666666667,39
6.5,41
6.583333333333333,44
6.666666666666667,44
6.75,43
6.833333333333333,39
6.916666666666667,40
7,42
7.083333333333333,40
7.166666666666667,43
7.25,43
7.333333333333333,40
7.416666666666667,43
7.5,48
7.583333333333333,43
7.666666666666667,45
7.75,44
7.833333333333333,46
7.916666666666667,44
8,47
8.083333333333334,47
8.166666666666666,52
8.25,48
8.333333333333334,49
8.416666666666666,48
8.5,50
8.583333333333334,48
8.666666666666666,54
8.75,50
8.833333333333334,53
8.916666666666666,51
9,55
9.083333333333334,54
9.166666666666666,53
9.25,57
9.333333333333334,55
9.416666666666666,56
9.5,56
9.583333333333334,55
9.666666666666666,56
9.75,57
9.833333333333334,56
9.916666666666666,56
10,57
10.083333333333334,61
10.166666666666666,59
10.25,61
10.333333333333334,58
10.416666666666666,60
10.5,63
10.583333333333334,58
10.666666666666666,58
10.75,59
10.833333333333334,60
10.916666666666666,60
11,60
11.083333333333334,62
11.166666666666666,63
11.25,63
11.333333333333334,58
11.416666666666666,60
11.5,64
11.583333333333334,64
11.666666666666666,63
11.75,67
11.833333333333334,67
11.916666666666666,66
12,66
12.083333333333334,63
12.166666666666666,66
12.25,66
12.333333333333334,66
12.416666666666666,70
12.5,67
12.583333333333334,68
12.666666666666666,72
12.75,68
12.833333333333334,71
12.916666666666666,72
13,74
13.083333333333334,72
13.166666666666666,72
13.25,72
13.333333333333334,72
13.416666666666666,72
13.5,71
13.583333333333334,73
13.666666666666666,73
13.75,71
13.833333333333334,72
13.916666666666666,72
14,68
14.083333333333334,71
14.166666666666666,72
14.25,73
14.333333333333334,74
14.416666666666666,73
14.5,75
14.583333333333334,73
14.666666666666666,74
14.75,72
14.833333333333334,72
14.916666666666666,73
15,72
15.083333333333334,77
15.166666666666666,74
15.25,73
15.333333333333334,73
15.416666666666666,73
15.5,76
15.583333333333334,77
15.666666666666666,78
15.75,77
15.833333333333334,80
15.916666666666666,78
16,76
16.083333333333332,80
16.166666666666668,76
16.25,76
16.333333333333332,75
16.416666666666668,79
16.5,79
16.583333333333332,77
16.666666666666668,79
16.75,77
16.833333333333332,80
16.916666666666668,80
17,80
17.083333333333332,81
17.166666666666668,82
17.25,82
17.333333333333332,81
17.416666666666668,83
17.5,83
17.583333333333332,82
17.666666666666668,86
17.75,82
17.833333333333332,85
17.916666666666668,82
18,88
18.083333333333332,86
18.166666666666668,84
18.25,85
18.333333333333332,90
18.416666666666668,88
18.5,86
18.583333333333332,89
18.666666666666668,89
18.75,87
18.833333333333332,85
18.916666666666668,85
19,85
19.083333333333332,87
19.166666666666668,83
19.25,85
19.333333333333332,84
19.416666666666668,93
19.5,86
19.583333333333332,93
19.666666666666668,89
19.75,87
19.833333333333332,91
19.916666666666668,90
20,86
20.083333333333332,88
20.166666666666668,90
20.25,87
20.333333333333332,93
20.416666666666668,87
20.5,90
20.583333333333332,93
20.666666666666668,91
20.75,89
20.833333333333332,93
20.916666666666668,95
21,91
21.083333333333332,93
21.166666666666668,91
21.25,94
21.333333333333332,93
21.416666666666668,90
21.5,93
21.583333333333332,97
21.666666666666668,93
21.75,93
21.833333333333332,96
21.916666666666668,94
22,96
22.083333333333332,97
22.166666666666668,93
22.25,93
22.333333333333332,95
22.416666666666668,94
22.5,94
22.583333333333332,94
22.666666666666668,92
22.75,93
22.833333333333332,92
22.916666666666668,92
23,95
23.083333333333332,91
23.166666666666668,92
23.25,95
23.333333333333332,94
23.416666666666668,95
23.5,96
23.583333333333332,98
23.666666666666668,92
23.75,91
23.833333333333332,93
23.916666666666668,95
24,93
24.083333333333332,92
24.166666666666668,91
24.25,98
24.333333333333332,96
24.416666666666668,95
24.5,95
24.583333333333332,94
24.666666666666668,98
24.75,92
24.833333333333332,92
24.916666666666668,93
25,96
25.083333333333332,95
25.166666666666668,95
25.25,94
25.333333333333332,95
25.416666666666668,93
25.5,98
25.583333333333332,95
25.666666666666668,92
25.75,99
25.833333333333332,92
25.916666666666668,95
26,95
26.083333333333332,93
26.166666666666668,94
26.25,94
26.333333333333332,98
26.416666666666668,96
26.5,95
26.583333333333332,96
26.666666666666668,93
26.75,92
26.833333333333332,96
26.916666666666668,97
27,93
27.083333333333332,93
27.166666666666668,93
27.25,95
27.333333333333332,92
27.416666666666668,96
27.5,95
27.583333333333332,92
27.666666666666668,91
27.75,95
27.833333333333332,93
27.916666666666668,95
28,95
28.083333333333332,97
28.166666666666668,93
28.25,92
28.333333333333332,96
28.416666666666668,94
28.5,91
28.583333333333332,99
28.666666666666668,95
28.75,96
28.833333333333332,93
28.916666666666668,97
29,94
29.083333333333332,92
29.166666666666668,98
29.25,96
29.333333333333332,98
29.416666666666668,94
29.5,94
29.583333333333332,99
29.666666666666668,95
29.75,92
29.833333333333332,98
29.916666666666668,96
30,93
30.083333333333332,95
30.166666666666668,98
30.25,95
30.333333333333332,92
30.416666666666668,91
30.5,94
30.583333333333332,97
30.666666666666668,92
30.75,94
30.833333333333332,97
30.916666666666668,99
31,97
31.083333333333332,94
31.166666666666668,92
31.25,96
31.333333333333332,94
31.416666666666668,96
31.5,94
31.583333333333332,92
31.666666666666668,92
31.75,94
31.833333333333332,95
31.916666666666668,96
32,99
32.083333333333336,96
32.166666666666664,95
32.25,91
32.333333333333336,92
32.416666666666664,95
32.5,96
32.583333333333336,96
32.666666666666664,94
32.75,95
32.833333333333336,95
32.916666666666664,93
33,95
33.083333333333336,95
33.166666666666664,92
33.25,97
33.333333333333336,95
33.416666666666664,95
33.5,97
33.583333333333336,96
33.666666666666664,100
33.75,96
33.833333333333336,95
33.916666666666664,99
34,96
34.083333333333336,99
34.166666666666664,101
34.25,97
34.333333333333336,94
34.416666666666664,95
34.5,94
34.583333333333336,99
34.666666666666664,98
34.75,99
34.833333333333336,98
34.916666666666664,96
35,97
35.083333333333336,100
35.166666666666664,99
35.25,97
35.333333333333336,97
35.416666666666664,93
35.5,101
35.583333333333336,95
