"Hours since thread went live","The Fable - Episode 5 discussion"
0,1
0,2
0.08333333333333333,4
0.16666666666666666,4
0.25,4
0.3333333333333333,6
0.4166666666666667,9
0.5,10
0.5833333333333334,12
0.6666666666666666,14
0.75,15
0.8333333333333334,20
0.9166666666666666,25
1,28
1.0833333333333333,30
1.1666666666666667,32
1.25,32
1.3333333333333333,32
1.4166666666666667,33
1.5,37
1.5833333333333333,37
1.6666666666666667,40
1.75,40
1.8333333333333333,45
1.9166666666666667,43
2,46
2.0833333333333335,50
2.1666666666666665,54
2.25,55
2.3333333333333335,53
2.4166666666666665,56
2.5,58
2.5833333333333335,57
2.6666666666666665,56
2.75,59
2.8333333333333335,58
2.9166666666666665,63
3,65
3.0833333333333335,65
3.1666666666666665,70
3.25,69
3.3333333333333335,70
3.4166666666666665,71
3.5,73
3.5833333333333335,74
3.6666666666666665,70
3.75,72
3.8333333333333335,75
3.9166666666666665,77
4,81
4.083333333333333,82
4.166666666666667,83
4.25,89
4.333333333333333,91
4.416666666666667,89
4.5,91
4.583333333333333,93
4.666666666666667,96
4.75,95
4.833333333333333,97
4.916666666666667,97
5,94
5.083333333333333,93
5.166666666666667,100
5.25,96
5.333333333333333,102
5.416666666666667,105
5.5,108
5.583333333333333,106
5.666666666666667,107
5.75,106
5.833333333333333,108
5.916666666666667,110
6,112
6.083333333333333,108
6.166666666666667,109
6.25,114
6.333333333333333,117
6.416666666666667,115
6.5,121
6.583333333333333,120
6.666666666666667,119
6.75,121
6.833333333333333,121
6.916666666666667,126
7,122
7.083333333333333,123
7.166666666666667,124
7.25,125
7.333333333333333,130
7.416666666666667,126
7.5,129
7.583333333333333,131
7.666666666666667,129
7.75,131
7.833333333333333,128
7.916666666666667,131
8,132
8.083333333333334,130
8.166666666666666,131
8.25,134
8.333333333333334,135
8.416666666666666,134
8.5,131
8.583333333333334,131
8.666666666666666,135
8.75,140
8.833333333333334,144
8.916666666666666,145
9,139
9.083333333333334,142
9.166666666666666,140
9.25,142
9.333333333333334,144
9.416666666666666,144
9.5,146
9.583333333333334,145
9.666666666666666,146
9.75,150
9.833333333333334,150
9.916666666666666,150
10,147
10.083333333333334,149
10.166666666666666,153
10.25,152
10.333333333333334,155
10.416666666666666,154
10.5,155
10.583333333333334,156
10.666666666666666,157
10.75,156
10.833333333333334,161
10.916666666666666,158
11,163
11.083333333333334,164
11.166666666666666,157
11.25,162
11.333333333333334,163
11.416666666666666,158
11.5,161
11.583333333333334,162
11.666666666666666,162
11.75,165
11.833333333333334,161
11.916666666666666,162
12,165
12.083333333333334,168
12.166666666666666,165
12.25,167
12.333333333333334,164
12.416666666666666,163
12.5,164
12.583333333333334,165
12.666666666666666,163
12.75,169
12.833333333333334,166
12.916666666666666,171
13,169
13.083333333333334,168
13.166666666666666,166
13.25,168
13.333333333333334,171
13.416666666666666,168
13.5,173
13.583333333333334,173
13.666666666666666,176
13.75,173
13.833333333333334,173
13.916666666666666,175
14,175
14.083333333333334,174
14.166666666666666,173
14.25,173
14.333333333333334,180
14.416666666666666,180
14.5,178
14.583333333333334,180
14.666666666666666,178
14.75,179
14.833333333333334,176
14.916666666666666,178
15,184
15.083333333333334,181
15.166666666666666,180
15.25,182
15.333333333333334,182
15.416666666666666,185
15.5,183
15.583333333333334,183
15.666666666666666,185
15.75,189
15.833333333333334,188
15.916666666666666,189
16,188
16.083333333333332,190
16.166666666666668,192
16.25,189
16.333333333333332,190
16.416666666666668,190
16.5,193
16.583333333333332,189
16.666666666666668,193
16.75,191
16.833333333333332,191
16.916666666666668,192
17,195
17.083333333333332,197
17.166666666666668,191
17.25,196
17.333333333333332,194
17.416666666666668,193
17.5,195
17.583333333333332,195
17.666666666666668,191
17.75,196
17.833333333333332,194
17.916666666666668,196
18,201
18.083333333333332,200
18.166666666666668,203
18.25,198
18.333333333333332,200
18.416666666666668,200
18.5,201
18.583333333333332,204
18.666666666666668,202
18.75,206
18.833333333333332,206
18.916666666666668,200
19,202
19.083333333333332,202
19.166666666666668,204
19.25,203
19.333333333333332,207
19.416666666666668,208
19.5,208
19.583333333333332,209
19.666666666666668,207
19.75,208
19.833333333333332,207
19.916666666666668,206
20,205
20.083333333333332,211
20.166666666666668,213
20.25,212
20.333333333333332,209
20.416666666666668,212
20.5,212
20.583333333333332,213
20.666666666666668,215
20.75,214
20.833333333333332,214
20.916666666666668,217
21,212
21.083333333333332,210
21.166666666666668,216
21.25,212
21.333333333333332,216
21.416666666666668,213
21.5,217
21.583333333333332,213
21.666666666666668,215
21.75,213
21.833333333333332,211
21.916666666666668,213
22,212
22.083333333333332,213
22.166666666666668,213
22.25,214
22.333333333333332,211
22.416666666666668,212
22.5,216
22.583333333333332,216
22.666666666666668,216
22.75,215
22.833333333333332,219
22.916666666666668,220
23,217
23.083333333333332,215
23.166666666666668,219
23.25,219
23.333333333333332,216
23.416666666666668,220
23.5,216
23.583333333333332,217
23.666666666666668,218
23.75,220
23.833333333333332,219
23.916666666666668,216
24,219
24.083333333333332,218
24.166666666666668,218
24.25,220
24.333333333333332,221
24.416666666666668,221
24.5,220
24.583333333333332,219
24.666666666666668,219
24.75,219
24.833333333333332,219
24.916666666666668,218
25,222
25.083333333333332,220
25.166666666666668,221
25.25,220
25.333333333333332,221
25.416666666666668,225
25.5,224
25.583333333333332,223
25.666666666666668,225
25.75,222
25.833333333333332,223
25.916666666666668,220
26,226
26.083333333333332,223
26.166666666666668,223
26.25,222
26.333333333333332,221
26.416666666666668,224
26.5,220
26.583333333333332,225
26.666666666666668,224
26.75,225
26.833333333333332,221
26.916666666666668,225
27,220
27.083333333333332,219
27.166666666666668,222
27.25,221
27.333333333333332,223
27.416666666666668,220
27.5,226
27.583333333333332,222
27.666666666666668,227
27.75,226
27.833333333333332,222
27.916666666666668,222
28,224
28.083333333333332,226
28.166666666666668,223
28.25,227
28.333333333333332,229
28.416666666666668,227
28.5,225
28.583333333333332,225
28.666666666666668,225
28.75,226
28.833333333333332,225
28.916666666666668,226
29,225
29.083333333333332,225
29.166666666666668,224
29.25,227
29.333333333333332,225
29.416666666666668,227
29.5,222
29.583333333333332,224
29.666666666666668,224
29.75,228
29.833333333333332,225
29.916666666666668,226
30,226
30.083333333333332,226
30.166666666666668,224
30.25,223
30.333333333333332,227
30.416666666666668,223
30.5,226
30.583333333333332,226
30.666666666666668,223
30.75,222
30.833333333333332,226
30.916666666666668,226
31,227
31.083333333333332,226
31.166666666666668,230
31.25,225
31.333333333333332,226
31.416666666666668,224
31.5,224
31.583333333333332,229
31.666666666666668,224
31.75,225
31.833333333333332,226
31.916666666666668,225
32,227
32.083333333333336,223
32.166666666666664,226
32.25,228
32.333333333333336,230
32.416666666666664,226
32.5,224
32.583333333333336,223
32.666666666666664,226
32.75,227
32.833333333333336,228
32.916666666666664,225
33,228
33.083333333333336,231
33.166666666666664,227
33.25,225
33.333333333333336,230
33.416666666666664,226
33.5,229
33.583333333333336,229
33.666666666666664,229
