"Hours since thread went live","Kaguya-sama wa Kokurasetai: Ultra Romantic - Episode 5 discussion"
18.916666666666668,8698
19,8720
19.083333333333332,8730
19.166666666666668,8736
19.25,8750
19.333333333333332,8756
19.416666666666668,8759
19.5,8778
19.583333333333332,8776
19.666666666666668,8787
19.75,8800
19.833333333333332,8814
19.916666666666668,8831
20,8837
20.083333333333332,8845
20.166666666666668,8852
20.25,8869
20.333333333333332,8881
20.416666666666668,8887
20.5,8908
20.583333333333332,8911
20.666666666666668,8920
20.75,8926
20.833333333333332,8944
20.916666666666668,8944
21,8961
21.083333333333332,8981
21.166666666666668,8997
21.25,9012
21.333333333333332,9027
21.416666666666668,9034
21.5,9039
21.583333333333332,9068
21.666666666666668,9075
21.75,9086
21.833333333333332,9106
21.916666666666668,9121
22,9132
22.083333333333332,9144
22.166666666666668,9155
22.25,9174
22.333333333333332,9184
22.416666666666668,9192
22.5,9206
22.583333333333332,9224
22.666666666666668,9236
22.75,9252
22.833333333333332,9256
22.916666666666668,9273
23,9289
23.083333333333332,9290
23.166666666666668,9315
23.25,9323
23.333333333333332,9340
23.416666666666668,9343
23.5,9358
23.583333333333332,9378
23.666666666666668,9387
23.75,9401
23.833333333333332,9392
23.916666666666668,9396
24,9411
24.083333333333332,9414
24.166666666666668,9419
24.25,9442
24.333333333333332,9455
24.416666666666668,9465
24.5,9482
24.583333333333332,9485
24.666666666666668,9490
24.75,9494
24.833333333333332,9502
24.916666666666668,9525
25,9528
25.083333333333332,9541
25.166666666666668,9560
25.25,9565
25.333333333333332,9573
25.416666666666668,9584
25.5,9588
25.583333333333332,9595
25.666666666666668,9601
25.75,9611
25.833333333333332,9629
25.916666666666668,9626
26,9630
26.083333333333332,9638
26.166666666666668,9648
26.25,9655
26.333333333333332,9670
26.416666666666668,9676
26.5,9692
26.583333333333332,9696
26.666666666666668,9706
26.75,9721
26.833333333333332,9727
26.916666666666668,9734
27,9748
27.083333333333332,9744
27.166666666666668,9750
27.25,9770
27.333333333333332,9766
27.416666666666668,9778
27.5,9773
27.583333333333332,9780
27.666666666666668,9790
27.75,9792
27.833333333333332,9800
27.916666666666668,9807
28,9811
28.083333333333332,9814
28.166666666666668,9821
28.25,9827
28.333333333333332,9834
28.416666666666668,9842
28.5,9849
28.583333333333332,9849
28.666666666666668,9863
28.75,9867
28.833333333333332,9871
28.916666666666668,9877
29,9885
29.083333333333332,9889
29.166666666666668,9902
29.25,9915
29.333333333333332,9927
29.416666666666668,9930
29.5,9932
29.583333333333332,9947
29.666666666666668,9941
29.75,9953
29.833333333333332,9953
29.916666666666668,9961
30,9974
30.083333333333332,9975
30.166666666666668,9982
30.25,9987
30.333333333333332,9997
30.416666666666668,9996
30.5,10004
30.583333333333332,10004
30.666666666666668,10009
30.75,10012
30.833333333333332,10018
30.916666666666668,10032
31,10027
31.083333333333332,10035
31.166666666666668,10042
31.25,10048
31.333333333333332,10057
31.416666666666668,10060
31.5,10066
31.583333333333332,10075
31.666666666666668,10075
31.75,10084
31.833333333333332,10087
31.916666666666668,10093
32,10092
32.083333333333336,10096
32.166666666666664,10095
32.25,10109
32.333333333333336,10115
32.416666666666664,10121
32.5,10135
32.583333333333336,10143
32.666666666666664,10138
32.75,10144
32.833333333333336,10148
32.916666666666664,10149
33,10150
33.083333333333336,10158
33.166666666666664,10165
33.25,10164
33.333333333333336,10164
33.416666666666664,10181
33.5,10184
33.583333333333336,10185
33.666666666666664,10186
33.75,10197
33.833333333333336,10195
33.916666666666664,10205
34,10199
34.083333333333336,10212
34.166666666666664,10212
34.25,10224
34.333333333333336,10222
34.416666666666664,10227
34.5,10226
34.583333333333336,10231
34.666666666666664,10232
34.75,10245
34.833333333333336,10238
34.916666666666664,10240
35,10244
35.083333333333336,10251
35.166666666666664,10249
35.25,10260
35.333333333333336,10262
35.416666666666664,10267
35.5,10265
35.583333333333336,10266
35.666666666666664,10274
35.75,10277
35.833333333333336,10280
35.916666666666664,10282
36,10282
36.083333333333336,10296
36.166666666666664,10298
36.25,10307
36.333333333333336,10301
36.416666666666664,10315
36.5,10310
36.583333333333336,10318
36.666666666666664,10323
36.75,10318
36.833333333333336,10331
36.916666666666664,10340
37,10335
37.083333333333336,10337
37.166666666666664,10339
37.25,10340
37.333333333333336,10352
37.416666666666664,10347
37.5,10347
37.583333333333336,10360
37.666666666666664,10361
37.75,10357
37.833333333333336,10367
37.916666666666664,10367
38,10378
38.083333333333336,10378
38.166666666666664,10393
38.25,10394
38.333333333333336,10389
38.416666666666664,10394
38.5,10395
38.583333333333336,10408
38.666666666666664,10406
38.75,10410
38.833333333333336,10416
38.916666666666664,10415
39,10419
39.083333333333336,10419
39.166666666666664,10429
39.25,10428
39.333333333333336,10423
39.416666666666664,10431
39.5,10431
39.583333333333336,10438
39.666666666666664,10436
39.75,10440
39.833333333333336,10442
39.916666666666664,10447
40,10453
40.083333333333336,10463
40.166666666666664,10462
40.25,10462
40.333333333333336,10461
40.416666666666664,10460
40.5,10466
40.583333333333336,10471
40.666666666666664,10472
40.75,10481
40.833333333333336,10483
40.916666666666664,10482
41,10483
41.083333333333336,10480
41.166666666666664,10486
41.25,10489
41.333333333333336,10499
41.416666666666664,10489
41.5,10490
41.583333333333336,10492
41.666666666666664,10494
41.75,10500
41.833333333333336,10504
41.916666666666664,10512
42,10508
42.083333333333336,10510
42.166666666666664,10516
42.25,10527
42.333333333333336,10529
42.416666666666664,10530
42.5,10536
42.583333333333336,10534
42.666666666666664,10536
42.75,10537
42.833333333333336,10545
42.916666666666664,10544
43,10538
43.083333333333336,10539
43.166666666666664,10545
43.25,10540
43.333333333333336,10548
43.416666666666664,10546
43.5,10549
43.583333333333336,10549
43.666666666666664,10551
43.75,10550
43.833333333333336,10550
43.916666666666664,10555
44,10555
44.083333333333336,10562
44.166666666666664,10562
44.25,10570
44.333333333333336,10563
44.416666666666664,10567
44.5,10566
44.583333333333336,10575
44.666666666666664,10574
44.75,10580
44.833333333333336,10583
44.916666666666664,10586
45,10592
45.083333333333336,10598
45.166666666666664,10595
45.25,10594
45.333333333333336,10604
45.416666666666664,10603
45.5,10601
45.583333333333336,10601
45.666666666666664,10609
45.75,10608
45.833333333333336,10615
45.916666666666664,10611
46,10617
46.083333333333336,10621
46.166666666666664,10621
46.25,10632
46.333333333333336,10630
46.416666666666664,10635
46.5,10640
46.583333333333336,10634
46.666666666666664,10644
46.75,10640
46.833333333333336,10647
46.916666666666664,10651
47,10649
47.083333333333336,10650
47.166666666666664,10663
47.25,10664
47.333333333333336,10653
47.416666666666664,10670
47.5,10674
47.583333333333336,10674
47.666666666666664,10675
47.75,10687
47.833333333333336,10689
47.916666666666664,10684
