"Hours since thread went live","Date A Live V - Episode 2 discussion"
0,0
0.08333333333333333,4
0.16666666666666666,4
0.25,3
0.3333333333333333,6
0.4166666666666667,4
0.5,7
0.5833333333333334,12
0.6666666666666666,14
0.75,16
0.8333333333333334,18
0.9166666666666666,22
1,25
1.0833333333333333,24
1.1666666666666667,27
1.25,30
1.3333333333333333,33
1.4166666666666667,41
1.5,41
1.5833333333333333,45
1.6666666666666667,46
1.75,47
1.8333333333333333,48
1.9166666666666667,51
2,55
2.0833333333333335,54
2.1666666666666665,58
2.25,62
2.3333333333333335,70
2.4166666666666665,72
2.5,75
2.5833333333333335,73
2.6666666666666665,77
2.75,77
2.8333333333333335,79
2.9166666666666665,81
3,85
3.0833333333333335,88
3.1666666666666665,89
3.25,92
3.3333333333333335,97
3.4166666666666665,100
3.5,104
3.5833333333333335,105
3.6666666666666665,102
3.75,108
3.8333333333333335,108
3.9166666666666665,112
4,116
4.083333333333333,122
4.166666666666667,126
4.25,119
4.333333333333333,130
4.416666666666667,127
4.5,131
4.583333333333333,126
4.666666666666667,131
4.75,131
4.833333333333333,136
4.916666666666667,137
5,138
5.083333333333333,139
5.166666666666667,145
5.25,145
5.333333333333333,149
5.416666666666667,150
5.5,150
5.583333333333333,152
5.666666666666667,155
5.75,155
5.833333333333333,155
5.916666666666667,157
6,152
6.083333333333333,160
6.166666666666667,157
6.25,158
6.333333333333333,160
6.416666666666667,160
6.5,164
6.583333333333333,164
6.666666666666667,163
6.75,161
6.833333333333333,161
6.916666666666667,163
7,163
7.083333333333333,165
7.166666666666667,170
7.25,171
7.333333333333333,169
7.416666666666667,174
7.5,168
7.583333333333333,175
7.666666666666667,176
7.75,179
7.833333333333333,182
7.916666666666667,182
8,185
8.083333333333334,181
8.166666666666666,183
8.25,181
8.333333333333334,183
8.416666666666666,187
8.5,184
8.583333333333334,187
8.666666666666666,190
8.75,189
8.833333333333334,188
8.916666666666666,189
9,190
9.083333333333334,190
9.166666666666666,192
9.25,193
9.333333333333334,191
9.416666666666666,195
9.5,197
9.583333333333334,198
9.666666666666666,200
9.75,205
9.833333333333334,199
9.916666666666666,200
10,202
10.083333333333334,205
10.166666666666666,201
10.25,203
10.333333333333334,207
10.416666666666666,205
10.5,207
10.583333333333334,206
10.666666666666666,210
10.75,213
10.833333333333334,212
10.916666666666666,209
11,214
11.083333333333334,215
11.166666666666666,215
11.25,213
11.333333333333334,216
11.416666666666666,216
11.5,215
11.583333333333334,217
11.666666666666666,215
11.75,215
11.833333333333334,217
11.916666666666666,225
12,225
12.083333333333334,224
12.166666666666666,228
12.25,225
12.333333333333334,223
12.416666666666666,228
12.5,226
12.583333333333334,225
12.666666666666666,230
12.75,227
12.833333333333334,228
12.916666666666666,231
13,233
13.083333333333334,228
13.166666666666666,232
13.25,230
13.333333333333334,233
13.416666666666666,233
13.5,231
13.583333333333334,236
13.666666666666666,237
13.75,236
13.833333333333334,236
13.916666666666666,240
14,242
14.083333333333334,237
14.166666666666666,240
14.25,240
14.333333333333334,245
14.416666666666666,241
14.5,243
14.583333333333334,240
14.666666666666666,246
14.75,243
14.833333333333334,250
14.916666666666666,252
15,248
15.083333333333334,251
15.166666666666666,246
15.25,250
15.333333333333334,250
15.416666666666666,250
15.5,251
15.583333333333334,249
15.666666666666666,256
15.75,254
15.833333333333334,259
15.916666666666666,256
16,254
16.083333333333332,257
16.166666666666668,257
16.25,258
16.333333333333332,258
16.416666666666668,261
16.5,258
16.583333333333332,260
16.666666666666668,261
16.75,259
16.833333333333332,257
16.916666666666668,260
17,259
17.083333333333332,259
17.166666666666668,262
17.25,264
17.333333333333332,262
17.416666666666668,264
17.5,262
17.583333333333332,262
17.666666666666668,260
17.75,264
17.833333333333332,265
17.916666666666668,262
18,265
18.083333333333332,267
18.166666666666668,270
18.25,266
18.333333333333332,266
18.416666666666668,267
18.5,269
18.583333333333332,269
18.666666666666668,270
18.75,265
18.833333333333332,269
18.916666666666668,269
19,267
19.083333333333332,271
19.166666666666668,269
19.25,271
19.333333333333332,271
19.416666666666668,272
19.5,272
19.583333333333332,270
19.666666666666668,272
19.75,275
19.833333333333332,275
19.916666666666668,276
20,275
20.083333333333332,274
20.166666666666668,277
20.25,276
20.333333333333332,275
20.416666666666668,281
20.5,280
20.583333333333332,275
20.666666666666668,279
20.75,280
20.833333333333332,277
20.916666666666668,277
21,281
21.083333333333332,281
21.166666666666668,276
21.25,279
21.333333333333332,282
21.416666666666668,279
21.5,279
21.583333333333332,279
21.666666666666668,281
21.75,282
21.833333333333332,281
21.916666666666668,283
22,285
22.083333333333332,280
22.166666666666668,281
22.25,282
22.333333333333332,282
22.416666666666668,284
22.5,287
22.583333333333332,285
22.666666666666668,287
22.75,283
22.833333333333332,284
22.916666666666668,286
23,289
23.083333333333332,287
23.166666666666668,283
23.25,282
23.333333333333332,282
23.416666666666668,287
23.5,286
23.583333333333332,285
23.666666666666668,287
23.75,286
23.833333333333332,282
23.916666666666668,285
24,287
24.083333333333332,290
24.166666666666668,288
24.25,290
24.333333333333332,284
24.416666666666668,290
24.5,286
24.583333333333332,288
24.666666666666668,290
24.75,291
24.833333333333332,286
24.916666666666668,291
25,292
25.083333333333332,292
25.166666666666668,289
25.25,289
25.333333333333332,288
25.416666666666668,293
25.5,292
25.583333333333332,292
25.666666666666668,292
25.75,290
25.833333333333332,288
25.916666666666668,291
26,285
26.083333333333332,288
26.166666666666668,289
26.25,286
26.333333333333332,292
26.416666666666668,287
26.5,292
26.583333333333332,286
26.666666666666668,290
26.75,291
26.833333333333332,289
26.916666666666668,289
27,288
27.083333333333332,287
27.166666666666668,289
27.25,290
27.333333333333332,289
27.416666666666668,291
27.5,285
27.583333333333332,290
27.666666666666668,286
27.75,292
27.833333333333332,293
27.916666666666668,291
28,288
28.083333333333332,291
28.166666666666668,289
28.25,289
28.333333333333332,290
28.416666666666668,288
28.5,288
28.583333333333332,288
28.666666666666668,287
28.75,291
28.833333333333332,291
28.916666666666668,290
29,291
29.083333333333332,290
29.166666666666668,291
29.25,291
29.333333333333332,292
29.416666666666668,288
29.5,290
29.583333333333332,291
29.666666666666668,289
29.75,290
29.833333333333332,290
29.916666666666668,289
30,293
30.083333333333332,292
30.166666666666668,293
30.25,295
30.333333333333332,292
30.416666666666668,294
30.5,294
30.583333333333332,294
30.666666666666668,290
30.75,292
30.833333333333332,289
30.916666666666668,295
31,293
31.083333333333332,292
31.166666666666668,294
31.25,294
31.333333333333332,292
31.416666666666668,293
31.5,293
31.583333333333332,289
31.666666666666668,293
31.75,293
31.833333333333332,295
31.916666666666668,294
32,296
32.083333333333336,293
32.166666666666664,292
32.25,292
32.333333333333336,294
32.416666666666664,290
32.5,295
32.583333333333336,292
32.666666666666664,297
32.75,291
32.833333333333336,290
32.916666666666664,292
33,298
33.083333333333336,295
33.166666666666664,295
33.25,291
33.333333333333336,291
33.416666666666664,298
33.5,296
33.583333333333336,293
33.666666666666664,293
33.75,293
33.833333333333336,296
33.916666666666664,291
34,295
34.083333333333336,294
34.166666666666664,295
34.25,295
34.333333333333336,293
34.416666666666664,294
34.5,297
34.583333333333336,294
34.666666666666664,297
34.75,297
34.833333333333336,294
34.916666666666664,295
35,297
35.083333333333336,293
35.166666666666664,296
35.25,294
35.333333333333336,295
35.416666666666664,295
35.5,293
35.583333333333336,295
35.666666666666664,295
35.75,296
35.833333333333336,295
35.916666666666664,294
36,296
36.083333333333336,299
36.166666666666664,297
36.25,297
36.333333333333336,296
36.416666666666664,295
36.5,299
36.583333333333336,295
36.666666666666664,299
36.75,300
36.833333333333336,299
36.916666666666664,297
37,300
37.083333333333336,297
37.166666666666664,298
37.25,297
37.333333333333336,301
37.416666666666664,294
37.5,295
37.583333333333336,298
37.666666666666664,298
37.75,302
37.833333333333336,299
37.916666666666664,302
38,302
38.083333333333336,302
38.166666666666664,299
38.25,302
38.333333333333336,301
38.416666666666664,299
38.5,305
38.583333333333336,303
38.666666666666664,304
38.75,299
38.833333333333336,300
38.916666666666664,303
39,301
39.083333333333336,299
39.166666666666664,298
39.25,306
39.333333333333336,303
39.416666666666664,301
39.5,304
39.583333333333336,304
39.666666666666664,304
39.75,306
39.833333333333336,300
39.916666666666664,303
40,300
40.083333333333336,301
40.166666666666664,304
40.25,301
40.333333333333336,303
40.416666666666664,303
40.5,303
40.583333333333336,302
40.666666666666664,306
40.75,302
40.833333333333336,302
40.916666666666664,303
41,302
41.083333333333336,302
41.166666666666664,303
41.25,299
41.333333333333336,300
41.416666666666664,305
41.5,304
41.583333333333336,304
41.666666666666664,299
41.75,304
41.833333333333336,304
41.916666666666664,307
42,306
42.083333333333336,307
42.166666666666664,304
