"Hours since thread went live","Seiyuu Radio no Uraomote • The Many Sides of Voice Actor Radio - Episode 8 discussion"
0,2
0.08333333333333333,5
0.16666666666666666,8
0.25,9
0.3333333333333333,9
0.4166666666666667,10
0.5,11
0.5833333333333334,13
0.6666666666666666,14
0.75,15
0.8333333333333334,19
0.9166666666666666,23
1,24
1.0833333333333333,26
1.1666666666666667,31
1.25,30
1.3333333333333333,32
1.4166666666666667,31
1.5,34
1.5833333333333333,39
1.6666666666666667,41
1.75,47
1.8333333333333333,50
1.9166666666666667,53
2,56
2.0833333333333335,58
2.1666666666666665,58
2.25,60
2.3333333333333335,65
2.4166666666666665,68
2.5,71
2.5833333333333335,79
2.6666666666666665,89
2.75,86
2.8333333333333335,92
2.9166666666666665,95
3,95
3.0833333333333335,95
3.1666666666666665,101
3.25,96
3.3333333333333335,101
3.4166666666666665,100
3.5,100
3.5833333333333335,104
3.6666666666666665,108
3.75,114
3.8333333333333335,112
3.9166666666666665,116
4,117
4.083333333333333,117
4.166666666666667,118
4.25,127
4.333333333333333,130
4.416666666666667,129
4.5,133
4.583333333333333,134
4.666666666666667,138
4.75,134
4.833333333333333,140
4.916666666666667,138
5,146
5.083333333333333,148
5.166666666666667,146
5.25,148
5.333333333333333,154
5.416666666666667,152
5.5,157
5.583333333333333,156
5.666666666666667,162
5.75,162
5.833333333333333,161
5.916666666666667,169
6,168
6.083333333333333,168
6.166666666666667,176
6.25,172
6.333333333333333,179
6.416666666666667,178
6.5,180
6.583333333333333,181
6.666666666666667,181
6.75,180
6.833333333333333,181
6.916666666666667,183
7,189
7.083333333333333,197
7.166666666666667,196
7.25,196
7.333333333333333,200
7.416666666666667,207
7.5,207
7.583333333333333,210
7.666666666666667,208
7.75,209
7.833333333333333,211
7.916666666666667,211
8,220
8.083333333333334,220
8.166666666666666,226
8.25,228
8.333333333333334,227
8.416666666666666,224
8.5,226
8.583333333333334,234
8.666666666666666,232
8.75,234
8.833333333333334,233
8.916666666666666,229
9,236
9.083333333333334,232
9.166666666666666,232
9.25,234
9.333333333333334,234
9.416666666666666,237
9.5,237
9.583333333333334,242
9.666666666666666,243
9.75,249
9.833333333333334,246
9.916666666666666,250
10,252
10.083333333333334,255
10.166666666666666,258
10.25,255
10.333333333333334,259
10.416666666666666,260
10.5,260
10.583333333333334,261
10.666666666666666,261
10.75,263
10.833333333333334,264
10.916666666666666,266
11,267
11.083333333333334,265
11.166666666666666,268
11.25,268
11.333333333333334,268
11.416666666666666,272
11.5,271
11.583333333333334,270
11.666666666666666,269
11.75,267
11.833333333333334,273
11.916666666666666,273
12,273
12.083333333333334,275
12.166666666666666,279
12.25,280
12.333333333333334,284
12.416666666666666,278
12.5,286
12.583333333333334,282
12.666666666666666,281
12.75,288
12.833333333333334,282
12.916666666666666,284
13,287
13.083333333333334,286
13.166666666666666,282
13.25,287
13.333333333333334,287
13.416666666666666,287
13.5,288
13.583333333333334,291
13.666666666666666,293
13.75,293
13.833333333333334,294
13.916666666666666,296
14,295
14.083333333333334,302
14.166666666666666,299
14.25,299
14.333333333333334,304
14.416666666666666,307
14.5,306
14.583333333333334,305
14.666666666666666,305
14.75,312
14.833333333333334,306
14.916666666666666,309
15,313
15.083333333333334,310
15.166666666666666,316
15.25,315
15.333333333333334,309
15.416666666666666,309
15.5,315
15.583333333333334,316
15.666666666666666,318
15.75,317
15.833333333333334,320
15.916666666666666,318
16,319
16.083333333333332,320
16.166666666666668,323
16.25,320
16.333333333333332,325
16.416666666666668,323
16.5,324
16.583333333333332,326
16.666666666666668,330
16.75,329
16.833333333333332,333
16.916666666666668,333
17,333
17.083333333333332,332
17.166666666666668,335
17.25,335
17.333333333333332,334
17.416666666666668,334
17.5,337
17.583333333333332,338
17.666666666666668,343
17.75,339
17.833333333333332,343
17.916666666666668,340
18,342
