"Hours since thread went live","One Room, Hiatari Futsuu, Tenshi-tsuki. • Studio Apartment, Good Lighting, Angel Included - Episode 3 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,5
0.25,6
0.3333333333333333,6
0.4166666666666667,8
0.5,13
0.5833333333333334,16
0.6666666666666666,19
0.75,21
0.8333333333333334,25
0.9166666666666666,27
1,28
1.0833333333333333,31
1.1666666666666667,36
1.25,37
1.3333333333333333,37
1.4166666666666667,41
1.5,42
1.5833333333333333,44
1.6666666666666667,49
1.75,52
1.8333333333333333,51
1.9166666666666667,51
2,54
2.0833333333333335,55
2.1666666666666665,61
2.25,63
2.3333333333333335,64
2.4166666666666665,69
2.5,67
2.5833333333333335,70
2.6666666666666665,64
2.75,67
2.8333333333333335,70
2.9166666666666665,71
3,71
3.0833333333333335,73
3.1666666666666665,71
3.25,78
3.3333333333333335,79
3.4166666666666665,79
3.5,83
3.5833333333333335,88
3.6666666666666665,86
3.75,91
3.8333333333333335,94
3.9166666666666665,100
4,102
4.083333333333333,100
4.166666666666667,102
4.25,103
4.333333333333333,106
4.416666666666667,112
4.5,109
4.583333333333333,112
4.666666666666667,110
4.75,110
4.833333333333333,116
4.916666666666667,112
5,121
5.083333333333333,120
5.166666666666667,116
5.25,119
5.333333333333333,121
5.416666666666667,122
5.5,120
5.583333333333333,125
5.666666666666667,126
5.75,127
5.833333333333333,133
5.916666666666667,131
6,133
6.083333333333333,135
6.166666666666667,131
6.25,137
6.333333333333333,134
6.416666666666667,139
6.5,142
6.583333333333333,143
6.666666666666667,149
6.75,147
6.833333333333333,146
6.916666666666667,150
7,151
7.083333333333333,149
7.166666666666667,153
7.25,149
7.333333333333333,150
7.416666666666667,150
7.5,150
7.583333333333333,152
7.666666666666667,152
7.75,154
7.833333333333333,154
7.916666666666667,156
8,159
8.083333333333334,159
8.166666666666666,162
8.25,158
8.333333333333334,162
8.416666666666666,166
8.5,166
8.583333333333334,166
8.666666666666666,168
8.75,168
8.833333333333334,166
8.916666666666666,169
9,171
9.083333333333334,168
9.166666666666666,170
9.25,171
9.333333333333334,173
9.416666666666666,174
9.5,177
9.583333333333334,176
9.666666666666666,179
9.75,174
9.833333333333334,176
9.916666666666666,177
10,180
10.083333333333334,179
10.166666666666666,182
10.25,183
10.333333333333334,178
10.416666666666666,182
10.5,180
10.583333333333334,183
10.666666666666666,178
10.75,177
10.833333333333334,182
10.916666666666666,184
11,185
11.083333333333334,185
11.166666666666666,185
11.25,187
11.333333333333334,186
11.416666666666666,186
11.5,186
11.583333333333334,185
11.666666666666666,190
11.75,186
11.833333333333334,189
11.916666666666666,187
12,188
12.083333333333334,192
12.166666666666666,189
12.25,189
12.333333333333334,190
12.416666666666666,193
12.5,193
12.583333333333334,197
12.666666666666666,197
12.75,199
12.833333333333334,199
12.916666666666666,200
13,196
13.083333333333334,201
13.166666666666666,200
13.25,200
13.333333333333334,198
13.416666666666666,202
13.5,204
13.583333333333334,202
13.666666666666666,201
13.75,200
13.833333333333334,199
13.916666666666666,203
14,203
14.083333333333334,203
14.166666666666666,201
14.25,203
14.333333333333334,204
14.416666666666666,201
14.5,208
14.583333333333334,206
14.666666666666666,208
14.75,205
14.833333333333334,207
14.916666666666666,208
15,205
15.083333333333334,205
15.166666666666666,204
15.25,202
15.333333333333334,207
15.416666666666666,208
15.5,202
15.583333333333334,208
15.666666666666666,206
15.75,211
15.833333333333334,211
15.916666666666666,205
16,203
16.083333333333332,208
16.166666666666668,212
16.25,207
16.333333333333332,209
16.416666666666668,212
16.5,214
16.583333333333332,214
16.666666666666668,216
16.75,213
16.833333333333332,213
16.916666666666668,214
17,217
17.083333333333332,218
17.166666666666668,215
17.25,214
17.333333333333332,212
17.416666666666668,218
17.5,215
17.583333333333332,213
17.666666666666668,216
17.75,218
17.833333333333332,218
17.916666666666668,217
18,215
18.083333333333332,218
18.166666666666668,218
18.25,220
18.333333333333332,221
18.416666666666668,224
18.5,223
18.583333333333332,223
18.666666666666668,224
18.75,218
18.833333333333332,221
18.916666666666668,221
19,220
19.083333333333332,222
19.166666666666668,222
19.25,220
19.333333333333332,225
19.416666666666668,226
19.5,223
19.583333333333332,219
19.666666666666668,224
19.75,222
19.833333333333332,221
19.916666666666668,227
20,222
20.083333333333332,222
20.166666666666668,222
20.25,221
20.333333333333332,224
20.416666666666668,220
20.5,221
20.583333333333332,227
20.666666666666668,221
20.75,224
20.833333333333332,226
20.916666666666668,224
21,224
21.083333333333332,222
21.166666666666668,226
21.25,227
21.333333333333332,224
21.416666666666668,225
21.5,226
