"Hours since thread went live","Snack Basue - Episode 10 discussion"
39.166666666666664,24
39.25,25
39.333333333333336,24
39.416666666666664,24
39.5,24
39.583333333333336,23
39.666666666666664,23
39.75,25
39.833333333333336,26
39.916666666666664,25
40,26
40.083333333333336,26
40.166666666666664,24
40.25,24
40.333333333333336,23
40.416666666666664,24
40.5,25
40.583333333333336,25
40.666666666666664,23
40.75,25
40.833333333333336,24
40.916666666666664,25
41,25
41.083333333333336,26
41.166666666666664,22
41.25,25
41.333333333333336,23
41.416666666666664,24
41.5,25
41.583333333333336,25
41.666666666666664,23
41.75,23
41.833333333333336,24
41.916666666666664,23
42,22
42.083333333333336,26
42.166666666666664,23
42.25,25
42.333333333333336,22
42.416666666666664,24
42.5,26
42.583333333333336,24
42.666666666666664,23
42.75,24
42.833333333333336,24
42.916666666666664,22
43,24
43.083333333333336,22
43.166666666666664,24
43.25,26
43.333333333333336,24
43.416666666666664,25
43.5,23
43.583333333333336,24
43.666666666666664,23
43.75,25
43.833333333333336,23
43.916666666666664,24
44,22
44.083333333333336,26
44.166666666666664,22
44.25,24
44.333333333333336,25
44.416666666666664,23
44.5,26
44.583333333333336,26
44.666666666666664,25
44.75,23
44.833333333333336,26
44.916666666666664,24
45,24
45.083333333333336,23
45.166666666666664,24
45.25,23
45.333333333333336,22
45.416666666666664,22
45.5,25
45.583333333333336,22
45.666666666666664,24
45.75,24
45.833333333333336,22
45.916666666666664,26
46,24
46.083333333333336,25
46.166666666666664,26
46.25,25
46.333333333333336,25
46.416666666666664,25
46.5,26
46.583333333333336,23
46.666666666666664,22
46.75,24
46.833333333333336,24
46.916666666666664,25
47,24
47.083333333333336,22
47.166666666666664,26
47.25,25
47.333333333333336,25
47.416666666666664,25
47.5,23
47.583333333333336,23
47.666666666666664,24
47.75,22
47.833333333333336,23
47.916666666666664,24
