"Hours since thread went live","Snack Basue - Episode 10 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,3
0.8333333333333334,4
0.9166666666666666,5
1,6
1.0833333333333333,6
1.1666666666666667,5
1.25,6
1.3333333333333333,7
1.4166666666666667,5
1.5,5
1.5833333333333333,5
1.6666666666666667,6
1.75,6
1.8333333333333333,7
1.9166666666666667,5
2,7
2.0833333333333335,7
2.1666666666666665,7
2.25,7
2.3333333333333335,7
2.4166666666666665,5
2.5,6
2.5833333333333335,8
2.6666666666666665,6
2.75,9
2.8333333333333335,8
2.9166666666666665,5
3,5
3.0833333333333335,5
3.1666666666666665,6
3.25,5
3.3333333333333335,5
3.4166666666666665,7
3.5,7
3.5833333333333335,8
3.6666666666666665,9
3.75,8
3.8333333333333335,10
3.9166666666666665,8
4,10
4.083333333333333,7
4.166666666666667,10
4.25,10
4.333333333333333,9
4.416666666666667,11
4.5,11
4.583333333333333,11
4.666666666666667,11
4.75,13
4.833333333333333,12
4.916666666666667,11
5,13
5.083333333333333,11
5.166666666666667,12
5.25,13
5.333333333333333,14
5.416666666666667,13
5.5,13
5.583333333333333,13
5.666666666666667,13
5.75,14
5.833333333333333,12
5.916666666666667,14
6,13
6.083333333333333,13
6.166666666666667,13
6.25,13
6.333333333333333,13
6.416666666666667,15
6.5,13
6.583333333333333,13
6.666666666666667,16
6.75,17
6.833333333333333,15
6.916666666666667,15
7,16
7.083333333333333,15
7.166666666666667,12
7.25,16
7.333333333333333,15
7.416666666666667,13
7.5,14
7.583333333333333,15
7.666666666666667,14
7.75,13
7.833333333333333,14
7.916666666666667,13
8,15
8.083333333333334,17
8.166666666666666,16
8.25,16
8.333333333333334,16
8.416666666666666,15
8.5,18
8.583333333333334,16
8.666666666666666,18
8.75,19
8.833333333333334,16
8.916666666666666,18
9,15
9.083333333333334,17
9.166666666666666,17
9.25,17
9.333333333333334,16
9.416666666666666,17
9.5,19
9.583333333333334,18
9.666666666666666,17
9.75,18
9.833333333333334,16
9.916666666666666,19
10,19
10.083333333333334,16
10.166666666666666,18
10.25,16
10.333333333333334,17
10.416666666666666,15
10.5,18
10.583333333333334,16
10.666666666666666,17
10.75,16
10.833333333333334,15
10.916666666666666,16
11,16
11.083333333333334,20
11.166666666666666,17
11.25,16
11.333333333333334,16
11.416666666666666,16
11.5,15
11.583333333333334,16
11.666666666666666,16
11.75,17
11.833333333333334,16
11.916666666666666,18
12,18
12.083333333333334,18
12.166666666666666,16
12.25,18
12.333333333333334,18
12.416666666666666,17
12.5,19
12.583333333333334,17
12.666666666666666,19
12.75,17
12.833333333333334,18
12.916666666666666,19
13,17
13.083333333333334,17
13.166666666666666,18
13.25,17
13.333333333333334,20
13.416666666666666,18
13.5,18
13.583333333333334,19
13.666666666666666,17
13.75,19
13.833333333333334,18
13.916666666666666,18
14,17
14.083333333333334,17
14.166666666666666,20
14.25,16
14.333333333333334,18
14.416666666666666,20
14.5,20
14.583333333333334,22
14.666666666666666,19
14.75,19
14.833333333333334,21
14.916666666666666,19
15,20
15.083333333333334,22
15.166666666666666,20
15.25,21
15.333333333333334,21
15.416666666666666,20
15.5,20
15.583333333333334,21
15.666666666666666,20
15.75,18
15.833333333333334,20
15.916666666666666,19
16,21
16.083333333333332,18
16.166666666666668,18
16.25,21
16.333333333333332,19
16.416666666666668,18
16.5,20
16.583333333333332,20
16.666666666666668,20
16.75,20
16.833333333333332,21
16.916666666666668,20
17,20
17.083333333333332,18
17.166666666666668,21
17.25,20
17.333333333333332,18
17.416666666666668,20
17.5,19
17.583333333333332,20
17.666666666666668,19
17.75,20
17.833333333333332,19
17.916666666666668,20
18,18
18.083333333333332,19
18.166666666666668,20
18.25,22
18.333333333333332,20
18.416666666666668,19
18.5,21
18.583333333333332,20
18.666666666666668,18
18.75,21
18.833333333333332,21
18.916666666666668,19
19,19
19.083333333333332,20
19.166666666666668,19
19.25,19
19.333333333333332,18
19.416666666666668,18
19.5,18
19.583333333333332,20
19.666666666666668,19
19.75,20
19.833333333333332,21
19.916666666666668,21
20,23
20.083333333333332,21
20.166666666666668,21
20.25,19
20.333333333333332,23
20.416666666666668,20
20.5,21
20.583333333333332,20
20.666666666666668,21
20.75,22
20.833333333333332,20
20.916666666666668,21
21,23
21.083333333333332,23
21.166666666666668,23
21.25,19
21.333333333333332,21
21.416666666666668,22
21.5,21
21.583333333333332,19
21.666666666666668,21
21.75,22
21.833333333333332,20
21.916666666666668,20
22,20
22.083333333333332,23
22.166666666666668,21
22.25,24
22.333333333333332,24
22.416666666666668,24
22.5,20
22.583333333333332,23
22.666666666666668,21
22.75,20
22.833333333333332,23
22.916666666666668,24
23,23
23.083333333333332,22
23.166666666666668,23
23.25,23
23.333333333333332,22
23.416666666666668,22
23.5,20
23.583333333333332,23
23.666666666666668,23
23.75,22
23.833333333333332,23
23.916666666666668,25
24,24
24.083333333333332,22
24.166666666666668,22
24.25,24
24.333333333333332,23
24.416666666666668,24
24.5,23
24.583333333333332,24
24.666666666666668,22
24.75,22
24.833333333333332,22
24.916666666666668,23
25,22
25.083333333333332,24
25.166666666666668,24
25.25,24
25.333333333333332,22
25.416666666666668,22
25.5,22
25.583333333333332,22
25.666666666666668,21
25.75,22
25.833333333333332,25
25.916666666666668,22
26,24
26.083333333333332,24
26.166666666666668,25
26.25,23
26.333333333333332,23
26.416666666666668,23
26.5,21
26.583333333333332,23
26.666666666666668,21
26.75,23
26.833333333333332,25
26.916666666666668,22
27,24
27.083333333333332,22
27.166666666666668,23
27.25,21
27.333333333333332,24
27.416666666666668,22
27.5,25
27.583333333333332,23
27.666666666666668,22
27.75,24
27.833333333333332,25
27.916666666666668,22
28,22
28.083333333333332,24
28.166666666666668,23
28.25,25
28.333333333333332,21
28.416666666666668,24
28.5,23
28.583333333333332,23
28.666666666666668,24
28.75,23
28.833333333333332,24
28.916666666666668,23
29,21
29.083333333333332,22
29.166666666666668,24
29.25,25
29.333333333333332,22
29.416666666666668,23
29.5,22
29.583333333333332,21
29.666666666666668,22
29.75,25
29.833333333333332,23
29.916666666666668,23
30,24
30.083333333333332,23
30.166666666666668,23
30.25,24
30.333333333333332,21
30.416666666666668,23
30.5,24
30.583333333333332,23
30.666666666666668,24
30.75,21
30.833333333333332,23
30.916666666666668,25
31,23
31.083333333333332,24
31.166666666666668,23
31.25,21
31.333333333333332,21
31.416666666666668,21
31.5,24
31.583333333333332,22
31.666666666666668,23
31.75,22
31.833333333333332,23
31.916666666666668,24
32,23
32.083333333333336,25
32.166666666666664,23
32.25,25
32.333333333333336,22
32.416666666666664,22
32.5,24
32.583333333333336,23
32.666666666666664,23
32.75,21
32.833333333333336,23
32.916666666666664,24
33,23
33.083333333333336,23
33.166666666666664,22
33.25,22
33.333333333333336,24
33.416666666666664,23
33.5,23
33.583333333333336,24
33.666666666666664,22
33.75,23
33.833333333333336,23
33.916666666666664,21
34,22
34.083333333333336,21
34.166666666666664,23
34.25,25
34.333333333333336,24
34.416666666666664,22
34.5,24
34.583333333333336,24
34.666666666666664,23
34.75,23
34.833333333333336,23
34.916666666666664,24
35,23
35.083333333333336,21
35.166666666666664,21
35.25,23
35.333333333333336,21
35.416666666666664,22
35.5,24
35.583333333333336,22
35.666666666666664,23
35.75,23
35.833333333333336,25
35.916666666666664,25
36,23
36.083333333333336,24
36.166666666666664,24
36.25,26
36.333333333333336,26
36.416666666666664,22
36.5,23
36.583333333333336,24
36.666666666666664,23
36.75,25
36.833333333333336,25
36.916666666666664,22
37,26
37.083333333333336,24
37.166666666666664,24
37.25,23
37.333333333333336,23
37.416666666666664,26
37.5,24
37.583333333333336,25
37.666666666666664,23
37.75,25
37.833333333333336,22
37.916666666666664,23
38,25
38.083333333333336,24
38.166666666666664,25
38.25,24
38.333333333333336,23
38.416666666666664,23
38.5,23
38.583333333333336,25
38.666666666666664,22
38.75,25
38.833333333333336,26
38.916666666666664,25
39,22
39.083333333333336,26
