"Hours since thread went live","Urusei Yatsura (2022) Season 2 - Episode 16 discussion"
0,2
0,3
0.08333333333333333,7
0.16666666666666666,9
0.25,13
0.3333333333333333,18
0.4166666666666667,20
0.5,24
0.5833333333333334,24
0.6666666666666666,27
0.75,30
0.8333333333333334,31
0.9166666666666666,34
1,36
1.0833333333333333,38
1.1666666666666667,40
1.25,44
1.3333333333333333,46
1.4166666666666667,51
1.5,50
1.5833333333333333,51
1.6666666666666667,56
1.75,57
1.8333333333333333,55
1.9166666666666667,59
2,58
2.0833333333333335,57
2.1666666666666665,60
2.25,62
2.3333333333333335,60
2.4166666666666665,63
2.5,61
2.5833333333333335,65
2.75,65
2.8333333333333335,68
2.9166666666666665,65
3,68
3.0833333333333335,69
3.1666666666666665,70
3.25,72
3.3333333333333335,72
3.4166666666666665,72
3.5,73
3.5833333333333335,69
3.6666666666666665,71
3.75,72
3.8333333333333335,75
3.9166666666666665,77
4,80
4.083333333333333,83
4.166666666666667,82
4.25,83
4.333333333333333,80
4.416666666666667,82
4.5,87
4.583333333333333,91
4.666666666666667,91
4.75,92
4.833333333333333,93
4.916666666666667,95
5,94
5.083333333333333,97
5.166666666666667,95
5.25,102
5.333333333333333,103
5.416666666666667,100
5.5,106
5.583333333333333,106
5.666666666666667,103
5.75,105
5.833333333333333,104
5.916666666666667,106
6,114
6.083333333333333,115
6.166666666666667,112
6.25,115
6.333333333333333,112
6.416666666666667,114
6.5,111
6.583333333333333,117
6.666666666666667,120
6.75,114
6.833333333333333,119
6.916666666666667,117
7,119
7.083333333333333,120
7.166666666666667,120
7.25,118
7.333333333333333,119
7.416666666666667,122
7.5,125
7.583333333333333,120
7.666666666666667,122
7.75,129
7.833333333333333,128
7.916666666666667,126
8,124
8.083333333333334,131
8.166666666666666,132
8.25,131
8.333333333333334,133
8.416666666666666,134
8.5,136
8.583333333333334,135
8.666666666666666,132
8.75,136
8.833333333333334,136
8.916666666666666,137
9,137
9.083333333333334,136
9.166666666666666,136
9.25,139
9.333333333333334,136
9.416666666666666,137
9.5,138
9.583333333333334,138
9.666666666666666,135
9.75,141
9.833333333333334,144
9.916666666666666,144
10,140
10.083333333333334,148
10.166666666666666,143
10.25,146
10.333333333333334,147
10.416666666666666,147
10.5,145
10.583333333333334,144
10.666666666666666,149
10.75,153
10.833333333333334,151
10.916666666666666,152
11,153
11.083333333333334,155
11.166666666666666,152
11.25,154
11.333333333333334,150
11.416666666666666,152
11.5,148
11.583333333333334,151
11.666666666666666,150
11.75,153
11.833333333333334,152
11.916666666666666,155
12,152
12.083333333333334,154
12.166666666666666,151
12.25,155
12.333333333333334,156
12.416666666666666,154
12.5,154
12.583333333333334,156
12.666666666666666,155
12.75,155
12.833333333333334,154
12.916666666666666,155
13,154
13.083333333333334,159
13.166666666666666,156
13.25,153
13.333333333333334,156
13.416666666666666,157
13.5,158
13.583333333333334,154
13.666666666666666,156
13.75,152
13.833333333333334,157
13.916666666666666,160
14,157
14.083333333333334,158
14.166666666666666,157
14.25,158
14.333333333333334,157
14.416666666666666,156
14.5,158
14.583333333333334,160
14.666666666666666,158
14.75,156
14.833333333333334,160
14.916666666666666,159
15,162
15.083333333333334,163
15.166666666666666,162
15.25,161
15.333333333333334,159
15.416666666666666,165
15.5,163
15.583333333333334,164
15.666666666666666,166
15.75,163
15.833333333333334,166
15.916666666666666,164
16,165
16.083333333333332,169
16.166666666666668,163
16.25,166
16.333333333333332,170
16.416666666666668,166
16.5,170
16.583333333333332,171
16.666666666666668,168
16.75,168
