"Hours since thread went live","Jantama Kan!! • Mahjong Soul Kan!! - Episode 2 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,0
0.5833333333333334,0
0.6666666666666666,1
0.75,0
0.8333333333333334,0
0.9166666666666666,0
1,0
1.0833333333333333,0
1.1666666666666667,1
1.25,0
1.3333333333333333,1
1.4166666666666667,1
1.5,1
1.5833333333333333,0
1.6666666666666667,1
1.75,2
1.8333333333333333,0
1.9166666666666667,2
2,2
2.0833333333333335,2
2.1666666666666665,2
2.25,3
2.3333333333333335,2
2.4166666666666665,4
2.5,3
2.5833333333333335,1
2.6666666666666665,2
2.75,2
2.8333333333333335,0
2.9166666666666665,3
3,4
3.0833333333333335,1
3.1666666666666665,4
3.25,5
3.3333333333333335,5
3.4166666666666665,4
3.5,4
3.5833333333333335,5
3.6666666666666665,5
3.75,4
3.8333333333333335,4
3.9166666666666665,7
4,11
4.083333333333333,9
4.166666666666667,9
4.25,10
4.333333333333333,10
4.416666666666667,9
4.5,9
4.583333333333333,9
4.666666666666667,7
4.75,10
4.833333333333333,10
4.916666666666667,9
5,12
5.083333333333333,12
5.166666666666667,11
5.25,9
5.333333333333333,10
5.416666666666667,8
5.5,10
5.583333333333333,12
5.666666666666667,10
5.75,11
5.833333333333333,11
5.916666666666667,9
6,13
6.083333333333333,10
6.166666666666667,11
6.25,12
6.333333333333333,12
6.416666666666667,10
6.5,9
6.583333333333333,12
6.666666666666667,12
6.75,10
6.833333333333333,12
6.916666666666667,12
7,12
7.083333333333333,10
7.166666666666667,10
7.25,11
7.333333333333333,13
7.416666666666667,13
7.583333333333333,11
7.666666666666667,12
7.75,11
7.833333333333333,11
7.916666666666667,10
8,10
8.083333333333334,10
8.166666666666666,13
8.25,13
8.333333333333334,10
8.416666666666666,12
8.5,14
8.583333333333334,12
8.666666666666666,13
8.75,10
8.833333333333334,11
8.916666666666666,14
9,12
9.083333333333334,13
9.166666666666666,12
9.25,11
9.333333333333334,12
9.416666666666666,11
9.5,13
9.583333333333334,12
9.666666666666666,12
9.75,12
9.833333333333334,14
9.916666666666666,11
10,12
10.083333333333334,12
10.166666666666666,12
10.25,13
10.333333333333334,13
10.416666666666666,12
10.5,10
10.583333333333334,10
10.666666666666666,11
10.75,11
10.833333333333334,10
10.916666666666666,11
11,10
11.083333333333334,12
11.166666666666666,9
11.25,13
11.333333333333334,10
11.416666666666666,11
11.5,10
11.583333333333334,12
11.666666666666666,12
11.75,10
11.833333333333334,10
11.916666666666666,11
12,10
12.083333333333334,11
12.166666666666666,9
12.25,13
12.333333333333334,9
12.416666666666666,12
12.5,11
12.583333333333334,10
12.666666666666666,11
12.75,11
12.833333333333334,10
12.916666666666666,11
13,13
13.083333333333334,9
13.166666666666666,11
13.25,11
13.333333333333334,13
13.416666666666666,11
13.5,11
13.583333333333334,11
13.666666666666666,10
13.75,9
13.833333333333334,12
13.916666666666666,11
14,11
14.083333333333334,11
14.166666666666666,11
14.25,13
14.333333333333334,12
14.416666666666666,13
14.5,9
14.583333333333334,11
14.666666666666666,13
14.75,12
14.833333333333334,13
14.916666666666666,12
15,14
15.083333333333334,12
15.166666666666666,13
15.25,11
15.333333333333334,13
15.416666666666666,12
15.5,10
15.583333333333334,11
15.666666666666666,11
15.75,10
15.833333333333334,14
15.916666666666666,13
16,11
16.083333333333332,14
16.166666666666668,11
16.25,11
16.333333333333332,14
16.416666666666668,13
16.5,11
16.583333333333332,12
16.666666666666668,11
16.75,11
16.833333333333332,13
16.916666666666668,10
17,10
17.083333333333332,10
17.166666666666668,11
17.25,11
17.333333333333332,14
17.416666666666668,13
17.5,11
17.583333333333332,13
17.666666666666668,12
17.75,13
17.833333333333332,13
17.916666666666668,14
18,11
18.083333333333332,13
18.166666666666668,14
18.25,12
18.333333333333332,15
18.416666666666668,14
18.5,12
18.583333333333332,15
18.666666666666668,15
18.75,15
18.833333333333332,13
18.916666666666668,13
19,13
19.083333333333332,14
19.166666666666668,11
19.25,13
19.333333333333332,14
19.416666666666668,12
19.5,11
19.583333333333332,13
19.666666666666668,12
19.75,15
19.833333333333332,15
19.916666666666668,13
20,13
20.083333333333332,14
20.166666666666668,13
20.25,12
20.333333333333332,15
20.416666666666668,13
20.5,14
20.583333333333332,12
20.666666666666668,15
20.75,11
20.833333333333332,14
20.916666666666668,12
21,14
21.083333333333332,13
21.166666666666668,12
21.25,13
21.333333333333332,12
21.416666666666668,14
21.5,12
21.583333333333332,12
21.666666666666668,13
21.75,14
21.833333333333332,13
21.916666666666668,12
22,13
22.083333333333332,13
22.166666666666668,13
22.25,12
22.333333333333332,11
22.416666666666668,13
22.5,14
22.583333333333332,12
22.666666666666668,14
22.75,14
22.833333333333332,14
22.916666666666668,13
23,12
23.083333333333332,12
23.166666666666668,12
23.25,13
23.333333333333332,15
23.416666666666668,12
23.5,13
23.583333333333332,12
23.666666666666668,14
23.75,12
23.833333333333332,12
23.916666666666668,13
24,14
24.083333333333332,12
24.166666666666668,14
24.25,12
24.333333333333332,12
24.416666666666668,14
24.5,13
24.583333333333332,13
24.666666666666668,13
24.75,15
24.833333333333332,14
24.916666666666668,14
25,15
25.083333333333332,13
25.166666666666668,13
25.25,13
25.333333333333332,13
25.416666666666668,15
25.5,11
25.583333333333332,13
25.666666666666668,14
25.75,14
25.833333333333332,15
25.916666666666668,13
26,13
26.083333333333332,15
26.166666666666668,12
26.25,11
26.333333333333332,14
26.416666666666668,14
26.5,13
26.583333333333332,11
26.666666666666668,13
26.75,13
26.833333333333332,14
26.916666666666668,15
27,14
27.083333333333332,12
27.166666666666668,13
27.25,15
27.333333333333332,12
27.416666666666668,13
27.5,13
27.583333333333332,14
27.666666666666668,13
27.75,13
27.833333333333332,12
27.916666666666668,13
28,11
28.083333333333332,13
28.166666666666668,13
28.25,14
28.333333333333332,11
28.416666666666668,13
28.5,14
28.583333333333332,12
28.666666666666668,11
28.75,14
28.833333333333332,12
28.916666666666668,13
29,14
29.083333333333332,12
29.166666666666668,15
29.25,14
29.333333333333332,13
29.416666666666668,11
29.5,13
29.583333333333332,12
29.666666666666668,12
29.75,11
29.833333333333332,12
29.916666666666668,12
30,12
30.083333333333332,11
30.166666666666668,14
30.25,13
30.333333333333332,14
30.416666666666668,14
30.666666666666668,13
30.75,11
30.833333333333332,13
30.916666666666668,11
31,12
31.083333333333332,13
31.166666666666668,12
31.25,14
31.333333333333332,13
31.416666666666668,11
31.5,11
31.583333333333332,13
31.666666666666668,13
31.75,11
31.833333333333332,11
31.916666666666668,12
32,14
32.083333333333336,13
32.166666666666664,14
32.25,15
32.333333333333336,11
32.416666666666664,14
32.5,13
32.583333333333336,11
32.666666666666664,13
32.75,11
32.833333333333336,12
32.916666666666664,13
33,13
33.083333333333336,11
33.166666666666664,12
33.25,13
33.333333333333336,15
33.416666666666664,13
33.5,12
33.583333333333336,13
33.666666666666664,14
33.75,15
33.833333333333336,13
33.916666666666664,13
34,12
34.083333333333336,12
34.166666666666664,14
34.25,11
34.333333333333336,12
34.416666666666664,12
34.5,13
34.583333333333336,14
34.666666666666664,13
34.75,13
34.833333333333336,11
34.916666666666664,13
35,13
35.083333333333336,12
35.166666666666664,13
35.25,13
35.333333333333336,12
35.416666666666664,13
35.5,12
35.583333333333336,14
35.666666666666664,11
35.75,12
35.833333333333336,14
35.916666666666664,12
36,13
36.083333333333336,15
36.166666666666664,12
36.25,15
36.333333333333336,13
36.416666666666664,11
36.5,13
36.583333333333336,14
36.666666666666664,14
36.75,14
36.833333333333336,12
36.916666666666664,15
37,15
37.083333333333336,11
37.166666666666664,14
37.25,15
37.333333333333336,12
37.416666666666664,12
37.5,12
37.583333333333336,15
37.666666666666664,11
37.75,11
37.833333333333336,13
37.916666666666664,14
38,15
38.083333333333336,11
38.166666666666664,12
38.25,15
38.333333333333336,13
38.416666666666664,14
38.5,11
38.583333333333336,14
38.666666666666664,13
38.75,13
38.833333333333336,13
38.916666666666664,12
39,13
39.083333333333336,14
39.166666666666664,12
