"Hours since thread went live","Jantama Kan!! • Mahjong Soul Kan!! - Episode 2 discussion"
39.25,13
39.333333333333336,14
39.416666666666664,15
39.5,12
39.583333333333336,13
39.666666666666664,11
39.75,12
39.833333333333336,13
39.916666666666664,15
40,15
40.083333333333336,11
40.166666666666664,13
40.25,11
40.333333333333336,12
40.416666666666664,14
40.5,13
40.583333333333336,13
40.666666666666664,14
40.75,14
40.833333333333336,13
40.916666666666664,14
41,14
41.083333333333336,11
41.166666666666664,14
41.25,13
41.333333333333336,12
41.416666666666664,12
41.5,13
41.583333333333336,11
41.666666666666664,13
41.75,15
41.833333333333336,12
41.916666666666664,13
42,15
42.083333333333336,13
42.166666666666664,14
42.25,12
42.333333333333336,11
42.416666666666664,14
42.5,14
42.583333333333336,12
42.666666666666664,14
42.75,12
42.833333333333336,12
42.916666666666664,11
43,13
43.083333333333336,11
43.166666666666664,12
43.25,15
43.333333333333336,13
43.416666666666664,15
43.5,14
43.583333333333336,11
43.666666666666664,14
43.75,13
43.833333333333336,12
43.916666666666664,11
44,11
44.083333333333336,11
44.166666666666664,11
44.25,13
44.333333333333336,11
44.416666666666664,15
44.5,13
44.583333333333336,13
44.666666666666664,13
44.75,12
44.833333333333336,13
44.916666666666664,15
45,11
45.083333333333336,14
45.166666666666664,13
45.25,15
45.333333333333336,13
45.416666666666664,16
45.5,14
45.583333333333336,13
45.666666666666664,13
45.75,13
45.833333333333336,16
45.916666666666664,12
46,12
46.083333333333336,15
46.166666666666664,14
46.25,14
46.333333333333336,14
46.416666666666664,13
46.5,15
46.583333333333336,12
46.666666666666664,12
46.75,13
46.833333333333336,15
46.916666666666664,13
47,13
47.083333333333336,12
47.166666666666664,13
47.25,13
47.333333333333336,12
47.416666666666664,16
47.5,14
47.583333333333336,12
47.666666666666664,12
47.75,14
47.833333333333336,15
47.916666666666664,15
