"Hours since thread went live","One Piece - Episode 1102 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,1
0.5,2
0.5833333333333334,1
0.6666666666666666,2
0.75,3
0.8333333333333334,3
0.9166666666666666,4
1,6
1.0833333333333333,9
1.1666666666666667,13
1.25,13
1.3333333333333333,13
1.4166666666666667,16
1.5,15
1.5833333333333333,13
1.6666666666666667,13
1.75,14
1.8333333333333333,15
1.9166666666666667,16
2,17
2.0833333333333335,17
2.1666666666666665,18
2.25,18
2.3333333333333335,18
2.4166666666666665,18
2.5,19
2.5833333333333335,19
2.6666666666666665,18
2.75,19
2.8333333333333335,18
2.9166666666666665,18
3,18
3.0833333333333335,19
3.1666666666666665,19
3.25,19
3.3333333333333335,19
3.4166666666666665,20
3.5,20
3.5833333333333335,21
3.6666666666666665,21
3.75,23
3.8333333333333335,24
3.9166666666666665,23
4,24
4.083333333333333,25
4.166666666666667,24
4.25,25
4.333333333333333,24
4.416666666666667,23
4.5,25
4.666666666666667,26
4.75,27
4.833333333333333,30
4.916666666666667,30
5,29
5.083333333333333,29
5.166666666666667,30
5.25,32
5.333333333333333,29
5.416666666666667,32
5.5,29
5.583333333333333,30
5.666666666666667,32
5.75,33
5.833333333333333,34
5.916666666666667,36
6,34
6.083333333333333,39
6.166666666666667,38
6.25,38
6.333333333333333,41
6.416666666666667,41
6.5,41
6.583333333333333,38
6.666666666666667,39
6.75,41
6.833333333333333,39
6.916666666666667,45
7,44
7.083333333333333,42
7.166666666666667,43
7.25,42
7.333333333333333,41
7.416666666666667,44
7.5,44
7.583333333333333,45
7.666666666666667,45
7.75,44
7.833333333333333,45
7.916666666666667,46
8,43
8.083333333333334,49
8.166666666666666,47
8.25,45
8.333333333333334,48
8.416666666666666,54
8.5,52
8.583333333333334,50
8.666666666666666,52
8.75,49
8.833333333333334,50
8.916666666666666,52
9,53
9.083333333333334,54
9.166666666666666,57
9.25,55
9.333333333333334,55
9.416666666666666,55
9.5,60
9.583333333333334,56
9.666666666666666,61
9.75,64
9.833333333333334,61
9.916666666666666,62
10,61
10.083333333333334,60
10.166666666666666,62
10.25,63
10.333333333333334,60
10.416666666666666,62
10.5,65
10.583333333333334,64
10.666666666666666,68
10.75,65
10.833333333333334,69
10.916666666666666,70
11,65
11.083333333333334,67
11.166666666666666,65
11.25,69
11.333333333333334,70
11.416666666666666,70
11.5,67
11.583333333333334,67
11.666666666666666,71
11.75,73
11.833333333333334,74
11.916666666666666,72
12,75
12.083333333333334,73
12.166666666666666,75
12.25,76
12.333333333333334,72
12.416666666666666,77
12.5,75
12.583333333333334,75
12.666666666666666,75
12.75,73
12.833333333333334,77
12.916666666666666,74
13,73
13.083333333333334,74
13.166666666666666,75
13.25,78
13.333333333333334,79
13.416666666666666,75
13.5,75
13.583333333333334,78
13.666666666666666,83
13.75,77
13.833333333333334,84
13.916666666666666,83
14,84
14.083333333333334,85
14.166666666666666,83
14.25,86
14.333333333333334,86
14.416666666666666,88
14.5,88
14.583333333333334,91
14.666666666666666,88
14.75,90
14.833333333333334,91
14.916666666666666,91
15,88
15.083333333333334,89
15.166666666666666,85
15.25,86
15.333333333333334,91
15.416666666666666,91
15.5,92
15.583333333333334,91
15.666666666666666,90
15.75,93
15.833333333333334,90
15.916666666666666,93
16,90
16.083333333333332,92
16.166666666666668,95
16.25,92
16.333333333333332,89
16.416666666666668,90
16.5,94
16.583333333333332,96
16.666666666666668,90
16.75,91
16.833333333333332,92
16.916666666666668,89
17,96
17.083333333333332,88
17.166666666666668,95
17.25,93
17.333333333333332,92
17.416666666666668,93
17.5,94
17.583333333333332,89
17.666666666666668,95
17.75,92
17.833333333333332,95
17.916666666666668,92
18,94
18.083333333333332,95
18.166666666666668,98
18.25,94
18.333333333333332,93
18.416666666666668,93
18.5,92
18.583333333333332,96
18.666666666666668,97
18.75,92
18.833333333333332,95
18.916666666666668,97
19,96
19.083333333333332,94
19.166666666666668,99
19.25,100
19.333333333333332,96
19.416666666666668,97
19.5,94
19.583333333333332,96
19.666666666666668,98
19.75,101
19.833333333333332,100
19.916666666666668,98
20,99
20.083333333333332,102
20.166666666666668,101
20.25,104
20.333333333333332,100
20.416666666666668,104
20.5,101
20.583333333333332,98
20.666666666666668,101
20.75,104
20.833333333333332,104
20.916666666666668,99
21,99
21.083333333333332,100
21.166666666666668,106
21.25,101
21.333333333333332,102
21.416666666666668,102
21.5,102
21.583333333333332,102
21.666666666666668,108
21.75,101
21.833333333333332,104
21.916666666666668,105
22,101
22.083333333333332,102
22.166666666666668,102
22.25,103
22.333333333333332,104
22.416666666666668,108
22.5,103
22.583333333333332,104
22.666666666666668,107
22.75,105
22.833333333333332,107
22.916666666666668,103
23,107
23.083333333333332,107
23.166666666666668,105
23.25,105
23.333333333333332,107
23.416666666666668,106
23.5,103
23.583333333333332,108
23.666666666666668,107
23.75,106
23.833333333333332,108
23.916666666666668,107
24,106
24.083333333333332,107
24.166666666666668,108
24.25,105
24.333333333333332,106
24.416666666666668,106
24.5,102
24.583333333333332,105
24.666666666666668,110
24.75,108
24.833333333333332,103
24.916666666666668,109
25,107
25.083333333333332,103
25.166666666666668,107
25.25,106
25.333333333333332,108
25.416666666666668,106
25.5,107
25.583333333333332,108
25.666666666666668,111
25.75,105
25.833333333333332,105
25.916666666666668,107
26,108
26.083333333333332,104
26.166666666666668,105
26.25,103
26.333333333333332,107
26.416666666666668,108
26.5,103
26.583333333333332,106
26.666666666666668,107
26.75,109
26.833333333333332,110
26.916666666666668,106
27,105
27.083333333333332,107
27.166666666666668,107
27.25,108
27.333333333333332,107
27.416666666666668,110
27.5,109
27.583333333333332,109
27.666666666666668,108
27.75,108
27.833333333333332,104
27.916666666666668,107
28,107
28.083333333333332,110
28.166666666666668,108
28.25,104
28.333333333333332,112
28.416666666666668,105
28.5,112
28.583333333333332,104
28.666666666666668,111
28.75,109
28.833333333333332,112
28.916666666666668,108
29,109
29.083333333333332,109
29.166666666666668,108
29.25,105
29.333333333333332,107
29.416666666666668,108
29.5,106
29.583333333333332,111
29.666666666666668,109
29.75,107
29.833333333333332,109
29.916666666666668,105
30,109
30.083333333333332,108
30.166666666666668,108
30.25,110
30.333333333333332,107
30.416666666666668,112
30.5,109
30.583333333333332,111
30.666666666666668,108
30.75,109
30.833333333333332,110
30.916666666666668,110
31,109
31.083333333333332,105
31.166666666666668,109
31.25,111
31.333333333333332,109
31.416666666666668,105
31.5,107
31.583333333333332,107
31.666666666666668,108
31.75,108
31.833333333333332,107
31.916666666666668,108
32,104
32.083333333333336,106
32.166666666666664,109
32.25,105
32.333333333333336,110
32.416666666666664,106
32.5,112
32.583333333333336,111
32.666666666666664,111
32.75,109
32.833333333333336,108
32.916666666666664,105
33,105
33.083333333333336,108
33.166666666666664,110
33.25,108
33.333333333333336,108
33.416666666666664,108
33.5,110
33.583333333333336,108
33.666666666666664,109
33.75,105
33.833333333333336,108
33.916666666666664,109
34,108
34.083333333333336,111
34.166666666666664,110
34.25,112
34.333333333333336,109
34.416666666666664,111
34.5,106
34.583333333333336,110
34.666666666666664,112
34.75,109
34.833333333333336,108
34.916666666666664,108
35,111
35.083333333333336,108
35.166666666666664,107
35.25,105
35.333333333333336,105
35.416666666666664,112
35.5,105
35.583333333333336,109
35.666666666666664,107
