"Hours since thread went live","Ragna Crimson - Episode 23 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,4
0.3333333333333333,6
0.4166666666666667,8
0.5,12
0.5833333333333334,21
0.6666666666666666,27
0.75,37
0.8333333333333334,39
0.9166666666666666,44
1,46
1.0833333333333333,52
1.1666666666666667,55
1.25,59
1.3333333333333333,64
1.4166666666666667,68
1.5,68
1.5833333333333333,73
1.6666666666666667,74
1.75,78
1.8333333333333333,83
1.9166666666666667,85
2,90
2.0833333333333335,93
2.1666666666666665,96
2.25,97
2.3333333333333335,105
2.4166666666666665,107
2.5,112
2.5833333333333335,111
2.6666666666666665,118
2.75,121
2.8333333333333335,124
2.9166666666666665,126
3,127
3.0833333333333335,133
3.1666666666666665,131
3.25,135
3.3333333333333335,134
3.4166666666666665,138
3.5,143
3.5833333333333335,147
3.6666666666666665,146
3.75,141
3.8333333333333335,148
3.9166666666666665,151
4,151
4.083333333333333,151
4.166666666666667,159
4.25,159
4.333333333333333,165
4.416666666666667,165
4.5,167
4.583333333333333,167
4.666666666666667,169
4.75,178
4.833333333333333,181
4.916666666666667,183
5,179
5.083333333333333,185
5.166666666666667,184
5.25,188
5.333333333333333,191
5.416666666666667,194
5.5,195
5.583333333333333,198
5.666666666666667,203
5.75,202
5.833333333333333,204
5.916666666666667,206
6,206
6.083333333333333,209
6.166666666666667,209
6.25,211
6.333333333333333,213
6.416666666666667,211
6.5,216
6.583333333333333,216
6.666666666666667,219
6.75,221
6.833333333333333,222
6.916666666666667,223
7,228
7.083333333333333,229
7.166666666666667,231
7.25,231
7.333333333333333,234
7.416666666666667,231
7.5,232
7.583333333333333,237
7.666666666666667,234
7.75,241
7.833333333333333,240
7.916666666666667,243
8,248
8.083333333333334,245
8.166666666666666,251
8.25,250
8.333333333333334,251
8.416666666666666,248
8.5,254
8.583333333333334,256
8.666666666666666,256
8.75,257
8.833333333333334,258
8.916666666666666,255
9,258
9.083333333333334,262
9.166666666666666,258
9.25,263
9.333333333333334,265
9.416666666666666,269
9.5,268
9.583333333333334,271
9.666666666666666,270
9.75,268
9.833333333333334,271
9.916666666666666,269
10,275
10.083333333333334,276
10.166666666666666,279
10.25,278
10.333333333333334,277
10.416666666666666,278
10.5,278
10.583333333333334,275
10.666666666666666,281
10.75,284
10.833333333333334,276
10.916666666666666,277
11,283
11.083333333333334,282
11.166666666666666,288
11.25,291
11.333333333333334,291
11.416666666666666,288
11.5,291
11.583333333333334,288
11.666666666666666,296
11.75,297
11.833333333333334,299
11.916666666666666,299
12,302
12.083333333333334,302
12.166666666666666,302
12.25,301
12.333333333333334,304
12.416666666666666,306
12.5,311
12.583333333333334,309
12.666666666666666,312
12.75,313
12.833333333333334,316
12.916666666666666,315
13,316
13.083333333333334,315
13.166666666666666,317
13.25,315
13.333333333333334,322
13.416666666666666,317
13.5,324
13.583333333333334,324
13.666666666666666,327
13.75,324
13.833333333333334,325
13.916666666666666,320
14,323
14.083333333333334,321
14.166666666666666,328
14.25,323
14.333333333333334,321
14.416666666666666,323
14.5,326
14.583333333333334,325
14.666666666666666,325
14.75,325
14.833333333333334,324
14.916666666666666,324
15,329
15.083333333333334,326
15.166666666666666,324
15.25,324
15.333333333333334,330
15.416666666666666,333
15.5,331
15.583333333333334,327
15.666666666666666,331
15.75,333
15.833333333333334,335
15.916666666666666,328
16,328
16.083333333333332,333
16.166666666666668,333
16.25,333
16.333333333333332,335
16.416666666666668,332
16.5,332
16.583333333333332,337
16.666666666666668,343
16.75,334
16.833333333333332,343
16.916666666666668,341
17,344
17.083333333333332,343
17.166666666666668,340
17.25,346
17.333333333333332,343
17.416666666666668,347
17.5,348
17.583333333333332,347
17.666666666666668,346
17.75,343
17.833333333333332,347
17.916666666666668,347
18,345
18.083333333333332,350
18.166666666666668,351
18.25,351
18.333333333333332,351
18.416666666666668,351
18.5,347
18.583333333333332,347
18.666666666666668,352
18.75,346
18.833333333333332,351
18.916666666666668,351
19,351
19.083333333333332,348
19.166666666666668,349
19.25,352
19.333333333333332,354
19.416666666666668,353
19.5,350
19.583333333333332,355
19.666666666666668,353
19.75,356
19.833333333333332,360
19.916666666666668,358
20,355
20.083333333333332,358
20.166666666666668,353
20.25,357
20.333333333333332,354
20.416666666666668,356
20.5,357
20.583333333333332,356
20.666666666666668,354
20.75,355
20.833333333333332,351
20.916666666666668,353
21,358
21.083333333333332,362
21.166666666666668,353
21.25,354
21.333333333333332,365
21.416666666666668,356
21.5,365
21.583333333333332,362
21.666666666666668,358
21.75,355
21.833333333333332,367
