"Hours since thread went live","The Fable - Episode 4 discussion"
0,1
0,2
0.08333333333333333,5
0.16666666666666666,5
0.25,5
0.3333333333333333,6
0.4166666666666667,9
0.5,13
0.5833333333333334,14
0.6666666666666666,17
0.75,19
0.8333333333333334,19
0.9166666666666666,24
1,28
1.0833333333333333,27
1.1666666666666667,28
1.25,28
1.3333333333333333,29
1.4166666666666667,31
1.5,32
1.5833333333333333,38
1.6666666666666667,38
1.75,40
1.8333333333333333,39
1.9166666666666667,41
2,43
2.0833333333333335,45
2.1666666666666665,51
2.25,54
2.3333333333333335,57
2.4166666666666665,58
2.5,54
2.5833333333333335,59
2.6666666666666665,61
2.75,65
2.8333333333333335,68
2.9166666666666665,70
3,69
3.0833333333333335,73
3.1666666666666665,72
3.25,77
3.3333333333333335,78
3.4166666666666665,77
3.5,76
3.5833333333333335,76
3.6666666666666665,82
3.75,80
3.8333333333333335,81
3.9166666666666665,80
4,79
4.083333333333333,80
4.166666666666667,84
4.25,84
4.333333333333333,85
4.416666666666667,92
4.5,89
4.583333333333333,91
4.666666666666667,91
4.75,94
4.833333333333333,95
4.916666666666667,101
5,102
5.083333333333333,102
5.166666666666667,102
5.25,102
5.333333333333333,107
5.416666666666667,102
5.5,107
5.583333333333333,106
5.666666666666667,107
5.75,107
5.833333333333333,112
5.916666666666667,107
6,109
6.083333333333333,114
6.166666666666667,110
6.25,116
6.333333333333333,116
6.416666666666667,116
6.5,115
6.583333333333333,119
6.666666666666667,121
6.75,115
6.833333333333333,119
6.916666666666667,121
7,121
7.083333333333333,124
7.166666666666667,122
7.333333333333333,123
7.416666666666667,125
7.5,124
7.583333333333333,129
7.666666666666667,124
7.75,131
7.833333333333333,129
7.916666666666667,131
8,129
8.083333333333334,129
8.166666666666666,129
8.25,127
8.333333333333334,131
8.416666666666666,133
8.5,138
8.583333333333334,137
8.666666666666666,137
8.75,134
8.833333333333334,141
8.916666666666666,136
9,140
9.083333333333334,143
9.166666666666666,145
9.25,140
9.333333333333334,143
9.416666666666666,147
9.5,146
9.583333333333334,148
9.666666666666666,148
9.75,149
9.833333333333334,152
9.916666666666666,149
10,149
10.083333333333334,151
10.166666666666666,150
10.25,150
10.333333333333334,151
10.416666666666666,152
10.5,150
10.583333333333334,156
10.666666666666666,155
10.75,158
10.833333333333334,158
10.916666666666666,160
11,155
11.083333333333334,161
11.166666666666666,160
11.25,162
11.333333333333334,164
11.416666666666666,159
11.5,167
11.583333333333334,165
11.666666666666666,169
11.75,168
11.833333333333334,165
11.916666666666666,167
12,168
12.083333333333334,168
12.166666666666666,170
12.25,169
12.333333333333334,170
12.416666666666666,173
12.5,172
12.583333333333334,174
12.666666666666666,177
12.75,176
12.833333333333334,172
12.916666666666666,174
13,176
13.083333333333334,172
13.166666666666666,174
13.25,178
13.333333333333334,181
13.416666666666666,180
13.5,181
13.583333333333334,178
13.666666666666666,178
13.75,178
13.833333333333334,181
14,184
14.083333333333334,181
14.166666666666666,187
14.25,188
14.333333333333334,181
14.416666666666666,186
14.5,183
14.583333333333334,186
14.666666666666666,190
14.75,186
14.833333333333334,189
14.916666666666666,193
15,189
15.083333333333334,189
15.166666666666666,189
15.25,188
15.333333333333334,188
15.416666666666666,190
15.5,193
15.583333333333334,195
15.666666666666666,196
15.75,194
15.833333333333334,193
15.916666666666666,194
16,198
16.083333333333332,194
16.166666666666668,197
16.25,201
16.333333333333332,196
16.416666666666668,199
16.5,199
16.583333333333332,196
16.666666666666668,199
16.75,201
16.833333333333332,198
16.916666666666668,196
17,204
17.083333333333332,199
17.166666666666668,197
17.25,205
17.333333333333332,199
17.416666666666668,204
17.5,198
17.583333333333332,200
17.666666666666668,205
17.75,208
17.833333333333332,207
17.916666666666668,206
18,206
18.083333333333332,208
18.166666666666668,206
18.25,209
18.333333333333332,205
18.416666666666668,205
18.5,206
18.583333333333332,208
18.666666666666668,205
18.75,202
18.833333333333332,202
18.916666666666668,205
19,204
19.083333333333332,206
19.166666666666668,209
19.25,205
19.333333333333332,209
19.416666666666668,204
19.5,207
19.583333333333332,208
19.666666666666668,206
19.75,213
19.833333333333332,209
19.916666666666668,208
20,209
20.083333333333332,210
20.166666666666668,206
20.25,211
20.333333333333332,213
20.416666666666668,213
20.5,214
20.583333333333332,212
20.666666666666668,213
20.75,215
20.833333333333332,215
20.916666666666668,217
21,216
21.083333333333332,216
21.166666666666668,221
21.25,218
21.333333333333332,223
21.416666666666668,218
21.5,219
21.583333333333332,224
21.666666666666668,222
21.75,224
21.833333333333332,223
21.916666666666668,222
22,220
22.083333333333332,227
22.166666666666668,226
22.25,225
22.333333333333332,225
22.416666666666668,225
22.5,227
22.583333333333332,231
22.666666666666668,225
22.75,226
22.833333333333332,229
22.916666666666668,227
23,227
23.083333333333332,225
23.166666666666668,229
23.25,225
23.333333333333332,229
23.416666666666668,226
23.5,229
23.583333333333332,230
23.666666666666668,228
23.75,226
23.833333333333332,230
23.916666666666668,230
24,226
24.083333333333332,228
24.166666666666668,230
24.25,227
24.333333333333332,234
24.416666666666668,234
24.5,233
24.583333333333332,228
24.666666666666668,230
24.75,232
24.833333333333332,226
24.916666666666668,228
25,232
25.083333333333332,232
25.166666666666668,231
25.25,226
25.333333333333332,233
25.416666666666668,229
25.5,232
25.583333333333332,229
25.666666666666668,233
25.75,234
25.833333333333332,235
25.916666666666668,230
26,232
26.083333333333332,235
26.166666666666668,235
26.25,234
26.333333333333332,235
26.416666666666668,235
26.5,238
26.583333333333332,231
26.666666666666668,236
26.75,237
26.833333333333332,238
26.916666666666668,237
27,236
27.083333333333332,237
27.166666666666668,235
27.25,236
27.333333333333332,235
27.416666666666668,239
27.5,239
27.583333333333332,235
27.666666666666668,237
27.75,237
27.833333333333332,240
27.916666666666668,243
28,242
28.083333333333332,240
28.166666666666668,239
28.25,243
28.333333333333332,240
28.416666666666668,241
28.5,247
28.583333333333332,243
28.666666666666668,240
28.75,244
28.833333333333332,240
28.916666666666668,245
29,248
29.083333333333332,246
29.166666666666668,245
29.25,245
29.333333333333332,242
29.416666666666668,245
29.5,242
29.583333333333332,250
29.666666666666668,249
29.75,252
29.833333333333332,246
29.916666666666668,247
30,249
30.083333333333332,250
30.166666666666668,250
30.25,251
30.333333333333332,253
30.416666666666668,246
30.5,247
30.583333333333332,251
30.666666666666668,253
30.75,248
30.833333333333332,247
30.916666666666668,251
31,249
31.083333333333332,252
31.166666666666668,250
31.25,249
31.333333333333332,248
31.416666666666668,247
31.5,249
31.583333333333332,252
31.666666666666668,252
31.75,250
31.833333333333332,248
31.916666666666668,248
32,250
32.083333333333336,249
32.166666666666664,250
32.25,248
32.333333333333336,253
32.416666666666664,254
32.5,251
32.583333333333336,251
32.666666666666664,251
32.75,252
32.833333333333336,256
32.916666666666664,253
33,254
33.083333333333336,255
33.166666666666664,257
33.25,256
33.333333333333336,255
33.416666666666664,256
33.5,260
33.583333333333336,258
33.666666666666664,259
33.75,257
33.833333333333336,255
