"Hours since thread went live","Shadowverse Flame: Arc-hen - Episode 8 discussion"
39.083333333333336,0
39.166666666666664,2
39.25,3
39.333333333333336,3
39.416666666666664,3
39.5,2
39.583333333333336,0
39.666666666666664,2
39.75,0
39.833333333333336,4
39.916666666666664,1
40,2
40.083333333333336,0
40.166666666666664,2
40.25,4
40.333333333333336,2
40.416666666666664,0
40.5,0
40.583333333333336,0
40.666666666666664,2
40.75,0
40.833333333333336,1
40.916666666666664,3
41,3
41.083333333333336,3
41.166666666666664,3
41.25,2
41.333333333333336,3
41.416666666666664,2
41.5,2
41.583333333333336,2
41.666666666666664,3
41.75,1
41.833333333333336,2
41.916666666666664,1
42,3
42.083333333333336,1
42.166666666666664,2
42.25,4
42.333333333333336,3
42.416666666666664,4
42.5,0
42.583333333333336,2
42.666666666666664,3
42.75,3
42.833333333333336,3
42.916666666666664,3
43,3
43.083333333333336,2
43.166666666666664,1
43.25,2
43.333333333333336,4
43.416666666666664,2
43.5,1
43.583333333333336,2
43.666666666666664,1
43.75,2
43.833333333333336,2
43.916666666666664,1
44,0
44.083333333333336,1
44.166666666666664,0
44.25,4
44.333333333333336,3
44.416666666666664,2
44.5,2
44.583333333333336,2
44.666666666666664,1
44.75,2
44.833333333333336,2
44.916666666666664,1
45,1
45.083333333333336,3
45.166666666666664,2
45.25,0
45.333333333333336,2
45.416666666666664,0
45.5,0
45.583333333333336,2
45.666666666666664,2
45.75,2
45.833333333333336,0
46,1
46.083333333333336,4
46.166666666666664,1
46.25,1
46.333333333333336,3
