"Hours since thread went live","Nozomanu Fushi no Boukensha • The Unwanted Undead Adventurer - Episode 10 discussion"
21.666666666666668,416
21.75,419
21.833333333333332,417
21.916666666666668,425
22,420
22.083333333333332,423
22.166666666666668,426
22.25,422
22.333333333333332,424
22.416666666666668,425
22.5,420
22.583333333333332,425
22.666666666666668,427
22.75,427
22.833333333333332,420
22.916666666666668,427
23,428
23.083333333333332,425
23.166666666666668,427
23.25,426
23.333333333333332,429
23.416666666666668,429
23.5,427
23.583333333333332,425
23.666666666666668,435
23.75,428
23.833333333333332,424
23.916666666666668,429
24,429
24.083333333333332,431
24.166666666666668,432
24.25,435
24.333333333333332,433
24.416666666666668,433
24.5,432
24.583333333333332,435
24.666666666666668,433
24.75,430
24.833333333333332,433
24.916666666666668,432
25,429
25.083333333333332,432
25.166666666666668,436
25.25,436
25.333333333333332,437
25.416666666666668,435
25.5,438
25.583333333333332,437
25.666666666666668,434
25.75,433
25.833333333333332,438
25.916666666666668,442
26,432
26.083333333333332,440
26.166666666666668,438
26.25,441
26.333333333333332,443
26.416666666666668,439
26.5,442
26.583333333333332,439
26.666666666666668,441
26.75,438
26.833333333333332,442
26.916666666666668,441
27,442
27.083333333333332,441
27.166666666666668,439
27.25,440
27.333333333333332,441
27.416666666666668,444
27.5,441
27.583333333333332,443
27.666666666666668,441
27.75,441
27.833333333333332,443
27.916666666666668,445
28,446
28.083333333333332,442
28.166666666666668,445
28.25,447
28.333333333333332,448
28.416666666666668,451
28.5,444
28.583333333333332,444
28.666666666666668,444
28.75,442
28.833333333333332,445
28.916666666666668,451
29,446
29.083333333333332,444
29.166666666666668,448
29.25,442
29.333333333333332,448
29.416666666666668,450
29.5,446
29.583333333333332,447
29.666666666666668,452
29.75,451
29.833333333333332,454
29.916666666666668,448
30,454
30.083333333333332,451
30.166666666666668,452
30.25,452
30.333333333333332,456
30.416666666666668,457
30.5,452
30.583333333333332,450
30.666666666666668,452
30.75,454
30.833333333333332,460
30.916666666666668,457
31,452
31.083333333333332,452
31.166666666666668,454
31.25,452
31.333333333333332,457
31.416666666666668,455
31.5,454
31.583333333333332,456
31.666666666666668,461
31.75,457
31.833333333333332,459
31.916666666666668,455
32,459
32.083333333333336,456
32.166666666666664,459
32.25,455
32.333333333333336,456
32.416666666666664,463
32.5,458
32.583333333333336,456
32.666666666666664,458
32.75,462
32.833333333333336,455
32.916666666666664,455
33,456
33.083333333333336,459
33.166666666666664,456
33.25,456
33.333333333333336,462
33.416666666666664,458
33.5,460
33.583333333333336,452
33.666666666666664,455
33.75,458
33.833333333333336,456
33.916666666666664,458
34,460
34.083333333333336,460
34.166666666666664,453
34.25,463
34.333333333333336,454
34.416666666666664,456
34.5,457
34.583333333333336,460
34.666666666666664,463
34.75,459
34.833333333333336,464
34.916666666666664,461
35,461
35.083333333333336,463
35.166666666666664,460
35.25,460
35.333333333333336,461
35.416666666666664,462
35.5,465
35.583333333333336,455
35.666666666666664,459
35.75,464
35.833333333333336,463
35.916666666666664,456
36,460
36.083333333333336,463
36.166666666666664,457
36.25,466
36.333333333333336,461
36.416666666666664,463
36.5,462
36.583333333333336,457
36.666666666666664,461
36.75,465
36.833333333333336,465
36.916666666666664,465
37,464
37.083333333333336,459
37.166666666666664,463
37.25,467
37.333333333333336,462
37.416666666666664,464
37.5,464
37.583333333333336,464
37.666666666666664,459
37.75,459
37.833333333333336,462
37.916666666666664,463
38,464
38.083333333333336,461
38.166666666666664,460
38.25,462
38.333333333333336,470
38.416666666666664,462
38.5,462
38.583333333333336,462
38.666666666666664,464
38.75,464
38.833333333333336,470
38.916666666666664,466
39,470
39.083333333333336,463
39.166666666666664,464
39.25,465
39.333333333333336,468
39.416666666666664,464
39.5,465
39.583333333333336,460
39.666666666666664,467
39.75,471
39.833333333333336,467
39.916666666666664,466
40,465
40.083333333333336,463
40.166666666666664,468
40.25,466
40.333333333333336,465
40.416666666666664,465
40.5,467
40.583333333333336,462
40.666666666666664,471
40.75,470
40.833333333333336,468
40.916666666666664,466
41,465
41.083333333333336,465
41.166666666666664,471
41.25,471
41.333333333333336,469
41.416666666666664,468
41.5,464
41.583333333333336,470
41.666666666666664,466
41.75,464
41.833333333333336,465
41.916666666666664,466
42,468
42.083333333333336,465
42.166666666666664,469
42.25,467
42.333333333333336,471
42.416666666666664,465
42.5,464
42.583333333333336,470
42.666666666666664,472
42.75,462
42.833333333333336,471
42.916666666666664,470
43,468
43.083333333333336,466
43.166666666666664,465
43.25,466
43.333333333333336,469
43.416666666666664,470
43.5,467
43.583333333333336,472
43.666666666666664,471
43.75,467
43.833333333333336,467
43.916666666666664,473
44,467
44.083333333333336,467
44.166666666666664,469
44.25,464
44.333333333333336,467
44.416666666666664,473
44.5,463
44.583333333333336,462
44.666666666666664,467
44.75,467
44.833333333333336,464
44.916666666666664,471
45,465
45.083333333333336,467
45.166666666666664,464
45.25,468
45.333333333333336,465
45.416666666666664,467
45.5,463
45.583333333333336,468
45.666666666666664,467
45.75,465
45.833333333333336,467
45.916666666666664,464
46,470
46.083333333333336,471
46.166666666666664,472
46.25,467
46.333333333333336,471
46.416666666666664,468
46.5,465
46.583333333333336,468
46.666666666666664,462
46.75,465
46.833333333333336,465
46.916666666666664,467
47,468
47.083333333333336,467
47.166666666666664,466
47.25,462
47.333333333333336,464
47.416666666666664,466
47.5,466
47.583333333333336,468
47.666666666666664,472
47.75,469
47.833333333333336,467
47.916666666666664,468
