"Hours since thread went live","Tensei Kizoku, Kantei Skill de Nariagaru • As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World - Episode 1 discussion"
38.75,131
38.833333333333336,136
38.916666666666664,138
39,135
39.083333333333336,134
39.166666666666664,135
39.25,134
39.333333333333336,132
39.416666666666664,132
39.5,137
39.583333333333336,136
39.666666666666664,135
39.75,137
39.833333333333336,133
39.916666666666664,135
40,135
40.083333333333336,134
40.166666666666664,135
40.25,136
40.333333333333336,132
40.416666666666664,133
40.5,137
40.583333333333336,135
40.666666666666664,137
40.75,137
40.833333333333336,135
40.916666666666664,138
41,135
41.083333333333336,135
41.166666666666664,135
41.25,136
41.333333333333336,133
41.416666666666664,135
41.5,135
41.583333333333336,134
41.666666666666664,133
41.75,139
41.833333333333336,134
41.916666666666664,135
42,134
42.083333333333336,136
42.166666666666664,133
42.25,135
42.333333333333336,136
42.416666666666664,135
42.5,139
42.583333333333336,138
42.666666666666664,136
42.75,136
42.833333333333336,133
42.916666666666664,134
43,134
43.083333333333336,135
43.166666666666664,132
43.25,136
43.333333333333336,133
43.416666666666664,135
43.5,133
43.583333333333336,136
43.666666666666664,134
43.75,136
43.833333333333336,134
43.916666666666664,136
44,136
44.083333333333336,136
44.166666666666664,137
44.25,134
44.333333333333336,134
44.416666666666664,136
44.5,137
44.583333333333336,132
44.666666666666664,134
44.75,130
44.833333333333336,134
44.916666666666664,135
45,137
45.083333333333336,135
45.166666666666664,135
45.25,139
45.333333333333336,135
45.416666666666664,136
45.5,135
45.583333333333336,132
45.666666666666664,135
45.75,133
45.833333333333336,134
45.916666666666664,134
46,134
46.083333333333336,137
46.166666666666664,137
46.25,135
46.333333333333336,141
46.416666666666664,136
46.5,138
46.583333333333336,135
46.666666666666664,136
46.75,139
46.833333333333336,138
46.916666666666664,137
47,139
47.083333333333336,138
47.166666666666664,136
47.25,135
47.333333333333336,138
47.416666666666664,138
47.5,136
47.583333333333336,140
47.666666666666664,139
47.75,138
47.833333333333336,137
47.916666666666664,141
