"Hours since thread went live","Sasaki to Pii-chan • Sasaki and Peeps - Episode 10 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,3
0.5,4
0.5833333333333334,5
0.6666666666666666,8
0.75,10
0.8333333333333334,10
0.9166666666666666,11
1,13
1.0833333333333333,15
1.1666666666666667,18
1.25,20
1.3333333333333333,21
1.4166666666666667,26
1.5,27
1.5833333333333333,27
1.6666666666666667,26
1.75,29
1.8333333333333333,30
1.9166666666666667,32
2,31
2.0833333333333335,34
2.1666666666666665,33
2.25,38
2.3333333333333335,42
2.4166666666666665,41
2.5,46
2.5833333333333335,44
2.6666666666666665,50
2.75,51
2.8333333333333335,54
2.9166666666666665,53
3,56
3.0833333333333335,55
3.1666666666666665,58
3.25,61
3.3333333333333335,60
3.4166666666666665,63
3.5,67
3.5833333333333335,65
3.6666666666666665,70
3.75,68
3.8333333333333335,70
3.9166666666666665,70
4,76
4.083333333333333,76
4.166666666666667,80
4.25,80
4.333333333333333,79
4.416666666666667,79
4.5,81
4.583333333333333,79
4.666666666666667,80
4.75,88
4.833333333333333,84
4.916666666666667,88
5,82
5.083333333333333,87
5.166666666666667,90
5.25,91
5.333333333333333,88
5.416666666666667,92
5.5,95
5.583333333333333,93
5.666666666666667,92
5.75,91
5.833333333333333,96
5.916666666666667,99
6,97
6.083333333333333,101
6.166666666666667,102
6.25,99
6.333333333333333,106
6.416666666666667,105
6.5,104
6.583333333333333,108
6.666666666666667,104
6.75,105
6.833333333333333,108
6.916666666666667,107
7,110
7.083333333333333,107
7.166666666666667,108
7.25,110
7.333333333333333,116
7.416666666666667,109
7.5,109
7.583333333333333,115
7.666666666666667,111
7.75,114
7.833333333333333,110
7.916666666666667,118
8,115
8.083333333333334,113
8.166666666666666,116
8.25,121
8.333333333333334,122
8.416666666666666,119
8.5,119
8.583333333333334,125
8.666666666666666,124
8.75,126
8.833333333333334,126
8.916666666666666,125
9,124
9.083333333333334,131
9.166666666666666,131
9.25,126
9.333333333333334,130
9.416666666666666,127
9.5,131
9.583333333333334,127
9.666666666666666,125
9.75,131
9.833333333333334,127
9.916666666666666,132
10,131
10.083333333333334,134
10.166666666666666,137
10.25,129
10.333333333333334,132
10.416666666666666,136
10.5,133
10.583333333333334,133
10.666666666666666,134
10.75,137
10.833333333333334,139
10.916666666666666,140
11,139
11.083333333333334,137
11.166666666666666,139
11.25,139
11.333333333333334,142
11.416666666666666,144
11.5,143
11.583333333333334,143
11.666666666666666,142
11.75,144
11.833333333333334,146
11.916666666666666,146
12,150
12.083333333333334,149
12.166666666666666,153
12.25,152
12.333333333333334,151
12.416666666666666,152
12.5,156
12.583333333333334,156
12.666666666666666,152
12.75,154
12.833333333333334,155
12.916666666666666,153
13,155
13.083333333333334,155
13.166666666666666,154
13.25,153
13.333333333333334,154
13.416666666666666,160
13.5,157
13.583333333333334,158
13.666666666666666,156
13.75,163
13.833333333333334,163
13.916666666666666,164
14,164
14.083333333333334,166
14.166666666666666,163
14.25,162
14.333333333333334,166
14.416666666666666,165
14.5,168
14.583333333333334,169
14.666666666666666,166
14.75,170
14.833333333333334,169
14.916666666666666,168
15,170
15.083333333333334,170
15.166666666666666,176
15.25,174
15.333333333333334,171
15.416666666666666,175
15.5,176
15.583333333333334,174
15.666666666666666,177
15.75,181
15.833333333333334,175
15.916666666666666,175
16,179
16.083333333333332,177
16.166666666666668,186
16.25,182
16.333333333333332,182
16.416666666666668,180
16.5,181
16.583333333333332,183
16.666666666666668,186
16.75,184
16.833333333333332,183
16.916666666666668,186
17,190
17.083333333333332,187
17.166666666666668,192
17.25,189
17.333333333333332,186
17.416666666666668,186
17.5,189
17.583333333333332,191
17.666666666666668,188
17.75,189
17.833333333333332,191
17.916666666666668,188
18,193
18.083333333333332,191
18.166666666666668,190
18.25,189
18.333333333333332,192
18.416666666666668,194
18.5,190
18.583333333333332,192
18.666666666666668,191
18.75,188
18.833333333333332,191
18.916666666666668,191
19,189
19.083333333333332,195
19.166666666666668,193
19.25,191
19.333333333333332,191
19.416666666666668,189
19.5,192
19.583333333333332,188
19.666666666666668,191
19.75,191
19.833333333333332,188
19.916666666666668,197
20,194
20.083333333333332,195
20.166666666666668,196
20.25,197
20.333333333333332,198
20.416666666666668,196
20.5,199
20.583333333333332,201
20.666666666666668,198
20.75,197
20.833333333333332,198
20.916666666666668,198
21,204
21.083333333333332,200
21.166666666666668,200
21.25,202
21.333333333333332,199
21.416666666666668,198
21.5,197
21.583333333333332,201
21.666666666666668,204
21.75,207
21.833333333333332,199
21.916666666666668,200
22,204
22.083333333333332,202
22.166666666666668,205
22.25,203
22.333333333333332,200
22.416666666666668,202
22.5,202
22.583333333333332,204
22.666666666666668,204
22.75,206
22.833333333333332,205
22.916666666666668,203
23,204
23.083333333333332,205
23.166666666666668,207
23.25,207
23.333333333333332,206
23.416666666666668,203
23.5,207
23.583333333333332,206
23.666666666666668,205
23.75,204
23.833333333333332,207
23.916666666666668,204
24,206
24.083333333333332,207
24.166666666666668,205
24.25,207
24.333333333333332,206
24.416666666666668,205
24.5,206
24.583333333333332,207
24.666666666666668,204
24.75,207
24.833333333333332,211
24.916666666666668,209
25,205
25.083333333333332,206
25.166666666666668,211
25.25,207
25.333333333333332,211
25.416666666666668,211
25.5,206
25.583333333333332,209
25.666666666666668,204
25.75,207
25.833333333333332,212
25.916666666666668,210
26,210
26.083333333333332,207
26.166666666666668,210
26.25,209
26.333333333333332,210
26.416666666666668,211
26.5,210
26.583333333333332,210
26.666666666666668,211
26.75,205
26.833333333333332,210
26.916666666666668,207
27,211
27.083333333333332,210
27.166666666666668,211
27.25,208
27.333333333333332,211
27.416666666666668,208
27.5,209
27.583333333333332,210
27.666666666666668,212
27.75,212
27.833333333333332,212
27.916666666666668,208
28,210
28.083333333333332,210
28.166666666666668,210
28.25,212
28.333333333333332,208
28.416666666666668,214
28.5,208
28.583333333333332,213
28.666666666666668,210
28.75,209
28.833333333333332,211
28.916666666666668,211
29,208
29.083333333333332,211
29.166666666666668,208
29.25,208
29.333333333333332,212
29.416666666666668,213
29.5,215
29.583333333333332,211
29.666666666666668,211
29.75,207
29.833333333333332,210
29.916666666666668,211
30,207
30.083333333333332,209
30.166666666666668,213
30.25,212
30.333333333333332,212
30.416666666666668,209
30.5,212
30.583333333333332,210
30.666666666666668,210
30.75,215
30.833333333333332,211
30.916666666666668,209
31,212
31.083333333333332,211
31.166666666666668,215
31.25,214
31.333333333333332,212
31.416666666666668,212
31.5,208
31.583333333333332,212
31.666666666666668,211
31.75,215
31.833333333333332,213
31.916666666666668,217
32,217
32.083333333333336,214
32.166666666666664,214
32.25,212
32.333333333333336,217
32.416666666666664,215
32.5,217
32.583333333333336,213
32.666666666666664,212
32.75,211
32.833333333333336,214
32.916666666666664,215
33,215
33.083333333333336,215
33.166666666666664,217
33.25,211
33.333333333333336,212
33.416666666666664,215
33.5,215
