"Hours since thread went live","Kami wa Game ni Ueteiru. • Gods' Game We Play - Episode 1 discussion"
0,3
0.08333333333333333,5
0.16666666666666666,7
0.25,9
0.3333333333333333,10
0.4166666666666667,11
0.5,12
0.5833333333333334,13
0.6666666666666666,15
0.75,14
0.8333333333333334,14
0.9166666666666666,16
1,15
1.0833333333333333,16
1.1666666666666667,18
1.25,18
1.3333333333333333,19
1.4166666666666667,23
1.5,25
1.5833333333333333,28
1.6666666666666667,30
1.75,35
1.8333333333333333,36
1.9166666666666667,38
2,43
2.0833333333333335,47
2.1666666666666665,50
2.25,55
2.3333333333333335,56
2.4166666666666665,58
2.5,61
2.5833333333333335,62
2.6666666666666665,62
2.75,67
2.8333333333333335,69
2.9166666666666665,72
3,69
3.0833333333333335,73
3.1666666666666665,72
3.25,72
3.3333333333333335,74
3.4166666666666665,73
3.5,76
3.5833333333333335,75
3.6666666666666665,76
3.75,77
3.8333333333333335,85
3.9166666666666665,84
4,85
4.083333333333333,86
4.166666666666667,83
4.25,88
4.333333333333333,89
4.416666666666667,86
4.5,87
4.583333333333333,95
4.666666666666667,96
4.75,97
4.833333333333333,97
4.916666666666667,96
5,93
5.083333333333333,98
5.166666666666667,97
5.25,100
5.333333333333333,96
5.416666666666667,101
5.5,105
5.583333333333333,101
5.666666666666667,101
5.75,103
5.833333333333333,106
5.916666666666667,103
6,103
6.083333333333333,104
6.166666666666667,107
6.25,106
6.333333333333333,111
6.416666666666667,112
6.5,113
6.583333333333333,116
6.666666666666667,120
6.75,118
6.833333333333333,118
6.916666666666667,119
7,119
7.083333333333333,116
7.166666666666667,119
7.25,120
7.333333333333333,122
7.416666666666667,122
7.5,123
7.583333333333333,125
7.666666666666667,125
7.75,124
7.833333333333333,125
7.916666666666667,129
8,130
8.083333333333334,131
8.166666666666666,132
8.25,133
8.333333333333334,136
8.416666666666666,132
8.5,131
8.583333333333334,131
8.666666666666666,131
8.75,137
8.833333333333334,137
8.916666666666666,136
9,135
9.083333333333334,141
9.166666666666666,140
9.25,134
9.333333333333334,134
9.416666666666666,135
9.5,136
9.583333333333334,139
9.666666666666666,138
9.75,144
9.833333333333334,140
9.916666666666666,140
10,144
10.083333333333334,141
10.166666666666666,141
10.25,144
10.333333333333334,144
10.416666666666666,144
10.5,144
10.583333333333334,149
10.666666666666666,154
10.75,157
10.833333333333334,152
10.916666666666666,154
11,153
11.083333333333334,153
11.166666666666666,158
11.25,154
11.333333333333334,158
11.416666666666666,152
11.5,159
11.583333333333334,157
11.666666666666666,157
11.75,154
11.833333333333334,158
11.916666666666666,161
12,157
12.083333333333334,161
12.166666666666666,164
12.25,163
12.333333333333334,162
12.416666666666666,165
12.5,163
12.583333333333334,166
12.666666666666666,168
12.75,170
12.833333333333334,166
12.916666666666666,168
13,172
13.083333333333334,172
13.166666666666666,170
13.25,172
13.333333333333334,168
13.416666666666666,170
13.5,169
13.583333333333334,165
13.666666666666666,167
13.75,169
13.833333333333334,170
13.916666666666666,172
14,170
14.083333333333334,172
14.166666666666666,174
14.25,173
14.333333333333334,172
14.416666666666666,173
14.5,176
14.583333333333334,178
14.666666666666666,175
14.75,178
14.833333333333334,179
14.916666666666666,180
15,180
15.083333333333334,179
15.166666666666666,184
15.25,181
15.333333333333334,179
15.416666666666666,178
15.5,180
15.583333333333334,180
15.666666666666666,183
15.75,182
15.833333333333334,178
15.916666666666666,183
16,179
16.083333333333332,177
16.166666666666668,179
16.25,179
16.333333333333332,180
16.416666666666668,181
16.5,180
16.583333333333332,183
16.666666666666668,181
16.75,181
16.833333333333332,185
16.916666666666668,181
17,186
17.083333333333332,186
17.166666666666668,184
17.25,185
17.333333333333332,184
17.416666666666668,185
17.5,185
17.583333333333332,183
17.666666666666668,184
17.75,184
17.833333333333332,184
17.916666666666668,182
18,184
18.083333333333332,191
18.166666666666668,188
18.25,185
18.333333333333332,184
18.416666666666668,187
18.5,191
18.583333333333332,188
18.666666666666668,190
18.75,193
18.833333333333332,192
18.916666666666668,191
19,193
19.083333333333332,193
19.166666666666668,192
19.25,200
19.333333333333332,198
19.416666666666668,192
19.5,194
19.583333333333332,196
19.666666666666668,197
19.75,198
19.833333333333332,198
19.916666666666668,199
20,195
20.083333333333332,194
20.166666666666668,198
20.25,196
20.333333333333332,198
20.416666666666668,196
20.5,197
20.583333333333332,197
20.666666666666668,195
20.75,195
20.833333333333332,197
20.916666666666668,196
21,197
21.083333333333332,199
21.166666666666668,203
21.25,204
21.333333333333332,203
21.416666666666668,206
21.5,203
21.583333333333332,200
21.666666666666668,206
21.75,209
21.833333333333332,207
21.916666666666668,205
22,206
22.083333333333332,209
22.166666666666668,209
22.25,208
22.333333333333332,213
22.416666666666668,209
22.5,212
22.583333333333332,213
22.666666666666668,214
22.75,207
22.833333333333332,210
22.916666666666668,212
23,213
23.083333333333332,210
23.166666666666668,210
23.25,213
23.333333333333332,216
23.416666666666668,213
23.5,218
23.583333333333332,216
23.666666666666668,214
23.75,216
23.833333333333332,213
23.916666666666668,212
24,214
24.083333333333332,216
24.166666666666668,217
24.25,216
24.333333333333332,218
24.416666666666668,215
24.5,218
24.583333333333332,220
24.666666666666668,218
24.75,219
24.833333333333332,221
24.916666666666668,213
25,214
25.083333333333332,219
25.166666666666668,223
25.25,217
25.333333333333332,217
25.416666666666668,218
25.5,220
25.583333333333332,217
25.666666666666668,218
25.75,217
25.833333333333332,219
25.916666666666668,219
26,221
26.083333333333332,223
26.166666666666668,222
26.25,216
26.333333333333332,220
26.416666666666668,220
26.5,224
26.583333333333332,224
26.666666666666668,222
26.75,222
26.833333333333332,220
26.916666666666668,224
27,221
27.083333333333332,223
27.166666666666668,224
27.25,224
27.333333333333332,226
27.416666666666668,223
27.5,222
27.583333333333332,223
27.666666666666668,221
27.75,226
27.833333333333332,219
27.916666666666668,226
28,220
28.083333333333332,224
28.166666666666668,220
28.25,224
28.333333333333332,220
28.416666666666668,222
28.5,224
28.583333333333332,220
28.666666666666668,222
28.75,225
28.833333333333332,225
28.916666666666668,224
29,225
29.083333333333332,221
29.166666666666668,218
29.25,225
29.333333333333332,221
29.416666666666668,220
29.5,221
29.583333333333332,222
29.666666666666668,221
29.75,224
29.833333333333332,224
29.916666666666668,223
30,221
30.083333333333332,221
30.166666666666668,224
30.25,227
30.333333333333332,222
30.416666666666668,226
30.5,226
30.583333333333332,225
30.666666666666668,225
30.75,224
30.833333333333332,225
30.916666666666668,227
31,223
31.083333333333332,225
31.166666666666668,228
31.25,226
31.333333333333332,228
31.416666666666668,222
31.5,226
31.583333333333332,227
31.666666666666668,226
31.75,228
31.833333333333332,223
31.916666666666668,231
32,226
32.083333333333336,226
32.166666666666664,231
32.25,232
32.333333333333336,227
32.416666666666664,227
32.5,227
32.583333333333336,230
32.666666666666664,228
32.75,230
32.833333333333336,230
32.916666666666664,227
33,231
33.083333333333336,230
33.166666666666664,229
33.25,228
33.333333333333336,229
33.416666666666664,230
33.5,233
33.583333333333336,227
33.666666666666664,228
33.75,228
33.833333333333336,231
33.916666666666664,230
34,229
34.083333333333336,230
34.166666666666664,226
34.25,227
34.333333333333336,231
34.416666666666664,230
34.5,230
34.583333333333336,232
34.666666666666664,231
34.75,230
34.833333333333336,227
34.916666666666664,229
35,229
35.083333333333336,229
35.166666666666664,227
35.25,229
35.333333333333336,231
35.416666666666664,233
35.5,233
35.583333333333336,227
35.666666666666664,226
35.75,228
35.833333333333336,227
35.916666666666664,229
36,229
36.083333333333336,228
36.166666666666664,229
36.25,234
36.333333333333336,233
36.416666666666664,230
36.5,233
36.583333333333336,232
36.666666666666664,229
36.75,232
36.833333333333336,229
36.916666666666664,235
37,230
37.083333333333336,233
37.166666666666664,232
37.25,230
37.333333333333336,232
37.416666666666664,237
37.5,234
37.583333333333336,229
37.666666666666664,231
37.75,235
37.833333333333336,235
37.916666666666664,234
38,229
38.083333333333336,231
38.166666666666664,236
38.25,234
38.333333333333336,233
38.416666666666664,231
38.5,231
38.583333333333336,236
38.666666666666664,232
38.75,235
38.833333333333336,234
38.916666666666664,234
39,234
39.083333333333336,231
39.166666666666664,235
39.25,231
39.333333333333336,235
39.416666666666664,233
39.5,238
39.583333333333336,234
39.666666666666664,234
39.75,236
39.833333333333336,237
39.916666666666664,237
40,238
40.083333333333336,235
40.166666666666664,234
40.25,235
40.333333333333336,240
40.416666666666664,236
40.5,235
40.583333333333336,235
40.666666666666664,237
40.75,240
40.833333333333336,236
40.916666666666664,238
41,238
41.083333333333336,238
41.166666666666664,242
41.25,240
