"Hours since thread went live","Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru • The Strongest Tank's Labyrinth Raids: A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party - Episode 8 discussion"
10.5,88
10.583333333333334,86
10.666666666666666,91
10.75,89
10.833333333333334,92
10.916666666666666,91
11,90
11.083333333333334,92
11.166666666666666,89
11.25,92
11.333333333333334,92
11.416666666666666,92
11.5,93
11.583333333333334,93
11.666666666666666,90
11.75,94
11.833333333333334,98
11.916666666666666,95
12,99
12.083333333333334,97
12.166666666666666,97
12.25,100
12.333333333333334,96
12.416666666666666,98
12.5,98
12.583333333333334,95
12.666666666666666,97
12.75,97
12.833333333333334,97
12.916666666666666,96
13,97
13.083333333333334,95
13.166666666666666,100
13.25,94
13.333333333333334,97
13.416666666666666,99
13.5,99
13.583333333333334,97
13.666666666666666,99
13.75,97
13.833333333333334,97
13.916666666666666,101
14,103
14.083333333333334,105
14.166666666666666,98
14.25,102
14.333333333333334,98
14.416666666666666,101
14.5,101
14.583333333333334,98
14.666666666666666,103
14.75,104
14.833333333333334,104
14.916666666666666,101
15,102
15.083333333333334,104
15.166666666666666,102
15.25,101
15.333333333333334,104
15.416666666666666,105
15.5,105
15.583333333333334,100
15.666666666666666,106
15.75,108
15.833333333333334,107
15.916666666666666,104
16,110
16.083333333333332,110
16.166666666666668,106
16.25,104
16.333333333333332,108
16.416666666666668,110
16.5,106
16.583333333333332,109
16.666666666666668,108
16.75,112
16.833333333333332,108
16.916666666666668,110
17,107
17.083333333333332,105
17.166666666666668,110
17.25,110
17.333333333333332,109
17.416666666666668,110
17.5,108
17.583333333333332,109
17.666666666666668,112
17.75,111
17.833333333333332,109
17.916666666666668,109
18,113
18.083333333333332,112
18.166666666666668,113
18.25,110
18.333333333333332,110
18.416666666666668,113
18.5,112
18.583333333333332,115
18.666666666666668,112
18.75,113
18.833333333333332,113
18.916666666666668,113
19,113
19.083333333333332,113
19.166666666666668,116
19.25,111
19.333333333333332,112
19.416666666666668,114
19.5,113
19.583333333333332,111
19.666666666666668,116
19.75,114
19.833333333333332,115
19.916666666666668,114
20,116
20.083333333333332,118
20.166666666666668,113
20.25,116
20.333333333333332,116
20.416666666666668,113
20.5,117
20.583333333333332,113
20.666666666666668,120
20.75,113
20.833333333333332,121
20.916666666666668,121
21,120
21.083333333333332,119
21.166666666666668,117
21.25,117
21.333333333333332,116
21.416666666666668,114
21.5,119
21.583333333333332,114
21.666666666666668,117
21.75,115
21.833333333333332,118
21.916666666666668,115
22,120
22.083333333333332,120
22.166666666666668,119
22.25,118
22.333333333333332,118
22.416666666666668,117
22.5,117
22.583333333333332,119
22.666666666666668,119
22.75,117
22.833333333333332,118
22.916666666666668,118
23,116
23.083333333333332,119
23.166666666666668,121
23.25,116
23.333333333333332,113
23.416666666666668,117
23.5,119
23.583333333333332,120
23.666666666666668,118
23.75,116
23.833333333333332,114
23.916666666666668,119
24,120
24.083333333333332,117
24.166666666666668,113
24.25,117
24.333333333333332,120
24.416666666666668,120
24.5,116
24.583333333333332,117
24.666666666666668,115
24.75,118
24.833333333333332,118
24.916666666666668,121
25,116
25.083333333333332,117
25.166666666666668,122
25.25,117
25.333333333333332,119
25.416666666666668,118
25.5,114
25.583333333333332,117
25.666666666666668,122
25.75,115
25.833333333333332,118
25.916666666666668,115
26,120
26.083333333333332,119
26.166666666666668,120
26.25,117
26.333333333333332,122
26.416666666666668,120
26.5,119
26.583333333333332,119
26.666666666666668,119
26.75,120
26.833333333333332,121
26.916666666666668,120
27,119
27.083333333333332,120
27.166666666666668,120
27.25,121
27.333333333333332,120
27.416666666666668,120
27.5,119
27.583333333333332,117
27.666666666666668,121
27.75,117
27.833333333333332,119
27.916666666666668,120
28,119
28.083333333333332,120
28.166666666666668,116
28.25,116
28.333333333333332,122
28.416666666666668,118
28.5,118
28.583333333333332,122
28.666666666666668,118
28.75,120
28.833333333333332,119
28.916666666666668,120
29,118
29.083333333333332,121
29.166666666666668,119
29.25,117
29.333333333333332,120
29.416666666666668,120
29.5,123
29.583333333333332,119
29.666666666666668,118
29.75,120
29.833333333333332,120
29.916666666666668,118
30,118
30.083333333333332,123
30.166666666666668,119
30.25,119
30.333333333333332,123
30.416666666666668,121
30.5,121
30.583333333333332,122
30.666666666666668,116
30.75,120
30.833333333333332,118
30.916666666666668,121
31,123
31.083333333333332,118
31.166666666666668,116
31.25,120
31.333333333333332,119
31.416666666666668,118
31.5,122
31.583333333333332,121
31.666666666666668,120
31.75,119
31.833333333333332,120
31.916666666666668,118
32,121
32.083333333333336,122
32.166666666666664,119
32.25,121
32.333333333333336,119
32.416666666666664,119
32.5,123
32.583333333333336,118
32.666666666666664,119
32.75,118
32.833333333333336,118
32.916666666666664,119
33,120
33.083333333333336,120
33.166666666666664,123
33.25,121
33.333333333333336,123
33.416666666666664,119
33.5,121
33.583333333333336,123
33.666666666666664,120
33.75,116
33.833333333333336,121
33.916666666666664,119
34,117
34.083333333333336,119
34.166666666666664,121
34.25,117
34.333333333333336,123
34.416666666666664,120
34.5,124
34.583333333333336,122
34.666666666666664,121
34.75,122
34.833333333333336,118
34.916666666666664,122
35,122
35.083333333333336,120
35.166666666666664,123
35.25,121
35.333333333333336,122
35.416666666666664,124
35.5,123
35.583333333333336,117
35.666666666666664,121
35.75,117
35.833333333333336,121
35.916666666666664,119
36,120
36.083333333333336,123
36.166666666666664,122
36.25,123
36.333333333333336,123
36.416666666666664,122
36.5,119
36.583333333333336,121
36.666666666666664,119
36.75,122
36.833333333333336,123
36.916666666666664,121
37,120
37.083333333333336,120
37.166666666666664,120
37.25,117
37.333333333333336,122
37.416666666666664,119
37.5,121
37.583333333333336,119
37.666666666666664,122
37.75,119
37.833333333333336,121
37.916666666666664,117
38,120
38.083333333333336,120
38.166666666666664,116
38.25,119
38.333333333333336,117
38.416666666666664,121
38.5,120
38.583333333333336,117
38.666666666666664,120
38.75,120
38.833333333333336,120
38.916666666666664,121
39,121
39.083333333333336,121
39.166666666666664,120
39.25,121
39.333333333333336,121
39.416666666666664,121
39.5,119
39.583333333333336,119
39.666666666666664,119
39.75,121
39.833333333333336,118
39.916666666666664,120
40,119
40.083333333333336,120
40.166666666666664,119
40.25,120
40.333333333333336,120
40.416666666666664,123
40.5,119
40.583333333333336,120
40.666666666666664,120
40.75,118
40.833333333333336,116
40.916666666666664,120
41,117
41.083333333333336,122
41.166666666666664,124
41.25,122
41.333333333333336,120
41.416666666666664,119
41.5,122
41.583333333333336,120
41.666666666666664,118
41.75,116
41.833333333333336,119
41.916666666666664,118
42,120
42.083333333333336,120
42.166666666666664,121
42.25,120
42.333333333333336,117
42.416666666666664,118
42.5,117
42.583333333333336,122
42.666666666666664,119
42.75,122
42.833333333333336,118
42.916666666666664,122
43,122
43.083333333333336,120
43.166666666666664,116
43.25,121
43.333333333333336,121
43.416666666666664,124
43.5,118
43.583333333333336,118
43.666666666666664,119
43.75,118
43.833333333333336,119
43.916666666666664,118
44,117
44.083333333333336,121
44.166666666666664,118
44.25,117
44.333333333333336,118
44.416666666666664,122
44.5,117
44.583333333333336,121
44.666666666666664,124
44.75,119
44.833333333333336,117
44.916666666666664,122
45,120
45.083333333333336,119
45.166666666666664,121
45.25,123
45.333333333333336,119
45.416666666666664,118
45.5,120
45.583333333333336,118
45.666666666666664,122
45.75,121
45.833333333333336,122
45.916666666666664,121
46,122
46.083333333333336,119
46.166666666666664,119
46.25,116
46.333333333333336,118
46.416666666666664,118
46.5,120
46.583333333333336,117
46.666666666666664,118
46.75,123
46.833333333333336,119
46.916666666666664,116
47,121
47.083333333333336,118
47.166666666666664,121
47.25,120
47.333333333333336,116
47.416666666666664,120
47.5,121
47.583333333333336,123
47.666666666666664,120
47.75,118
47.833333333333336,121
47.916666666666664,124
