"Hours since thread went live","Blue Archive The Animation - Episode 1 discussion"
0,2
0,9
0.08333333333333333,29
0.16666666666666666,51
0.25,68
0.3333333333333333,90
0.4166666666666667,111
0.5,125
0.5833333333333334,144
0.6666666666666666,169
0.75,191
0.8333333333333334,201
0.9166666666666666,222
1,238
1.0833333333333333,268
1.1666666666666667,294
1.25,313
1.3333333333333333,334
1.4166666666666667,353
1.5,370
1.5833333333333333,389
1.6666666666666667,396
1.75,418
1.8333333333333333,434
1.9166666666666667,442
2,454
2.0833333333333335,473
2.1666666666666665,489
2.25,502
2.3333333333333335,521
2.4166666666666665,532
2.5,537
2.5833333333333335,547
2.6666666666666665,559
2.75,572
2.8333333333333335,575
2.9166666666666665,589
3,601
3.0833333333333335,609
3.1666666666666665,621
3.25,626
3.3333333333333335,635
3.4166666666666665,648
3.5,660
3.5833333333333335,666
3.6666666666666665,675
3.75,678
3.8333333333333335,698
3.9166666666666665,703
4,717
4.083333333333333,729
4.166666666666667,734
4.25,738
4.333333333333333,740
4.416666666666667,744
4.5,755
4.583333333333333,769
4.666666666666667,776
4.75,790
4.833333333333333,794
4.916666666666667,795
5,805
5.083333333333333,813
5.166666666666667,815
5.25,825
5.333333333333333,838
5.416666666666667,847
5.5,851
5.583333333333333,851
5.666666666666667,853
5.75,864
5.833333333333333,875
5.916666666666667,881
6,891
6.083333333333333,902
6.166666666666667,897
6.25,909
6.333333333333333,913
6.416666666666667,923
6.5,931
6.583333333333333,936
6.666666666666667,937
6.75,940
6.833333333333333,948
6.916666666666667,950
7,958
7.083333333333333,963
7.166666666666667,968
7.25,980
7.333333333333333,983
7.416666666666667,988
7.5,992
7.583333333333333,994
7.666666666666667,1004
7.75,1014
7.833333333333333,1020
7.916666666666667,1030
8,1044
8.083333333333334,1043
8.166666666666666,1051
8.25,1064
8.333333333333334,1073
8.416666666666666,1069
8.5,1074
8.583333333333334,1087
8.666666666666666,1089
8.75,1086
8.833333333333334,1098
8.916666666666666,1096
9,1102
9.083333333333334,1107
9.166666666666666,1113
9.25,1119
9.333333333333334,1125
9.416666666666666,1129
9.5,1133
9.583333333333334,1139
9.666666666666666,1139
9.75,1141
9.833333333333334,1150
9.916666666666666,1149
10,1158
10.083333333333334,1162
10.166666666666666,1165
10.25,1170
10.333333333333334,1170
10.416666666666666,1173
10.5,1185
10.583333333333334,1179
10.666666666666666,1193
10.75,1199
10.833333333333334,1199
10.916666666666666,1199
11,1210
11.083333333333334,1209
11.166666666666666,1217
11.25,1212
11.333333333333334,1222
11.416666666666666,1225
11.5,1231
11.583333333333334,1229
11.666666666666666,1234
11.75,1239
11.833333333333334,1247
11.916666666666666,1248
12,1252
12.083333333333334,1257
12.166666666666666,1262
12.25,1263
12.333333333333334,1270
12.416666666666666,1273
12.5,1265
12.583333333333334,1268
12.666666666666666,1280
12.75,1271
12.833333333333334,1279
12.916666666666666,1277
13,1280
13.083333333333334,1293
13.166666666666666,1292
13.25,1300
13.333333333333334,1299
13.416666666666666,1304
13.5,1314
13.583333333333334,1317
13.666666666666666,1321
13.75,1320
13.833333333333334,1319
13.916666666666666,1329
14,1325
14.083333333333334,1327
14.166666666666666,1333
14.25,1339
14.333333333333334,1340
14.416666666666666,1334
14.5,1341
14.583333333333334,1345
14.666666666666666,1349
14.75,1346
14.833333333333334,1355
14.916666666666666,1357
15,1358
15.083333333333334,1361
15.166666666666666,1365
15.25,1367
15.333333333333334,1376
15.416666666666666,1379
15.5,1377
15.583333333333334,1377
15.666666666666666,1386
15.75,1390
15.833333333333334,1385
15.916666666666666,1394
16,1395
16.083333333333332,1400
16.166666666666668,1396
16.25,1394
16.333333333333332,1403
16.416666666666668,1403
16.5,1399
16.583333333333332,1411
16.666666666666668,1406
16.75,1403
16.833333333333332,1408
16.916666666666668,1407
17,1409
17.083333333333332,1410
17.166666666666668,1404
17.25,1407
17.333333333333332,1408
17.416666666666668,1409
17.5,1415
17.583333333333332,1415
17.666666666666668,1421
17.75,1424
17.833333333333332,1414
17.916666666666668,1427
18,1423
18.083333333333332,1424
18.166666666666668,1429
18.25,1430
18.333333333333332,1434
18.416666666666668,1431
18.5,1432
18.583333333333332,1428
18.666666666666668,1428
18.75,1437
18.833333333333332,1436
18.916666666666668,1434
19,1439
19.083333333333332,1442
19.166666666666668,1442
19.25,1441
19.333333333333332,1446
19.416666666666668,1446
19.5,1445
19.583333333333332,1453
19.666666666666668,1446
19.75,1451
19.833333333333332,1452
19.916666666666668,1456
20,1455
20.083333333333332,1459
20.166666666666668,1458
20.25,1458
20.333333333333332,1463
20.416666666666668,1468
20.5,1466
20.583333333333332,1467
20.666666666666668,1470
20.75,1477
20.833333333333332,1479
20.916666666666668,1477
21,1472
21.083333333333332,1475
21.166666666666668,1482
21.25,1477
21.333333333333332,1485
21.416666666666668,1488
21.5,1484
21.583333333333332,1494
21.666666666666668,1489
21.75,1497
21.833333333333332,1498
21.916666666666668,1498
22,1502
22.083333333333332,1497
22.166666666666668,1504
22.25,1501
22.333333333333332,1506
22.416666666666668,1503
22.5,1508
22.583333333333332,1507
22.666666666666668,1509
22.75,1511
22.833333333333332,1508
22.916666666666668,1516
23,1513
23.083333333333332,1520
23.166666666666668,1517
23.25,1522
23.333333333333332,1525
23.416666666666668,1518
23.5,1522
23.583333333333332,1528
23.666666666666668,1527
23.75,1530
23.833333333333332,1531
23.916666666666668,1521
24,1527
24.083333333333332,1523
24.166666666666668,1532
24.25,1534
24.333333333333332,1532
24.416666666666668,1532
24.5,1533
24.583333333333332,1538
24.666666666666668,1538
24.75,1538
24.833333333333332,1539
24.916666666666668,1540
25,1544
25.083333333333332,1542
25.166666666666668,1546
25.25,1541
25.333333333333332,1550
25.416666666666668,1546
25.5,1553
25.583333333333332,1555
25.666666666666668,1553
25.75,1551
25.833333333333332,1551
25.916666666666668,1552
26,1549
26.083333333333332,1551
26.166666666666668,1551
26.25,1551
26.333333333333332,1553
26.416666666666668,1551
26.5,1549
26.583333333333332,1553
26.666666666666668,1553
26.75,1555
26.833333333333332,1552
26.916666666666668,1554
27,1559
27.083333333333332,1557
27.166666666666668,1557
27.25,1556
27.333333333333332,1558
27.5,1558
27.583333333333332,1557
27.666666666666668,1562
27.75,1555
27.833333333333332,1563
27.916666666666668,1556
28,1563
28.083333333333332,1568
28.166666666666668,1558
28.25,1562
28.333333333333332,1567
28.416666666666668,1566
28.5,1567
28.583333333333332,1568
28.666666666666668,1566
28.75,1566
28.833333333333332,1569
28.916666666666668,1567
29,1565
29.083333333333332,1571
29.166666666666668,1568
29.25,1575
29.333333333333332,1573
29.416666666666668,1573
29.5,1571
29.583333333333332,1575
29.666666666666668,1573
29.75,1570
29.833333333333332,1576
29.916666666666668,1575
30,1577
30.083333333333332,1579
30.166666666666668,1580
30.25,1585
30.333333333333332,1579
30.416666666666668,1577
30.5,1579
30.583333333333332,1583
30.666666666666668,1581
30.75,1585
30.833333333333332,1582
30.916666666666668,1584
31,1584
31.083333333333332,1581
31.166666666666668,1579
31.25,1577
31.333333333333332,1581
31.416666666666668,1584
31.5,1580
31.583333333333332,1582
31.666666666666668,1578
31.75,1583
31.833333333333332,1588
31.916666666666668,1582
32,1584
32.083333333333336,1586
32.166666666666664,1586
32.25,1582
32.333333333333336,1591
32.416666666666664,1584
32.5,1586
32.583333333333336,1580
32.666666666666664,1582
32.75,1582
32.833333333333336,1582
32.916666666666664,1589
33,1582
33.083333333333336,1588
33.166666666666664,1587
33.25,1585
33.333333333333336,1582
33.416666666666664,1585
33.5,1587
33.583333333333336,1586
33.666666666666664,1590
33.75,1584
33.833333333333336,1591
33.916666666666664,1589
34,1584
34.083333333333336,1588
34.166666666666664,1588
34.25,1585
34.333333333333336,1588
34.416666666666664,1590
34.5,1586
34.583333333333336,1584
34.666666666666664,1595
34.75,1593
34.833333333333336,1596
34.916666666666664,1600
35,1594
35.083333333333336,1590
35.166666666666664,1593
35.25,1594
35.333333333333336,1598
35.416666666666664,1595
35.5,1592
35.583333333333336,1600
35.666666666666664,1595
35.75,1600
35.833333333333336,1603
35.916666666666664,1601
36,1603
36.083333333333336,1605
36.166666666666664,1599
36.25,1600
36.333333333333336,1604
36.416666666666664,1606
36.5,1604
36.583333333333336,1603
36.666666666666664,1606
36.75,1604
36.833333333333336,1610
36.916666666666664,1606
37,1608
37.083333333333336,1607
37.166666666666664,1605
37.25,1603
37.333333333333336,1608
37.416666666666664,1603
37.5,1605
37.583333333333336,1602
37.666666666666664,1604
37.75,1604
37.833333333333336,1610
37.916666666666664,1612
38,1602
38.083333333333336,1609
38.166666666666664,1602
38.25,1606
38.333333333333336,1609
38.416666666666664,1608
38.5,1605
38.583333333333336,1610
38.666666666666664,1607
38.75,1608
38.833333333333336,1605
38.916666666666664,1609
39,1607
39.083333333333336,1610
39.166666666666664,1609
39.25,1607
39.333333333333336,1611
39.416666666666664,1611
39.5,1610
39.583333333333336,1615
39.666666666666664,1614
39.75,1608
39.833333333333336,1607
39.916666666666664,1609
40,1607
40.083333333333336,1604
40.166666666666664,1610
40.25,1610
40.333333333333336,1608
40.416666666666664,1611
40.5,1614
40.583333333333336,1611
40.666666666666664,1608
40.75,1610
40.833333333333336,1615
40.916666666666664,1607
41,1612
41.083333333333336,1612
41.166666666666664,1618
41.25,1617
41.333333333333336,1611
41.416666666666664,1615
41.5,1615
41.583333333333336,1613
41.666666666666664,1617
41.75,1620
41.833333333333336,1616
41.916666666666664,1615
42,1619
42.083333333333336,1614
42.166666666666664,1614
42.25,1617
42.333333333333336,1611
42.416666666666664,1612
42.5,1619
42.583333333333336,1621
42.666666666666664,1621
42.75,1617
42.833333333333336,1619
42.916666666666664,1620
43,1622
43.083333333333336,1615
43.166666666666664,1612
43.25,1624
43.333333333333336,1615
43.416666666666664,1619
43.5,1621
43.583333333333336,1619
43.666666666666664,1622
43.75,1615
43.833333333333336,1619
43.916666666666664,1621
44,1619
44.083333333333336,1625
44.166666666666664,1616
44.25,1617
44.333333333333336,1614
44.416666666666664,1619
44.5,1618
44.583333333333336,1621
44.666666666666664,1622
44.75,1615
44.833333333333336,1619
44.916666666666664,1618
45,1624
45.083333333333336,1620
45.166666666666664,1617
45.25,1621
45.333333333333336,1615
45.416666666666664,1622
45.5,1617
45.583333333333336,1619
45.666666666666664,1620
45.75,1621
45.833333333333336,1618
45.916666666666664,1618
46,1622
46.083333333333336,1622
46.166666666666664,1614
46.25,1616
46.333333333333336,1619
46.416666666666664,1618
46.5,1624
46.583333333333336,1618
46.666666666666664,1617
46.75,1620
46.833333333333336,1620
46.916666666666664,1619
47,1625
47.083333333333336,1622
47.166666666666664,1615
47.25,1622
47.333333333333336,1622
47.416666666666664,1622
47.5,1620
47.583333333333336,1621
47.666666666666664,1621
47.75,1622
47.833333333333336,1620
47.916666666666664,1626
