"Hours since thread went live","Tensei Kizoku, Kantei Skill de Nariagaru • As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World - Episode 8 discussion"
16.916666666666668,287
17,290
17.083333333333332,288
17.166666666666668,283
17.25,289
17.333333333333332,289
17.416666666666668,285
17.5,289
17.583333333333332,289
17.666666666666668,292
17.75,286
17.833333333333332,290
17.916666666666668,290
18,286
18.083333333333332,287
18.166666666666668,288
18.25,290
18.333333333333332,290
18.416666666666668,289
18.5,292
18.583333333333332,290
18.666666666666668,294
18.75,289
18.833333333333332,295
18.916666666666668,297
19,297
19.083333333333332,298
19.166666666666668,293
19.25,294
19.333333333333332,295
19.416666666666668,298
19.5,296
19.583333333333332,296
19.666666666666668,294
19.75,295
19.833333333333332,294
19.916666666666668,293
20,297
20.083333333333332,299
20.166666666666668,295
20.25,303
20.333333333333332,299
20.416666666666668,300
20.5,303
20.583333333333332,297
20.666666666666668,301
20.75,300
20.833333333333332,305
20.916666666666668,302
21,302
21.083333333333332,300
21.166666666666668,301
21.25,306
21.333333333333332,302
21.416666666666668,303
21.5,309
21.583333333333332,303
21.666666666666668,308
21.75,307
21.833333333333332,309
21.916666666666668,311
22,307
22.083333333333332,311
22.166666666666668,308
22.25,311
22.333333333333332,311
22.416666666666668,310
22.5,311
22.583333333333332,314
22.666666666666668,314
22.75,313
22.833333333333332,311
22.916666666666668,316
23,310
23.083333333333332,313
23.166666666666668,315
23.25,315
23.333333333333332,315
23.416666666666668,312
23.5,317
23.583333333333332,314
23.666666666666668,315
23.75,321
23.833333333333332,315
23.916666666666668,317
24,313
24.083333333333332,317
24.166666666666668,317
24.25,316
24.333333333333332,318
24.416666666666668,319
24.5,322
24.583333333333332,320
24.666666666666668,322
24.75,320
24.833333333333332,325
24.916666666666668,321
25,323
25.083333333333332,322
25.166666666666668,320
25.25,317
25.333333333333332,325
25.416666666666668,321
25.5,322
25.583333333333332,320
25.666666666666668,317
25.75,322
25.833333333333332,327
25.916666666666668,328
26,327
26.083333333333332,328
26.166666666666668,321
26.25,327
26.333333333333332,326
26.416666666666668,323
26.5,324
26.583333333333332,321
26.666666666666668,322
26.75,327
26.833333333333332,325
26.916666666666668,326
27,324
27.083333333333332,324
27.166666666666668,325
27.25,322
27.333333333333332,325
27.416666666666668,324
27.5,325
27.583333333333332,326
27.666666666666668,330
27.75,323
27.833333333333332,331
27.916666666666668,329
28,330
28.083333333333332,327
28.166666666666668,330
28.25,323
28.333333333333332,325
28.416666666666668,328
28.5,331
28.583333333333332,325
28.666666666666668,329
28.75,327
28.833333333333332,323
28.916666666666668,324
29,329
29.083333333333332,327
29.166666666666668,325
29.25,323
29.333333333333332,327
29.416666666666668,331
29.5,327
29.583333333333332,328
29.666666666666668,326
29.75,323
29.833333333333332,327
29.916666666666668,327
30,324
30.083333333333332,325
30.166666666666668,332
30.25,325
30.333333333333332,326
30.416666666666668,326
30.5,326
30.583333333333332,332
30.666666666666668,329
30.75,330
30.833333333333332,331
30.916666666666668,325
31,329
31.083333333333332,326
31.166666666666668,328
31.25,329
31.333333333333332,330
31.416666666666668,330
31.5,333
31.583333333333332,332
31.666666666666668,326
31.75,327
31.833333333333332,331
31.916666666666668,329
32,325
32.083333333333336,323
32.166666666666664,329
32.25,333
32.333333333333336,334
32.416666666666664,330
32.5,331
32.583333333333336,332
32.666666666666664,331
32.75,326
32.833333333333336,330
32.916666666666664,332
33,331
33.083333333333336,333
33.166666666666664,331
33.25,329
33.333333333333336,331
33.416666666666664,324
33.5,327
33.583333333333336,329
33.666666666666664,332
33.75,331
33.833333333333336,330
33.916666666666664,327
34,324
34.083333333333336,334
34.166666666666664,332
34.25,333
34.333333333333336,330
34.416666666666664,328
34.5,330
34.583333333333336,328
34.666666666666664,329
34.75,332
34.833333333333336,328
34.916666666666664,326
35,334
35.083333333333336,326
35.166666666666664,334
35.25,331
35.333333333333336,331
35.416666666666664,325
35.5,329
35.583333333333336,336
35.666666666666664,329
35.75,333
35.833333333333336,328
35.916666666666664,330
36,329
36.083333333333336,326
36.166666666666664,333
36.25,328
36.333333333333336,335
36.416666666666664,334
36.5,336
36.583333333333336,335
36.666666666666664,328
36.75,333
36.833333333333336,333
36.916666666666664,332
37,332
37.083333333333336,335
37.166666666666664,333
37.25,329
37.333333333333336,329
37.416666666666664,333
37.5,332
37.583333333333336,334
37.666666666666664,331
37.75,335
37.833333333333336,333
37.916666666666664,331
38,329
38.083333333333336,332
38.166666666666664,329
38.25,333
38.333333333333336,331
38.416666666666664,335
38.5,334
38.583333333333336,337
38.666666666666664,332
38.75,331
38.833333333333336,334
38.916666666666664,336
39,336
39.083333333333336,331
39.166666666666664,334
39.25,337
39.333333333333336,330
39.416666666666664,339
39.5,331
39.583333333333336,332
39.666666666666664,330
39.75,338
39.833333333333336,333
39.916666666666664,333
40,336
40.083333333333336,332
40.166666666666664,335
40.25,334
40.333333333333336,340
40.416666666666664,331
40.5,335
40.583333333333336,328
40.666666666666664,335
40.75,334
40.833333333333336,331
40.916666666666664,333
41,332
41.083333333333336,331
41.166666666666664,334
41.25,334
41.333333333333336,332
41.416666666666664,335
41.5,336
41.583333333333336,332
41.666666666666664,332
41.75,336
41.833333333333336,332
41.916666666666664,332
42,339
42.083333333333336,332
42.166666666666664,336
42.25,336
42.333333333333336,329
42.416666666666664,337
42.5,336
42.583333333333336,331
42.666666666666664,335
42.75,334
42.833333333333336,335
42.916666666666664,332
43,338
43.083333333333336,331
43.166666666666664,338
43.25,338
43.333333333333336,335
43.416666666666664,332
43.5,337
43.583333333333336,337
43.666666666666664,334
43.75,334
43.833333333333336,335
43.916666666666664,338
44,331
44.083333333333336,333
44.166666666666664,335
44.25,337
44.333333333333336,336
44.416666666666664,331
44.5,332
44.583333333333336,335
44.666666666666664,334
44.75,340
44.833333333333336,336
44.916666666666664,331
45,335
45.083333333333336,335
45.166666666666664,334
45.25,338
45.333333333333336,335
45.416666666666664,337
45.5,330
45.583333333333336,335
45.666666666666664,336
45.75,334
45.833333333333336,336
45.916666666666664,334
46,334
46.083333333333336,333
46.166666666666664,334
46.25,337
46.333333333333336,329
46.416666666666664,334
46.5,338
46.583333333333336,334
46.666666666666664,330
46.75,332
46.833333333333336,334
46.916666666666664,335
47,336
47.083333333333336,336
47.166666666666664,333
47.25,331
47.333333333333336,335
47.416666666666664,334
47.5,333
47.583333333333336,336
47.666666666666664,334
47.75,336
47.833333333333336,330
47.916666666666664,339
