"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 7 discussion"
0,3
0,6
0.08333333333333333,10
0.16666666666666666,14
0.25,23
0.3333333333333333,27
0.4166666666666667,39
0.5,54
0.5833333333333334,63
0.6666666666666666,75
0.75,82
0.8333333333333334,94
0.9166666666666666,109
1,125
1.0833333333333333,146
1.1666666666666667,160
1.25,177
1.3333333333333333,189
1.4166666666666667,214
1.5,237
1.5833333333333333,252
1.6666666666666667,265
1.75,288
1.8333333333333333,311
1.9166666666666667,320
2,331
2.0833333333333335,346
2.1666666666666665,364
2.25,378
2.3333333333333335,385
2.4166666666666665,395
2.5,410
2.5833333333333335,430
2.6666666666666665,453
2.75,467
2.8333333333333335,476
2.9166666666666665,493
3,508
3.0833333333333335,520
3.1666666666666665,530
3.25,543
3.3333333333333335,551
3.4166666666666665,565
3.5,579
3.5833333333333335,592
3.6666666666666665,602
3.75,619
3.8333333333333335,635
3.9166666666666665,639
4,655
4.083333333333333,662
4.166666666666667,677
4.25,696
4.333333333333333,703
4.416666666666667,708
4.5,718
4.583333333333333,728
4.666666666666667,744
4.75,754
4.833333333333333,773
4.916666666666667,778
5,788
5.083333333333333,792
5.166666666666667,796
5.25,802
5.333333333333333,815
5.416666666666667,823
5.5,831
5.583333333333333,844
5.666666666666667,857
5.75,867
5.833333333333333,877
5.916666666666667,897
6,906
6.083333333333333,914
6.166666666666667,929
6.25,937
6.333333333333333,947
6.416666666666667,952
6.5,974
6.583333333333333,990
6.666666666666667,993
6.75,1008
6.833333333333333,1016
6.916666666666667,1023
7,1038
7.083333333333333,1048
7.166666666666667,1055
7.25,1061
7.333333333333333,1072
7.416666666666667,1086
7.5,1097
7.583333333333333,1106
7.666666666666667,1110
7.75,1122
7.833333333333333,1130
7.916666666666667,1138
8,1145
8.083333333333334,1159
8.166666666666666,1167
8.25,1173
8.333333333333334,1188
8.416666666666666,1189
8.5,1202
8.583333333333334,1209
8.666666666666666,1214
8.75,1218
8.833333333333334,1227
8.916666666666666,1223
9,1233
9.083333333333334,1229
9.166666666666666,1241
9.25,1251
9.333333333333334,1256
9.416666666666666,1260
9.5,1280
9.583333333333334,1280
9.666666666666666,1301
9.75,1306
9.833333333333334,1310
9.916666666666666,1316
10,1315
10.083333333333334,1324
10.166666666666666,1328
10.25,1334
10.333333333333334,1334
10.416666666666666,1346
10.5,1351
10.583333333333334,1348
10.666666666666666,1364
10.75,1367
10.833333333333334,1382
10.916666666666666,1388
11,1390
11.083333333333334,1403
11.166666666666666,1402
11.25,1408
11.333333333333334,1410
11.416666666666666,1416
11.5,1419
11.583333333333334,1422
11.666666666666666,1438
11.75,1440
11.833333333333334,1440
11.916666666666666,1454
12,1460
12.083333333333334,1466
12.166666666666666,1465
12.25,1471
12.333333333333334,1481
12.416666666666666,1486
12.5,1502
12.583333333333334,1501
12.666666666666666,1507
12.75,1513
12.833333333333334,1510
12.916666666666666,1520
13,1522
13.083333333333334,1527
13.166666666666666,1524
13.25,1526
13.333333333333334,1538
13.416666666666666,1538
13.5,1548
13.583333333333334,1549
13.666666666666666,1555
13.75,1560
13.833333333333334,1557
13.916666666666666,1559
14,1569
14.083333333333334,1568
14.166666666666666,1577
14.25,1583
14.333333333333334,1583
14.416666666666666,1584
14.5,1587
14.583333333333334,1594
14.666666666666666,1588
14.75,1600
14.833333333333334,1601
14.916666666666666,1606
15,1614
15.083333333333334,1620
15.166666666666666,1616
15.25,1621
15.333333333333334,1627
15.416666666666666,1625
15.5,1621
15.583333333333334,1634
15.666666666666666,1630
15.75,1643
15.833333333333334,1645
15.916666666666666,1642
16,1648
16.083333333333332,1648
16.166666666666668,1649
16.25,1653
16.333333333333332,1660
16.416666666666668,1656
16.5,1656
16.583333333333332,1663
16.666666666666668,1661
16.75,1666
16.833333333333332,1666
16.916666666666668,1675
17,1669
17.083333333333332,1676
17.166666666666668,1678
17.25,1674
17.333333333333332,1683
17.416666666666668,1684
17.5,1688
17.583333333333332,1689
17.666666666666668,1687
17.75,1696
17.833333333333332,1695
17.916666666666668,1698
18,1698
18.083333333333332,1710
18.166666666666668,1711
18.25,1706
18.333333333333332,1711
18.416666666666668,1711
18.5,1711
18.583333333333332,1720
18.666666666666668,1721
18.75,1722
18.833333333333332,1718
18.916666666666668,1723
19,1723
19.083333333333332,1721
19.166666666666668,1728
19.25,1732
19.333333333333332,1724
19.416666666666668,1727
19.5,1729
19.583333333333332,1737
19.666666666666668,1735
19.75,1738
19.833333333333332,1740
19.916666666666668,1747
20,1745
20.083333333333332,1746
20.166666666666668,1743
20.25,1752
20.333333333333332,1751
20.416666666666668,1750
20.5,1756
20.583333333333332,1758
20.666666666666668,1757
20.75,1759
20.833333333333332,1763
